legacy_record_id,document_no,document_date,supplier_name,legacy_gcmc,legacy_line_id,legacy_material_id,material_name,spec_model,uom_text,qty,unit_price,unit_price_no_tax,amount
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,81bb0c1dd46846769a781e706e6ada1d,49bd3dfe93b7458c957469a41c2f3fd8,商品混凝土,C10,立方米,6.5000000000,347.1360000000,307.2000000000,2256.3800000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,8812089d626e4e25b7e06d43c94968f8,71c7b525fe54427786dec5f43588453d,商品混凝土,C15,立方米,176.7000000000,359.0690000000,317.7600000000,63447.4600000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,8f8b3edf33c94301a63718ba335587c6,6cb1f4e798f642e7be3d949e36996149,芝麻灰花岗石嵌边石,10×25×50cm,m,224.0000000000,67.3660000000,59.6159924147,15090.0000000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,9ce54fb7e80d47d99f712ea8b0c525b3,fabd74dd36e6430dae20cb0c671668f9,干混地面砂浆,M10,t,22.1000000000,423.0720000000,374.4000000000,9349.8900000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,9e4648fa215f4cc1a5acc9bc394d8647,ffb2811d7b2a4a0e9f40793e88f9ba97,花岗石人行道板芝麻灰烧面,30x60x5,平方米,554.9400000000,135.0580000000,119.5199940295,74948.8600000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,b90375f825d44d8ab3a8a6316b742eb3,35570dfc040844b49251f7b0d14bc312,干混抹灰砂浆,M15,t,4.0300000000,450.1920000000,398.4000000000,1814.2700000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,cab2174581104d41a2165b2e60393471,e229362b9b8f43c291f32b4cf632299d,商品混凝土,C20透水,m3,133.3000000000,542.4000000000,480.0000000000,72301.9200000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,d19487725ae943ef86c16aa2e75a3482,260240d53463461caaad28807414cf8b,干混砌筑砂浆,M10,t,15.4200000000,391.6130000000,346.5600000000,6038.6700000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,dc74ee1eb8cc419792de29cd9c718e8b,b17fdf37c172431ca2a4d56fa4759d62,商品混凝土,C30,立方米,28.9000000000,390.5280000000,345.6000000000,11286.2600000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,f5ddd8df4e5d494cacb707f9f0a21313,7a01306dc724419ba8b6faed087fa596,干混抹灰砂浆,M20,t,9.2700000000,466.4640000000,412.8000000000,4324.1200000000
03566d3e3f494fdf8c6d10a1eb2bb3a6,RKD-20240717-005,2024-06-30,四川晟博通达商贸有限公司,,ffeba876163844e4bb1842cfea513f1f,51948c07f10740b69aa4300c2ff62911,商品混凝土,C20,M3,40.5000000000,368.0000000000,325.6637168142,14904.0000000000
0397f14943194c2cafe5d9bec07a1b47,RKD-20230925-008,2023-06-26,什邡市鑫雷石材有限公司,,f83936d7441a4bc5ac847991e04e9ba2,cf3c336ad94744ba9fb1e0b97626d3b1,汉白玉栏杆,,米,99.8050000000,1000.0000000000,970.8737000000,99805.0000000000
03ac15902a7f490fb639c105eaa1f1a5,RKD-20240903-007,2024-07-19,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,8171346284d045e084d92bb04551a413,f447e6c0884a448995333243c7e9b163,盘螺,Φ10E,吨,7.2600000000,3950.0000000000,3495.5752212389,28677.0000000000
03ac15902a7f490fb639c105eaa1f1a5,RKD-20240903-007,2024-07-19,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,8f7a71753b13455cb19f78cccabdb1dd,b4b65ac3f0ac4d549d312ca4a34ad78b,盘螺,Φ8E,吨,7.2450000000,3950.0000000000,3495.5752212389,28617.7500000000
03ac15902a7f490fb639c105eaa1f1a5,RKD-20240903-007,2024-07-19,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,97b181ef191e4964802b37158fa07632,762825a6a50942969c847a9d01d2a221,盘螺,Φ6E,吨,12.0650000000,4120.0000000000,3646.0176991150,49707.8000000000
03ac15902a7f490fb639c105eaa1f1a5,RKD-20240903-007,2024-07-19,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,d11e310549c64a43ba0e58a71429480e,656f7c2405c64c5ca320c220a11d0c20,螺纹钢HRB400,Φ20,吨,3.0460000000,3770.0000000000,3336.2831858407,11483.4200000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,0b4586642e31428ebe5e6ca1e3193e6a,1637d01307e94d47a40c3afef122c55a,螺纹钢HRB400E,Φ22E,吨,8.6910000000,3770.0000000000,3336.2831858407,32765.0700000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,1834213374664e60aee169703e2e5f1a,c02b72130d2d4c658b53fb46b0a84610,盘螺HRB400E,Φ8E,吨,4.8000000000,3950.0000000000,3495.5752212389,18960.0000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,21980ca6c9a440b6b2940f883adf893f,f2e3ce0c209342edbd253f15898a6028,螺纹钢HRB400E,Φ14E,吨,9.8880000000,3780.0000000000,3345.1327433628,37376.6400000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,231389ab41c74948b061e8ffa5ce74a8,85744c0a5bcb40fbbfc208f7c6000014,螺纹钢HRB400E,Φ25E,吨,14.5550000000,3790.0000000000,3353.9823008850,55163.4500000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,36174c3e51d24cba8a007f243ed6e3ec,1ef7f79676d7468d8cabde7e8c43a2d8,螺纹钢HRB400E,Φ14E,吨,39.5520000000,3780.0000000000,3345.1327433628,149506.5600000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,3895cdea446643b882a26ec9492bfce2,fc0a18383067407da41af8facf5a1d00,螺纹钢HRB400E,Φ14E ,吨,24.7200000000,3780.0000000000,3345.1327433628,93441.6000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,4763150aa85d4636a22fdd92faaa5b86,847fd76348f640f288e08f37d100a0b5,螺纹钢HRB400E,Φ18E,吨,5.8680000000,3730.0000000000,3300.8849557522,21887.6400000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,6b59ab7becc84c609053e99ec0101f6f,0872e90486eb4d919818bbe34c40cfb3,盘螺HRB400E,Φ10E,吨,14.3620000000,3950.0000000000,3495.5752212389,56729.9000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,745affb2a16c47d9ad33b77adbedbddd,b88448557a094b36bd31b52ae51066d3,螺纹钢HRB400E,Φ16E,吨,4.9480000000,3770.0000000000,3336.2831858407,18653.9600000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,7824ed12b9824cc791da8dbe6ba34594,136ee49cfc69470c80306b9fa755f6fb,盘螺HRB400E,Φ6E,吨,4.7600000000,4120.0000000000,3646.0176991150,19611.2000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,b539fce32dc64808bee6ff2ac4df3864,976a54fe103b4860a906a2aee12c6164,盘螺HRB400E,Φ10E,吨,9.4600000000,3950.0000000000,3495.5752212389,37367.0000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,ba427f1068304a12b0f57a69505e68b6,6d346785275747c5b9b513d0a1e2b896,螺纹钢HRB400E,Φ12E,吨,5.0600000000,3810.0000000000,3371.6814159292,19278.6000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,da4700c934144020bfb9bc09c9498b39,83542f96b43442b7a144d99066f8aa16,盘螺HRB400E,Φ10E,吨,4.6560000000,3950.0000000000,3495.5752212389,18391.2000000000
0470515a2cdf4c74b2ff9d99eda57a84,RKD-20240606-006,2024-05-24,成都敬业恒泰贸易有限公司,旌阳区供水项目——柏隆净水厂,fcc6bcb9524a4f0d929bda1fe81c73db,d11f5feb164d4ca79c91d51daadd4534,盘螺HRB400E,Φ8E,吨,19.0600000000,3950.0000000000,3495.5752212389,75287.0000000000
055892fde1264f03a45d093d332db1af,RKD-20240903-002,2024-07-09,四川祥坤新材料有限公司,万润苑改造,86c1946db5554f8a986bf8559eb7ee47,ba944f5415d6498280ee8242ab2d1d9c,商品混凝土,C25,立方米,405.0000000000,400.0000000000,353.9823008850,162000.0000000000
055892fde1264f03a45d093d332db1af,RKD-20240903-002,2024-07-09,四川祥坤新材料有限公司,万润苑改造,d8aeba34c1524a118f91cde9bdac3935,71c7b525fe54427786dec5f43588453d,商品混凝土,C15,立方米,50.0000000000,380.0000000000,336.2831858407,19000.0000000000
056856add6794224861bf10205e929dc,RKD-20240422-009,2024-04-14,绵阳市安州区关心砂厂,2024高标准农田建设项目-龙泉村,6297aa0c906d4815b3c0ae468021b303,0621825e114149dfad13b39d6015f4fd,砂石,自然砂,吨,568.0000000000,63.0000000000,61.1650485437,35784.0000000000
056856add6794224861bf10205e929dc,RKD-20240422-009,2024-04-14,绵阳市安州区关心砂厂,2024高标准农田建设项目-龙泉村,b5def2ef0cf6409c80839a01e207fe4d,2dce5b5b337247019d2cacc5e4545371,砂石,中砂,吨,35.0000000000,58.0000000000,56.3106700000,2030.0000000000
058af751e2de4f978f5f42050b2da5b4,RKD-20240923-003,2024-08-05,德阳市庆源物资有限公司,旌阳区供水项目——柏隆净水厂,34e51fb6ccf14c0aaaa8243b355482b6,40dcc28612834e25bee5d95a01dc749b,螺纹钢,10,吨,.6625000000,4000.0000000000,3539.8230088496,2650.0000000000
05f76c8275094e89825ba9e84c0c38d6,RKD-20240424-007,2024-04-07,四川凯晨洲消防科技有限公司,旌阳区供水项目——柏隆净水厂,3712029c37ea4d08ae27a45d39bb81c7,d197020486e64d71a0716234434b0cb8,灭火器箱,5*2,个,100.0000000000,13.6500000000,12.0796460177,1365.0000000000
06287ef7f4e747c5a0b10da17426566d,RKD-20231009-011,2022-01-25,旌阳区瑞丰建材经营部,,e21955b95f6249bcb89ee9cb07c95ef9,58c1019b86dc4739838e4faf603b2a53,玻璃钢格栅,25*25,平方,60.0000000000,95.0000000000,94.0600000000,5700.0000000000
0629776cb0a34581acabb9f1ea0c2856,RKD-20240320-002,2024-02-05,四川文诚管业有限公司,二重厂西路等4条道路工程,6b7d93a9bb674085885926227f277b31,de927363a6944417993ac2aaee74dcc8,HDPE钢带增强聚乙烯螺旋波纹管,DN400SN≥10,m ,78.0000000000,100.0000000000,88.4950000000,7800.0000000000
0629776cb0a34581acabb9f1ea0c2856,RKD-20240320-002,2024-02-05,四川文诚管业有限公司,二重厂西路等4条道路工程,895b0bfdbab849cd8cae9ffedb8e106b,72fe1d9f00c04ea5ae317639799330ca,HDPE钢带增强聚乙烯螺旋波纹管, DN500SN≥10,m,60.0000000000,170.0000000000,150.4420000000,10200.0000000000
063cf3a2ebe54864824ee84a5242b46d,RKD-20240731-005,2024-06-06,成都梦农科技有限公司,,4159e8fea2454679a98fb15768227386,4c370b6fd4c6419d9863395c4953086e,PVC-C,φ100*8mmSN≥8,m,360.0000000000,25.0000000000,22.1238938053,9000.0000000000
063cf3a2ebe54864824ee84a5242b46d,RKD-20240731-005,2024-06-06,成都梦农科技有限公司,,70c8fb2ff0a34181b92dce38718a58a3,076464c55e8a475ea13911e1120552d6,PVC-C,φ200*10mmSN≥8,m,1257.0000000000,72.0000000000,63.7168141593,90504.0000000000
063cf3a2ebe54864824ee84a5242b46d,RKD-20240731-005,2024-06-06,成都梦农科技有限公司,,ac886614a8794240969eb311af93e081,8bf99d06d2eb4d15b79dbd55947c1415,HDPE排水管,φ300SN≥10 ,m,210.0000000000,45.0000000000,39.8230088496,9450.0000000000
06cc904ee51441d2a04424f80e3e3b08,RKD-20240607-008,2024-05-09,德阳鑫川物资有限公司,旌阳区供水项目——柏隆供水管网,c04945fd4ef64828b6ab8a00cfa35278,96bfa4e010bf4b3f80289908dd143862,钢板下料,Q235 20,kg,412.0000000000,4.7960000000,4.2443508893,1976.0000000000
07099bd508954f489774a1b5808acb7a,RKD-20230925-026,2023-03-31,德阳市区华泰建材经营部,,a829c5a8c0d741e39d1b9f73feae5313,81718fd8f5f84c41a601b30b636bd8fb,瓷砖,300*600,匹,1056.0000000000,9.0000000000,8.9100000000,9504.0000000000
0763983e20044dc38192c8c08cb10308,RKD-20240604-010,2024-05-20,旌阳区宏至建材经营部,2023年高标准农田改造提升-东美村,609934e96bf94d299b733c827061d478,8eef6baf11894122980e69f4cabd4222,通体瓷砖,600*600 ,片,212.0000000000,24.8000000000,24.0776699029,5257.6000000000
0763983e20044dc38192c8c08cb10308,RKD-20240604-010,2024-05-20,旌阳区宏至建材经营部,2023年高标准农田改造提升-东美村,a30982518482461f8d0f97939694f515,e5718d677b584e6a98ccaaddb6572558,通体瓷砖,600*600,片,320.0000000000,14.8000000000,14.3689320388,4736.0000000000
0763983e20044dc38192c8c08cb10308,RKD-20240604-010,2024-05-20,旌阳区宏至建材经营部,2023年高标准农田改造提升-东美村,e6f8c9d683a84e3892feed0c582244f2,62ad3246bcfa4836ba25c7966324166b,通体瓷砖,400*800,片,62.0000000000,15.0000000000,14.5631067961,930.0000000000
07a410f04ad74bd2b926735fcd39d96b,RKD-20250117-008,2024-12-13,成都市和欣建材有限公司,,985090b796e84f76b2d259677a079648,4037ae54aad84088a58e1d669b0263ee,钢材,,吨,2.8160000000,3750.0000000000,3640.7766990291,10560.0000000000
08a54a1ee8834cb38e3c7b441fa3e2c5,RKD-20240725-004,2024-06-03,四川凯晨洲消防科技有限公司,万润苑改造,ad9fde9ce6f24cbbacea51f49aabcf74,b9285e140ed64bc18b55321e3f76eb79,灭火器箱,4*2,个,58.0000000000,13.0000000000,11.5044247788,754.0000000000
08a54a1ee8834cb38e3c7b441fa3e2c5,RKD-20240725-004,2024-06-03,四川凯晨洲消防科技有限公司,万润苑改造,e416e8a5d20341d081dcd54e643149ea,4957babe11544e9692103d68eb02c65d,手提式干粉灭火器,MFZ/ABC4,具,254.0000000000,43.3700000000,38.3805309735,11015.9800000000
0915534c9fc84037add0228d0420ddd1,RKD-20230922-002,2023-09-15,四川宏智拓建材有限公司,,0567da074d8c45789589fcb202e10451,b82f3e8530b9433b837cd5ef702c0e8b,干混地面砂浆,M10,t,326.3600000000,348.0000000000,337.8600000000,113573.2800000000
0915534c9fc84037add0228d0420ddd1,RKD-20230922-002,2023-09-15,四川宏智拓建材有限公司,,784bb806784e4290b60fa210f8499cb9,4f5621c67c1a46bcb1ba6c876cb309a1,干混地面砂浆,M20,t,49.6200000000,385.0000000000,373.7900000000,19103.7000000000
0915534c9fc84037add0228d0420ddd1,RKD-20230922-002,2023-09-15,四川宏智拓建材有限公司,,8961ac138cb64f31a93520884f5a92f7,4f5621c67c1a46bcb1ba6c876cb309a1,干混地面砂浆,M20,t,248.0900000000,351.0000000000,340.7800000000,87079.5900000000
0915534c9fc84037add0228d0420ddd1,RKD-20230922-002,2023-09-15,四川宏智拓建材有限公司,,d8aaded257a34cf78b3f605cf457d32a,4c97df5166994d7b95b821e4b14c709b,干混地面砂浆,M5,t,118.8900000000,312.0000000000,302.9100000000,37093.6800000000
0915534c9fc84037add0228d0420ddd1,RKD-20230922-002,2023-09-15,四川宏智拓建材有限公司,,e48d50d30a2f47a5a04897087c8d98e3,9cd7183670a043ce92fe77ac95975448,干混地面砂浆,M15,t,283.9700000000,341.0000000000,331.0700000000,96833.7700000000
09f18d461dfd42d7a1eed9f1f01867c8,RKD-20231211-008,2023-12-07,成都灿安科技有限公司,孝感翠竹街西路改造,a3a51752886243999abfccc4bb897203,aa2e78d2ad284c50b29aef3f6b7d089c,仿芝麻灰烧面石英砖,300*900*20,㎡,39.2800000000,80.5000000000,71.2380000000,3162.0400000000
0a0fc60728b14a74a2a395472084544c,RKD-20231214-001,2023-12-11,德阳亚东水泥销售有限责任公司,2023年高标准农田改造提升-东美村,1621f77f73c7458daf07562974a615ac,beecc8133bb14f088dcdca756b5970ea,水泥,PSA32.5R袋装,吨,30.0000000000,305.0000000000,269.9110000000,9150.0000000000
0a48b836dc104425b72167690cdb4014,RKD-20231011-006,2022-01-26,成都众和丰市政工程有限公司,,3d0243a79e844f39a08a289971606d7f,7e3b56815d174a6ba92a9b9a99230bf6,不锈钢户外垃圾箱,,个,20.0000000000,425.0000000000,376.1100000000,8500.0000000000
0ab513ad79d24b26affc1668e39dfc4a,RKD-20230922-045,2022-12-22,德阳市庆源物资有限公司,,c45ecead0b4d442d865c70c35c4f687f,d3300fb8eea54cf6b94f50b11f6afdda,镀锌圆钢,Φ12,吨,.5000000000,4816.0000000000,4261.9500000000,2408.0000000000
0af42394dbc94abfb9228fcf90a0959d,RKD-20230925-045,2023-03-02,什邡市鑫雷石材有限公司,,844d6f3b1181494396616fe63445aebf,cf3c336ad94744ba9fb1e0b97626d3b1,汉白玉栏杆,,米,60.0000000000,1000.0000000000,970.8738000000,60000.0000000000
0af778a1e3144ab5be0f9c516d1086c5,RKD-20230727-001,2023-07-26,四川矿奇石材有限公司,孝感翠竹街西路改造,40fd3ad11c6344adb2700b7b2f441156,1bd3d6f1b22b409e860323db0a9ad430,芝麻灰花岗石路沿石,900*300*150,米,3000.0000000000,90.0000000000,79.6500000000,270000.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,0b0e13557f094b07bac14cb64c3461a6,cb6268c621a64f40ac69446efd4a4c62,遮光布,,米,427.0000000000,88.0000000000,77.8761061947,37576.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,147b9e6448404f56822e640dc799130b,7f561e416abb4f5f9d75874168c9d3b5,轨道,,米,281.0000000000,39.0000000000,34.5132743363,10959.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,5370147f06a34ad09dae401b6d3c5838,4ce15361a9574e27983676c2f72deb6a,窗纱,,米,324.0000000000,46.0000000000,40.7079646018,14904.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,9a8ec206cbae4d9c9f1690a4262fa0a3,a4e254aab00e4d53b771c59513e519bb,卷帘,,套,1.0000000000,77.0000000000,68.1415929204,77.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,c5307173b7674ebe82ff6340adca08fc,62992d1f9c544b9dbb75d164cf37ed92,窗花纸,,套,3.0000000000,50.0000000000,44.2477876106,150.0000000000
0b7a825203ce4375bf312c180c472089,RKD-20240508-002,2024-04-22,四川添美软装家居有限责任公司,烈士陵园装修项目,c64d41bac00e413385189b6e68ebd8ce,1d978a1d2bc14da881a4173a948965bf,百叶窗,,㎡,43.0000000000,85.0000000000,75.2212389381,3655.0000000000
0b7d7d50287d4452bc3ed26477980db7,RKD-20240725-009,2024-06-07,四川鑫和利供应链管理有限公司,旌阳区供水项目——柏隆净水厂,e7b59ab25dc8415fb760303e6fc714df,d68fae4566ea46318afbd1905bea5b1a,胶合板（建筑模板）,1830*915*12,张,800.0000000000,37.8000000000,33.4513274336,30240.0000000000
0c222c3eb9d3404aa3ac2f4ce8fd0e9e,RKD-20231214-003,2023-12-13,四川智能弘安交通科技有限公司,三星堆环线基础设施改造,77a8e97ef0b54b80bc2fd63a02c42e7f,60025b4215b8459aadea560591e7ecc4,京式护栏,,米,446.0000000000,213.4700000000,188.9080000000,95207.6200000000
0c78f2f590de4e41bd8c6be71f71a445,RKD-20240102-001,2023-12-01,中江能鑫建材有限公司,2023年高标准农田改造提升-东美村,a03264d1334a4fb0b146aeeecfc6a23b,9510291e770d494eb93501a70fd051d2,水泥,32.5袋装,吨,380.0000000000,340.0000000000,300.8840000000,129200.0000000000
0ca1ec25e2524e68b6c0e01a36fc829e,RKD-20231221-004,2023-12-19,四川马尚莱建筑工程有限公司,孝感翠竹街西路改造,e5eea437a1614511b5611e93ae2058ae,3d54a6e3d7154a078bdfd0e907e68ebc,防裂贴,,米,3000.0000000000,14.2000000000,12.5660000000,42600.0000000000
0cc7b855fab641faa1e7fcdeafd91257,RKD-20231122-003,2023-11-08,四川矿奇石材有限公司,,c85a1f75d62a4d6ca0d445590af32c46,fde4d7428fbe47409b9093458ff740c8,芝麻灰花岗石路沿石,900*300*150,米,295.0000000000,76.0000000000,67.2560000000,22420.0000000000
0cc7b855fab641faa1e7fcdeafd91257,RKD-20231122-003,2023-11-08,四川矿奇石材有限公司,,debb471e89df4377ad39424d5ec22adc,45cd08dcf4a5416bb18536cd959899db,芝麻灰花岗石路沿石,300*300*150,米,29.8400000000,80.5000000000,71.2380000000,2402.1200000000
0d09f12469a64e7fa4d85992835b858c,RKD-20240122-006,2024-01-15,重庆亮智光电科技有限公司,三星堆环线基础设施改造,39960b7ff9b346268559ac6b1779dabd,7d7b3866b7f64c9eaa5e60dea01355d2,LED投光灯,200W,套,32.0000000000,420.5000000000,372.1230000000,13456.0000000000
0d09f12469a64e7fa4d85992835b858c,RKD-20240122-006,2024-01-15,重庆亮智光电科技有限公司,三星堆环线基础设施改造,dd5137f15fb5429eb6d704bc35176436,713f2d0692d945e5832232b17fd0d7cb,LED路灯,120W,套,131.0000000000,301.5000000000,266.8140000000,39496.5000000000
0d09f12469a64e7fa4d85992835b858c,RKD-20240122-006,2024-01-15,重庆亮智光电科技有限公司,三星堆环线基础设施改造,e5543af09ddc4bcaa0d4905a7840cb23,6f45c4c7ed2a419ab11e1c9edb54de84,LED路灯,100W,套,131.0000000000,262.0000000000,231.8580000000,34322.0000000000
