id,legacy_project_id,project_code,name
38,0db43c29f642442292d30f6b34c328a9,PRJ260038,巫山县大昌镇树木修剪及路灯更换服务合同
39,0dde523bf5414461b937c9d5d4c220cf,PRJ260039,53019工程、3644-3、4、3617消防工程
40,0e04e445c6304b5f9e3b79ffdde72eb1,PRJ260040,绵阳金能集中办公室维修改造项目
41,0e4c810fe22644c399650bca0528898a,PRJ260041,2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目
42,0f314b7eb259455f8ad3bb3419f66957,PRJ260042,绵竹市星旺大桥与货运通道连接匝道工程项目
43,0f3c19a871e446fc8cc9781f108d58e5,PRJ260043,米易县南部新城市政道路及生态湿地公园PPP项目-湿地公园建设项目
44,0fe3fceb5f4b4c4fa5fae8527912fb93,PRJ260044,旌阳区长江流域可持续发展（沱江上游-绵远河段）综合治理（4、5号地块地下室）（DYS2022-65）
45,102a738d1fee481fb215df95de82490c,PRJ260045,德阳市青少年宫舞蹈、钢琴、美术教室改造（二次）
46,106e8ac916084f398b89d0a564f2473f,PRJ260046,德阳市罗江区公路建设养护所2025农村公路维修
47,108141059f724a008d2250d7c01449c8,PRJ260047,龙泉山路与旌湖路交会处东北角土地围挡项目
48,11e56ccc546e4532a323597457133e8c,PRJ260048,古蔺双沙陈坪等3个村18年脱贫攻坚饮水项目
49,125f0ae46d734ad68124ddadc3d5eb19,PRJ260049,洛碛餐厨污水处理厂基础设施修复及零星工程项目
50,12bab8c00273463cae235c1615796bb3,PRJ260050,青龙工业园区雨污水管网应急修复项目
51,12dc2d35442c43f481d6e3880f8a306e,PRJ260051,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程青衣江路公园剩余工程
52,1357e63a4149468ea5b484a53ec1efa4,PRJ260052,开挖修复359机位消防主管道爆管项目
53,135be6807d2043619fde2b6efe531cf6,PRJ260053,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包-穿城堰三标段
54,1375f96aeadd4e518c7b0574d3965a4b,PRJ260054,中国移动四川公司成都分公司2023-2025年渠道维修采购项目框架协议
55,1428742882bf4fc5988efcc289c8d5e8,PRJ260055,安宁新能源磷铁项目
56,1496d77696814bca8ab7b5d1423b5d5f,PRJ260056,国网德阳供电公司综合中心建设场地平整工程（办公大楼恢复）
57,14b62e4158d24596a0e04828e39362b5,PRJ260057,旌北13#、14#地块(德阳北站 TOD 及配套基础设施项目室外园林景观工程工程专业分包（大区）
58,14c4325bb56b408788e6f442f4384374,PRJ260058,广东南华工商职业学院清远校区二期建设工程 （学生生活区、教学行政区）
59,14fe0f48d2af4716b1b3b24f8a4286c8,PRJ260059,广汉市郑州路东段雨污水管网工程
60,1524f421b94c41698305394cf8691f44,PRJ260060,中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包22 天府
61,152f26736dd64da29f1b4f494fcfef41,PRJ260061,西昌卷烟厂2021年厂区环境改造工程综合经营业务用房配套设施改造标段
62,15bc8bfa1f964a609140a3c52c72efaa,PRJ260062,重庆江北国际机场飞行区服务综合服务外包项目
63,15f176434d074d2ab18710410f83bd92,PRJ260063,秦岭山道路项目道路照明专业分包工程
64,162fdc7c89564d5189f449bce9454395,PRJ260064,162井场外墙
65,16979c84c8ba410eab2e7117be52eddf,PRJ260065,旌阳区综合管廊项目泰山路段支护及防水工程二标
66,16d5db4fb73845ab92b4b2c5bcaf9488,PRJ260066,绵竹市农业科技碳循环双创产业融合示范园项目(二期)一标段-大棚B区劳务、机械采购项目(第二次)
67,16f30c8b960c4e6dbedd7a507d96f4ce,PRJ260067,明源电力公寓小区路灯维修改造
68,16fce53311764d6c84b08f1357acf0ba,PRJ260068,四川省绵阳外国语学校高中部教学综合楼室外电梯工程
69,1710364e78bc40b48396fe20e5f0e9bd,PRJ260069,南充市高坪区恒大悦龙台至三环6期厂区段损毁道路恢复工程建材及配套服务采购项目
70,17510e7ec153446ca14f6efa72d6c899,PRJ260070,天府国际机场航站区配套市政工程施工三标段（二工区）雨污管网及土石方回填工程
71,1791ed98bcc5407a9476f93365909791,PRJ260071,S216绵竹市拱星镇(泉乐村)至汉旺镇(牛鼻村)段大修工程路面分项工程部分专业分包项目
72,17cfa82ebcfb4d15baf187890f9e934d,PRJ260072,经开物业小区门卫翻新工程
73,18345028af09432ab7505fe2ce46d2b1,PRJ260073,水韵江南小区维修
74,18b103d698be404b80f9bf782c1a174d,PRJ260074,德阳市旌合建设工程有限公司3#、4#、5#、6#楼幕墙工程专业分包
75,1914e7b88af24bf0adc89495e5233c60,PRJ260075,德阳市旌阳区供水建设项目（柏隆净水厂）
76,1989ad3a331c42308a06490ef6d777b0,PRJ260076,绵阳市安州区高级职业中学空调电力改造安装工程
77,19b80dff5f32439cbbf6a31107f05832,PRJ260077,金谷油脂项目进场道路工程二标段
78,1a27d87129a543c5939e8a5129b75f63,PRJ260078,万航模锻有限公司配电系统扩容工程
79,1abe1430e27d4765b61cf3ae4b341c24,PRJ260079,凯州新城城乡一体化项目配套建设工程钢结构工程专业分包（第二次）
80,1aca2027a967401792f1c4b18ef02451,PRJ260080,自贡航空产业园航空大道南延线二标段（K1+860-K2+670）施工劳务
81,1aef1f14fbf64e46a61e70d6cef5955f,PRJ260081,龙岗001-20井气田水回注安装工程
82,1b714bfd78a14049b98c6f2b8a63073e,PRJ260082,合阳城街道2024年老旧小区改造工程(二期)
83,1b94da17ad1a42c291a59a5ec6d4996b,PRJ260083,2025年西南石油工程公司钻前辅助工程劳务框架招标（5标段：中江、孝泉等地区）项目
84,1bc8c1acc81d4a47af1318a718bf72db,PRJ260084,东河农贸市场场内厕所改造
85,1ce3b31d6d8544479618158ea59ed160,PRJ260085,中国移动四川分公司成都片区2018-2020年渠道零星维修项目（标包1）
86,1ceeb10c5d5745879b20d438e2e69534,PRJ260086,德阳黄河路（黄山路至秦岭山路）提档升级改造工程等7个基础设施建设项目融资 EPC工程绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程（园路JLC）分包合同
87,1d23f106099449a0a88894c9f5458efa,PRJ260087,德阳市什邡市社会福利救助中心护理能力提档升级项目
88,1d69b18850554e28b5c4b4f8c7c83e77,PRJ260088,百合公园维修工程
89,1d7c02e968a146e3ac209f95ac712682,PRJ260089,德阳市烈士陵园建设项目专业分包（总平）
90,1da16136281c46fc9fb1d3038e68f983,PRJ260090,石船镇农村公路（关兴村）井环路堡坎修复工程
91,1e7aa5f1a92e46b1a4385a5daac440a6,PRJ260091,中国移动四川公司乐山分公司2020-2022年渠道维修采购项目框架协议
92,1e8cf6baef1d4627adb1a1d68231ba1e,PRJ260092,中铁八局集团有限公司德阳经开区市政道路工程项目(齐湖路、黔江街)土石方工程
93,1f0d1455b090418eb292f359a8a19caf,PRJ260093,德阳太行山路（钱塘江路-信江路）道路工程
94,1f8cc9fd9b7145bbb9c265431d95c3a4,PRJ260094,德阳市旌阳区德新镇胜利村2024年省级财政乡村振兴转移支付资金项目(第二次)
95,1ffb0ce01fdf4dc984ec3df9432623cb,PRJ260095,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（25.4496）
96,2001f5127b3e4265b198bef8a7553358,PRJ260096,绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程
97,2039a46ae2944d438ef930b4773ab002,PRJ260097,国网新疆喀什莎车县供电公司荒地供电所扩建项目
98,204822a6a35f4e76963dbeec9c3240d3,PRJ260098,中央公园西一游客服务中心工程项目
99,2065db3e97a8409f9a30f027c2c1553e,PRJ260099,苍溪县2020年高标准农田建设（施工六）
100,208e534eab2d47c6b23bd0576523922c,PRJ260100,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目(二期)-L4-E线道路及配套工程－路缘石
101,21038f8a911b4a90938a58c8e36caa86,PRJ260101,会理县外北乡兴荣村三、四组道路硬化工程二标段
102,211003ff687e41d2a4bc46c78036f640,PRJ260102,中国电信泸州分公司2024-2026年房屋装修、维修服务项目
103,211a1be6b5ee4d6c830d2cf06378107b,PRJ260103,德阳凯州新城检验检测创新产业园建设项目-实验室装修项目
104,212cf7a3248c48e68bc3f4a24383536a,PRJ260104,长虹金嶺1号项目二期高层外墙装饰工程（二标段）
105,215041536acd48be89b14758cd923649,PRJ260105,欧麓花园入口地面维修
106,21959dda2000462c95b82b966657b312,PRJ260106,重庆电子科技职业大学应急与抢险工程
107,2201ed763b854099b6c8f9f72cd6bb5b,PRJ260107,都兰县香日德镇移民灌区农业水价综合改革
108,22aa38f6dc0c44649d0a397653bce651,PRJ260108,喀什地区塔什库尔干县生活垃圾分类收运及处置建设项目工程总承包第三标段
109,23aa1343ca99440abf7bd7315fd60c6a,PRJ260109,中核中原建设 2022-2023 年度华北、西北区域脚手架专业分包框架协议
110,23cc90c8afb441639a37ac3d7a9e4fe5,PRJ260110,某部机关院内及教导队营房维修项目
111,240dd8ff5659498887a53149a9bb0d8c,PRJ260111,东风水库、高脚水水库水毁应急抢险工程
112,2455ba28390e4456a6d81d35f170b305,PRJ260112,陈小刚零星劳务工程
113,24be53b1b08345649d8f3786e0725e60,PRJ260113,绵阳外国语学校校园防水维修服务
114,258b21f44ab54667a6829247d381d5a6,PRJ260114,四川建筑职业技术学院德阳校区2025年大型修缮项目
115,25b4b41289db4972b662289d6ff3749f,PRJ260115,经开区市政设施零星工程维护
116,2654c8c1ef73434dbdd7c45812a573db,PRJ260116,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目（标包1）
117,267ac2470a1e48ccbd665b5a08e2ff9c,PRJ260117,德阳饶益四组小二楼观潮起项目
118,26a87546cbc24afcb6852904c53cf90c,PRJ260118,中国移动四川公司2025-2027年全省汇聚机房土建工程施工集中采购项目（标包4-乐山分公司）框架协议
119,26f685eeab8b4ab5a7942ac6cf1a2982,PRJ260119,包维柏工程
120,273761d991fe4d4096abe5279b44b776,PRJ260120,集团五楼男卫生间渗水修缮项目
121,273ebc3fe2784a59b7a6aee30575081d,PRJ260121,涪城区丰谷镇2025年大中型水库移民后期扶持资金项目（中央第一批）
122,28020d9fe0c345f295ebbf4b41c119e4,PRJ260122,绵竹市城区停车场建设项目二期设计施工（一标段）项目模板脚手架专业分包工程
123,282fc5242a4f465cae7d7630c279ef91,PRJ260123,德阳市寿丰河截污干管工程、中江县城 镇污水处理设施及配套管网项目等四个项目厂站及管网维修、服务单位的采购项目
124,2838f6304aa84ca891cf8b55fafca171,PRJ260124,美林康城售楼部绿化改造
125,2865a4a7b99940cfa2653c54b26edf99,PRJ260125,璧山区正兴镇龙家河河堤水毁修复工程
126,28b43ef4516445d8a54326b977288fba,PRJ260126,重庆市璧山区青杠街道山洪沟整治项目
127,290615a7138e49228ce83d02514c1372,PRJ260127,鸿图府项目第二期建筑安装工程
128,292584f7b81f40579ab90504983a05fc,PRJ260128,蓬溪县汽车城二期建设项目
129,29c0549f98024dc0937823da66701bbc,PRJ260129,阿克陶县人民医院医技楼配电安装工程项目
130,29cf2f89c2b94a19b4c8689f8199a2a3,PRJ260130,某部车库建设项目
131,29dff975ab4b42b5bc941af2c04b7cec,PRJ260131,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（施工2）
132,2a90203d1f0f420b841d1eca197f3a4d,PRJ260132,八角星坐标项目景观坡道优化调整工程劳务分包
133,2ac906a09ef840688c8e4045a351367f,PRJ260133,引入社会资金共同打造游泳高水平运动员后备人才培养项目
134,2adfc1940c6446e5b5db0f0e3339eeff,PRJ260134,东湖街道老旧街区改造城市更新项目（一期）-秦岭山路（黄河路-玉泉路）提升改造工程
135,2afee25a79664b53a6a8a8740bcf6d4b,PRJ260135,博雅学校小学部1号楼屋面装饰改造功能用房采购项目施工合同
136,2b26ad9411f0477886faff502f0d606d,PRJ260136,广元龙江电力宾馆消防管道改造施工
137,2b62b87ee1a04fcb862ba23ce0e72367,PRJ260137,德阳市旌阳区医养结合中心及精神病院区建设项目新增电缆及给排水管工程
138,2c2cf0230879448b8aa65a135baa1292,PRJ260138,上海二十冶西南公司四川省广汉市职业中专学校迁建项目土石方专业分包工程
139,2c8212fcec854602883cf1f1b88f9354,PRJ260139,中江县北塔南北干道至东二环道路二期工程
140,2cc4764ad05e4c5ebaeaf4d5a85c5cd7,PRJ260140,绵阳市游仙区魏城镇竹柳村（原柳塔村3组）通组道路硬化工程项目
141,2cd51f2a8f064ef691347e5fee5d83fb,PRJ260141,剑阁2019年村道窄路加宽工程圈龙乡太吉村
142,2cdca43cbcab4faf95cdbc99a09a1454,PRJ260142,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务（第二次）
143,2d0c8990b9944c60b5ea355035049c1b,PRJ260143,国网四川天府新区龙泉驿区供电公司柏合供电所
144,2e22b1e9bd614b3a9b1abc3ac9cdc912,PRJ260144,东湖山水零星工程
145,2e82c7a28d2d4455a075564650a4caf9,PRJ260145,四川建筑职业技术学院德阳校区综合办公楼西侧会议室等维修改造项目
146,2e9c130a609342e28328c728d28b9eb7,PRJ260146,2015年市级农业综合开发土地治理项目工程
147,2ea97dc724a9493ea18676d910616d8a,PRJ260147,盐亭县2024年新章路、垢巨路、刘黑路水毁恢复工程
148,2ec0da21560a45959b90a77d12866c51,PRJ260148,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程
149,2f3cdff1dafd40c4b92d3be23af67b52,PRJ260149,龙洲湾公交站场排水沟沟盖板维修
150,2f4e8d6faf9840918cd916598df3b526,PRJ260150,绵竹市南轩中学体育馆篮球场维修改造工程
151,2f52db447c8f40c386caad3664fade2b,PRJ260151,德阳市人民医院门诊大楼装饰工程
152,2fc661b9f89343febe46538b446c07f5,PRJ260152,四川航天技术学院龙泉校区停车场维修项目
153,2fd504d1871e4b86a2ae42d8e1ed8810,PRJ260153,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议
154,3021356f755143a8b18255091cc9c42b,PRJ260154,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）
155,308f3a386994423093c36b6d02452501,PRJ260155,剑阁县2018年鹤龄镇村级公共服务项目
156,30f93b0db7b445d7afc04dbc99de3d65,PRJ260156,剑阁县公兴镇新生村风貌打造项目
157,31a7ff8889074872ba3fb0ffe36c48a3,PRJ260157,17中核二三中核城建德阿项目屋面光伏安装专业分包常规采购
158,32cdeb11726f42ec80dc90d7405ef8a3,PRJ260158,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购
159,332807dc401e4bc5802578da12fe8d98,PRJ260159,中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务
160,335e9c88d30c46f6bdd970a80d241b00,PRJ260160,剑阁县广播局会议室装修工程项目
161,339f28c8a4a44c5bb33e1c9d7ab1ff30,PRJ260161,某部队年度零星工程建设项目
162,33ab9f94a9bb46ad94b52504ab8f807f,PRJ260162,天府*零星维修工程
163,33bf23a069304419a4c259caf04473a8,PRJ260163,南开两江中学学校宿舍改造工程
164,33ff927b2a7349f4a3ec8e8795db98ee,PRJ260164,绵阳市安州区2025年制种大县项目-生产机电设施建设工程
165,35aa78045dea48e082cae3f783e952b6,PRJ260165,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目
166,35d5e3007cae414ebdcf9b2dc65d84b4,PRJ260166,谢勤林工程（万兴项目）
167,3621dc3c5f164603adc3ed0e9ac83aa0,PRJ260167,广州铁路运输检察分院、广州铁路运输检察院办案和专业技术用房工程项目室外园建工程及配套工程
168,369f099d737d448aa55cd8f191da953b,PRJ260168,铜梁区二坪镇严家村二、三、五组公路工程
169,36e5e7c783fb4fa5941a032db7afbd05,PRJ260169,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程
170,3713a6cc17f7489f8639d13701cb6376,PRJ260170,璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段
171,37a2903cc4f94a9194faedfa2148bb0e,PRJ260171,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目
172,37c8dab219e04007af40a2ee780477bf,PRJ260172,莎车县低压电力设施改造项目施工第二标段
173,387477e67b134c0ba596acb49fccc62c,PRJ260173,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目
174,3874b7b8947c4d5295911523127a1f1e,PRJ260174,什邡市经济开发区横十七路
175,38a5b46f53294ed7bcd2ed60c2a8ab46,PRJ260175,广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包
176,38a935363c53402fa59ee99c9170f8de,PRJ260176,医院商业服务配套安装工程
177,38c01559277a45fb94bb9ed9f5786812,PRJ260177,成绵高速德阳收费站维修工程
178,38f30547796a4f46886ca433be91fe6d,PRJ260178,宝峰山艺术大集项目
179,39285206b95d44a08baa37c84a6324ed,PRJ260179,金螺湾及文德湖游乐设备维修与更换
180,39a156d94025490fbd873db0c05f3d37,PRJ260180,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）
181,39b007f2fcac4bcabaed31c907846e8b,PRJ260181,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段
182,39fd0175180d446094aec581afd6d558,PRJ260182,西昌市西部城区B2-05地块房地产开发项目泛光照明
183,3a08110abc76473aa8180fc16f9395b7,PRJ260183,旌阳区综合管廊项目钱塘江路段支护及防水工程二标
184,3a2e0ff623244bde8579b35b0c53afad,PRJ260184,龙泉驿区第六中学校维修改造工程
185,3a74f431115c4b7ba18453ff63ba3053,PRJ260185,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程
186,3adb3048f736424e8d5ebd782afd9da0,PRJ260186,米易东站屋顶花园项目
187,3ae7963b49614ce8ba4c2066b4134452,PRJ260187,生态岛智能智造成果转化空间工程钢结构专业分包
188,3af445162bf648d5908818cb37d4e006,PRJ260188,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理
189,3bad15a1318247b5b6c8250d31dff07f,PRJ260189,绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程
190,3c67d2421ff24496a410fde08278dcda,PRJ260190,通江大道石塔立交北侧下穿通道工程
191,3ce020ce08294f8dbdb7c86f5d9ba50a,PRJ260191,德阳市泰山路（金沙江路-新收费站）提档升级改造工程
192,3ce2dcf5527242848ef633aa08088b48,PRJ260192,“三供一业“院落自来水管网改造工程
193,3d9adf1f35c648e182d821f1fd826589,PRJ260193,德阳高新区万福棚改二期大门改造工程机电安装专业分包
194,3ddb4ef7f09a4280b7ef904a6f6e5275,PRJ260194,简乃华工程（八角卫生院项目）
195,3ddc904f2c7b43d283abbfa56acf1c43,PRJ260195,会理县2017年国家农业综合开发土地治理结余资金建设项目
196,3e1ee921c69441e4abd84185189267dc,PRJ260196,安广公司工程
197,3f40674fb14b4bcd9225f37b21e5c2d3,PRJ260197,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段
198,3ffba2d0c30c466d8e835e1e5b73c165,PRJ260198,剑阁县圈龙乡新桥村文化室
199,401b1e7a1b11498e92e74070e4b7fbb7,PRJ260199,杰阳排水有限公司采购零星修缮服务
200,4084a60acdd3440bb5503c043ea20f8f,PRJ260200,德阳万达小贰楼项目土方开挖工程
201,409e165a85264d6c9e22085d02dcd09a,PRJ260201,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）
202,410aacffed5d4eec9736cdf5395bb301,PRJ260202,德阳市中心城区照明改造工程-千山街国土局路段等5处10KV配电工程
203,412983e6b51f4ee294e20096b18c608d,PRJ260203,渝北区龙泉水库大坝公路西侧人行便道扶助工程
204,417d8d223a784630877b006d8067e142,PRJ260204,岳普湖县2020年棚户区改造安置小区建设项目一标段
205,41aca2a81e6c4a9bb7ed5f31a3c42b7b,PRJ260205,李家沱战场入口地面修复工程
206,422cc4f78b52472eb1b71ad9ff9200c5,PRJ260206,疏勒县第二幼儿园消防改造项目
207,4286c6fbba3849cfb7511f2328f88115,PRJ260207,旌阳区综合管廊项目钱塘江路段支护及防水工程一标
208,42bdd94db1f945cf9f7d6d328bd15859,PRJ260208,德阳市自来水公司给水管道维修工程2022
209,432bb7a6a36e4ec38819ec2a5f1e0bff,PRJ260209,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目
210,43e058a2dd5943058742f938cc67e10e,PRJ260210,喀什西克尔水库架空线路和配电工程专业分包
211,44169b333e24436aa3592d06b9d2a0c3,PRJ260211,四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程
212,44a080a6bc8748249e2bf6b80e78ed62,PRJ260212,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程
213,4550afe95e6749fd9dfcb7a7706464ee,PRJ260213,2023年渝中区绿管处冬季行道树修剪
214,4599a87b64d84b98ba596dee410c0ace,PRJ260214,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）
215,45cbbe788bee4d1eb75ce24a99344dc7,PRJ260215,拉萨市柳梧新区管网改造
216,45d84b461f8a4be491fda41b4a6c5d13,PRJ260216,五里坪站场发停车区域调整综合改造工程
217,462accb179fa48fa936ec1384f15cdc9,PRJ260217,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程
218,4634958cd5bc4cf8a096f5771b235fe2,PRJ260218,重庆机场集团有限公司李俭锋零星综合项目
219,4634f972dcbe42ed88343d4e9e994daf,PRJ260219,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程
220,466147b763814ec5811faa81275d1081,PRJ260220,绵阳市涪城区教工幼儿园维修装饰工程
221,46792322bab04858b17a5b9e3345cf5d,PRJ260221,广汉市连山镇农村集体经济融合发展示范项目——广汉市连山镇农产品展示展销中心（二期）劳务分包工程
222,4693df15d594434c95aa9a3304b3a058,PRJ260222,高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段
223,46b7613b1b2c4a6e918815ee5b8e5969,PRJ260223,金阳县青松乡中坪村至白银厂村连接路工程
224,47134879c069447c8eb6730a33939c9c,PRJ260224,临空经济总部大楼A栋9层装修装饰工程
225,47450def75994d9899db7eef50f5c0f0,PRJ260225,渝北区双龙水库管理所2024年水库维修养护工程
226,4797240705544506a61fe48f4331e6dc,PRJ260226,四川省德阳市2012-2013年中小河流水文监测系统新建水文站-站房工程
227,47ed9576f8bb462c8d3092603084f690,PRJ260227,西藏军区工程建设项目临时器材库和装备库建设项目（2302项目）.
228,485a8ffc95b04691b30085b2d0207339,PRJ260228,生产线及生活区区防水工程
229,4860c86d34c74e858db90a3e7940327b,PRJ260229,德阳市旌阳区八角井镇卫生院-各类设施零星维护管理
230,4a4ed31a48164cee80671c16275f4ad7,PRJ260230,何埂小学新建综合楼、食堂及运动场工程
231,4ab6f7c219e2421fa998d1d575ee8496,PRJ260231,三标段旌湖路（秦岭山路至峨眉山南路）10kv下地改造工程
232,4ac61c70932e4dfa870ddf06ed5b36d2,PRJ260232,建工五建——科发泰升人和——装饰装修2专业分包
233,4ad2dea566464eba8851e0dd675d1583,PRJ260233,布拖县2016年—2019年安全住房地质隐患应急抢险项目
234,4ae5c8869c02493bb691c66b26fcba3b,PRJ260234,德阳新城吾悦广场商业及住宅整期建设工程维修工程
235,4b7a21220a1040129a798b604acdf5f1,PRJ260235,全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目二标段
236,4b868719ff8e43fbaf928e79f4aabf0c,PRJ260236,四川建筑职业技术学院西区运动场舞台工程
