staging_id,legacy_record_id,document_no,document_date,project_id,project_name,partner_id,partner_name,amount_total,classification,target_model,action
661,12e97a5bc0da48d6b2a996780aebdf25,FK-202412301056,2024-12-27,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-580598.36,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1620,2e599b4c19e64a98ba8014743467abae,FK-202412271708,2024-12-27,4,三星堆环线基础设施改造,409,四汇建设集团有限公司,-415920.29,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6644,ba1e7d7444224e2bae43777b18a7a766,FK-202412271708,2024-12-27,4,三星堆环线基础设施改造,409,四汇建设集团有限公司,-49910.43,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6715,bc7888561d1b4c9db174c77104d37873,FKD-20241227-001,2024-12-27,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,328,四川宏川建筑劳务有限公司,-350000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6400,b32c7f1293a64339b9460a0e475a5f37,FKD-20250108-001,2025-01-08,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7625,d4c264fea6584e09b8442f6feed03584,FKD-20250114-001,2025-01-14,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-2000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8999,fc50ce7e82054f98916e814a70daa637,FKD-20250121-003,2025-01-21,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,141,四川宏川建筑劳务有限公司（建行）,-900000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4675,8565f339638147fc8900485ecaba04cb,FKD-20250123-001,2025-01-22,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,510,德阳旌城杰阳建材科技有限公司,-43000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
803,16b03ba8923e4f41acd716e8d94c6634,FKD-20250123-007,2025-01-23,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-3000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1483,2a55babb7c494631bf58e5a44fa95f42,FKD-20250123-002,2025-01-23,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,510,德阳旌城杰阳建材科技有限公司,-91878.72,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1559,2c90d0ae1feb4f618040f41a02212897,FKD-20250123-004,2025-01-23,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,141,四川宏川建筑劳务有限公司（建行）,-100000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5636,9efb7633e718428e9e043915babe4db1,FKD-20250123-011,2025-01-23,46,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,223,德阳泰诚硕商贸有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6196,ae4b608e5fb74e3e955f3faef87854c9,FKD-20250123-009,2025-01-23,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,121,四川世旺鑫润商贸有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
237,0710d84b32bf49d7ac4d7ab3b1b25c41,FKD-20250124-002,2025-01-24,49,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,377,四川翔驰恒瑞商贸有限公司,-2000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
893,19757619bae04666b81fad589296e644,FK-202501261809,2025-01-26,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23889.49,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1253,2447c6b3bf3f47f6b80bda80a76bc686,FKD-20250126-005,2025-01-26,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,121,四川世旺鑫润商贸有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4085,7403732686ea49189fc3fa51e3db74e4,FK-202501261810,2025-01-26,4,三星堆环线基础设施改造,409,四汇建设集团有限公司,-2241.36,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7049,c547cdeca5f5479e9fff96189f915f90,FK-202501261810,2025-01-26,4,三星堆环线基础设施改造,409,四汇建设集团有限公司,-18678.01,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7541,d274b90b3a3c46bda4e8a3598ff624b2,FK-202501261809,2025-01-26,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-3000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1651,2f503c893722475497a41dbfed47139e,FKD-20250127-002,2025-01-27,46,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,223,德阳泰诚硕商贸有限公司,-2000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4749,8774c6d5525c441ebcc02cb2b2fa3ad5,FK-202501271443,2025-01-27,2,高新产业园配套项目（包2）,222,德阳建投建材有限公司,-59758.6,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6264,afdc871a05354b2e9f576c455cd76259,FK-202501271439,2025-01-27,3,高新产业园配套项目（包3）,222,德阳建投建材有限公司,-200000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7898,dc945fa5d013426a9ec917150ca59424,FKD-20250218-006,2025-02-18,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
413,0bb6e74347fa4a48a38db465167dd054,FKD-20250220-005,2025-02-20,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,224,德阳经开区中延建材经营部(个体工商户),-44976.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
445,0cb2fdc8237d4859b765fb31617528a5,FKD-20250220-013,2025-02-20,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,224,德阳经开区中延建材经营部(个体工商户),-39884.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2601,4a5b516fdafd4c5cb07c5930200a923a,FKD-20250220-011,2025-02-20,45,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,522,德阳经开区佳延建材经营部(个体工商户),-35085.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2755,4e68bd457bdb41a492fe2a427a8c2758,FKD-20250220-010,2025-02-20,45,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,522,德阳经开区佳延建材经营部(个体工商户),-66000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2828,5055e5e397e347c99df24562b08d364e,FKD-20250220-006,2025-02-20,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,138,周路林,-39900.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3872,6dc66836a63a4f3d91888c4ba418dba8,FKD-20250220-007,2025-02-20,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,293,周路林劳务,-4320.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4594,8292ae6b389b44389bc9602f620a6b04,FKD-20250220-004,2025-02-20,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,224,德阳经开区中延建材经营部(个体工商户),-43620.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5835,a4bb06e561a14133af0f2e708ec9a278,FKD-20250220-012,2025-02-20,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,224,德阳经开区中延建材经营部(个体工商户),-37195.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7636,d50a8705ac574090badf28784fb54eab,FKD-20250220-009,2025-02-20,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,201,四川迈投建筑工程有限公司,-800000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7747,d86c916fa23046bcb1695d2075749a40,FKD-20250220-003,2025-02-20,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-500000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7827,da65c2bf7c3e429892eff9f94d904e05,FKD-20250225-003,2025-02-25,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,462,德阳市博众建材销售有限公司,-285000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8899,f9413d852386412b86299944b015dbc8,FKD-20250225-004,2025-02-25,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,397,四川鑫垚建筑劳务有限公司,-285000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5420,996452174e32439bafa17f755f763ccf,FKD-20250227-005,2025-02-27,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,462,德阳市博众建材销售有限公司,-190000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6608,b9076cddfa7e4e82a6b7ac309735dea9,FKD-20250227-002,2025-02-27,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,397,四川鑫垚建筑劳务有限公司,-190000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6957,c2b80a33f49247119908f65728a815e2,FKD-20250227-007,2025-02-27,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-500000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6216,aee6a5c23fb740ea95cade946199de15,FKD-20250303-002,2025-03-03,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-500000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2421,45a1dc201ba745ce9fff454a0e3093c9,FKD-20250306-002,2025-03-06,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,121,四川世旺鑫润商贸有限公司,-700000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5373,9825dfc0c8aa45f19b5a8067cdf93305,FKD-20250310-002,2025-03-10,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,121,四川世旺鑫润商贸有限公司,-200.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
151,04b70596b1854fcebb02ad3443c44402,FKD-20250311-003,2025-03-11,48,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,397,四川鑫垚建筑劳务有限公司,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2114,3cf5f7afb61d4bf8a64628b600395697,FKD-20250311-002,2025-03-11,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,121,四川世旺鑫润商贸有限公司,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3313,5d888bcf7c7b44f58e5ee3bb904c35f6,FK-202503211024,2025-03-20,10,龙泉山路二段(赣江路-信江路),342,四川新立城环保科技有限公司,-14657.55,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7727,d7c133847baf4ce48f6429ec8f4a3f4d,FK-202503251044,2025-03-20,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23889.49,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8506,ee122567b5324ef29e5b5641937a3f23,FK-202503251044,2025-03-20,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23873.14,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7900,dc971f53481e4c558b5d6862fc31cf94,FK-202504071218,2025-04-07,13,玉山街道路工程,222,德阳建投建材有限公司,-324214.6,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3082,57258df9fe204580a68f37065901b782,FKD-20250414-004,2025-04-14,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,201,四川迈投建筑工程有限公司,-50000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1098,1f8061c422f04e16b3a0c8fd19b40202,FK-202504281332,2025-04-21,2,高新产业园配套项目（包2）,546,成都中冈钢铁有限公司,-1816.53,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1733,31c52508e1fe46adbbadae08943c4106,FK-202504211431,2025-04-21,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23933.14,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4827,89a8c4bc2fa442d8bfe8f5dad1fc187b,FK-202504211431,2025-04-21,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23993.17,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
46,01161a8d56534d70aae50ed16fa027ef,FKD-20250425-002,2025-04-25,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,223,德阳泰诚硕商贸有限公司,-40000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4747,8771cba987fc40a0b5f50a553766b7cb,FK-202504281103,2025-04-28,7,旌阳区供水项目——柏隆供水管网,546,成都中冈钢铁有限公司,-5.8,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2835,5084e6c6f2654e4a87a57f27f0761290,FKD-20250529-001,2025-05-29,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-1000000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
408,0b98005ee4604520a9eade05ebe98708,FK-202505301222,2025-05-30,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23933.17,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5580,9db7957b81574cd8a802175fa5c1f8d0,FKD-20250530-002,2025-05-30,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-200000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1995,39638ac2e53b40ff922d8233c9e8edaa,FK-202506091747,2025-06-09,8,澜沧江西路（苗山街-蓥华山路）,369,四川科亚照明工程有限公司,-50000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8425,ec12f12317b545d5a4aad29a9bc877de,FKD-20250609-002,2025-06-09,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-50000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
554,0f81101fc5c0456bba264b96a2e06ae2,FK-202506191704,2025-06-19,10,龙泉山路二段(赣江路-信江路),301,四川中辉绿建集装箱有限公司,-4400.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5216,94022c25d1c247f49c0967d0918fcdce,FK-202506191508,2025-06-19,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-23933.14,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8759,f5389d85bcba4d759c4f79b67c3cf999,FK-202506191508,2025-06-19,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-7659.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8417,ebbfd9db984d486bb9bed1e6b7baee97,FKD-20250703-002,2025-07-03,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,78,四川宏川建筑劳务有限公司(民生）,-100000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
519,0e93a06df5094813b3dd438b8f048265,FKD-20250708-002,2025-07-08,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-2500.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4917,8c268050055d4d69af3050b975a783f0,FKD-20250709-002,2025-07-09,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-70000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3377,5f5bf9c3d6774691b1f7e015b0ab06c5,FKD-20250714-001,2025-07-14,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-883866.08,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
770,15cf2aad97ec46beadc13a36272e0866,FK-202507171452,2025-07-17,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-24602.47,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5997,a9151f7b6c2641e287b813ad6ceb39b5,FKD-20250804-001,2025-08-04,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-11726.85,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3029,55b6973aecc04814b2fe96383e3166ec,FK-202508261925,2025-08-25,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-24602.44,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3439,614716fdb9714ea5b57a51452597788e,FKD-20250909-002,2025-09-09,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,78,四川宏川建筑劳务有限公司(民生）,-1100000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6551,b75c80d524534e1cabc4d7e9233e11e7,FKD-20250909-007,2025-09-09,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-70000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6840,bf9506efda35456482b9f3413a487a30,FKD-20250909-010,2025-09-09,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,78,四川宏川建筑劳务有限公司(民生）,-70000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7971,df1a9979922946fb99d2d4aaa47895a0,FKD-20250909-006,2025-09-09,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,126,四川迈投建筑工程有限公司（民生）,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8591,f0494fcd97ef4b58818643d73c0bd93c,FKD-20250909-004,2025-09-09,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,488,德阳市福兴建筑劳务有限公司,-300000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8694,f384eb92ae3c4b9abbaf93d9e8b304a8,FKD-20250909-012,2025-09-09,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,78,四川宏川建筑劳务有限公司(民生）,-200000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5141,9209532f43f14d358014539b70bedb1a,FKD-20250922-001,2025-09-20,53,SCBS未指定项目 - 德阳森元路面工程有限公司,617,旌阳区耘扬工程机械租赁服务部,-45000.0,refund_or_return,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7038,c4e48c4e6848487d8451e14e448bec6a,FK-202509221548,2025-09-22,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-24602.44,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4555,8116ac30d6214a65959be90e24af0b40,FK-202510281034,2025-10-27,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-10129.09,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
5175,92f94b575e2e4c78b82a500b12cf2ac5,FK-202511051423,2025-10-31,4,三星堆环线基础设施改造,30,管理费用,-59664.95,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7787,d9822af7d50e4c55817577a19b780c3c,FK-202510311446,2025-10-31,4,三星堆环线基础设施改造,39,销项税金,-15353.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4824,89a411a1a1444ca8b8cfe140f99bf893,FKD-20251104-001,2025-11-04,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,201,四川迈投建筑工程有限公司,-13882.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4405,7d007430b0d249ba97648210fde9ecb8,FKD-20251110-001,2025-11-10,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-500000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2970,5407855f392044cfa560fd76ea0249b1,FK-202511191506,2025-11-18,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-10072.6,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
1870,366b149f20ed48b28b36875c46abb8e3,FKD-20251125-001,2025-11-25,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-10000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7997,dfd1276219844efd87f0103fed8cb6eb,FKD-20251208-002,2025-12-08,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-200000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2716,4d2ebba000224dd88dfc095d9431f969,FKD-20251209-004,2025-12-09,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,462,德阳市博众建材销售有限公司,-72966.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7693,d6a2e374fe694f35af02ceb08bef5d76,FKD-20251209-003,2025-12-09,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,201,四川迈投建筑工程有限公司,-72966.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
146,0498ef9ed4e44592b657fcc76b4045ba,FK-202512261710,2025-12-17,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-10122.81,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2089,3c2972848c1c4c2d8294979788224998,FKD-20251222-002,2025-12-22,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,201,四川迈投建筑工程有限公司,-100000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6000,a920942c7d7a4ceda22581ca89e07afd,FKD-20251229-001,2025-12-29,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,363,四川省天然气管道投资有限责任公司,-43815.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4698,85ec1bc836344dbe9f0d79f88aa0862c,FKD-20260115-002,2026-01-15,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-360000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2326,42a7819eeed34eeba9a89ea90e7b0e3a,FK-202601191407,2026-01-19,6,二重厂西路等4条道路工程,19,四川省第四建筑有限公司,-10018.56,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3712,68f5da4a3bb042f1bddc28a2acf6ee1f,FKD-20260128-004,2026-01-28,52,SCBS未指定项目 - 四川宏川建筑劳务有限公司,78,四川宏川建筑劳务有限公司(民生）,-1660844.52,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
6516,b6614849f62d4574a18cac931e2d8091,FKD-20260129-004,2026-01-29,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,71,重庆锴沄农业有限公司,-1000000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2088,3c2530ee323b40088fecb0382a38a1eb,FKD-20260202-001,2026-02-02,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-1600000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3069,56e4927f9058445b96dbf93fba89b8dd,FK-202602041015,2026-02-03,20,万润苑改造,130,德阳辽河昌鸿建筑设备租赁有限公司,-20000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
355,0a35e99997ed4866a549a13ffc74462d,FKD-20260211-002,2026-02-11,45,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,71,重庆锴沄农业有限公司,-195104.51,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
2914,52add1c8b40544b09962d4ad9d97e412,FKD-20260211-004,2026-02-11,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,71,重庆锴沄农业有限公司,-1000000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3642,67046a88abb74ef9bb54c28deaed2aad,FKD-20260213-005,2026-02-13,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,71,重庆锴沄农业有限公司,-802622.41,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4044,72567c018a5344bbb18acc0c1b10c944,FKD-20260213-004,2026-02-13,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,71,重庆锴沄农业有限公司,-1000000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
4374,7c5b1a86d3a644f1af76210dbdcc0f3b,FKD-20260213-007,2026-02-13,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,71,重庆锴沄农业有限公司,-535028.33,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7019,c465a038edb642a5ba96e66cd3ead862,FKD-20260213-008,2026-02-13,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,71,重庆锴沄农业有限公司,-1400000.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
7558,d2ccb9d469e340d4a1b29c6f84354762,FKD-20260213-006,2026-02-13,47,SCBS未指定项目 - 四川迈投建筑工程有限公司,71,重庆锴沄农业有限公司,-1055856.08,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
8655,f2893fcf96194b06b509ab34200b1bcb,FKD-20260213-010,2026-02-13,43,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,397,四川鑫垚建筑劳务有限公司,-50000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
88,02c14c53f9be450196c003b9fa65dd58,FKD-20260214-002,2026-02-14,44,SCBS未指定项目 - 德阳市博众建材销售有限公司,462,德阳市博众建材销售有限公司,-500000.0,account_or_internal_adjustment,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
3612,663c88760ea7431986081f0310d61d59,FK-202603161521,2026-03-16,1,旌阳区供水项目——柏隆净水厂,553,成都市劳瑞斯移动板房有限公司,-792.0,negative_without_text_semantics,sc.legacy.payment.adjustment.fact,create_payment_adjustment_fact
