request_id,name,type,project_id,contract_id,partner_id,amount,date_request,state,legacy_receipt_id
25451,PRQ2625451,receive,610,1409,19504,108810.0,2024-08-12,draft,01a2e4c4dd7349dbbfd17acf0726b887
25452,PRQ2625452,receive,171,462,27775,3000000.0,2026-02-13,draft,01afa8f224c1409590aed9b6bd782a73
25453,PRQ2625453,receive,315,1047,20059,200000.0,2025-08-28,draft,01e83609cc964339b5a64af37c38cce3
25454,PRQ2625454,receive,405,1362,19434,3200000.0,2024-10-22,draft,01eab28776c34415bbf7078f57e7d834
25455,PRQ2625455,receive,479,1099,19220,317376.72,2025-11-24,draft,01fd9a00104b4c25be11e4943a3a5cf2
25456,PRQ2625456,receive,530,962,19331,514178.82,2022-07-14,draft,022451901b254bee87cee015adee195d
25457,PRQ2625457,receive,79,,30268,100000.0,2025-11-18,draft,02275c4ed7eb4086bdbd3df83f48edc4
25458,PRQ2625458,receive,542,,30214,7516.48,2019-12-31,draft,023d8527b0cf43b9bf8f0984b93e0af3
25459,PRQ2625459,receive,282,61,19295,271072.0,2023-10-23,draft,02601cdd2ca948149e871d19e47c0429
25460,PRQ2625460,receive,722,964,19255,124258.87,2025-01-02,draft,02682d8a17a94b35a26e30cb55924789
25461,PRQ2625461,receive,620,1440,19669,27193.0,2025-12-19,draft,028555b562a14949a4992f0cd12c0fc0
25462,PRQ2625462,receive,187,,30232,50000.0,2023-06-20,draft,0293b941f4414ae1a6d42aae3f6d3cbe
25463,PRQ2625463,receive,499,967,21259,200000.0,2023-01-20,draft,029e10c14f1b49768bc5e5eabac638f9
25464,PRQ2625464,receive,551,489,19939,75878.4,2025-01-24,draft,02a8dcb0f4e044cabce5730039acd7e8
25465,PRQ2625465,receive,480,1124,19730,7218.03,2023-11-09,draft,02eddc303d7747ec961250abc1ca63cc
25466,PRQ2625466,receive,414,1096,19254,444938.0,2025-09-25,draft,02f3ebca10b744bfafb0900ab71154d5
25467,PRQ2625467,receive,479,1099,19220,106018.05,2025-12-22,draft,0304f1f276714cbeaddad1092589cde2
25468,PRQ2625468,receive,361,,30195,13237.3,2025-12-11,draft,0325f54e47e444bf96b5fd078155cba0
25469,PRQ2625469,receive,300,,30195,150000.0,2024-10-17,draft,033f7aab194b4864bf367e4b9a80c2c6
25470,PRQ2625470,receive,25,1041,20082,500000.0,2023-10-31,draft,03461228aca34c8ab41881e905f6843f
25471,PRQ2625471,receive,664,,30213,1222.0,2022-02-23,draft,035248ca6b2942d8beaff1be029cbdb9
25472,PRQ2625472,receive,49,,30195,7715.63,2024-05-21,draft,036027ecaa3d4d7fa16fe8b1d201162c
25473,PRQ2625473,receive,517,1078,26896,527196.98,2026-01-29,draft,0364466393374279a1b96651361bed78
25474,PRQ2625474,receive,230,451,30309,282186.64,2023-03-08,draft,03672de985c346f3b6a76c28489df856
25475,PRQ2625475,receive,165,,30250,121856.0,2024-07-29,draft,03840cdd3b6b4f67bd936ca52f84644d
25476,PRQ2625476,receive,159,1452,19248,103716.19,2025-12-16,draft,03920af10d6f402ca20bfecdaeec4707
25477,PRQ2625477,receive,133,755,19442,500000.0,2025-08-01,draft,0392a3a0e08e41c29799b6893bcf5c26
25478,PRQ2625478,receive,172,1260,19989,1079275.5,2023-11-28,draft,03b0424a946d41df9b066c57b7aac488
25479,PRQ2625479,receive,230,,30332,60000.0,2021-01-08,draft,03be8e8bebea45deb8af477ed3896320
25480,PRQ2625480,receive,79,,30268,110000.0,2023-12-05,draft,03dda21965d647f7b5ebe76e7744a883
25481,PRQ2625481,receive,69,,30205,800000.0,2019-10-21,draft,03f6cd78888d4cdcbbb4d03dc44f58dc
25482,PRQ2625482,receive,553,575,29670,31304.62,2023-11-29,draft,040edb31eb764545af9e7776cb442045
25483,PRQ2625483,receive,636,,30274,6000.0,2024-11-14,draft,0412804df3904b8092c28315ed85f756
25484,PRQ2625484,receive,612,,28724,7170582.44,2022-01-29,draft,0416fffbcbd24b07bc26a671d7eea5d3
25485,PRQ2625485,receive,121,1130,19948,268500.0,2026-01-28,draft,041c1529ebd54915aeb98b6fbb51e648
25486,PRQ2625486,receive,62,,30103,192967.39,2021-03-29,draft,0426467addc840a7a9e633da58d0d999
25487,PRQ2625487,receive,33,,30209,16587.5,2021-08-05,draft,04341f5884824ebfa4d879cf812079c0
25488,PRQ2625488,receive,553,440,29764,51771.94,2025-12-25,draft,044427b014824dd9959e49d742efabeb
25489,PRQ2625489,receive,618,621,19621,17563.58,2024-04-17,draft,04712a3696a34905b5f6247f05de3e45
25490,PRQ2625490,receive,79,482,19756,5390.71,2025-02-24,draft,0471ca5cc67e4fc3a4f0cc80d6ca45e7
25491,PRQ2625491,receive,343,,30195,28692.6,2025-12-11,draft,047e984150184a06a853d90c6550a0b0
25492,PRQ2625492,receive,334,1230,19336,67000.0,2023-09-22,draft,048e284950284f298092de5e9ff4ef72
25493,PRQ2625493,receive,206,1162,19919,220000.0,2025-03-04,draft,0490dd5d60ee4c3dbc337a537fdbc963
25494,PRQ2625494,receive,337,551,19259,49875.23,2024-04-02,draft,04a29219783b4356a896cbc6c26a921f
25495,PRQ2625495,receive,148,,29537,500000.0,2022-04-07,draft,04b8a411f35c4ed58562269c27c15ead
25496,PRQ2625496,receive,553,440,29764,35189.15,2024-12-23,draft,04dbbcd9a0ca42af9eab183000209c34
25497,PRQ2625497,receive,187,,30232,1000000.0,2023-02-24,draft,04edfba501434c508cc1ecec7094f71f
25498,PRQ2625498,receive,353,,30195,7569.6,2025-12-02,draft,050b8251621b4a8c8b754eb88ec825b8
25499,PRQ2625499,receive,544,,30182,2873.74,2023-10-16,draft,050ee2658f744e71a8855b39167388f2
25500,PRQ2625500,receive,102,,30214,2000.0,2024-07-12,draft,0532e05acf3e49ed9f671f130ce6b96a
25501,PRQ2625501,receive,55,,30225,20810.0,2024-09-30,draft,0561513f79d64560a71f53bb3919d5f4
25502,PRQ2625502,receive,315,,30195,22183.3,2025-07-18,draft,056adeca163a41b398106d88db2f2915
25503,PRQ2625503,receive,553,,30310,4490.0,2021-06-08,draft,0570e62d1d884a9db3658a56cdc82a07
25504,PRQ2625504,receive,629,,30214,13837.39,2022-06-10,draft,058d3e60cb0b44e4ac22f4633aedafdf
25505,PRQ2625505,receive,456,,30195,7547.2,2023-03-24,draft,059c98b6cc5742fb90f76f2c9f077a5d
25506,PRQ2625506,receive,196,,30246,3700.0,2022-07-29,draft,05b933a02c2c4369bf0bd1fc1aa1bb3d
25507,PRQ2625507,receive,79,,30268,185000.0,2023-05-30,draft,05bac8a057754fbcbdb5cc0689203f1f
25508,PRQ2625508,receive,77,328,19566,570000.0,2024-07-31,draft,05bb2b0e9d9c4499aaffd0be6e866cde
25509,PRQ2625509,receive,480,1366,20826,5900.0,2023-12-22,draft,05c2db6eeb314e05aee21a4e69a9b74a
25510,PRQ2625510,receive,480,35,19617,12850.0,2025-01-23,draft,05c3279c3d894ea5bae70e018dbedfa6
25511,PRQ2625511,receive,106,1399,20116,250002.8,2025-07-29,draft,05eb139f520b4421bdda7238981c7e4b
25512,PRQ2625512,receive,553,842,29670,31907.0,2023-10-19,draft,05f8d82328fb48cba71f2936887f2746
25513,PRQ2625513,receive,578,1325,30090,1597672.17,2026-02-04,draft,0617aae94d02461f82ba83dae26b8ad8
25514,PRQ2625514,receive,126,1138,20093,262097.0,2024-10-14,draft,062c01542f4a466ab5cca1c954b749ac
25515,PRQ2625515,receive,741,155,19280,700000.0,2025-01-26,draft,062c9bd57dca4f4fae42581ca44a7f5e
25516,PRQ2625516,receive,240,93,19219,288052.04,2025-10-20,draft,063a492ff8b74b8da81912e69b2dc069
25517,PRQ2625517,receive,187,,30232,500000.0,2023-05-30,draft,063c738fa3244d4aad5520d91e9d267d
25518,PRQ2625518,receive,360,864,19636,227709.04,2022-11-07,draft,065506024a164116ab1b177cd6881056
25519,PRQ2625519,receive,634,715,19240,274400.0,2025-09-29,draft,065a7880b16c4f3c9d0bfb457599574b
25520,PRQ2625520,receive,25,,30195,60000.0,2022-11-04,draft,065b4d7d383b4b30afba19bdbc585046
25521,PRQ2625521,receive,546,,30254,11000.0,2023-07-21,draft,0679717b8ba14dc7ac758a26959ef603
25522,PRQ2625522,receive,315,,30195,27150.0,2025-06-09,draft,067f73c0c2d348288312b1f23586e60f
25523,PRQ2625523,receive,415,,30219,1481.46,2022-06-15,draft,0684b1bc8223411694d8e714f98c8d94
25524,PRQ2625524,receive,196,,30246,3700.0,2022-03-31,draft,0685ccf2180b43aea38343054a12029b
25525,PRQ2625525,receive,754,,29537,114100.0,2022-08-26,draft,069365795a4c4807b66884e5d1d796d9
25526,PRQ2625526,receive,353,,30195,6700.0,2025-05-21,draft,06cb9f17e03b4eafb95231db7b9eb8fa
25527,PRQ2625527,receive,334,,29868,800.0,2020-12-22,draft,06e3ff37994d443b8d8202a4762e2767
25528,PRQ2625528,receive,337,551,19259,38367.06,2025-12-24,draft,06e7d35e49124d1297ec9449f3d47b1a
25529,PRQ2625529,receive,545,,30267,70000.0,2022-09-27,draft,06ef6a11b15941d08188076b12aeb8c0
25530,PRQ2625530,receive,636,,30249,16000.0,2024-12-04,draft,070c74503c4c4762b11aebd071ce91b4
25531,PRQ2625531,receive,25,,30195,243286.6,2025-12-18,draft,071c5ae0ebae49968cd124f01fe86ded
25532,PRQ2625532,receive,11,811,19429,2665200.0,2024-07-01,draft,071eca0766d8418f8a3098d5aff89651
25533,PRQ2625533,receive,500,,30223,50000.0,2020-10-29,draft,073e11342767454a90bc4625592ff8af
25534,PRQ2625534,receive,231,763,26896,444317.55,2025-01-26,draft,07655f8c603449f2832ab40f135a8cb6
25535,PRQ2625535,receive,542,,30214,15423.9,2021-08-17,draft,0780af7eefe14700830a434b2197dd91
25536,PRQ2625536,receive,364,1349,19649,5138.8,2024-09-19,draft,07a1b942c92147c3bbf0248c352b7ffd
25537,PRQ2625537,receive,171,,30198,502107.3,2021-05-20,draft,07da65e127d54cfdb3bd356af54f1904
25538,PRQ2625538,receive,262,,30229,21750.0,2022-07-12,draft,07e086fba926416782ada9eeace83e57
25539,PRQ2625539,receive,502,,30231,46730.0,2022-09-30,draft,07efb2e36aeb45eb92a203ec7143e6ef
25540,PRQ2625540,receive,266,,29537,40000.0,2022-01-29,draft,07f891c516e94cfca59fcb2a3ca19d44
25541,PRQ2625541,receive,710,132,26762,1654000.0,2023-09-22,draft,08197865ff7148c48b86ae841f12b5fd
25542,PRQ2625542,receive,79,,30268,130670.56,2023-07-06,draft,083ff69c4fa149988584eb322c9d56a1
25543,PRQ2625543,receive,300,,30195,187638.0,2023-08-28,draft,0843f7c661bc44169b245940fc6da0f9
25544,PRQ2625544,receive,297,467,19360,389164.58,2023-01-18,draft,085f14b2d34048bc99957540fec77fb6
25545,PRQ2625545,receive,755,1086,19952,120000.0,2023-01-19,draft,08748c11dbe44bee9ad9689220cac068
25546,PRQ2625546,receive,664,,30213,250000.0,2024-09-20,draft,08b54dac67944a469a58e4eeefebf972
25547,PRQ2625547,receive,11,811,19429,1749028.26,2024-03-19,draft,08cbccbec9784e00b6ccd76055a7b54f
25548,PRQ2625548,receive,578,1325,30090,825167.04,2025-12-26,draft,08d39fcd2f7d4aaea10f233a7d03ec0f
25549,PRQ2625549,receive,85,,30214,128114.56,2019-12-30,draft,08dcef83a67a4d6e81cf10046feb5336
25550,PRQ2625550,receive,133,755,19442,400000.0,2025-09-30,draft,08f2fb0c76ac4847ae663914bdccb2b6
25551,PRQ2625551,receive,724,,30238,9600.98,2026-01-23,draft,08fbacc64cea428a93c62b9c3f14e025
25552,PRQ2625552,receive,491,1073,19941,69426.4,2022-10-17,draft,090ddf12d2724e23a3ebaa281071cc2f
25553,PRQ2625553,receive,337,551,19259,190686.84,2025-05-30,draft,09344ed354f94c388ac68ccfbc9d653a
25554,PRQ2625554,receive,649,,30190,30000.0,2021-08-05,draft,09396c9d6c5f4a17adc13e29e4a922de
25555,PRQ2625555,receive,487,834,19483,578400.0,2026-02-11,draft,0961b0f78f59472f8009b4b1ac53de33
25556,PRQ2625556,receive,553,,30310,36528.69,2021-11-15,draft,098c98f566654bc4b7117f3750edd5f6
25557,PRQ2625557,receive,62,,30103,421837.06,2021-08-25,draft,099ea0c092904c9a9022fc57193d1731
25558,PRQ2625558,receive,199,,30228,20000.0,2025-03-03,draft,09abb6c59fe14a8abce318b2a7bc8b77
25559,PRQ2625559,receive,394,,30195,0.9,2026-01-05,draft,09bc36eae81047dd8341a1a14e5f3c60
25560,PRQ2625560,receive,79,,30268,120000.0,2023-06-28,draft,09c17def1e134514b92408661bb15144
25561,PRQ2625561,receive,14,1454,19239,233949.94,2025-01-20,draft,09c5329bb4f64c898304c4d3b5fa51be
25562,PRQ2625562,receive,230,,30332,282186.64,2023-04-26,draft,09f33c0fafd34348b2acccd6d56d1598
25563,PRQ2625563,receive,596,,30195,31450.0,2021-09-30,draft,09f84dc2fe0a462eb33e0166933e216b
25564,PRQ2625564,receive,511,595,19240,200000.0,2025-09-29,draft,09fe7c2bee6f4c0d8241bb9eef00e560
25565,PRQ2625565,receive,334,122,19460,48000.0,2025-06-30,draft,0a016946c73d452c8c32d7573073e543
25566,PRQ2625566,receive,223,750,27092,1759500.0,2020-10-21,draft,0a0219e4f44443f3a8f94cf45b1982d4
25567,PRQ2625567,receive,79,816,19756,826494.0,2023-09-21,draft,0a0379d5025d4032a2559289e444ab81
25568,PRQ2625568,receive,303,,30245,26000.0,2023-12-29,draft,0a06c2cfb4b14eeda1ed2d89170eaf15
25569,PRQ2625569,receive,334,,29868,267026.0,2022-01-14,draft,0a26a5a0f66d43c5bec1a303645c41b6
25570,PRQ2625570,receive,286,1480,19314,970000.0,2024-05-09,draft,0a2d2622936749c29659af4b245b0605
25571,PRQ2625571,receive,524,1301,20132,241755.43,2024-04-19,draft,0a3a056da983419d9115de16e3356b8e
25572,PRQ2625572,receive,553,440,29764,37885.28,2025-05-14,draft,0a3e1cf539ab40fda55584a217b9f868
25573,PRQ2625573,receive,275,,30186,38236.04,2020-04-26,draft,0a4533b2d8074942828362efa526ba14
25574,PRQ2625574,receive,196,,30246,3700.0,2023-02-06,draft,0a454be43c4c495290d1709d1c59a570
25575,PRQ2625575,receive,133,,30262,150000.0,2025-01-25,draft,0a73f64e43f24a27ac923c6376b44489
25576,PRQ2625576,receive,337,,30214,81000.0,2025-01-13,draft,0a7606b876b542078844b6bcccb42c80
25577,PRQ2625577,receive,747,705,28247,238000.0,2023-12-18,draft,0a7f36e2285c4e14a752b34deeb2f6b5
25578,PRQ2625578,receive,334,801,19267,45000.0,2024-04-24,draft,0aa806a52921410d841e31291c161e5a
25579,PRQ2625579,receive,576,288,19623,3000000.0,2023-01-18,draft,0ab10908ca6f49daa5d930480e58e32e
25580,PRQ2625580,receive,612,,30252,553089.0,2021-09-09,draft,0ab24d72bd874d8784d582468db3d114
25581,PRQ2625581,receive,26,,28468,87201.86,2021-01-18,draft,0ab4a81bb92e46fc8999a45a4032dea5
25582,PRQ2625582,receive,545,1428,19240,400000.0,2024-01-12,draft,0ab67cb62b0a4e8d92101fadedc10ffa
25583,PRQ2625583,receive,218,,30195,7440.31,2024-08-15,draft,0abb31c49a5a40d6966a887dc6554492
25584,PRQ2625584,receive,87,1103,19341,696091.06,2023-10-13,draft,0ac46bfc1ef84cd7b632827f46ace62c
25585,PRQ2625585,receive,748,,29537,3249192.52,2022-01-30,draft,0ad84b83c0d64d93a359567bb4e8b0eb
25586,PRQ2625586,receive,712,,27047,200000.0,2024-10-12,draft,0ae739feb01c4f52b4f8316789cc2326
25587,PRQ2625587,receive,170,,30195,64760.0,2023-04-06,draft,0ae7b9ef5d164b9da7efabbc39f190a4
25588,PRQ2625588,receive,364,194,19649,4593.6,2023-05-08,draft,0af4712e26e84184a5fa48c530a7e0fa
25589,PRQ2625589,receive,651,1190,22018,679198.86,2023-01-19,draft,0af4965315ab4f5aa075059ede6ba589
25590,PRQ2625590,receive,533,,26479,724000.0,2021-10-12,draft,0b0247a0bc5f4e0c9c2a1dae3b5b0bfd
25591,PRQ2625591,receive,480,1461,19485,9800.0,2025-08-01,draft,0b14fcbcdf3b4eef8f881999592d8572
25592,PRQ2625592,receive,159,,30214,2100.0,2023-12-07,draft,0b19607197ab4bc1a3d8f4dd24935af5
25593,PRQ2625593,receive,553,180,29670,70537.26,2023-10-08,draft,0b2a1aaedfaa4c22ac7e7ec4cf7a6ebf
25594,PRQ2625594,receive,714,1386,19240,350000.0,2026-02-14,draft,0b4663d9d9704eba8e3ede470919f6cb
25595,PRQ2625595,receive,371,,30172,34300.0,2022-05-10,draft,0b4f0656a86441fd8b1d0a331013236f
25596,PRQ2625596,receive,81,,30277,75187.4,2022-11-21,draft,0b6d136e36f54794ae13b1ac750963b8
25597,PRQ2625597,receive,337,551,19259,237052.87,2025-05-30,draft,0b8e01b636a846c3a247d17f4fbe2016
25598,PRQ2625598,receive,353,,30195,4474.0,2025-07-16,draft,0b934930e69e4a329f3b05e152d80ac4
25599,PRQ2625599,receive,443,,28719,74250.0,2022-11-14,draft,0bb393662b8146c4925b598c96db0df2
25600,PRQ2625600,receive,551,,30207,1468.83,2025-11-10,draft,0bc810100e1045489925798d04453d16
25601,PRQ2625601,receive,126,,30195,13065.0,2024-09-18,draft,0bd0f76c29be4dafab725f9289a944cb
25602,PRQ2625602,receive,207,,30184,200000.0,2024-12-25,draft,0bda73d46b5d4d8a8a5e8d55a10224a5
25603,PRQ2625603,receive,593,,28770,271982.64,2021-12-23,draft,0bf240c2b13d4846bda9afb4c846457a
25604,PRQ2625604,receive,6,,30195,8000.0,2022-05-06,draft,0bfedc9295a949a2b5136bda1627b4a1
25605,PRQ2625605,receive,545,1428,19240,300000.0,2024-04-16,draft,0c137d8882154e62a11680a262ca5f87
25606,PRQ2625606,receive,26,,28468,163960.28,2020-05-26,draft,0c165d68e90f4423b527f00f1bbdccf2
25607,PRQ2625607,receive,126,,30195,9900.0,2024-09-13,draft,0c19e663014e44c4ae4b20c4ada65f79
25608,PRQ2625608,receive,100,470,19505,992403.02,2025-01-16,draft,0c3dd89dbbcc4d698f1acc079aeeefa1
25609,PRQ2625609,receive,431,1377,26896,2221664.88,2025-01-24,draft,0c462719c087419184a1ea19b6833756
25610,PRQ2625610,receive,88,,30233,86550.0,2023-07-20,draft,0c73c7a701ea4b92a36e2a2328eea837
25611,PRQ2625611,receive,201,,30263,8450.0,2020-12-23,draft,0c848fa41ee748ffbadd0fca5db43bfe
25612,PRQ2625612,receive,250,1423,20097,263772.8,2025-04-28,draft,0c8dcdbe889749d39c84567122e3dc00
25613,PRQ2625613,receive,672,,30252,40000.0,2021-06-18,draft,0c92440ee4d04e1288675357c9644fd4
25614,PRQ2625614,receive,634,1483,19287,730000.0,2023-07-28,draft,0ca6426f68464d2dbeec9c902cbb487b
25615,PRQ2625615,receive,459,943,19510,426528.7,2025-07-21,draft,0cab9fed62a14c82b4d1cb74a1dc357d
25616,PRQ2625616,receive,545,,30267,50000.0,2025-01-03,draft,0cb357fceeff492c909ee52be6bbc570
25617,PRQ2625617,receive,553,,30310,68463.38,2021-11-15,draft,0cb3eeb8b8e84b708e4021a53cafb501
25618,PRQ2625618,receive,553,471,29670,48576.6,2023-05-08,draft,0ce5ebbef0e14f11be2df8bd2d4638e4
25619,PRQ2625619,receive,25,1041,20082,800000.0,2023-01-19,draft,0cf2ebca22d04bd6a0d37fb968f3ac72
25620,PRQ2625620,receive,587,,30214,32372.76,2024-12-31,draft,0cfef764b89642489f2909df898b8058
25621,PRQ2625621,receive,168,,30195,15250.72,2021-02-08,draft,0d00e1069b264f88a92cecb2d0d1436f
25622,PRQ2625622,receive,740,,30214,18342.89,2022-12-15,draft,0d06c2fc256e41a1a4d8ae426d2e881c
25623,PRQ2625623,receive,337,551,19259,1345875.4,2025-09-16,draft,0d0fb5cd185242eebcbe6365ccb2b5d0
25624,PRQ2625624,receive,478,,30214,94319.37,2024-01-22,draft,0d235ac1e2424bf98b459499c0635863
25625,PRQ2625625,receive,664,,30213,50000.0,2022-01-17,draft,0d39b0142d7344c5bdfb9f4b8a6a1f3b
25626,PRQ2625626,receive,116,,30214,133608.95,2021-12-20,draft,0d5a7db6d9e9427f8accc9e97abfc6d4
25627,PRQ2625627,receive,117,164,19283,500000.0,2023-01-20,draft,0d5f4567a39547359da3c2beb7351969
25628,PRQ2625628,receive,690,106,19951,890000.0,2023-07-14,draft,0d73906193e246db898f2024008f0967
25629,PRQ2625629,receive,480,903,19752,2600.0,2026-03-26,draft,0d7f78970d2c489e8049112ee1633383
25630,PRQ2625630,receive,444,1378,19243,650000.0,2026-02-09,draft,0d8278dc02424862a9aebf61f5bc8eb5
25631,PRQ2625631,receive,456,,27719,325071.85,2022-10-26,draft,0daafb3e5fad461bbe4693bea9554d4c
25632,PRQ2625632,receive,634,715,19240,984300.0,2025-11-28,draft,0db58fb1fb574765ba073e6ecb169aef
25633,PRQ2625633,receive,696,,30209,5000.0,2020-04-29,draft,0dd9f835acdc425dbc481309fb7dad7f
25634,PRQ2625634,receive,62,,30182,280.0,2022-12-12,draft,0df8a6feba494656a3780e1086da0071
25635,PRQ2625635,receive,557,1403,19463,683583.51,2026-01-22,draft,0e221a32fc0b4a24bdd5b21aa27e4c6b
25636,PRQ2625636,receive,201,,30263,44400.0,2020-11-26,draft,0e59ea3baa164a7db1dfd4a700776b14
25637,PRQ2625637,receive,300,,30195,100000.0,2023-09-12,draft,0e62d61d5a1f41d2bbc490dddcc8e31a
25638,PRQ2625638,receive,634,,29537,14000.0,2023-05-06,draft,0e6e3743174e447c922ae0a0f3f09299
25639,PRQ2625639,receive,300,,30195,24634.09,2023-09-08,draft,0e71ac4ec1244fc69e48eca73bc28f89
25640,PRQ2625640,receive,504,1305,28247,523006.25,2023-12-21,draft,0e83ec7dae964e83955b3db1dd27e837
25641,PRQ2625641,receive,353,,30195,52660.0,2025-11-24,draft,0e8ba68abfb5474082e55fb6f3a32a23
25642,PRQ2625642,receive,333,558,20036,100000.0,2026-04-09,draft,0e9083443e064847a619b82fff90e3dc
25643,PRQ2625643,receive,545,,29537,100000.0,2022-10-24,draft,0e93dc2f45ad4a3d892254450aab527b
25644,PRQ2625644,receive,707,536,19635,1000000.0,2024-02-02,draft,0e9b4eb322364defa0f93b338695ba45
25645,PRQ2625645,receive,123,,30228,16488.0,2024-03-19,draft,0eaaa48379924801a787956f348090ff
25646,PRQ2625646,receive,736,278,28807,188994.0,2025-10-30,draft,0eb41d6be5ee416b82758cfd2f91dd0a
25647,PRQ2625647,receive,133,755,19442,200000.0,2026-02-15,draft,0ebaf28e1c1b4611a157b956ca75ef9b
25648,PRQ2625648,receive,625,,30191,29600.0,2021-07-07,draft,0ebc7f29a53943a49def26099f319dc6
25649,PRQ2625649,receive,300,,30195,10000.0,2024-11-04,draft,0ecc25ff58ab48b39fa1c7183dd3bb50
25650,PRQ2625650,receive,166,,30193,414133.76,2019-09-02,draft,0ed303622a354a6883bd999bb7e20941
25651,PRQ2625651,receive,480,1144,19740,35291.33,2025-12-11,draft,0ed63d555e8e4b0bbbab63ef27d8fca1
25652,PRQ2625652,receive,126,,30195,9900.0,2024-08-30,draft,0edd3772b0d94f34a834d45fb15b89ca
25653,PRQ2625653,receive,708,,30198,404000.0,2019-05-14,draft,0ef5032827bd4c129de1758866c6250a
25654,PRQ2625654,receive,578,1325,30090,532557.39,2026-02-14,draft,0efde655b22c4a7f82eba64930573bef
25655,PRQ2625655,receive,126,,30195,12000.0,2024-09-12,draft,0f01318bcdbc465fb6bc728a6b66e768
25656,PRQ2625656,receive,751,1057,19502,200000.0,2023-03-24,draft,0f06cca7299c4f6f913a6c02e3d0d79c
25657,PRQ2625657,receive,480,351,19677,1950.0,2025-07-09,draft,0f2700c8751e4a16988e6bb38e03c93a
25658,PRQ2625658,receive,297,467,19360,1684.57,2025-08-22,draft,0f33e54d06a9467097aa565ec98f5221
25659,PRQ2625659,receive,583,,30195,36746.0,2026-03-18,draft,0f54db139fc445ea9738e2b28de0c7b3
25660,PRQ2625660,receive,224,865,20052,283805.02,2024-03-04,draft,0f564cb718634543b68a80f4791ae048
25661,PRQ2625661,receive,196,,30246,3700.0,2022-09-29,draft,0f5d08cd835a4a9e80a6b414c2480a7c
25662,PRQ2625662,receive,334,1486,19267,224070.0,2025-12-17,draft,0f62cf4f32a94563b12b3207570bf4c8
25663,PRQ2625663,receive,634,1049,26061,55000.0,2024-04-30,draft,0f649f5f82e24a3aa619863880489a6c
25664,PRQ2625664,receive,275,,30186,80000.0,2020-01-14,draft,0f6798b7a2884ecb916059b47fa58041
25665,PRQ2625665,receive,239,546,19274,5000000.0,2024-02-08,draft,0f6ace400dd24078a99f18890d97ae27
25666,PRQ2625666,receive,730,752,19691,14722.48,2025-12-22,draft,0f99720da52747e39161bee39564bb07
25667,PRQ2625667,receive,730,752,19691,11641.68,2025-09-24,draft,0fb27ec0a1654034ada942d1e158bfdc
25668,PRQ2625668,receive,542,959,19255,17906.49,2024-05-30,draft,0fbbb083bdd3418cbcac41b09e5cd513
25669,PRQ2625669,receive,225,1242,29850,347964.4,2024-12-12,draft,0fe292ebdd724fe186101e77dbb72b53
25670,PRQ2625670,receive,500,,30223,7000.0,2022-10-31,draft,100e62d5a9684184b120b810a7e8eb4c
