legacy_partner_source,legacy_partner_id,legacy_partner_name,name,company_type,supplier_rank,customer_rank,sc_supplier_type,sc_account_name,sc_bank_name,sc_bank_account,vat,legacy_credit_code,legacy_tax_no,legacy_source_evidence,source_project_name,source_document_state,source_push_result,source_tax_rate,source_created_by,source_created_at,review_flags
xlsx_supplier_cooperat_company,GYS-20250126-003,绵阳市安州区花荄宏光照明专卖店,绵阳市安州区花荄宏光照明专卖店,person,1,0,material,绵阳市安州区花荄宏光照明专卖店,中国工商银行绵阳安州文星阁支行,6212262308016626686,,,,1供应商_合作单位639136856545326250.xlsx: row 796; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-26 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250126-001,金堂七鑫机电租赁站,金堂七鑫机电租赁站,person,1,0,material,金堂七鑫机电租赁站,中国工商银行股份有限公司金堂滨江路支行,4402038309100025297,,,,1供应商_合作单位639136856545326250.xlsx: row 797; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,杨德胜,2025-01-26 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250124-007,罗江区永晟机械租赁经营部,罗江区永晟机械租赁经营部,company,1,0,material,罗江区永晟机械租赁经营部,上海浦东发展银行股份有限公司德阳分行,19010078801700000453,,,,1供应商_合作单位639136856545326250.xlsx: row 798; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-24 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250124-004,中国第二重型机械集团(德阳)万安物业发展有限公司,中国第二重型机械集团(德阳)万安物业发展有限公司,company,1,0,material,中国第二重型机械集团(德阳)万安物业发展有限公司,交通银行北京海淀支行,01100019340101046001,,,,1供应商_合作单位639136856545326250.xlsx: row 801; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,9%,杨德胜,2025-01-24 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250124-003,四川德欣八瑜运输有限公司,四川德欣八瑜运输有限公司,company,1,0,material,四川德欣八瑜运输有限公司,长城华西银行股份有限公司中江北塔支行,1302160000000639,,,,1供应商_合作单位639136856545326250.xlsx: row 802; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-24 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250124-002,旌阳区民力建材经营部,旌阳区民力建材经营部,company,1,0,material,旌阳区民力建材经营部,长城华西银行股份有限公司德阳高新科技支行,10131600000001498,,,,1供应商_合作单位639136856545326250.xlsx: row 803; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-24 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250124-001,四川景泰荣劳务有限公司,四川景泰荣劳务有限公司,company,1,0,material,四川景泰荣劳务有限公司,四川天府银行股份有限公司德阳经开支行,2000146589000014,,,,1供应商_合作单位639136856545326250.xlsx: row 804; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,杨德胜,2025-01-24 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-017,成都茗洋机械租赁有限公司,成都茗洋机械租赁有限公司,company,1,0,material,成都茗洋机械租赁有限公司,中国建设银行股份有限公司郫县支行,51050159720800001131,,,,1供应商_合作单位639136856545326250.xlsx: row 805; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-016,四川一仕诺公路工程有限公司,四川一仕诺公路工程有限公司,company,1,0,material,四川一仕诺公路工程有限公司,中国银行成都海椒市支行,129374028959,,,,1供应商_合作单位639136856545326250.xlsx: row 806; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-015,旌阳区耘扬工程机械租赁服务部,旌阳区耘扬工程机械租赁服务部,company,1,0,material,旌阳区耘扬工程机械租赁服务部,德阳农村商业银行股份有限公司柏隆支行,18150120000008982,,,,1供应商_合作单位639136856545326250.xlsx: row 807; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-014,四川省浩鸿机械设备租赁有限公司,四川省浩鸿机械设备租赁有限公司,company,1,0,material,四川省浩鸿机械设备租赁有限公司,长城华西银行股份有限公司营业部,1001110000002826,,,,1供应商_合作单位639136856545326250.xlsx: row 808; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-013,绵竹市东北镇伟全工程机械设备租赁站,绵竹市东北镇伟全工程机械设备租赁站,person,1,0,material,绵竹市东北镇伟全工程机械设备租赁站,中国农业银行股份有限公司绵竹市支行,22204101040031700,,,,1供应商_合作单位639136856545326250.xlsx: row 809; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-012,陈有春,陈有春,person,1,0,material,陈有春,四川省农村信用社联合社,6214590582012226183,,,,1供应商_合作单位639136856545326250.xlsx: row 810; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,0%,江一娇,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-010,德阳市予桐建筑装饰有限公司,德阳市予桐建筑装饰有限公司,company,1,0,material,德阳市予桐建筑装饰有限公司,中国农业银行股份有限公司德阳天山路分理处,22202701040008418,,,,1供应商_合作单位639136856545326250.xlsx: row 812; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-008,德阳经开区前林机械设备租赁部（个体工商户）,德阳经开区前林机械设备租赁部（个体工商户）,company,1,0,material,德阳经开区前林机械设备租赁部（个体工商户）,中国建设银行股份有限公司庐山路支行,6227003604320124091,,,,1供应商_合作单位639136856545326250.xlsx: row 814; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-007,旌阳区茂发人力资源管理咨询经营部,旌阳区茂发人力资源管理咨询经营部,company,1,0,material,旌阳区茂发人力资源管理咨询经营部,中国建设银行股份有限公司德阳海正广场支行,6217003600007488586,,,,1供应商_合作单位639136856545326250.xlsx: row 815; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-006,四川景秦荣劳务有限公司,四川景秦荣劳务有限公司,company,1,0,material,四川景秦荣劳务有限公司,四川天府银行股份有限公司德阳经开支行,2000146589000014,,,,1供应商_合作单位639136856545326250.xlsx: row 816; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-005,四川全纳建筑工程有限公司,四川全纳建筑工程有限公司,company,1,0,material,四川全纳建筑工程有限公司,中国银行股份有限公司剑阁支行,122619901966,,,,1供应商_合作单位639136856545326250.xlsx: row 817; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-004,绵竹市叶许见劳务服务部,绵竹市叶许见劳务服务部,company,1,0,material,绵竹市叶许见劳务服务部,中国民生银行股份有限公司编竹支行,637869313,,,,1供应商_合作单位639136856545326250.xlsx: row 818; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-003,绵竹市九龙镇付少平劳务服务部(个体工商户),绵竹市九龙镇付少平劳务服务部(个体工商户),company,1,0,material,绵竹市九龙镇付少平劳务服务部(个体工商户),中国民生银行股份有限公司绵竹支行,643514856,,,,1供应商_合作单位639136856545326250.xlsx: row 819; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250123-001,德阳市乐诚建筑劳务有限公司,德阳市乐诚建筑劳务有限公司,company,1,0,material,德阳市乐诚建筑劳务有限公司,中国建设银行股份有限公司德阳分行,51050164860300001723,,,,1供应商_合作单位639136856545326250.xlsx: row 821; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,9%,杨德胜,2025-01-23 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250122-005,德阳开发区马洪俊机械租赁部,德阳开发区马洪俊机械租赁部,person,1,0,material,德阳开发区马洪俊机械租赁部,中国建设银行股份有限公司德阳旌南支行,51050110073500001493,,,,1供应商_合作单位639136856545326250.xlsx: row 825; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-22 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250122-004,德阳崧盛环保工程有限公司,德阳崧盛环保工程有限公司,company,1,0,material,德阳崧盛环保工程有限公司,中国银行股份有限公司德阳泰山北路支行,117226546223,,,,1供应商_合作单位639136856545326250.xlsx: row 826; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-22 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250122-003,重庆富俊涵建筑工程有限公司,重庆富俊涵建筑工程有限公司,company,1,0,material,重庆富俊涵建筑工程有限公司,中国邮政储蓄银行股份有限公司重庆,950005010007578903,,,,1供应商_合作单位639136856545326250.xlsx: row 827; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,9%,杨德胜,2025-01-22 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250122-002,德阳市正达机械设备租赁有限公司,德阳市正达机械设备租赁有限公司,company,1,0,material,德阳市正达机械设备租赁有限公司,中国银行股份有限公司德阳黄河东路支行,130727965202,,,,1供应商_合作单位639136856545326250.xlsx: row 828; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-22 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250121-003,成都鸿林圣木业有限公司,成都鸿林圣木业有限公司,company,1,0,material,成都鸿林圣木业有限公司,中国工商银行股份有限公司成都红星中路支行,4402259009100215191,,,,1供应商_合作单位639136856545326250.xlsx: row 830; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-21 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250121-002,四川蜀鑫合钢材有限公司,四川蜀鑫合钢材有限公司,company,1,0,material,四川蜀鑫合钢材有限公司,中国建设银行股份有限公司成都五福桥支行,51050187553600000044,,,,1供应商_合作单位639136856545326250.xlsx: row 831; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-21 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-009,德阳卓邦商贸有限公司,德阳卓邦商贸有限公司,company,1,0,material,德阳卓邦商贸有限公司,长城华西银行德阳天元支行,1017140000000030,,,,1供应商_合作单位639136856545326250.xlsx: row 834; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-007,绵竹市孝德镇叶德春建材经营部,绵竹市孝德镇叶德春建材经营部,company,1,0,material,绵竹市孝德镇叶德春建材经营部,四川绵竹农村商业银行股份有限公司高兴支分,22120120000003191,,,,1供应商_合作单位639136856545326250.xlsx: row 836; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-004,山东惠民正大绳网厂,山东惠民正大绳网厂,company,1,0,material,山东惠民正大绳网厂,中国农业银行滨州惠民李庄支行,15710501040005470,,,,1供应商_合作单位639136856545326250.xlsx: row 839; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-003,德阳市旌达信息技术有限公司,德阳市旌达信息技术有限公司,company,1,0,material,德阳市旌达信息技术有限公司,工商银行德阳城南支行,2305363409100039549,,,,1供应商_合作单位639136856545326250.xlsx: row 840; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-002,四川永旭机电工程有限公司,四川永旭机电工程有限公司,company,1,0,material,四川永旭机电工程有限公司,长城华西银行股份有限公司,1018110000000564,,,,1供应商_合作单位639136856545326250.xlsx: row 841; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250120-001,四川吉鑫发建设工程有限公司,四川吉鑫发建设工程有限公司,company,1,0,material,四川吉鑫发建设工程有限公司,中国建设银行股份有限公司中江支行,51050164742600000624,,,,1供应商_合作单位639136856545326250.xlsx: row 842; 单据状态=填单; 推送结果=推送成功; 合作类型=材料,公司综合平台,填单,推送成功,3%,杨德胜,2025-01-20 00:00,invalid_or_placeholder_credit;not_approved
xlsx_supplier_cooperat_company,GYS-20250117-003,绵阳市瑞利达贸易有限公司,绵阳市瑞利达贸易有限公司,company,1,0,material,绵阳市瑞利达贸易有限公司,绵阳市商业银行股份有限公司永兴支行,11111700000088,,,,1供应商_合作单位639136856545326250.xlsx: row 844; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-17 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250116-001,高新技术产业开发区飞越劳保用品经营部,高新技术产业开发区飞越劳保用品经营部,company,1,0,material,高新技术产业开发区飞越劳保用品经营部,中国银行后工支行,113078987706,,,,1供应商_合作单位639136856545326250.xlsx: row 849; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,李俭锋,2025-01-16 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250115-005,四川欧华腾劳务有限公司,四川欧华腾劳务有限公司,company,1,0,material,四川欧华腾劳务有限公司,中国建设银行股份有限公司德阳东汽支行,51050164722700000195,91510600MA633P1954,91510600MA633P1954,,1供应商_合作单位639136856545326250.xlsx: row 850; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,公司综合平台,审核通过,保存错误！名称不唯一,3%,杨德胜,2025-01-15 00:00,legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250115-004,成都谊源安防设备有限公司,成都谊源安防设备有限公司,company,1,0,material,成都谊源安防设备有限公司,四川天府银行股份有限公司成都新都支行,2000140520000019,,,,1供应商_合作单位639136856545326250.xlsx: row 851; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,公司综合平台,审核通过,保存错误！名称不唯一,1%,杨德胜,2025-01-15 00:00,invalid_or_placeholder_credit;legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250115-003,新邱区博裕建材销售处(个体工商户),新邱区博裕建材销售处(个体工商户),company,1,0,material,新邱区博裕建材销售处(个体工商户),中国建设银行,6217004650000639064,92210903MADE22W38C,92210903MADE22W38C,,1供应商_合作单位639136856545326250.xlsx: row 852; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,何东中石油煤层气公司新疆后峡项目,审核通过,保存错误！名称不唯一,1%,肖辉玖,2025-01-15 00:00,legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250115-002,渭南市临渭区思博航建材销售经营部(个体工商户),渭南市临渭区思博航建材销售经营部(个体工商户),company,1,0,material,渭南市临渭区思博航建材销售经营部(个体工商户),中国建设银行,6217004400010235184,92610502MADP53FA61,92610502MADP53FA61,,1供应商_合作单位639136856545326250.xlsx: row 853; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,何东中石油煤层气公司新疆后峡项目,审核通过,保存错误！名称不唯一,1%,肖辉玖,2025-01-15 00:00,legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250115-001,渭南市临渭区思瑞格机械设备租赁经营部(个体工商户),渭南市临渭区思瑞格机械设备租赁经营部(个体工商户),company,1,0,material,渭南市临渭区思瑞格机械设备租赁经营部(个体工商户),中国工商银行,6222082605000299595,92610502MADR4D133N,92610502MADR4D133N,,1供应商_合作单位639136856545326250.xlsx: row 854; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,何东中石油煤层气公司新疆后峡项目,审核通过,保存错误！名称不唯一,1%,肖辉玖,2025-01-15 00:00,legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250114-001,旌阳区田华建材经营部(个体工商户),旌阳区田华建材经营部(个体工商户),company,1,0,material,旌阳区田华建材经营部(个体工商户),中国农业银行泰山北路支行,6228480499607809179,92510603MADE6RTUXI,92510603MADE6RTUXI,,1供应商_合作单位639136856545326250.xlsx: row 855; 单据状态=审核通过; 推送结果=保存错误！名称不唯一; 合作类型=材料,公司综合平台,审核通过,保存错误！名称不唯一,0%,文楠,2025-01-14 00:00,legacy_push_failed
xlsx_supplier_cooperat_company,GYS-20250113-008,德阳经开区鑫皇龙建材经营部(个体工商户),德阳经开区鑫皇龙建材经营部(个体工商户),company,1,0,material,德阳经开区鑫皇龙建材经营部(个体工商户),中国建设银行股份有限公司德阳东汽支行,51050164722700001360,,,,1供应商_合作单位639136856545326250.xlsx: row 857; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,杨德胜,2025-01-13 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250113-007,德阳市鸿鼎吊装有限责任公司,德阳市鸿鼎吊装有限责任公司,company,1,0,material,德阳市鸿鼎吊装有限责任公司,中国工商银行股份有限公司德阳天府数谷支行,2305363309100025150,,,,1供应商_合作单位639136856545326250.xlsx: row 858; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,3%,杨德胜,2025-01-13 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250113-004,四川墨策天程装饰工程有限公司,四川墨策天程装饰工程有限公司,company,1,0,material,四川墨策天程装饰工程有限公司,中国建设银行股份有限公司德阳旌阳支行,51050164004200000310,,,,1供应商_合作单位639136856545326250.xlsx: row 861; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,1%,杨德胜,2025-01-13 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250113-003,四川梵高商贸有限公司,四川梵高商贸有限公司,company,1,0,material,四川梵高商贸有限公司,中国银行中江县支行,115873080052,,,,1供应商_合作单位639136856545326250.xlsx: row 862; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,13%,杨德胜,2025-01-13 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250113-002,张述富,张述富,person,1,0,material,张述富,中国工商银行德阳钟鼓楼支行,6222032305000999176,,,,"1供应商_合作单位639136856545326250.xlsx: row 863; 单据状态=审核通过; 推送结果=保存错误！单据编号为'VEN04368'存在编码重复,请尝试重新保存或修改编码规则！; 合作类型=材料",公司综合平台,审核通过,"保存错误！单据编号为'VEN04368'存在编码重复,请尝试重新保存或修改编码规则！",0%,江一娇,2025-01-13 00:00,invalid_or_placeholder_credit;legacy_push_failed
