role,action_xmlid,action_name,res_model,view_mode,has_groups,groups_xmlids,visible
demo_readonly,mail.mail_activity_type_action,Activity Types,mail.activity.type,"tree,form",0,,1
demo_readonly,mail.mail_activity_action,Activities,mail.activity,"tree,form",0,,1
demo_readonly,mail.mail_activity_plan_action,Activity Plans,mail.activity.plan,"tree,form",0,,1
demo_readonly,mail.mail_guest_action,Guests,mail.guest,"tree,form",0,,1
demo_readonly,mail.mail_message_reaction_action,Message Reactions,mail.message.reaction,"tree,form",0,,1
demo_readonly,mail.res_users_settings_action,User Settings,res.users.settings,"tree,form",0,,1
demo_readonly,mail.action_email_template_tree_all,Email Templates,mail.template,"form,tree",0,,1
demo_readonly,mail.mail_blacklist_action,Blacklisted Email Addresses,mail.blacklist,"tree,form",0,,1
demo_readonly,base_tier_validation.tier_definition_action,Tier Definition,tier.definition,"tree,form",0,,1
demo_readonly,base_tier_validation.tier_validation_exception_action,Tier Validation Exception,tier.validation.exception,"tree,form",0,,1
demo_readonly,phone_validation.phone_blacklist_action,Blacklisted Phone Numbers,phone.blacklist,"tree,form",0,,1
demo_readonly,privacy_lookup.privacy_log_action,Privacy Logs,privacy.log,"tree,form",0,,1
demo_readonly,product.product_category_action_form,Product Categories,product.category,"tree,form",0,,1
demo_readonly,product.product_supplierinfo_type_action,Vendor Pricelists,product.supplierinfo,"tree,form,kanban",0,,1
demo_readonly,rating.rating_rating_action,Ratings,rating.rating,"kanban,tree,graph,pivot,form",0,,1
demo_readonly,sms.sms_sms_action,SMS,sms.sms,"tree,form",0,,1
demo_readonly,sms.sms_template_action,Templates,sms.template,"tree,form",0,,1
demo_readonly,snailmail.action_mail_letters,Snailmail Letters,snailmail.letter,"form,tree",0,,1
demo_readonly,digest.digest_digest_action,Digest Emails,digest.digest,"tree,form",1,smart_construction_core.group_sc_super_admin,0
demo_readonly,digest.digest_tip_action,Digest Tips,digest.tip,"tree,form",1,smart_construction_core.group_sc_super_admin,0
demo_readonly,payment.action_payment_provider,Payment Providers,payment.provider,"kanban,tree,form",0,,1
demo_readonly,payment.action_payment_method,Payment Methods,payment.method,"tree,kanban,form",0,,1
demo_readonly,account.action_account_payments,Customer Payments,account.payment,"tree,kanban,form,graph,activity",0,,1
demo_readonly,account.action_account_payments_payable,Vendor Payments,account.payment,"tree,kanban,form,graph,activity",0,,1
demo_readonly,account.action_move_out_invoice_type,Invoices,account.move,"tree,kanban,form,activity",0,,1
demo_readonly,account.action_move_out_refund_type,Credit Notes,account.move,"tree,kanban,form,activity",0,,1
demo_readonly,account.action_move_in_invoice_type,Bills,account.move,"tree,kanban,form,activity",0,,1
demo_readonly,account.action_move_in_refund_type,Refunds,account.move,"tree,kanban,form,activity",0,,1
demo_readonly,account.action_account_journal_form,Journals,account.journal,"tree,kanban,form",1,smart_construction_core.group_sc_cap_finance_manager,0
demo_readonly,account.action_account_journal_group_list,Journal Groups,account.journal.group,"tree,form",1,smart_construction_core.group_sc_cap_finance_manager,0
demo_readonly,account.action_tax_form,Taxes,account.tax,"tree,kanban,form",0,,1
demo_readonly,account.action_payment_term_form,Payment Terms,account.payment.term,"tree,kanban,form",0,,1
demo_readonly,account.action_account_supplier_accounts,Bank Accounts,res.partner.bank,"tree,form",0,,1
demo_readonly,account.product_product_action_sellable,Products,product.template,"kanban,tree,form,activity",0,,1
demo_readonly,account.product_product_action_purchasable,Products,product.template,"kanban,tree,form,activity",0,,1
demo_readonly,account.action_account_invoice_report_all,Invoices Analysis,account.invoice.report,"graph,pivot",0,,1
demo_readonly,account.action_account_config,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
demo_readonly,account.action_account_fiscal_position_form,Fiscal Positions,account.fiscal.position,"tree,kanban,form",0,,1
demo_readonly,account.res_partner_action_customer,Customers,res.partner,"kanban,tree,form",0,,1
demo_readonly,account.res_partner_action_supplier,Vendors,res.partner,"kanban,tree,form",0,,1
demo_readonly,account.action_incoterms_tree,Incoterms,account.incoterms,"tree,form",1,smart_construction_core.group_sc_cap_finance_manager,0
demo_readonly,project.project_share_wizard_action,Share Project,project.share.wizard,form,1,smart_construction_core.group_sc_super_admin;base.group_system,0
demo_readonly,project.action_send_mail_project_project,Send Email,mail.compose.message,form,1,smart_construction_core.group_sc_super_admin;base.group_system,0
demo_readonly,project.open_view_project_all,Projects,project.project,"kanban,tree,form",1,smart_construction_core.group_sc_cap_project_read,1
demo_readonly,project.open_view_project_all_config,Projects,project.project,"tree,kanban,form",0,,1
demo_readonly,project.action_view_all_task,All Tasks,project.task,"tree,kanban,form,calendar,pivot,graph,activity",0,,1
demo_readonly,project.project_tags_action,Tags,project.tags,"tree,form",0,,1
demo_readonly,project.project_config_settings_action,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
demo_readonly,project.mail_activity_plan_action_config_project_task_plan,Activity Plans,mail.activity.plan,"tree,form",0,,1
demo_readonly,project.mail_activity_type_action_config_project_types,Activity Types,mail.activity.type,"tree,form",0,,1
demo_readonly,project.action_project_task_user_tree,Tasks Analysis,report.project.task.user,"graph,pivot",0,,1
demo_readonly,spreadsheet_dashboard.spreadsheet_dashboard_action_configuration_dashboards,Dashboards,spreadsheet.dashboard.group,"tree,form",0,,1
demo_readonly,stock.action_stock_scrap,Scrap Orders,stock.scrap,"tree,form,kanban,pivot,graph",0,,1
demo_readonly,stock.action_warehouse_form,Warehouses,stock.warehouse,"tree,form",0,,1
demo_readonly,stock.stock_move_line_action,Moves History,stock.move.line,"tree,kanban,pivot,form",0,,1
demo_readonly,stock.action_picking_tree_incoming,Receipts,stock.picking,"tree,kanban,form,calendar,activity",1,stock.group_stock_user,0
demo_readonly,stock.action_picking_tree_outgoing,Deliveries,stock.picking,"tree,kanban,form,calendar,activity",1,stock.group_stock_user,0
demo_readonly,stock.action_picking_type_list,Operations Types,stock.picking.type,"tree,form",0,,1
demo_readonly,stock.stock_picking_type_action,Inventory Overview,stock.picking.type,"kanban,form",0,,1
demo_readonly,stock.stock_move_action,Move Analysis,stock.move,"tree,form",0,,1
demo_readonly,stock.action_product_stock_view,Stock,product.product,"tree,form",0,,1
demo_readonly,stock.product_template_action_product,Products,product.template,"kanban,tree,form",0,,1
demo_readonly,stock.action_orderpoint,Reordering Rules,stock.warehouse.orderpoint,"tree,kanban,form",0,,1
demo_readonly,stock.action_stock_config_settings,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
demo_readonly,project_sms.project_project_act_window_sms_composer,Send SMS Text Message,sms.composer,form,1,smart_construction_core.group_sc_super_admin;base.group_system,0
demo_readonly,purchase.product_normal_action_puchased,Products,product.template,"kanban,tree,form,activity",0,,1
demo_readonly,purchase.purchase_rfq,Requests for Quotation,purchase.order,"tree,kanban,form,pivot,graph,calendar,activity",0,,1
demo_readonly,purchase.purchase_form_action,Purchase Orders,purchase.order,"tree,kanban,form,pivot,graph,calendar,activity",0,,1
demo_readonly,purchase.action_purchase_configuration,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
demo_readonly,purchase.action_purchase_order_report_all,Purchase Analysis,purchase.report,"graph,pivot",1,purchase.group_purchase_user,0
demo_readonly,stock_account.stock_valuation_layer_action,Stock Valuation,stock.valuation.layer,"tree,form,pivot",0,,1
demo_readonly,stock_account.inventory_aging_action,Inventory Aging,stock.valuation.layer,"pivot,tree,graph",0,,1
admin,base.action_decimal_precision_form,Decimal Accuracy,decimal.precision,"tree,form",0,,1
admin,base.ir_sequence_actions,Actions,ir.actions.actions,"tree,form",0,,1
admin,base.ir_action_report,Reports,ir.actions.report,"tree,form",0,,1
admin,base.ir_action_window,Window Actions,ir.actions.act_window,"tree,form",0,,1
admin,base.ir_client_actions_report,Client Actions,ir.actions.client,"tree,form",0,,1
admin,base.action_server_action,Server Actions,ir.actions.server,"tree,form",0,,1
admin,base.act_ir_actions_todo_form,Configuration Wizards,ir.actions.todo,"tree,form",0,,1
admin,base.action_asset,Assets,ir.asset,"tree,form",0,,1
admin,base.ir_config_list_action,System Parameters,ir.config_parameter,"tree,form",0,,1
admin,base.ir_cron_act,Scheduled Actions,ir.cron,"tree,form,calendar",0,,1
admin,base.ir_cron_trigger_action,Scheduled Actions Triggers,ir.cron.trigger,"tree,form",0,,1
admin,base.actions_ir_filters_view,User-defined Filters,ir.filters,"tree,form",0,,1
admin,base.action_model_model,Models,ir.model,"tree,form",0,,1
admin,base.action_model_fields,Fields,ir.model.fields,"tree,form",0,,1
admin,base.action_model_fields_selection,Fields Selection,ir.model.fields.selection,"tree,form",0,,1
admin,base.ir_access_act,Access Rights,ir.model.access,"tree,form",0,,1
admin,base.action_attachment,Attachments,ir.attachment,"kanban,tree,form",0,,1
admin,base.action_rule,Record Rules,ir.rule,"tree,form",0,,1
admin,base.ir_sequence_form,Sequences,ir.sequence,"tree,form",0,,1
admin,base.grant_menu_access,Menu Items,ir.ui.menu,"tree,form",0,,1
admin,base.action_ui_view,Views,ir.ui.view,"tree,form",0,,1
admin,base.action_ui_view_custom,Customized Views,ir.ui.view.custom,"tree,form",0,,1
admin,base.ir_default_menu_action,User-defined Defaults,ir.default,"tree,form",0,,1
admin,base.ir_logging_all_act,Logging,ir.logging,"tree,form",0,,1
admin,base.open_module_tree,Apps,ir.module.module,"kanban,tree,form",0,,1
admin,base.action_view_base_import_language,Import Translation,base.language.import,form,0,,1
admin,base.action_wizard_lang_export,Export Translation,base.language.export,form,0,,1
admin,base.action_menu_ir_profile,Ir profile,ir.profile,"tree,form",0,,1
admin,base.action_res_company_form,Companies,res.company,"tree,kanban,form",0,,1
admin,base.res_lang_act_window,Languages,res.lang,"tree,form",0,,1
admin,base.action_currency_form,Currencies,res.currency,"tree,kanban,form",0,,1
admin,base.action_res_users,Users,res.users,"tree,kanban,form",0,,1
admin,base.ir_property_form,Company Properties,ir.property,"tree,form",0,,1
admin,base_setup.action_general_configuration,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
admin,web_tour.edit_tour_action,Tours,web_tour.tour,"tree,form",0,,1
admin,iap.iap_account_action,IAP Account,iap.account,"tree,form",0,,1
admin,uom.product_uom_categ_form_action,Units of Measure Categories,uom.category,"tree,form",0,,1
admin,onboarding.action_view_onboarding_onboarding,Onboardings,onboarding.onboarding,"tree,form",0,,1
admin,onboarding.action_view_onboarding_step,Onboarding Steps,onboarding.onboarding.step,"tree,form",0,,1
admin,resource.action_resource_resource_tree,Resources,resource.resource,"tree,form",0,,1
admin,resource.action_resource_calendar_leave_tree,Resource Time Off,resource.calendar.leaves,"tree,form,calendar",0,,1
admin,resource.action_resource_calendar_form,Working Schedules,resource.calendar,"tree,form",0,,1
admin,mail.action_view_message_subtype,Subtypes,mail.message.subtype,"tree,form",0,,1
admin,mail.action_view_mail_tracking_value,Tracking Values,mail.tracking.value,"tree,form",0,,1
admin,mail.action_view_mail_message,Messages,mail.message,"tree,form",0,,1
admin,mail.mail_message_schedule_action,Scheduled Messages,mail.message.schedule,"tree,form",0,,1
admin,mail.action_view_mail_mail,Emails,mail.mail,"tree,form",0,,1
admin,mail.action_ice_servers,ICE servers,mail.ice.server,"tree,form",0,,1
admin,mail.discuss_channel_rtc_session_action,RTC sessions,discuss.channel.rtc.session,"tree,form",0,,1
admin,mail.mail_link_preview_action,Link Previews,mail.link.preview,"tree,form",0,,1
admin,mail.discuss_gif_favorite_action,GIF favorite,discuss.gif.favorite,"tree,form",0,,1
admin,mail.mail_activity_type_action,Activity Types,mail.activity.type,"tree,form",0,,1
admin,mail.mail_activity_action,Activities,mail.activity,"tree,form",0,,1
admin,mail.mail_activity_plan_action,Activity Plans,mail.activity.plan,"tree,form",0,,1
admin,mail.mail_guest_action,Guests,mail.guest,"tree,form",0,,1
admin,mail.mail_message_reaction_action,Message Reactions,mail.message.reaction,"tree,form",0,,1
admin,mail.res_users_settings_action,User Settings,res.users.settings,"tree,form",0,,1
admin,mail.action_email_template_tree_all,Email Templates,mail.template,"form,tree",0,,1
admin,mail.mail_blacklist_action,Blacklisted Email Addresses,mail.blacklist,"tree,form",0,,1
admin,base_tier_validation.tier_definition_action,Tier Definition,tier.definition,"tree,form",0,,1
admin,base_tier_validation.tier_validation_exception_action,Tier Validation Exception,tier.validation.exception,"tree,form",0,,1
admin,phone_validation.phone_blacklist_action,Blacklisted Phone Numbers,phone.blacklist,"tree,form",0,,1
admin,privacy_lookup.privacy_log_action,Privacy Logs,privacy.log,"tree,form",0,,1
admin,product.product_category_action_form,Product Categories,product.category,"tree,form",0,,1
admin,product.product_supplierinfo_type_action,Vendor Pricelists,product.supplierinfo,"tree,form,kanban",0,,1
admin,rating.rating_rating_action,Ratings,rating.rating,"kanban,tree,graph,pivot,form",0,,1
admin,sms.sms_sms_action,SMS,sms.sms,"tree,form",0,,1
admin,sms.sms_template_action,Templates,sms.template,"tree,form",0,,1
admin,snailmail.action_mail_letters,Snailmail Letters,snailmail.letter,"form,tree",0,,1
admin,digest.digest_digest_action,Digest Emails,digest.digest,"tree,form",1,smart_construction_core.group_sc_super_admin,0
admin,digest.digest_tip_action,Digest Tips,digest.tip,"tree,form",1,smart_construction_core.group_sc_super_admin,0
admin,payment.action_payment_provider,Payment Providers,payment.provider,"kanban,tree,form",0,,1
admin,payment.action_payment_method,Payment Methods,payment.method,"tree,kanban,form",0,,1
admin,account.action_account_payments,Customer Payments,account.payment,"tree,kanban,form,graph,activity",0,,1
admin,account.action_account_payments_payable,Vendor Payments,account.payment,"tree,kanban,form,graph,activity",0,,1
admin,account.action_move_out_invoice_type,Invoices,account.move,"tree,kanban,form,activity",0,,1
admin,account.action_move_out_refund_type,Credit Notes,account.move,"tree,kanban,form,activity",0,,1
admin,account.action_move_in_invoice_type,Bills,account.move,"tree,kanban,form,activity",0,,1
admin,account.action_move_in_refund_type,Refunds,account.move,"tree,kanban,form,activity",0,,1
admin,account.action_account_journal_form,Journals,account.journal,"tree,kanban,form",1,smart_construction_core.group_sc_cap_finance_manager,0
admin,account.action_account_journal_group_list,Journal Groups,account.journal.group,"tree,form",1,smart_construction_core.group_sc_cap_finance_manager,0
admin,account.action_tax_form,Taxes,account.tax,"tree,kanban,form",0,,1
admin,account.action_payment_term_form,Payment Terms,account.payment.term,"tree,kanban,form",0,,1
admin,account.action_account_supplier_accounts,Bank Accounts,res.partner.bank,"tree,form",0,,1
admin,account.product_product_action_sellable,Products,product.template,"kanban,tree,form,activity",0,,1
admin,account.product_product_action_purchasable,Products,product.template,"kanban,tree,form,activity",0,,1
admin,account.action_account_invoice_report_all,Invoices Analysis,account.invoice.report,"graph,pivot",0,,1
admin,account.action_account_config,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
admin,account.action_account_fiscal_position_form,Fiscal Positions,account.fiscal.position,"tree,kanban,form",0,,1
admin,account.res_partner_action_customer,Customers,res.partner,"kanban,tree,form",0,,1
admin,account.res_partner_action_supplier,Vendors,res.partner,"kanban,tree,form",0,,1
admin,account.action_incoterms_tree,Incoterms,account.incoterms,"tree,form",1,smart_construction_core.group_sc_cap_finance_manager,0
admin,project.project_share_wizard_action,Share Project,project.share.wizard,form,1,smart_construction_core.group_sc_super_admin;base.group_system,1
admin,project.action_send_mail_project_project,Send Email,mail.compose.message,form,1,smart_construction_core.group_sc_super_admin;base.group_system,1
admin,project.open_view_project_all,Projects,project.project,"kanban,tree,form",1,smart_construction_core.group_sc_cap_project_read,0
admin,project.open_view_project_all_config,Projects,project.project,"tree,kanban,form",0,,1
admin,project.action_view_all_task,All Tasks,project.task,"tree,kanban,form,calendar,pivot,graph,activity",0,,1
admin,project.project_tags_action,Tags,project.tags,"tree,form",0,,1
admin,project.project_config_settings_action,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
admin,project.mail_activity_plan_action_config_project_task_plan,Activity Plans,mail.activity.plan,"tree,form",0,,1
admin,project.mail_activity_type_action_config_project_types,Activity Types,mail.activity.type,"tree,form",0,,1
admin,project.action_project_task_user_tree,Tasks Analysis,report.project.task.user,"graph,pivot",0,,1
admin,spreadsheet_dashboard.spreadsheet_dashboard_action_configuration_dashboards,Dashboards,spreadsheet.dashboard.group,"tree,form",0,,1
admin,stock.action_stock_scrap,Scrap Orders,stock.scrap,"tree,form,kanban,pivot,graph",0,,1
admin,stock.action_warehouse_form,Warehouses,stock.warehouse,"tree,form",0,,1
admin,stock.stock_move_line_action,Moves History,stock.move.line,"tree,kanban,pivot,form",0,,1
admin,stock.action_picking_tree_incoming,Receipts,stock.picking,"tree,kanban,form,calendar,activity",1,stock.group_stock_user,0
admin,stock.action_picking_tree_outgoing,Deliveries,stock.picking,"tree,kanban,form,calendar,activity",1,stock.group_stock_user,0
admin,stock.action_picking_type_list,Operations Types,stock.picking.type,"tree,form",0,,1
admin,stock.stock_picking_type_action,Inventory Overview,stock.picking.type,"kanban,form",0,,1
admin,stock.stock_move_action,Move Analysis,stock.move,"tree,form",0,,1
admin,stock.action_product_stock_view,Stock,product.product,"tree,form",0,,1
admin,stock.product_template_action_product,Products,product.template,"kanban,tree,form",0,,1
admin,stock.action_orderpoint,Reordering Rules,stock.warehouse.orderpoint,"tree,kanban,form",0,,1
admin,stock.action_stock_config_settings,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
admin,project_sms.project_project_act_window_sms_composer,Send SMS Text Message,sms.composer,form,1,smart_construction_core.group_sc_super_admin;base.group_system,1
admin,purchase.product_normal_action_puchased,Products,product.template,"kanban,tree,form,activity",0,,1
admin,purchase.purchase_rfq,Requests for Quotation,purchase.order,"tree,kanban,form,pivot,graph,calendar,activity",0,,1
admin,purchase.purchase_form_action,Purchase Orders,purchase.order,"tree,kanban,form,pivot,graph,calendar,activity",0,,1
admin,purchase.action_purchase_configuration,Settings,res.config.settings,form,1,smart_construction_core.group_sc_super_admin,0
admin,purchase.action_purchase_order_report_all,Purchase Analysis,purchase.report,"graph,pivot",1,purchase.group_purchase_user,0
admin,stock_account.stock_valuation_layer_action,Stock Valuation,stock.valuation.layer,"tree,form,pivot",0,,1
admin,stock_account.inventory_aging_action,Inventory Aging,stock.valuation.layer,"pivot,tree,graph",0,,1
