match_method,name,partner_id,sc_account_name,sc_bank_name,sc_default_tax_rate_text,sc_region,sc_source_cooperation_type,sc_source_created_by,sc_source_document_state,sc_source_partner_code,sc_source_push_result,sc_supplier_type,street
vat,德阳市旌阳区黄许镇卫生院,5106,,,,,,,,,,,
