project_id,name,company,other_system_id
772,旌阳区供水项目——柏隆净水厂,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌阳区供水项目——柏隆净水厂
773,高新产业园配套项目（包2）,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:高新产业园配套项目（包2）
774,高新产业园配套项目（包3）,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:高新产业园配套项目（包3）
775,三星堆环线基础设施改造,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:三星堆环线基础设施改造
776,二重厂西路等4条道路工程,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:二重厂西路等4条道路工程
777,旌阳区供水项目——柏隆供水管网,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌阳区供水项目——柏隆供水管网
778,澜沧江西路（苗山街-蓥华山路）,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:澜沧江西路（苗山街-蓥华山路）
779,2024高标准农田建设项目-龙泉村,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:2024高标准农田建设项目-龙泉村
780,龙泉山路二段(赣江路-信江路),四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:龙泉山路二段(赣江路-信江路)
781,王谊村总平,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:王谊村总平
782,齐家堰流域（高槐村-桂花村）河段水生态修复项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:齐家堰流域（高槐村-桂花村）河段水生态修复项目
783,玉山街道路工程,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:玉山街道路工程
784,崴和路滑坡整治工程,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:崴和路滑坡整治工程
785,德阳市烈士陵园建设项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:德阳市烈士陵园建设项目
786,孝感翠竹街西路改造,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:孝感翠竹街西路改造
787,面粉厂等小区改造项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:面粉厂等小区改造项目
788,烈士陵园装修项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:烈士陵园装修项目
789,凯江大回湾景区融合提升项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:凯江大回湾景区融合提升项目
790,万润苑改造,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:万润苑改造
791,东一环北延线,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:东一环北延线
792,城市花园等老旧小区改造,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:城市花园等老旧小区改造
793,寿崴路,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:寿崴路
794,天山路（黄河路-凯江路）改造项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:天山路（黄河路-凯江路）改造项目
795,太行山路（钱塘江路-信江路）道路工程,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:太行山路（钱塘江路-信江路）道路工程
796,宋家堰景观工程,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:宋家堰景观工程
797,高地搅拌站,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:高地搅拌站
798,汾河路（挂靠）,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:汾河路（挂靠）
799,崴和路二标段,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:崴和路二标段
800,旌阳区2025年老旧小区改造-包5,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌阳区2025年老旧小区改造-包5
801,嘉陵江路库房,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:嘉陵江路库房
802,德阳凹街办公室,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:德阳凹街办公室
803,崴和路一标段,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:崴和路一标段
804,成都市龙泉驿区同安中学校光环境改造项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:成都市龙泉驿区同安中学校光环境改造项目
805,旌阳区2025年老旧小区改造-包1,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌阳区2025年老旧小区改造-包1
806,成都市龙泉驿区人行道维修整治提升,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:成都市龙泉驿区人行道维修整治提升
807,旌北新区（龙泉山路）雨水管网项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌北新区（龙泉山路）雨水管网项目
808,柏隆粮油园区项目,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:柏隆粮油园区项目
809,中江驾考校,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:中江驾考校
810,蓥华山路道路工程-包2,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:蓥华山路道路工程-包2
811,旌阳区供水项目(柏隆水厂及管网）,四川保盛建设集团有限公司,SCBS:SCBS_GCMC_PROJECT_CANDIDATE:旌阳区供水项目(柏隆水厂及管网）
