legacy_contract_id,legacy_document_no,source_document_no,source_contract_no,source_title,source_contract_amount,source_contract_receipt_amount,source_visible_invoice_text,source_visible_receipt_text_1,source_visible_receipt_text_2,source_visible_unreceived_text,receipt_linked_rows,receipt_active_amount,invoice_linked_rows,invoice_active_amount,source_fact_decision
c7eeca91cf9e4c119560d13c13e82fdc,WBHTGL-20260312-001,WBHTGL-20260312-001,DYS2026-41,思远重工厂区燃气报警系统安装,36600.00,,,,,,0,0.00,0,0.00,legacy_contract_header_only_no_linked_transaction_detail
10a4a72592f04d16840882117a92c94b,WBHTGL-20260313-001,WBHTGL-20260313-001,DYS2026-42,热处理厂5跨排水管隐患整改,85674.00,,,,,,0,0.00,0,0.00,legacy_contract_header_only_no_linked_transaction_detail
74aa9b0db1dd4aecaf72db7d4a0a7606,WBHTGL-20260318-001,WBHTGL-20260318-001,DYS2026-44,25K545二重（德阳）重型装备焊接打磨除尘项目土建施工,109000.00,,,,,,0,0.00,0,0.00,legacy_contract_header_only_no_linked_transaction_detail
d97f722e40614de79d23b6f299bc8e49,WBHTGL-20260326-001,WBHTGL-20260326-001,CQS2026-50,深圳友唱技术有限公司门店前期基础改造工程,24235.41,,,,,,0,0.00,0,0.00,legacy_contract_header_only_no_linked_transaction_detail
34322d7f3dc245d8b74e091c51a12fdf,WBHTGL-20260331-001,WBHTGL-20260331-001,CQS2026-53,深圳友唱技术有限公司门店门头基装,10169.48,,,,,,0,0.00,0,0.00,legacy_contract_header_only_no_linked_transaction_detail
