payment_request_id,external_id,name,old_state,old_validation_status,amount,old_ledger_count,old_ledger_sum,actual_outflow_count,actual_outflow_amount,sample_downstream_external_ids
6300,legacy_outflow_sc_13c990ebc59d4c4a9f3fdfc4f6dd753f,PRQ2606300,done,validated,74000.00,1,74000.00,1,74000.00,legacy_actual_outflow_sc_897319ed47624fabbde6f061961894a8
6301,legacy_outflow_sc_13d0d77bcc004e14bb75a2b3050b5c2c,PRQ2606301,done,validated,11952.00,1,11952.00,1,11952.00,legacy_actual_outflow_sc_133ec3a6ac1843279413a2a82a5fd020
6302,legacy_outflow_sc_13d152f2b4b84e47a8c7269fde84dfa0,PRQ2606302,done,validated,6036.00,1,6036.00,1,6036.00,legacy_actual_outflow_sc_1e82267afd5645129497303d945b4588
6303,legacy_outflow_sc_13da6e85b69e4aeaa61ff0c5d5bbcb2e,PRQ2606303,done,validated,17552.00,1,17552.00,1,17552.00,legacy_actual_outflow_sc_b5287f3c53504165999e72f570141209
6304,legacy_outflow_sc_13dc75d6a24e4ace8903252d1a385ff7,PRQ2606304,done,validated,20036.70,1,20036.70,1,20036.70,legacy_actual_outflow_sc_82b720b4f1184a96b1f681a14eb12b5a
6305,legacy_outflow_sc_13e24569ddc9462abd2e2b5b93b88ecd,PRQ2606305,done,validated,20750.00,1,20750.00,1,20750.00,legacy_actual_outflow_sc_7c992327191248f5a117976ef6901de4
6306,legacy_outflow_sc_13e9f9d830634f2690d4054946c7008d,PRQ2606306,done,validated,60000.00,1,60000.00,1,60000.00,legacy_actual_outflow_sc_8115c3d5b6de4048b8fb0b2e526b63d4
6307,legacy_outflow_sc_13f5a617e4584ac38bfbf29760a82d14,PRQ2606307,done,validated,10000.00,1,10000.00,1,10000.00,legacy_actual_outflow_sc_878e385c08984f93829aef93c9f1a62c
6308,legacy_outflow_sc_14054b4461b945aaac747b12021e470c,PRQ2606308,done,validated,190000.00,1,190000.00,1,190000.00,legacy_actual_outflow_sc_99ad5ee322d94e5b8ce2295001a62198
6309,legacy_outflow_sc_140a301b799249c6afe86c55d960ae12,PRQ2606309,done,validated,40590.00,1,40590.00,1,40590.00,legacy_actual_outflow_sc_a7fc85b82fbc4f55b1ac5e143113c6cf
6310,legacy_outflow_sc_140a3daef0c042f3bb7d71da3ac62bac,PRQ2606310,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_4b31ef0cc73c4239a38272387117285d
6311,legacy_outflow_sc_140b14bc760b44cfbdcc4ed857f87fb9,PRQ2606311,done,validated,15056.00,1,15056.00,1,15056.00,legacy_actual_outflow_sc_20e0af23f07d44e38d96270648abce1c
6312,legacy_outflow_sc_141453087dd74b368f2f908ef58dcd5a,PRQ2606312,done,validated,33120.00,1,33120.00,1,33120.00,legacy_actual_outflow_sc_08597f188e89431fbf68c69e29deb593
6313,legacy_outflow_sc_14162ed357e24ff895532328d4d01f83,PRQ2606313,done,validated,237177.28,1,237177.28,1,237177.28,legacy_actual_outflow_sc_e42f84a3fb9a457abe7be60b649eef73
6314,legacy_outflow_sc_14177f06cdde44b8a588d49b4b2f3fa1,PRQ2606314,done,validated,200.00,1,200.00,1,200.00,legacy_actual_outflow_sc_a6ddcfac08e246d299c181d8c9640c7f
6315,legacy_outflow_sc_1419a8f4e89645c08e07f86ac66151ea,PRQ2606315,done,validated,73860.00,1,73860.00,1,73860.00,legacy_actual_outflow_sc_6ea8bae141444b26be695c4c443fb759
6316,legacy_outflow_sc_1426be6c43c540c5b4254e8c01390f25,PRQ2606316,done,validated,1800.00,1,1800.00,1,1800.00,legacy_actual_outflow_sc_c533e3aa3d60440da3813314856429f8
6317,legacy_outflow_sc_142703f4d39e449d93b65ee59fd007b7,PRQ2606317,done,validated,37300.00,1,37300.00,1,37300.00,legacy_actual_outflow_sc_7adc69dfaf40423688c7ed40b0f9b370
6318,legacy_outflow_sc_142a2147cb9243eaa8b2ef9262bc1995,PRQ2606318,done,validated,1405037.00,1,1405037.00,1,1405037.00,legacy_actual_outflow_sc_22ae6970929c4a1895d9cde9726313c8
6319,legacy_outflow_sc_142b0ad2171346a09648b4ce96dd09d4,PRQ2606319,done,validated,15800.00,1,15800.00,1,15800.00,legacy_actual_outflow_sc_07376e268de342798ba3c517150811f0
6320,legacy_outflow_sc_143a0f4b680e4925b31dae882b7d54bc,PRQ2606320,done,validated,767299.50,1,767299.50,1,767299.50,legacy_actual_outflow_sc_d6ffc96760ed4d2492825d011fc5a447
6321,legacy_outflow_sc_1459330f565c471b984de9069f9db463,PRQ2606321,done,validated,64483.12,1,64483.12,1,64483.12,legacy_actual_outflow_sc_bee4ad0d5d5a48eba0e17a4d514de8bb
6322,legacy_outflow_sc_145ba5609c3e440e8066441bbb0bb4da,PRQ2606322,done,validated,100000.00,1,100000.00,1,100000.00,legacy_actual_outflow_sc_dab97cbbaccb4b94b95a14b4006c3d7e
6323,legacy_outflow_sc_145bec6554164f09a34ad1b02ad235ab,PRQ2606323,done,validated,95750.00,1,95750.00,1,95750.00,legacy_actual_outflow_sc_97039f8dd3b745db8387800c38897f9f
6324,legacy_outflow_sc_145e8b294886461682f447986131c83d,PRQ2606324,done,validated,201092.21,1,201092.21,1,201092.21,legacy_actual_outflow_sc_5788d5f2f5d846408e5fd86c2b3dc5e8
6325,legacy_outflow_sc_14615da9562841a99576895e759f5374,PRQ2606325,done,validated,13800.00,1,13800.00,1,13800.00,legacy_actual_outflow_sc_50f21e02366c47ecad75140974d7decd
6326,legacy_outflow_sc_146a61c77ba64c3996efaf128044c7b4,PRQ2606326,done,validated,10474.00,1,10474.00,1,10474.00,legacy_actual_outflow_sc_3c97a7c198504ad3b26839165ef079fd
6327,legacy_outflow_sc_146af500ddcd4dcb88ce1172e0a213db,PRQ2606327,done,validated,273056.00,1,273056.00,1,273056.00,legacy_actual_outflow_sc_54411eba95684f6fb27fb97334355e58
6328,legacy_outflow_sc_146f88b92d94464bb0efb7e57a614568,PRQ2606328,done,validated,60926.00,1,60926.00,1,60926.00,legacy_actual_outflow_sc_c65d4672eeb24b03874ebc5a2fed54a7
6329,legacy_outflow_sc_1476acdf8d1448d68e209c45740f658f,PRQ2606329,done,validated,60805.30,1,60805.30,1,60805.30,legacy_actual_outflow_sc_5a5661c665c1457a8427aa5908e8aefb
6330,legacy_outflow_sc_147a069015444e46a916f3ceecb18f9a,PRQ2606330,done,validated,47599.20,1,47599.20,1,47599.20,legacy_actual_outflow_sc_ab1433391b5d431eabc228c55192e9a1
6331,legacy_outflow_sc_147a645e0afa460d8541959b1103e20e,PRQ2606331,done,validated,9270.00,1,9270.00,1,9270.00,legacy_actual_outflow_sc_6b52b70bea25412fb700988474f71f22
6332,legacy_outflow_sc_147ed37a39c543ceab3827af191f898a,PRQ2606332,done,validated,5000.00,1,5000.00,1,5000.00,legacy_actual_outflow_sc_09ead809a9264c758fb3ea316c85d451
6333,legacy_outflow_sc_148bdf1400314f299cb4f68ac6c7ea6c,PRQ2606333,done,validated,455104.00,1,455104.00,1,455104.00,legacy_actual_outflow_sc_1794f477669b4e86afb25c3d305c2bee
6334,legacy_outflow_sc_148f6679e0d94fd6b755a49fa726b57e,PRQ2606334,done,validated,3700.00,1,3700.00,1,3700.00,legacy_actual_outflow_sc_daafe24328484c5cb98ccdc157903554
6335,legacy_outflow_sc_1490d34fa99b4c43a51ed19fe052015a,PRQ2606335,done,validated,4460.85,1,4460.85,1,4460.85,legacy_actual_outflow_sc_e0e68ca0112d45a7a8c1b4cd75b0e4b6
6336,legacy_outflow_sc_1492cd9e61d646c5918c7a9295594903,PRQ2606336,done,validated,9860.00,1,9860.00,1,9860.00,legacy_actual_outflow_sc_05307405dfa94edd9f3ff0fa4a2f4ee0
6337,legacy_outflow_sc_14971a81a6ec464e84092ac41a4419e7,PRQ2606337,done,validated,101725.85,1,101725.85,1,101725.85,legacy_actual_outflow_sc_c656377db9a34e5ba7ab474d4c4cf138
6338,legacy_outflow_sc_149c09a51e7b41c79ecff1108ee665c5,PRQ2606338,done,validated,30000.00,1,30000.00,1,30000.00,legacy_actual_outflow_sc_1e147fac86c64c18b2deee96e5eb0ed9
6339,legacy_outflow_sc_14a17546983749fdbfc813897995005b,PRQ2606339,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_750873a715d74824a0c4624c1aafb318
6340,legacy_outflow_sc_14a5698cfcce4ecd8fdc56bcc2704699,PRQ2606340,done,validated,150000.00,1,150000.00,1,150000.00,legacy_actual_outflow_sc_993d845780ec4a9eab5a1664ccfd48d3
6341,legacy_outflow_sc_14ab91ab9d274bd3a14af609a533f5df,PRQ2606341,done,validated,418200.00,1,418200.00,1,418200.00,legacy_actual_outflow_sc_94a842e7bcc0494d8a4c04dcbf4645ed
6342,legacy_outflow_sc_14ade305f3ea40ad93f503131078a384,PRQ2606342,done,validated,320000.00,1,320000.00,1,320000.00,legacy_actual_outflow_sc_71cbaa8114f943cfbbadefe4ffbc1777
6343,legacy_outflow_sc_14b1666afbd74d6eb587fd4a02898f50,PRQ2606343,done,validated,80000.00,1,80000.00,1,80000.00,legacy_actual_outflow_sc_a57de2f7f71940cea0132eb3edc6c9a1
6344,legacy_outflow_sc_14b86250398f463ba3f5435a4f9c518c,PRQ2606344,done,validated,85139.00,1,85139.00,1,85139.00,legacy_actual_outflow_sc_2771499ac61c4e64aebe53c07a598f0b
6345,legacy_outflow_sc_14bcb3bc3c9748b89d4e129f7aeb44c3,PRQ2606345,done,validated,714000.00,1,714000.00,1,714000.00,legacy_actual_outflow_sc_bac985cbaaa947c3b89c1fd27ee59294
6346,legacy_outflow_sc_14be4fa997704d25bb6f60d3880ed42c,PRQ2606346,done,validated,110726.33,1,110726.33,1,110726.33,legacy_actual_outflow_sc_9438f478d9df4e0aa1bc8223a128ace9
6347,legacy_outflow_sc_14beaf12677947df94a005b04ab00f7c,PRQ2606347,done,validated,9999.60,1,9999.60,1,9999.60,legacy_actual_outflow_sc_0d1c9bb17a944dcaa89a960c38a343ad
6348,legacy_outflow_sc_14cc8d9f0fe8466ea0c5c5930ed00c1e,PRQ2606348,done,validated,46965.00,1,46965.00,1,46965.00,legacy_actual_outflow_sc_cf40a12e0af348dea5d9d80cfa3a299d
6349,legacy_outflow_sc_14defba3ac9d47a19684664b6cfac743,PRQ2606349,done,validated,155000.00,1,155000.00,1,155000.00,legacy_actual_outflow_sc_98f7a77cb6a244088af558f1f6115f49
6350,legacy_outflow_sc_14ec9c2f5cbc4c65b10acb2c87783860,PRQ2606350,done,validated,14820.00,1,14820.00,1,14820.00,legacy_actual_outflow_sc_785bb4e61da547c0b48593d6787e19af
6351,legacy_outflow_sc_14fb69c812744e839aa22d1c65ed02cc,PRQ2606351,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_aa1507edbd824305b17acb61c22aed54
6352,legacy_outflow_sc_14fc6e307e5e47e984f036a53b64595b,PRQ2606352,done,validated,7000.00,1,7000.00,1,7000.00,legacy_actual_outflow_sc_eafa5eaa1d2c40d18a1c37cc2cc08fdb
6353,legacy_outflow_sc_1526f6c2d60f420ba02c4cbaad4a35a4,PRQ2606353,done,validated,3000.00,1,3000.00,1,3000.00,legacy_actual_outflow_sc_f8ded3db5aba43c2ac0d099e3a0d6290
6354,legacy_outflow_sc_1529af783a414c45888b07a5fd63a090,PRQ2606354,done,validated,247795.00,1,247795.00,1,247795.00,legacy_actual_outflow_sc_da7927bbc9424fd7a6f670b87e4ae440
6355,legacy_outflow_sc_152af3fd6af9437aaeab811ccc1f46aa,PRQ2606355,done,validated,26212.00,1,26212.00,1,26212.00,legacy_actual_outflow_sc_03d64a4ee4c245189d8b7bdf4b79d527
6356,legacy_outflow_sc_152dab09220c40b2b1bad6f4a84444ce,PRQ2606356,done,validated,300000.00,1,300000.00,1,300000.00,legacy_actual_outflow_sc_4765517074c64a319156c8e73862d78d
6357,legacy_outflow_sc_152dd718885f43149961b4cd4ef9a3fe,PRQ2606357,done,validated,30000.00,1,30000.00,1,30000.00,legacy_actual_outflow_sc_9ea9dfacc21146c08fc021b1541da145
6358,legacy_outflow_sc_152fa2531feb478cad7e5da4d18f3b5b,PRQ2606358,done,validated,11495.00,1,11495.00,1,11495.00,legacy_actual_outflow_sc_ef977fe3c77f430995237a6a4de630e5
6359,legacy_outflow_sc_15307d13ddb34fc09ae5c05a65c1dc90,PRQ2606359,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_c7772322907e49ae954fca84c70927f3
6360,legacy_outflow_sc_15317728e4f345fe80c13b8a58bd56b2,PRQ2606360,done,validated,14.00,1,14.00,1,14.00,legacy_actual_outflow_sc_b69ad571933447b4a9ab2d569736987d
6361,legacy_outflow_sc_153dffb32e2d47d89fbd20931cfbda43,PRQ2606361,done,validated,432000.00,1,432000.00,1,432000.00,legacy_actual_outflow_sc_a98638755e104d10b5ff998959934d60
6362,legacy_outflow_sc_155413e715f944e984e570c6259fbb40,PRQ2606362,done,validated,38775.00,1,38775.00,1,38775.00,legacy_actual_outflow_sc_7d231d0aa73a4dc8b2177bda5cd13995
6363,legacy_outflow_sc_15602747a1164018b0917aa261eeda7b,PRQ2606363,done,validated,194452.00,1,194452.00,1,194452.00,legacy_actual_outflow_sc_6e6b185980dd4d13943b9c0cd1b2e1e4
6364,legacy_outflow_sc_1561a44533b645c18f606f76382fd7be,PRQ2606364,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_2f5bba58532d408786cad91018cfaa5e
6365,legacy_outflow_sc_156239b5d22a4815ba070e938dd95d04,PRQ2606365,done,validated,5390.80,1,5390.80,1,5390.80,legacy_actual_outflow_sc_4078874e5cb74c3d86291dcae5074944
6366,legacy_outflow_sc_157028d9a87f445194b8a8aa8d8bf2fe,PRQ2606366,done,validated,51476.92,1,51476.92,1,51476.92,legacy_actual_outflow_sc_ab20bdd761ca47fba3fc2b71267ccf1c
6367,legacy_outflow_sc_157c616147284154a9cf121010ed92db,PRQ2606367,done,validated,9500.00,1,9500.00,1,9500.00,legacy_actual_outflow_sc_407f7e98bf6c42edb4a72c65c846155b
6368,legacy_outflow_sc_15831b2273e4402d97bbb8208c98b58b,PRQ2606368,done,validated,7500.00,1,7500.00,1,7500.00,legacy_actual_outflow_sc_e32eb14185844683b6ca89c430c22fe2
6369,legacy_outflow_sc_1584ca90fb2e461ead7a2926bec10239,PRQ2606369,done,validated,79000.00,1,79000.00,1,79000.00,legacy_actual_outflow_sc_36688e42a1b9404f99365e2fbc82050e
6370,legacy_outflow_sc_1588f45b775c4d22987a870eab969452,PRQ2606370,done,validated,35845.00,1,35845.00,1,35845.00,legacy_actual_outflow_sc_1baae7ef58044263ad93f37d9dbc930e
6371,legacy_outflow_sc_1590247a46514738bd7e6ac9ed2b391d,PRQ2606371,done,validated,125880.23,1,125880.23,1,125880.23,legacy_actual_outflow_sc_a01f417c77fa4fa5a2b7d998cfe10ce0
6372,legacy_outflow_sc_1593f2b142be46738d1d9d65bde70743,PRQ2606372,done,validated,9966.00,1,9966.00,1,9966.00,legacy_actual_outflow_sc_1986b7b6e428488bbbd696c126318857
6373,legacy_outflow_sc_1594dd7882f246edacfda22aeaa17df2,PRQ2606373,done,validated,116184.00,1,116184.00,1,116184.00,legacy_actual_outflow_sc_693321a4611244b3b278fdc2af975bd3
6374,legacy_outflow_sc_15a7be383f92490485e8699d381cd3dc,PRQ2606374,done,validated,150000.00,1,150000.00,1,150000.00,legacy_actual_outflow_sc_286124f6e4fe4c1b88d86596a9fcab6c
6375,legacy_outflow_sc_15b1a01a8f6040d4b4a8067c85ed4709,PRQ2606375,done,validated,150000.00,1,150000.00,1,150000.00,legacy_actual_outflow_sc_9a33e394cf8f4508be84bd4153798ea3
6376,legacy_outflow_sc_15bd5f64eac24e06bb216afb5c680700,PRQ2606376,done,validated,235964.35,1,235964.35,1,235964.35,legacy_actual_outflow_sc_1cb86d44edfa4ada9daee43cbaf5df1a
6377,legacy_outflow_sc_15c6ba175a8f4da490c7e858fe997645,PRQ2606377,done,validated,10000.00,1,10000.00,1,10000.00,legacy_actual_outflow_sc_da01e8928d924bbc9d1e72c2b523e805
6378,legacy_outflow_sc_15ce0f9f154c467f8f53bceeda6ba808,PRQ2606378,done,validated,4872.20,1,4872.20,1,4872.20,legacy_actual_outflow_sc_97626252b0314ceb88341d1a7beab269
6379,legacy_outflow_sc_15dc4ede1fed4b95965294c673f5f66f,PRQ2606379,done,validated,80000.00,1,80000.00,1,80000.00,legacy_actual_outflow_sc_47b8ac1f7a164811973781d464b63f39
6380,legacy_outflow_sc_15ddd8506c4c49c6bd3329965bda23db,PRQ2606380,done,validated,100000.00,1,100000.00,1,100000.00,legacy_actual_outflow_sc_aa08e6ad42214105a1feb06e36b723c3
6381,legacy_outflow_sc_15e4129366334c6b8233a9fb335d8889,PRQ2606381,done,validated,402409.60,1,402409.60,1,402409.60,legacy_actual_outflow_sc_6f0a90837b564845bd9f74ca27181b99
6382,legacy_outflow_sc_15e4640b02a147a5b6f29f57e7b1b900,PRQ2606382,done,validated,857993.15,1,857993.15,1,857993.15,legacy_actual_outflow_sc_a89785c6ceb541b48cecfa82d7206e50
6383,legacy_outflow_sc_15e9597ef29247018c01da8490063d73,PRQ2606383,done,validated,14900.00,1,14900.00,1,14900.00,legacy_actual_outflow_sc_c592690b4adc4485b7db23abaa9c9727
6384,legacy_outflow_sc_15eb547b3b4d4541b4c9a4427a65425c,PRQ2606384,done,validated,96875.00,1,96875.00,1,96875.00,legacy_actual_outflow_sc_4db624f0c7f54d49aeb9fcc178767b05
6385,legacy_outflow_sc_15eba64cc6074beaaa050f6db16872f8,PRQ2606385,done,validated,5500.00,1,5500.00,1,5500.00,legacy_actual_outflow_sc_14dce457403b4741b977c9b579e817e1
6386,legacy_outflow_sc_15f72d513f0740348e78ee136e87fa76,PRQ2606386,done,validated,862640.00,1,862640.00,1,862640.00,legacy_actual_outflow_sc_4b4d9111cc1144a3b73ac3743e05cd9d
6387,legacy_outflow_sc_15faa92405d24206aa1f02f4e990a8be,PRQ2606387,done,validated,16047.63,1,16047.63,1,16047.63,legacy_actual_outflow_sc_41abb6ef08164e49b1aa4397d475a768
6388,legacy_outflow_sc_1600642f5a274a67a2dd6ac330ff6df6,PRQ2606388,done,validated,54012.00,1,54012.00,1,54012.00,legacy_actual_outflow_sc_33bd4d8b7b01494a9d878f33bb73923b
6389,legacy_outflow_sc_1600f54240c44e018314b2a9353cef2d,PRQ2606389,done,validated,83066.42,1,83066.42,1,83066.42,legacy_actual_outflow_sc_b6cb9f13938d451084d2bff67ee3bf2b
6390,legacy_outflow_sc_1601faeea4de41a0b14a80e72fda0710,PRQ2606390,done,validated,160000.00,1,160000.00,1,160000.00,legacy_actual_outflow_sc_1b8cddc688524c35855ebe9da4bb8635
6391,legacy_outflow_sc_1602064f2ead4dd3a6a2d9b59ca2ad53,PRQ2606391,done,validated,20000.00,1,20000.00,1,20000.00,legacy_actual_outflow_sc_e8eb692fa6f544138858c3b0fb43dac4
6392,legacy_outflow_sc_160da5debacf49d28ddeea582df556c5,PRQ2606392,done,validated,19500.00,1,19500.00,1,19500.00,legacy_actual_outflow_sc_c32ad7da01a444f684abafd2b9740907
6393,legacy_outflow_sc_16107e312fa04e388353a8af7ba73a9e,PRQ2606393,done,validated,129855.00,1,129855.00,1,129855.00,legacy_actual_outflow_sc_5f03a51543c845d9ae0d8b69cca773d5
6394,legacy_outflow_sc_16156358a07e446d8d895765af25873a,PRQ2606394,done,validated,200000.00,1,200000.00,1,200000.00,legacy_actual_outflow_sc_dd86bce5d7384c36af0d2d9e9031dc82
6395,legacy_outflow_sc_161f13f2a4574d66be3727d8d9497550,PRQ2606395,done,validated,1073087.60,1,1073087.60,1,1073087.60,legacy_actual_outflow_sc_8dbe4b8d1499420898761fab5f74f34c
6396,legacy_outflow_sc_1625f4473e5f46ad90dde981c1f7ce63,PRQ2606396,done,validated,9900.00,1,9900.00,1,9900.00,legacy_actual_outflow_sc_81a32b26958349438d79dfc52c99d641
6397,legacy_outflow_sc_162d499af1424a7b8d9850bce82a4cb5,PRQ2606397,done,validated,4353.23,1,4353.23,1,4353.23,legacy_actual_outflow_sc_3b0ba7a5c3254d06a4bbdeb910bdaee0
6398,legacy_outflow_sc_163c7292f9754f5682316d3b9e058a9d,PRQ2606398,done,validated,50000.00,1,50000.00,1,50000.00,legacy_actual_outflow_sc_d2da8fa56f5f4e6893773d7cbbb1b31e
6399,legacy_outflow_sc_16442429f68944969d12f606c51dae21,PRQ2606399,done,validated,10700.00,1,10700.00,1,10700.00,legacy_actual_outflow_sc_19af66a16992472993d4a8df23f53615
6400,legacy_outflow_sc_1649dfaa51c548218b8f07026e05e0d4,PRQ2606400,done,validated,279190.00,1,279190.00,1,279190.00,legacy_actual_outflow_sc_4e6ef685e7b04f49b39cc79496df6e59
6401,legacy_outflow_sc_164c55cce0a34141a7d7dac13691e463,PRQ2606401,done,validated,3130.00,1,3130.00,1,3130.00,legacy_actual_outflow_sc_d2cdc3cc25e4420b81796e6d77ba5700
6402,legacy_outflow_sc_165003139fee4b4f82d2f054b79ce0c9,PRQ2606402,done,validated,250000.00,1,250000.00,1,250000.00,legacy_actual_outflow_sc_c6dc16404ec14bab9d73c9228d30974f
6403,legacy_outflow_sc_16507e62f195455b9169a26701f59e65,PRQ2606403,done,validated,49906.50,1,49906.50,1,49906.50,legacy_actual_outflow_sc_8eb2040b952f4648881a71c2f6e9e6dd
6404,legacy_outflow_sc_1651a901c67740e099205b9bd21a845f,PRQ2606404,done,validated,7.50,1,7.50,1,7.50,legacy_actual_outflow_sc_7405507b2d814eec9e5be0526add284d
6405,legacy_outflow_sc_1651cb07ada5403289afc2d31af83577,PRQ2606405,done,validated,17600.00,1,17600.00,1,17600.00,legacy_actual_outflow_sc_076318dafd5441a783b3d134fbc42034
6406,legacy_outflow_sc_1651df7b5b6749e79d143c19de3319b4,PRQ2606406,done,validated,49810.00,1,49810.00,1,49810.00,legacy_actual_outflow_sc_a69e382bf5524ca28f853a6b7d0ea957
6407,legacy_outflow_sc_16598f5bab884d63b900276efe7e6f71,PRQ2606407,done,validated,24443.15,1,24443.15,1,24443.15,legacy_actual_outflow_sc_2c1dd241bd3a4c689c0d1a8c0dbc4a3e
6408,legacy_outflow_sc_165b408fb22b4d3db65825aa7939ea63,PRQ2606408,done,validated,10000.00,1,10000.00,1,10000.00,legacy_actual_outflow_sc_2443a4c3f30d45d68f1ca0bcd1cf99ba
6409,legacy_outflow_sc_165c9d27e5444b67926abb15ebe4b17b,PRQ2606409,done,validated,103127.00,1,103127.00,1,103127.00,legacy_actual_outflow_sc_8be30eeaee8e40b38b9e5c11d0f272c4
6410,legacy_outflow_sc_165dd39cc5664374928062e4c3e9854e,PRQ2606410,done,validated,70000.00,1,70000.00,1,70000.00,legacy_actual_outflow_sc_6cdef49b4f6c4a698be735cba2f0367e
6411,legacy_outflow_sc_16601d16c69a4b18bb101ae5e3a7e72e,PRQ2606411,done,validated,227499.30,1,227499.30,1,227499.30,legacy_actual_outflow_sc_cee407530e9e42a889120d320c1f53ca
6412,legacy_outflow_sc_1662307bb2eb4de0a1f2aecd87690058,PRQ2606412,done,validated,121856.00,1,121856.00,1,121856.00,legacy_actual_outflow_sc_e78ec905a6a7458fab5f1e8a923bacce
6413,legacy_outflow_sc_16628e32973847bfb8769228bfebde5d,PRQ2606413,done,validated,16040.00,1,16040.00,1,16040.00,legacy_actual_outflow_sc_b1b629e12128484ebc55dbca1391b9a8
6414,legacy_outflow_sc_166bcafa70d841efb95f522e14a6342b,PRQ2606414,done,validated,35000.00,1,35000.00,1,35000.00,legacy_actual_outflow_sc_1bcfc1ef267a414ab66581dc8bb00cec
6415,legacy_outflow_sc_167e4d4f09884362a76fabcde4dc53ce,PRQ2606415,done,validated,18605.00,1,18605.00,1,18605.00,legacy_actual_outflow_sc_71873ca1014f4a2688b3c4d69915ac07
6416,legacy_outflow_sc_1689cafa08874d7f94eb20d17c46855b,PRQ2606416,done,validated,314.08,1,314.08,1,314.08,legacy_actual_outflow_sc_bcd2e24b98e040d1b8a1a333f94d000a
6417,legacy_outflow_sc_1696eefe845a42cb99ded6ac26972966,PRQ2606417,done,validated,10000.00,1,10000.00,1,10000.00,legacy_actual_outflow_sc_49327a22f74b4f738810abd47a5d9388
6418,legacy_outflow_sc_16aa3c265f1b47a99d1f7f06786006d4,PRQ2606418,done,validated,100000.00,1,100000.00,1,100000.00,legacy_actual_outflow_sc_dcdcba3811c840d58f6c97725e63f61a
6419,legacy_outflow_sc_16aa5f2e52704f56aefdd89274e620ed,PRQ2606419,done,validated,100000.00,1,100000.00,1,100000.00,legacy_actual_outflow_sc_100a308307fd45b0a332916fd3d6496b
6420,legacy_outflow_sc_16af3a108f9a485592d8612fa80ddfc2,PRQ2606420,done,validated,33395.00,1,33395.00,1,33395.00,legacy_actual_outflow_sc_3ecff967aa2d44d79330bd00fb4e4b07
6421,legacy_outflow_sc_16b0116998454d748c1d2a4140289cba,PRQ2606421,done,validated,230000.19,1,230000.19,1,230000.19,legacy_actual_outflow_sc_a761d46ed2ed47f2b002b5e50711483e
6422,legacy_outflow_sc_16b2ba02cc7d41fd9a50609bf62b42e5,PRQ2606422,done,validated,21500.00,1,21500.00,1,21500.00,legacy_actual_outflow_sc_99b1988adf414343b92722507dfd1946
6423,legacy_outflow_sc_16ba7669ced349a38d4d1956c27cdb59,PRQ2606423,done,validated,3900.00,1,3900.00,1,3900.00,legacy_actual_outflow_sc_e5f8f21ff67a42ba830f79faedafd270
6424,legacy_outflow_sc_16c240474e4b449cb9a876eebdaaad14,PRQ2606424,done,validated,17500.00,1,17500.00,1,17500.00,legacy_actual_outflow_sc_3ff4942e7b7046c5b29a31b79db3496e
6425,legacy_outflow_sc_16dc94dda1cc4a55b698a9e3baabdba7,PRQ2606425,done,validated,115000.00,1,115000.00,1,115000.00,legacy_actual_outflow_sc_fbffc56bd28c450ebaad427c893c2d9d
6426,legacy_outflow_sc_16e443e3e04a4ca5baaa1ca972079f21,PRQ2606426,done,validated,13254.00,1,13254.00,1,13254.00,legacy_actual_outflow_sc_0294536bff2b4472b234a6308d21e707
6427,legacy_outflow_sc_16e6cefb407b434e8e330511e536877b,PRQ2606427,done,validated,31000.00,1,31000.00,1,31000.00,legacy_actual_outflow_sc_08d967d328534fa1b27f1f300b66710d
6428,legacy_outflow_sc_16e74f98ac4c4ece8b2d573e50b183bd,PRQ2606428,done,validated,5000.00,1,5000.00,1,5000.00,legacy_actual_outflow_sc_7a6658795c824f30b5306543831ac117
6429,legacy_outflow_sc_16ea125af74b4dc39338a4f3ef48fba4,PRQ2606429,done,validated,1747627.60,1,1747627.60,1,1747627.60,legacy_actual_outflow_sc_c4622b0eb86d4645845d01adc2698316
6430,legacy_outflow_sc_16f166d18dac4054bd22bee7902fe501,PRQ2606430,done,validated,15552.00,1,15552.00,1,15552.00,legacy_actual_outflow_sc_49bea7e709b6484080a46e93ddc64504
6431,legacy_outflow_sc_16f3b60c382541d9b50feec21d05837d,PRQ2606431,done,validated,350269.17,1,350269.17,1,350269.17,legacy_actual_outflow_sc_afd4f9f2e08a4de491936a9c15df2b62
6432,legacy_outflow_sc_16f626a664454c65bf8e1a1826b53f38,PRQ2606432,done,validated,365012.00,1,365012.00,1,365012.00,legacy_actual_outflow_sc_c17a12f2322b45ed8c39f83d972a4267
6434,legacy_outflow_sc_16fd5ca11d044c168f21a072ec0e80c6,PRQ2606434,done,validated,50900.00,1,50900.00,1,50900.00,legacy_actual_outflow_sc_ac55de8d929f4595bb0570c90d88f0ab
