id,legacy_partner_source,legacy_partner_id,name,legacy_partner_name,legacy_source_evidence,customer_rank,supplier_rank
5935,company_supplier,0301a873ce234ed58cef350a23b9c0d4,铜梁区春林建筑设备租赁站,铜梁区春林建筑设备租赁站,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5902,company_supplier,05312268671f45d5845cbe9ccab4f266,深圳市正泓融资担保有限公司,深圳市正泓融资担保有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5804,company_supplier,0974505ed1654933a59898852a8f164a,京东五星电器（四川）集团有限公司德阳分公司,京东五星电器（四川）集团有限公司德阳分公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5777,company_supplier,15354c616f5046169ee325fd62f4c4b1,中国人民财产保险股份有限公司德阳市分公司,中国人民财产保险股份有限公司德阳市分公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5851,company_supplier,1e80ba0f7f9a473abc58a6667feac377,国家税务总局德阳市旌阳区税务局,国家税务总局德阳市旌阳区税务局,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5900,company_supplier,1f613900c4b042f997c308baa2fe71d3,旌阳区雷盾电动门维修经营部,旌阳区雷盾电动门维修经营部,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5939,company_supplier,3944d3c4da664431ad7a9b44e5fbdeb0,零星发票,零星发票,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5881,company_supplier,3da30fb68ea34b07970aeaf18545a094,德阳市杰阳资产运营管理有限公司,德阳市杰阳资产运营管理有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5883,company_supplier,3f09fff078114c87b7bd9779ff77ce08,德阳市罗江区社会保险服务中心,德阳市罗江区社会保险服务中心,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5921,company_supplier,4c45f1b43663468c88c920cfca6f1377,重庆市南川区财政局,重庆市南川区财政局,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5890,company_supplier,5F5CEF59AD834722A3A28D497688F678,德阳森元路面工程有限公司,德阳森元路面工程有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5848,company_supplier,6607307ff6554131af437c6c161e268e,四川鑫垚建筑劳务有限公司,四川鑫垚建筑劳务有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5930,company_supplier,6c2791b2ee6545feb5da21a93e789bde,重庆百宇?昌建筑工程有限公司,重庆百宇?昌建筑工程有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5873,company_supplier,70e572dbf07347709848dee864fd0d3a,德阳市区天义光电检测行,德阳市区天义光电检测行,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5827,company_supplier,774e6ae549d341c9962cea7c6feb3ab7,四川安高消防工程有限公司中江分公司,四川安高消防工程有限公司中江分公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5919,company_supplier,7c23a8dfe7a84ae1b9b861d8e06a0f92,重庆婷创机械设备租赁有限公司,重庆婷创机械设备租赁有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5838,company_supplier,8e916c589f364e7fa4d2496847edda6a,四川淼森飞国建材有限公司,四川淼森飞国建材有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5859,company_supplier,92fed7e0d6a54b9c8164377212306f7c,布拖县民主加油站,布拖县民主加油站,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5947,company_supplier,e2abedc6931741e6b5f2e530f197f8c7,达娃次仁,达娃次仁,partner_l4_missing_tax_duplicate_group_write_design_v1,1,1
5824,cooperat_company,0010a8bd2fba4fe68eec1bfca50a5b17,四川兴诚信工程造价事务所有限公司,四川兴诚信工程造价事务所有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5887,cooperat_company,0087D5A896804E378A09C775849E4F28,德阳市鑫浩科技有限公司,德阳市鑫浩科技有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5911,cooperat_company,00de3b0b931f4a3ea46ab7d680b18450,绵阳市游仙区魏城镇竹柳村村民委员会,绵阳市游仙区魏城镇竹柳村村民委员会,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5809,cooperat_company,017a56d78ef043d191c7435f79130e36,农民工专户,农民工专户,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5913,cooperat_company,019a867335a54fa6a4b408eaf35e5ca5,罗江县陈状建材经营部,罗江县陈状建材经营部,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5886,cooperat_company,021c3886541e4515bb8377ca3e65d9f8,德阳市自来水公司,德阳市自来水公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5872,cooperat_company,0314be9ce8d546fe879b50ba72faafa6,德阳市元安物业有限公司,德阳市元安物业有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5844,cooperat_company,03720da8bb70444d8830052101781996,四川省聚益彰企业管理有限公司,四川省聚益彰企业管理有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5785,cooperat_company,04a8710a44ed45328929449164d6de56,中国石油天然气股份有限公司四川销售分公司,中国石油天然气股份有限公司四川销售分公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5817,cooperat_company,05388d5c32cc4d209c350e1e5c5cf937,华略创新（成都）科技有限公司,华略创新（成都）科技有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5843,cooperat_company,065130C5E95F421294894C8C429705BA,四川省绵阳外国语学校,四川省绵阳外国语学校,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5833,cooperat_company,071bc25417b0415793fe64c3efd2739c,四川德阳新自由印务有限公司,四川德阳新自由印务有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5893,cooperat_company,0762808b07cb4a728156b84acf4cda2e,德阳经开物业管理有限公司,德阳经开物业管理有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5793,cooperat_company,07ccebac69384cc8a87e22d86c26f15e,中江县水利局,中江县水利局,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5877,cooperat_company,08748a8a4a134be6bd7dbcbe1d159645,德阳市旌创建设工程有限公司,德阳市旌创建设工程有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5832,cooperat_company,08b62df91c14472580585f435f3d8c4d,四川德奥律师事务所,四川德奥律师事务所,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5901,cooperat_company,08ce5fa5863b4607951e5680c6be59a1,杭州网易竹邮科技有限公司,杭州网易竹邮科技有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5782,cooperat_company,099cc4630a5b49d09cb90f70ed8144b3,中国建筑第四工程局有限公司,中国建筑第四工程局有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5795,cooperat_company,0A13302740D84FE8822D78EB8A31A311,中江县辑庆镇尖寨村股份经济合作联合社,中江县辑庆镇尖寨村股份经济合作联合社,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5874,cooperat_company,0a25f50548da4ce3b20c45ad715b1ea7,德阳市区德谦建材经营部,德阳市区德谦建材经营部,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5895,cooperat_company,0b1b3ca502b64c5687858b09c412e9f8,成都京东世纪贸易有限公司,成都京东世纪贸易有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5906,cooperat_company,0b3cd5219da747369f12af3dad1b3187,眉山环天建设工程集团有限公司,眉山环天建设工程集团有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5943,cooperat_company,0b3e6a9aa83947a69c510386c4d61e70,青白江华茂盛世建材经营部,青白江华茂盛世建材经营部,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5835,cooperat_company,0B8D2DF3861745A88668504F9B11B8D3,四川昌意兴建筑劳务有限公司,四川昌意兴建筑劳务有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5853,cooperat_company,0c444d6b8bb246ecbc16e4890debf4ca,国营川西机器厂,国营川西机器厂,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5796,cooperat_company,0c942819a1654d8d8a933b14557623e9,中铁一局集团铁路建设有限公司,中铁一局集团铁路建设有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5863,cooperat_company,0d621d2310904e7ba7aa7a6383c7c73f,建信融通有限责任公司,建信融通有限责任公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5816,cooperat_company,0d6b4b24f9434d15996b2f5349b749b7,北京筑龙信息技术有限责任公司,北京筑龙信息技术有限责任公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5940,cooperat_company,0e388cec3d2e4b6e8a5cdcd365773252,零星材料,零星材料,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
5946,cooperat_company,0e7a7b4c922847e0aa46be85a1bb03bd,德阳市辽河建材物资有限公司,德阳市辽河建材物资有限公司,partner_l4_missing_tax_duplicate_group_write_design_v1,1,0
