legacy_project_id,legacy_parent_id,name,short_name,project_environment,legacy_company_id,legacy_company_name,legacy_specialty_type_id,specialty_type_name,legacy_price_method,business_nature,detail_address,project_profile,project_area,legacy_is_shared_base,legacy_sort,legacy_attachment_ref,project_overview,legacy_project_nature,legacy_is_material_library,other_system_id,other_system_code
6a00ac86acbb4ac1a7474b917f5f5bf6,17434700971840000,石船镇农村公路护栏修复工程,,,570,保盛重庆分公司,430001,公路工程,1,联营,,,,1,,ba0887cd7b8eb88c6bc0e33abbc437eb,,,,202061,17441713729540000
6a159518e9b143cab983f8ee74c3a3b2,10562,沥青混凝土路面专业分包施工合同,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,370,81a7decf6f6e4c2e8565362e83295fea,,,,,
6a6b66ef5cc244359a6389425cf4393b,17618105200110000,渝北区石船镇龙胆路石船段公交站新建工程,,,1,四川保盛建设集团有限公司,400001,市政工程,1,联营,,,,1,,9256332fbc611334589898cecf8840b2,,,,238991,17659359516230000
6a9c137ef7a44d6bb67efff0dfa2dca8,10275,国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑小区工程,三供一业沁苑小区,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,德阳市罗江区沁苑小区,,,0,126,e46b6b0d03eb47c183da755b0a6fcdf2,,,,109832,16982986236320001
6afb33672c394b2984b82f859550575b,10605,翡翠湾售楼部改造工程,,正式项目,1,四川保盛建设集团有限公司,10380001,园林绿化工程,1,联营,,,,0,413,0939315efee44a2483c6904c257f292f,,,,109590,16982985623980000
6b15fd3e78694585bba77c73601b3ccb,10549,朝天区沙河镇元西村农村公路面硬化工程,,正式项目,1,四川保盛建设集团有限公司,10120001,公路工程,1,联营,,,,0,357,f5ab32edd1f944e18bf9b33475965ada,,,,109642,16982985690390000
6b46b842c0d344a08dd79ae5ba83628a,10803,马踏洞安置房停车场相关基础设施项目,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,608,c8e7336397694131a117f139116559b7,,,,109428,16982984837900000
6b4e37cd90a94055a69de211efdab846,10431,易静工程（德阳二重工程项目）,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,239,12e8060da24445b9aef2ed53791c3d29,,,,109732,16982985806010001
6c8b94d81edc4bb7aef0c3c0f58e3b2a,10466,结古、囊谦、治多路政大队和共和塔拉滩超限站配置发电机以及电路改造项目,,正式项目,1,四川保盛建设集团有限公司,3200001,机电安装,1,联营,,,,0,274,4a62a3857b684fa79d211755e8778437,,,,109712,16982985780070000
6e315aeb124b4afaac4c79345f3971dc,10744,德阳市第一小学校通风换气设备采购及配套用电设施改造项目,,正式项目,1,四川保盛建设集团有限公司,10890001,电力工程,1,联营,,,,0,549,704aa55a2906496b88dd018b42888074,,,,109479,16982984899930001
6ee79af1274b49ffbd25926ad5f04f4d,10653,中国移动四川公司成都分公司2021-2025年管理用房及生产枢纽楼公共区域维修服务项目-上市,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,460,b217e4b2f8214386801f1f25deffdfa0,,,,109551,16982984993050001
6f39bd9ada194b63828edcb0f846c184,17297314211430000,南平智能环保产业孵化中心监控设施及道闸安装工程,,,1,四川保盛建设集团有限公司,390001,房建工程,0,联营,,,,0,,50f2588acae249343eeb4fd8ca63a077,,,,188215,17310569329120000
6f5cacd6245346079d3cbc0f0dd078de,10497,建筑门窗、幕墙工程施工图深化设计项目,,正式项目,1,四川保盛建设集团有限公司,9530001,幕墙设计,1,联营,,,,0,306,f1cb6c94942b4d948447c311ad4f888f,,,,109689,16982985751320001
6f87b6f5c70744a0ad50b5bf87b32abb,10733,丰都县峡南溪片区兴都公园大道西环线(K1+300—K2+611.409) 段市政道路工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,538,b438e8e3b3b445b58f40ab35bf6889d3,,,,109489,16982984912580001
70207ec218f04345ac987514a121c9ad,10752,巴中临港产业园项目13#-16#楼标准厂房室内消防（BZS2022-73）,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,557,bf70cfdefc4d49c1a2c77fe9607e5bd8,,,,109472,16982984891330000
702cd4f80b7c4180afc3a5730e29625f,10758,荣昌区盘龙镇黄桷滩水库库区集体经济产业基础设施配套,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,563,c467653ed2dd468c8764163bd0aaf746,,,,109466,16982984883830001
703168b02c414c4fa219307367d2fd54,16951150153770000,2023年南岸区城市桥隧设施病害整治工程,,,1,四川保盛建设集团有限公司,6f6217efc1b249fca3585135e495c8a1,桥梁工程,0,联营,,,,0,,2276ac37e9c8e870a3206f51c2e4c260,,,,109365,16982984757900001
708f939840de45d7b68fc07e9200d912,17283782565120000,合川分行沙溪分理处营业网点主体装修工程,,,570,保盛重庆分公司,390001,房建工程,0,联营,,,,0,,ef0641143ebe8022ecd21fb71cde95b8,,,,181032,17286088297310000
71158c73ca8e43bc9d7a0848181fdaaf,10442,四川省玻纤集团有限公司屋面维修工程,,正式项目,1,四川保盛建设集团有限公司,9430001,装饰装修,1,联营,,,,0,250,772d46edc7664ddb91b6b459a6cb8219,,,,109723,16982985794130001
71387d99afc94f92aa22e36cb068524d,10327,罗江县2018年水利发展资金高效节水灌溉项目,,正式项目,141,四川保盛建设集团有限公司,3310001,水利工程,1,联营,,,,0,166,ce3a19ecac014a5ab42c29e8887b7b14,,,,109787,16982986180220000
71aafee1c1074febb2f69baf9ac964e3,10747,渝北区龙泉水库大坝公路两侧人行便道扶助工程施工,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,552,60887cf1289f490a855345ba03e8ede6,,,,,
71b02926f98b416c8d27220566c4195c,17651577248580000,绵阳市安州区公办学校空调电力改造安装工程(桑枣小学),,,571,保盛绵阳分公司,10890001,电力工程,1,联营,,,,1,,9591c086b7af8389ee4e0bc3fc6327b1,,,,238996,17659365205290000
725351f017384485b35a2a9297a4739d,17684574291360000,雅安市雨城区生活垃圾资源化利用项目劳务班组采购项目包件2钢结构,,,1,四川保盛建设集团有限公司,450001,劳务工程,1,联营,,,,1,,b33402fbaec0b44625238a6bdab7a7f0,,,,258465,17691387965880000
7389350ed3904d4895d3a918fc3caad2,10734,德阳市旌阳区东山社区卫生服务中心基层防治能力提升项目,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,539,a5fc797431e64ecb9fa98d9e156980ad,,,,109488,16982984911490000
73b8da91cfe945d0bf6ba8babbeee779,10770,什邡市方亭街道老旧小区改造项目六标段,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,575,6b0cb85faa954f6792fe2fccbbdeb4fc,,,,109457,16982984872900001
7454e9d853394d9991f8bf3b110b2e2a,10257,四川省德阳市罗江区2019年元宝山片区高标准农田建设项目（一标段）,罗江元宝山高标准农田,正式项目,141,四川保盛建设集团有限公司,3310001,水利工程,1,联营,德阳市罗江区新盛镇金玲村、老君村、天鹅村、月亮村、天星村，鄢家镇星光村，慧觉镇三井村、芙蓉村等,,,0,110,b49876a6ac374c0aaaa4b1a72f8c3b1b,,,,109849,16982986259280000
7478e2bb9d1d401dabd67d1aae8e0d03,17471929467570000,荣昌猪核心区建设基地(SPF猪生产示范场项目)二期,,,570,保盛重庆分公司,390001,房建工程,1,联营,,,,1,,1084e4f69ffbb2b1cf9f1f7ad06113f1,,,,214320,17493534525680000
74a80ab7582e4672815771b3b2c10fbe,17465201664230000,2025年西南石油工程公司钻前辅助工程劳务框架招标（9标段：中江、孝泉等地区）项目,,,1,四川保盛建设集团有限公司,450001,劳务工程,1,联营,,,,1,,6ec53c3b3f9cfa202d10303639947811,,,,212785,17468599336420001
74d58dce00e345c3af7cbdc58dc2bbbc,10346,中国移动四川分公司德阳片区2018-2020年渠道零星维修项目（标包14）,,正式项目,141,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,184,c8c4da1ee1e14411a2a09c79b198f2c3,,,,109773,16982986162410001
7502f0c9996a4e0893330ccf0d85661c,17425222660990000,旌阳区城市地下综合管廊建设项目庐山路段中控室装饰装修工程专业分包,,,1,四川保盛建设集团有限公司,460001,专业分包,0,联营,,,,1,,9272be7f6cfdca573a0654752dfd0c6e,,,,201730,17427171557170000
765cd5c4cb9a494187d25185290c4027,10491,洪安镇土门村杂柑基地改造提升项目,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,299,c8734389faf24c57aab294402fcc9656,,,,109695,16982985758670001
769e23c09ba3423797b9306dd3a44b0c,10262,喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建工程,喜德显农村公路,正式项目,141,四川保盛建设集团有限公司,3220001,公路交通,1,联营,,,,0,115,a346d5c829ec45779f87dfbb850e0c0f,,,,109845,16982986253030001
