legacy_contract_id,legacy_project_id,project_id,partner_id,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text
23f858c3413942feb615c792d73d5eca,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,黄河村、红伏村部分村组关闭自备水工程,out,DYS2021-01-18,WBHTGL-20210621-002,1000000457,2,,德阳市供水安装工程队
24148559247d4cb9a012606b89f91bd5,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,实验小学幼儿园宿舍户表改造工程,out,DYS2024-72,WBHTGL-20240428-001,17142970928700000,2,0,德阳市供水安装工程队
243a386199d64a40aa06b6ede9cf6af6,f63676e5d4b844eaaecbe42cc2218d75,2838,5894,德阳高新区万福棚户区改造工程一期一标段“8.11”特大暴雨灾后修复工程,out,DYS2022-91,WBHTGL-20221114-001,1000000796,2,,德阳高新发展有限公司
245aa5a35b59458fbb3ee3647176b7b5,3ddc904f2c7b43d283abbfa56acf1c43,2306,3786,会理县2017年国家农业综合开发土地治理结余资金建设项目,out,LSZ2019-09,WBHTGL-20200229-003,1000000037,2,,会理县农业农村局
2486735d2f224fb08a92a105b26dd99a,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,焊接车间人行道透水砖恢复,out,DYS2023-68,WBHTGL-20230630-001,1000000955,2,0,四川工程职业技术学院
2499cc77a13a465598c7f9490b8d1042,e7d967ab98084a1bb1efdb2e0cd7674c,2795,4437,牡丹北苑修建建筑垃圾池,out,DYS2024-249,WBHTGL-20241204-001,17332816216120000,2,0,德阳旌信城市管理服务股份有限公司
24b3c739ef97451ba3947cc02c3428c6,9997cf42719c4991a9ef015c49e0a94c,2576,4321,绵竹应急周转房项目3#点位,out,DYS2023-05,WBHTGL-20230106-001,1000000868,2,0,德阳市建设工程集团有限公司
24d86f3d53bb4f629f39f0b1970333b1,14b62e4158d24596a0e04828e39362b5,2171,3682,旌北13#、14#地块(德阳北站 TOD 及配套基础设施项目)室外园林景观工程工程专业分包,out,DYS2025-118,WBHTGL-20250731-001,17539299787000000,2,0,中建三局集团（德阳）有限公司
24f4f2a991274fae92c655cb742b3258,f947d45769804682af3a6233ff0b5d0d,2846,3662,中国移动四川分公司巴中分公司2021-2022渠道维修采购项目框架协议,out,BZS2021-19,WBHTGL-20210401-003,1000000390,2,,中国移动通信集团有限公司四川巴中分公司
251b333f6d344326bab0043b5eb493c1,35d5e3007cae414ebdcf9b2dc65d84b4,2277,3996,万兴一品三组团区域景观土建工程,out,DYS2019-13,WBHTGL-20200527-002,1000000202,2,,四川益丰房地产开发有限公司
259a9fb49f77420a8f002090434209ca,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,健身器材高度位置调整,out,DYS2021-12-05,WBHTGL-20210316-001,1000000383,2,,四川工程职业技术学院
25ddf3fc95274a18aa09bc8e1bb9d9c1,896c436fa83944339095020270c16178,2535,5870,旌南小区消防蓄水池防水防漏维修工程施工合同,out,DYS2019-64,WBHTGL-20200427-001,1000000175,2,0,德阳市住房保障和房地产事务中心
25f32b4bd2704a0fb9136ec5380f4b97,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,五建.天府新城2、4、5号地块给水管道安装工程,out,DYS2022-16-18,WBHTGL-20220507-011,1000000652,2,,德阳市供水安装工程队
260f6b67f81e4841b2428cf130120e53,9ebba094a48443a39dd7e1421da8dfbb,2588,5886,德阳市自来水公司食堂燃气报警系统安装工程,out,DYS2023-01-6,WBHTGL-20230103-006,1000000859,2,,德阳市自来水公司
267d9e08eb984a87818796a43abf638f,b7f07bc4b72c4cd29b5d1b445b499386,2661,3934,巴哈赛车训练场地赛道修整,out,DYS2024-87,WBHTGL-20240522-004,17163684164800000,2,0,四川工程职业技术大学
26f342f1ab4b4a9296fb328598f22724,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,数字经济产教融合实训基地场地平整,out,DYS2022-04-20,WBHTGL-20221121-003,1000000821,2,,四川工程职业技术学院
26fdc79e366b4634a00a8f455d623f3c,93eb0c58a37649418efd2b28f0757c80,2561,4928,长安汽车全球培训中心改造工程施工服务,out,CQS2021-62,WBHTGL-20210721-002,1000000480,2,,重庆工业职业技术学院
