legacy_contract_id,legacy_project_id,project_id,partner_id,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text
2749e96daeb1434889cd67c408469b34,a9d5da6068554951b32ac50fd0882879,2623,5886,德阳市自来水公司给水管道维修工程,out,DYS2021-69,WBHTGL-20210818-002,1000000493,2,,德阳市自来水公司
27554ffd3aae4813879950e194f3dc2c,6b4e37cd90a94055a69de211efdab846,2444,5803,机加厂一工段C61160深孔钻基础改造项目,out,DYS2024-114,WBHTGL-20240711-001,17206824975680000,2,0,二重（德阳）重型装备有限公司
27e6a5c3a173489981877974e26ebafa,9ebba094a48443a39dd7e1421da8dfbb,2588,4456,德阳第六人民医院（东汽医院）锅炉房燃气报警系统安装工程,out,DYS2022-39-8,WBHTGL-20220707-001,1000000683,2,,德阳第六人民医院（东汽医院）
27f1d5bc66c143ada8bfd5f4cc3f7ed9,84e432dea3ad41d09fb63c0470de73b3,2521,4870,围墙亮化及环境改造项目,out,XZQ2019-50,WBHTGL-20200326-002,1000000154,2,,西藏自治区人民政府驻格尔木办事处医院
27f4a41de29f415f97ee78b60b5d08fd,dc99595923e7425da8d87ca56ad23f76,2758,5840,德阳市旌阳区天山路（黄河路-凯江路）改造项目,out,DYS2021-94,WBHTGL-20211102-003,1000000530,2,,四川省华地建设工程有限责任公司
282708c3558d4014abebcf80edac558e,a6c5c648fc4c4a32b2affa2b7bcd40ff,2618,4376,德阳市罗江区万安南塔社区多功能运动场建设项目,out,DYS2023-09,WBHTGL-20230116-001,1000000875,2,0,德阳市罗江区万安镇南塔社区居民委员会
28356a7265264211932d36536b008bf7,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,新建学生宿舍围栏安装,out,DYS2021-12-16,WBHTGL-20210722-001,1000000481,2,,四川工程职业技术学院
289fdbe2135b47e5af7c7b7ef26a780b,def62d8fc3df471080951397c4fdfd22,2769,2539,银鑫·五洲广场二期 CD 座室外消防车道施工,out,DYS2025-28,WBHTGL-20250304-001,17410719829520000,2,0,德阳鑫凯基置业有限公司
28f8fcafc37043489a6b2b5912f9afb2,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,杜莉阳光水岸茶楼分户工程,out,DYS2022-16-36,WBHTGL-20220726-014,1000000711,2,,德阳市供水安装工程队
28ff4c5d340d4d2da801163ea4d66863,cbfd01c8330749afb93f66ff9951df78,2709,5830,四川建筑职业技术学院德阳校区学生公寓粉刷维修项目,out,DYS2022-57,WBHTGL-20220718-001,1000000691,2,,四川建筑职业技术学院
2927bbaa54f447ba8015e99e18f0f30d,2fd504d1871e4b86a2ae42d8e1ed8810,2265,3969,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议,out,PZH2020-20-1,WBHTGL-20221206-001,1000000829,2,,四川曜道杰建筑工程有限公司
2952492e61d0411e9277db0120875a47,212cf7a3248c48e68bc3f4a24383536a,2217,3978,长虹金嶺1号项目二期高层外墙装饰工程（二标段）,out,MYS2023-67,WBHTGL-20230628-002,1000000954,2,0,四川泰鑫房屋维修工程有限公司
298ab173c55949d9be7c76dffcb63c57,45d84b461f8a4be491fda41b4a6c5d13,2327,5920,五里坪站场发停车区域调整综合改造工程,out,CQS2023-151,WBHTGL-20231020-003,16977848878950000,2,0,重庆巴驿公共交通站场管理有限公司
2997cc2196aa451d8cc7fe563c2ccf44,3021356f755143a8b18255091cc9c42b,2266,4715,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改,out,CQS2019-60,WBHTGL-20200229-012,1000000046,2,,玖龙纸业（重庆）有限公司
29be9feadf7a457d943a5fd296c8a847,2f52db447c8f40c386caad3664fade2b,2263,5869,结算审核报告,out,DYS2022-89-1,WBHTGL-20231221-001,17031403663220000,2,0,德阳市人民医院
29dcd123d33b42bbbd1ad008fc3686de,38f30547796a4f46886ca433be91fe6d,2289,5846,宝锋山艺术大集项目,out,DYS2022-05,WBHTGL-20220106-001,1000000580,2,0,四川纹江致远建筑开发工程有限公司
29f8d36bccf342d197a67a1ac71199c3,2fc661b9f89343febe46538b446c07f5,2264,4042,四川航天技术学院龙泉校区停车场维修项目,out,CDS2021-36,WBHTGL-20210510-002,1000000426,2,,四川航天职业技术学院
2a23f451a8b64abeae8c4598947843bd,6b4e37cd90a94055a69de211efdab846,2444,5803,动力车间厂房墙面修复、屋面防水及液氧基础加固工程,out,DYS2024-258,WBHTGL-20241220-002,17346788159450000,2,0,二重（德阳）重型装备有限公司
2a38523cb21d4ebcb45f8d97afd1ba32,9ebba094a48443a39dd7e1421da8dfbb,2588,4440,德阳旌阳区汇乐幼儿园厨房燃气报警系统安装工程,out,DYS2022-39-4,WBHTGL-20220514-001,1000000660,2,,德阳旌阳区汇乐幼儿园
2a39360f5dc442f08114ec9d34642652,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂-200MN压机生产作业单位安全整治,out,DYS2026-22,WBHTGL-20260211-001,17707755685800000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
2a7338df76b44eafa5cc5eaff38e8888,6b4e37cd90a94055a69de211efdab846,2444,5803,热处理厂安全通道整治项目,out,DYS2025-16,WBHTGL-20250217-001,17397605160310000,2,0,二重（德阳）重型装备有限公司
2aa35f40a34249ec98fc5b7b89643f8f,102a738d1fee481fb215df95de82490c,2159,4406,结算审核报告,out,DYS2024-66-1,WBHTGL-20241120-002,17320902223640000,2,0,德阳市青少年宫
2aa3dc722543483aaedfaaa4e9a92e84,d78614b5e31046649529451acc80e016,2745,3656,中国移动四川公司成都分公司2025-2026年渠道维修采购项目框架协议,out,CDS2025-77,WBHTGL-20250609-004,17494522276000000,2,0,中国移动通信集团四川有限公司成都分公司
2ad9b46065ce410c861a1f7f491a5c82,7804bf2a4b6e4d258d501945273868c0,2475,5798,53019工程、3644-3、4、3617总坪安装工程2022.01.17,out,XZS2022-158,WBHTGL-20231219-006,17029487227630000,0,0,中铁十九局集团有限公司
2b0f39de2cfd473b88fcecc23ba2be92,f12172c47e6b4a4285f6fdfc780b24d3,2830,4956,重庆市璧山区璧城街道老旧小区改造建设项目（东关社区）,out,CQS2025-31,WBHTGL-20250312-001,17417482884930000,2,0,重庆市璧山区人民政府璧城街道办事处
2b2bdabdbbee42a899c7317b3f0e0817,976f7632cefe4535a53f8a239d5fb1c2,2573,4999,东林智慧学校停车场工程建设项目,out,CQS2025-117,WBHTGL-20250730-001,17538650799190000,2,0,重庆绿发城市建设有限公司
2b2cfb8858754a6eac28f56aef24ac42,8b32e4c1d62849e59c6a9596571b5dcd,2543,118,中国移动四川公司天府新区分公司2020-2022年渠道维修采购项目,out,CDS2020-58,WBHTGL-20201225-001,1000000321,2,,中国移动通信集团四川有限公司天府新区分公司
2bd897c288a14c608c275824b4f21583,65b2b2e4f19143b2b42e4c6f1da469a9,2427,4240,德阳九源燃气工程有限公司德阳市旌阳区老旧小区改造安全隐患治理中土方工程施工单位（第二批）,out,DYS2022-61,WBHTGL-20220725-001,1000000696,2,,德阳九源燃气工程有限公司
2bf30f5072374493b33799b63aecec38,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂45MN快锻机地下消防管道整治,out,DYS2024-55,WBHTGL-20240329-001,17116800425800000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
2bf7c10d1f284272b836bb8285ac60b9,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,上层建筑代声惠分户工程,out,DYS2021-01-10,WBHTGL-20210120-008,1000000357,2,,德阳市供水安装工程队
2c26f5b588a54d1786cca81108eca7bb,c2924b9b428d4542a346a60c82b82231,2690,3898,马尔康市卓克基水厂挡墙恢复工程,out,MEK2023-01,WBHTGL-20230316-003,1000000899,2,0,四川创海建筑工程有限公司
2c885a708cac4ddda8d88809ced62cb0,fd55ff03dc53471a90744a6e145fbba7,2854,3939,新能源电气控制系统研发制造中心项目,out,DYS2020-60,WBHTGL-20201230-002,1000000332,2,,四川库伦电气有限公司
2ca20b4affce4e24932a8adb16e79c44,f772a3bb0b27467eaf46a8b7e13155c9,2842,4383,全民健身活动中心五人制足球场实施维修改造项目,out,DYS2025-56,WBHTGL-20250428-001,17458107834450000,2,0,德阳市罗江区教育和体育局
2cc9fb8767ac47e5827085352a73e6e1,73b8da91cfe945d0bf6ba8babbeee779,2461,3779,什邡市方亭街道老旧小区改造项目六标段,out,DYS2022-88,WBHTGL-20221122-001,1000000822,2,,什邡恒基置业有限公司
2d13c3aa71c54b4c9f11bc72734a7d6d,102a738d1fee481fb215df95de82490c,2159,4406,德阳市青少年宫舞蹈、钢琴、美术教室改造（二次）,out,DYS2024-66,WBHTGL-20240412-001,17128860168090000,2,0,德阳市青少年宫
2d7b2abdd1a34bf39338e6129d11fe78,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,孵化大楼东面给水管改造项目,out,DYS2021-12-07,WBHTGL-20210429-003,1000000415,2,,四川工程职业技术学院
2d81891f136143a9be5fada963776010,2865a4a7b99940cfa2653c54b26edf99,2238,4961,璧山区正兴镇龙家河河堤水毁修复工程,out,CQS2025-123,WBHTGL-20250811-001,17549005437810000,2,0,重庆市璧山区正兴镇石龙村股份经济合作联合社
2d83bcab74f74d1e991a546e81386f96,3d9adf1f35c648e182d821f1fd826589,2304,552,德阳高新区万福棚改二期大门改造工程机电安装专业分包,out,DYS2023-154,WBHTGL-20231026-001,16982901390220000,2,0,四川中彩源建设工程有限公司
2d9f7e004a8349d5b8851692a838c8b7,6b4e37cd90a94055a69de211efdab846,2444,5803,两点吊地坑整治,out,DYS2021-09-16,WBHTGL-20210705-001,1000000472,2,,二重（德阳）重型装备有限公司
2da858dc392c415a9c6a74816c17d05e,e237f61a7cf6461fa360da20307d6522,2781,4189,朝天区花石乡以工代赈脱贫攻坚项目工程,out,GYS2018-05,WBHTGL-20200229-039,1000000075,2,,广元市朝天区花石乡人民政府
2de39cfc0b8543bf9bf48bea8c39f96f,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,蒙山小区柳河街北侧A栋2层（柳河街95号）分户工程,out,DYS2024-191,WBHTGL-20240923-041,17270738543410000,2,0,德阳市供水安装工程队
2deae917c17a44b99d36efb965ef609b,c0751730f07349fb9d2b573a765484eb,2684,5868,鸿图府项目第一期建筑安装工程,out,DYS2021-53,WBHTGL-20210628-006,1000000465,2,,德阳大参林投资有限公司
2e12c4e4d14649d0a39bc8e5f4fd75e9,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,青衣江西路璧山街301号分户工程,out,DYS2024-196,WBHTGL-20240923-047,17270742824820000,2,0,德阳市供水安装工程队
2e55aeecc979448bbcdce16cdb882909,1d7c02e968a146e3ac209f95ac712682,2202,5877,德阳市烈士陵园建设项目专业分包（总平）,out,DYS2022-85,WBHTGL-20221028-001,1000000786,2,,德阳市旌创建设工程有限公司
2e93051e20754b69a6977126d73505d9,c4fd674a84cc4c2bbeae55d8207443ce,2142,4548,堆龙德庆区乃琼亲子公园建设项目,out,XZ2025-62,WBHTGL-20250515-001,17472707792730000,2,0,拉萨市堆龙德庆区住房和城乡建设局
2ee3c843fb0a486e99cc2269bd175ba6,9ebba094a48443a39dd7e1421da8dfbb,2588,4476,德阳藏珑餐饮有限公司厨房燃气报警系统安装工程,out,DYS2022-39,WBHTGL-20220428-004,1000000638,2,,德阳藏珑餐饮有限公司
2f569b10f2014d8f8a6f6e40a69c6582,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,2021年防洪沙袋项目,out,DYS2021-12-19,WBHTGL-20210929-002,1000000516,2,,四川工程职业技术学院
2f8741f279a842a18661e85292e8bda1,4f039bfb37e049cf890e468d00178e45,2363,4212,广汉市第二十三污水处理站新增五里村五组污水管网工程项目,out,DYS2021-118,WBHTGL-20211230-001,1000000576,2,,广汉市城乡建设发展有限公司
2fecd23ac4c14a09846d42de6149c1d5,0d21826a7ebb4dbfb7317338baaf57a0,2150,4984,重庆文理学院 2025 年附属工程项目(不可预测的零星维修工程),out,CQS2025-154,WBHTGL-20250915-002,17579033235760000,2,0,重庆文理学院
30017570b95d43b584955f4e755ff714,36e5e7c783fb4fa5941a032db7afbd05,2280,4896,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,out,CDS2020-47,WBHTGL-20201203-002,1000000300,2,0,邛崃格润能源有限公司
301accf9c003420e984c779785c9d23e,d75424f3247646c395ff5edd2ab1b1f9,2743,4381,罗江区新盛镇X601新慧路王家湾桥危桥拆除重建工程,out,DYS2024-242,WBHTGL-20241120-001,17320673670670000,2,0,德阳市罗江区公路管理所
302c2a2602a84ccea32f30934f40101d,77f6ddc2d277451f922b7c5177530dde,2474,4313,庐山北路与澜沧江路交汇处,out,DYS2024-127,WBHTGL-20240812-002,17234474175250000,2,0,德阳市城市管理行政执法局
30877570c75b46f192cc63902aa52045,c5d91c8c77db49e3b66db0ac88d0d643,2701,4914,合川高新区南溪组团用地整治项目,out,CQS2023-180,WBHTGL-20231129-001,17012504704940000,2,0,重庆合川工业园区管理委员会
30cbfec3bfb2491aa0c3d78b07102ddd,6b4e37cd90a94055a69de211efdab846,2444,5802,万航模锻飞轮储能建设项目,out,DYS2023-102,WBHTGL-20230810-001,1000000989,2,0,二重德阳储能科技有限公司
30da5359c8094f508c7353b13bc48cde,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,米市坝20号小区户表改造工程,out,DYS2021-01-22,WBHTGL-20211227-002,1000000572,2,,德阳市供水安装工程队
30ffb38d2c914982b89223320a1a62c4,6b4e37cd90a94055a69de211efdab846,2444,3663,热处理厂-30号、31号炉炉冷管道包套,out,DYS2025-182,WBHTGL-20251029-001,17617011873710000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
310bf60d03cd48559c12a4aedd39cb14,8ad18cbf8fa3437e896a05658738a32e,2542,4041,氯化锂车间地基加固工程,out,DYS2026-56,WBHTGL-20260403-001,17752015893990000,1,0,四川致远锂业有限公司
310c6fc8c4c346a4bf4e8a4974ead8a1,e198e1afc1324069844bfe3a310cfe91,2779,3995,誉城国际一期二批次,out,DYS2020-02,WBHTGL-20200330-001,1000000160,2,,四川盈佳置业有限公司
3115c4f6b9224c01bfa9f4c43abc2043,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂-800MN参观平台隔热板制作安装,out,DYS2025-81,WBHTGL-20250613-002,17497765110140000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
315697670e7a4e5ca94b53731e35cde6,6b15fd3e78694585bba77c73601b3ccb,2442,4187,朝天区沙河镇元西村农村公路面硬化工程,out,GYS2021-28,WBHTGL-20210415-001,1000000406,2,,广元市朝天区沙河镇人民政府
31fc9185612c4eb5918f97f836e8f062,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,陈其芳分户工程,out,DYS2022-16-26,WBHTGL-20220726-004,1000000701,2,,德阳市供水安装工程队
320ae68d85cf44da8520f41b9d6c2080,9ebba094a48443a39dd7e1421da8dfbb,2588,4356,旌阳区红樱桃幼稚园厨房燃气报警系统安装工程,out,DYS2022-39-19,WBHTGL-20221017-002,1000000778,2,,德阳市旌阳区红樱桃幼稚园
320f6892db4d4695a496022727a68908,f1b18dce54fc409eafce2b38cf431fe1,2832,94,66 号楼整修项目,out,XZ2025-133,WBHTGL-20250819-001,17555649814990000,1,0,中国人民解放军 32167 部队
32469f5b988a4fb49e8f7c753e1955c9,82b352940a4446beaec40efdcd1f0c34,2510,4907,潼南支行东安分理处营业网点主体装修工程项目,out,CQS2024-125,WBHTGL-20240808-001,17230776640880000,2,0,重庆农村商业银行股份有限公司
325b266f5f2743289b5aadad16d93bf4,1710364e78bc40b48396fe20e5f0e9bd,2182,3840,南充市高坪区恒大悦龙台至三环6期厂区段损毁道路恢复工程建材及配套服务采购项目,out,NCS2019-40,WBHTGL-20200306-008,1000000106,2,,南充市高坪区公路管理局
329c662c588e42d0bfa0944664342b91,9ebba094a48443a39dd7e1421da8dfbb,2588,771,德阳市艺术宫空调专用锅炉房 燃气报警系统安装,out,DYS2023-138,WBHTGL-20230926-002,16957125993190000,2,0,德阳市艺术宫
33b555738297466f8993b94e68ad4d33,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂-16MN 拖链支架更换升级,out,DYS2024-130,WBHTGL-20240813-001,17235188030550000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
33cb98f817ef4bab989954ab74fb9b42,ef4ade9de4e74f63bf72ccb6786c604a,2821,104,2024-2025年度成都所区零星工程框架协议,out,CDS2024-147,WBHTGL-20240911-003,17260266399100000,2,0,中国工程物理研究院激光聚变研究中心
3438ef465aa44ed6916da93fb7364d38,56e3011796694d71baaf4bc868ce37c7,2391,4210,广汉市旌江干线沥青混凝土路面维修工程,out,GYS2021-108,WBHTGL-20211208-001,1000000558,2,,广汉市公路养护所
3439b64a6b52448cb481b0f93660a2ff,6b4e37cd90a94055a69de211efdab846,2444,5803,热处理厂φ9米水槽给水管道改造合同,out,DYS2024-100,WBHTGL-20240611-001,17180700896330000,2,0,二重（德阳）重型装备有限公司
34a07a2182aa4ffb8cbcd9aeaa1fbe30,6b4e37cd90a94055a69de211efdab846,2444,3639,生产过程锻件温度自动采集系统、三维尺寸测量设备、锻造数据在线采集装置采购项目,out,DYS2025-187,WBHTGL-20251105-001,17623066769950000,2,0,中国机械总院集团北京机电研究所有限公司
351017879b5c43d48eaeec7369064d4f,2b62b87ee1a04fcb862ba23ce0e72367,2250,4359,德阳市旌阳区医养结合中心及精神病院区建设项目新增电缆及给排水管工程,out,DYS2022-83,WBHTGL-20221027-001,1000000784,2,,德阳市旌阳区黄许镇卫生院
3590dd8af27640689dd3b7b3d5052752,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,旌城天际（消防）分户工程,out,DYS2022-16-76,WBHTGL-20221117-014,1000000812,2,,德阳市供水安装工程队
35aab02dfd3d4ac6b09baed3ed8e4b78,e4c9309b78f847dba4a007a04cc6128a,2787,5839,智慧之心项目2#楼及2#楼裙楼泡沫混凝土工程,out,DYS2024-148,WBHTGL-20241127-004,17326912199410000,2,0,四川省东方兴发建设集团有限公司
35d186d1b1fb46629b79cfe322767eed,19b80dff5f32439cbbf6a31107f05832,2190,4195,金谷油脂项目进场道路工程二标段,out,GAS2022-26,WBHTGL-20220308-001,1000000614,2,,广安亿达投资有限责任公司
35e1ef258b4749598e5771c4788d64ca,16f30c8b960c4e6dbedd7a507d96f4ce,2111,4618,明源电力公寓小区路灯维修改造,out,DYS2022-103,WBHTGL-20221214-001,1000000837,2,,明源电力公寓小区
3693711246014bc5a7972e3af05d5969,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,新能源汽车海外人才培养基地建设项目,out,DYS2023-171,WBHTGL-20231120-001,17004453691600000,2,0,四川工程职业技术学院
36e42cabf0e84eb89cbd3dde480c7681,94e5c244917144bdbfcbe8bb2e1d45ec,2565,3791,伽师县工业园区空气源供热建设项目（二次）,out,XJ2023-134,WBHTGL-20230918-003,16950273124370000,2,0,伽师工业园区管理委员会
37128319bbe048839963bd6eefa1e6fd,6b4e37cd90a94055a69de211efdab846,2444,3866,模锻厂-模具打磨除尘装置,out,DYS2025-205,WBHTGL-20251120-001,17636229033560000,2,0,四川三盛环保科技有限公司
375103b6f617498eb2d678e4da1ac32c,9ebba094a48443a39dd7e1421da8dfbb,2588,3668,中国邮政储蓄银行股份有限公司德阳市分行食堂燃气报警系统安装工程,out,DYS2023-34,WBHTGL-20230413-001,1000000912,2,,中国邮政储蓄银行股份有限公司德阳市分行
375b582ab1624f82be51bff3b06ef366,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,北街小学分户工程,out,DYS2020-59-06,WBHTGL-20201225-007,1000000327,2,,德阳市供水安装工程队
3762c62a1ad340dba5ecafcb593468b2,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,老年活动中心分户工程,out,DYS2020-59-05,WBHTGL-20201225-006,1000000326,2,,德阳市供水安装工程队
376d4ddb71a5483796dc6b5bc4023da4,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,流金岁月一栋负一楼值班室分户工程,out,DYS2024-14,WBHTGL-20240123-007,17059813283150000,2,0,德阳市供水安装工程队
37924f15f1034d1bba7031aaec18a249,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,数字经济产教融合实训基地临时施工通道,out,DYS2022-04-12,WBHTGL-20220920-002,1000000763,2,,四川工程职业技术学院
3799d0ef5bb84627a1e74914a3ff3258,5e286add68254849ab587a81f407f401,2411,5892,2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目（四标段）,out,DYS2021-73,WBHTGL-20210827-001,1000000499,2,,德阳经开建设工程有限公司
37ae72eee33840738e2b2f938abd57e3,9ebba094a48443a39dd7e1421da8dfbb,2588,4589,守柴炉烤鸭店商业用气燃爆和送排风系统安装工程,out,DYS2024-02,WBHTGL-20240108-001,17046992941630000,2,0,旌阳区左氏餐饮店
37d011c00ad74349a0e3ee57ed86484f,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,检验检测中心台阶更换,out,DYS2023-54,WBHTGL-20230605-001,1000000940,2,0,四川工程职业技术学院
38055812bfa14d36a2d3522314f0c43a,6f87b6f5c70744a0ad50b5bf87b32abb,2450,3750,丰都县峡南溪片区兴都公园大道西环线(K1+300—K2+611.409) 段市政道路工程,out,CQS2022-64,WBHTGL-20220804-001,1000000738,2,,丰都县城市建设资产经营有限责任公司
38497f0c58b6414db340c37217896df6,a26cdf3caf4d4040809169e35af677b7,2603,5853,工程部油料化工组后油库油罐防腐层检修合同,out,CDS2025-235,WBHTGL-20251222-001,17663669362780000,1,0,国营川西机器厂
3903d14cda444c9b8902aa1821aa466f,79c4128054be48bcb8377af16faba3fd,2483,4257,旌城印象更换单元门,out,DYS2022-95,WBHTGL-20221121-001,1000000819,2,,德阳市万兴物业有限责任公司
392388e4cb6742e694d2906b1b4c71fb,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,金路小区表前管道改造工程,out,DYS2024-24,WBHTGL-20240124-003,17060673243110000,2,0,德阳市供水安装工程队
395c42ce59a040b9b90b0c8fa7f4203c,2e82c7a28d2d4455a075564650a4caf9,2258,5830,结算审核报告,out,DYS2023-44-1,WBHTGL-20231229-004,17038447948100000,2,0,四川建筑职业技术学院
397db966e5a047beb3310e7f744d327b,6b4e37cd90a94055a69de211efdab846,2444,5803,齿轮厂化工库屋面及4跨彩钢瓦墙体局部安全整治,out,DYS2025-189,WBHTGL-20251117-004,17633619212600000,2,0,二重（德阳）重型装备有限公司
398c3358405b40a191a76266345551ac,9ebba094a48443a39dd7e1421da8dfbb,2588,4350,旌湖社区日照中心厨房燃气报警系统安装,out,DYS2025-78,WBHTGL-20250610-001,17495439692560000,2,0,德阳市旌阳区旌东街道旌湖社区居民委员会
3a0de13ec9f5467d841e45dd7fac4362,6b4e37cd90a94055a69de211efdab846,2444,3761,易静工程（德阳二重工程项目）,out,DYS2020-06-05,WBHTGL-20200925-001,1000000248,2,,二重集团（德阳）精衡传动设备有限公司
3a28d8b9c816424b965255afb111c616,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,天山南苑小区表前维修工程,out,DYS2024-25,WBHTGL-20240124-004,17060674033270000,2,0,德阳市供水安装工程队
3a4b0f001b8e477c9531c4adb07405a1,6b4e37cd90a94055a69de211efdab846,2444,3663,压机电气维修改造合同,out,DYS2023-104,WBHTGL-20230814-001,1000000991,2,0,中国第二重型机械集团德阳万航模锻有限责任公司
