model,id,source_table,legacy_record_id
sc.legacy.scbs.fact.staging,179,T_FK_Supplier,05865e77c27f469c8fdb028c9fe2f061
sc.legacy.scbs.fact.staging,180,T_FK_Supplier,058d183c96e54f8aadb208ffcf4ac277
sc.legacy.scbs.fact.staging,181,T_FK_Supplier,058ed5dcbcc44c90b881d0a1fa82df6f
sc.legacy.scbs.fact.staging,182,T_FK_Supplier,058f185a5b414ebe8a0a3a1480601072
sc.legacy.scbs.fact.staging,183,T_FK_Supplier,0590634133ad4ffe89bb66fd7548617a
sc.legacy.scbs.fact.staging,184,T_FK_Supplier,059a16d7bcc54c2bb6ab89e9aa3170c9
sc.legacy.scbs.fact.staging,185,T_FK_Supplier,059b7ae644bc489d9cc47eb5dc0f3db6
sc.legacy.scbs.fact.staging,186,T_FK_Supplier,05ab35093b4d4ecf9259be7cfc8acdab
sc.legacy.scbs.fact.staging,187,T_FK_Supplier,05ac067c557c4a5ea83fb43451059a07
sc.legacy.scbs.fact.staging,188,T_FK_Supplier,05af28797ba540209552fada8edaf80c
sc.legacy.scbs.fact.staging,189,T_FK_Supplier,05b14061342d40caa697ced6cb6dfb2d
sc.legacy.scbs.fact.staging,190,T_FK_Supplier,05b6b034f49041fbb4e030491663d007
sc.legacy.scbs.fact.staging,191,T_FK_Supplier,05bcb92c36d34ac2962ff6631dbff685
sc.legacy.scbs.fact.staging,192,T_FK_Supplier,05bdf8c7bdcc40c9b2411457273f80d7
sc.legacy.scbs.fact.staging,193,T_FK_Supplier,05bf87d5c25d485db5cde15307396c47
sc.legacy.scbs.fact.staging,194,T_FK_Supplier,05d1a09b3d1d43bdb5fa2fdd501a4f5f
sc.legacy.scbs.fact.staging,195,T_FK_Supplier,05d4a8551e4744fd9eb8f3bdad2cd489
sc.legacy.scbs.fact.staging,196,T_FK_Supplier,05d68789e9b945e98dbb596bf2fbe77e
sc.legacy.scbs.fact.staging,197,T_FK_Supplier,05dd3e6d11e8491aa5e5fa9ee909e29f
sc.legacy.scbs.fact.staging,198,T_FK_Supplier,05e23b6a1a9f44eb800a04617c671a49
sc.legacy.scbs.fact.staging,199,T_FK_Supplier,05f58b7c51f44395bdbf61922b6d8776
sc.legacy.scbs.fact.staging,200,T_FK_Supplier,060246d5e4d248e59739c346e718c0ee
sc.legacy.scbs.fact.staging,201,T_FK_Supplier,060ebd4fdca54a75b634ee33031d753a
sc.legacy.scbs.fact.staging,202,T_FK_Supplier,0630ac9fd2f7438493366aa6ede847e3
sc.legacy.scbs.fact.staging,203,T_FK_Supplier,0648c62ad1504518b46dd8491d4bcfad
sc.legacy.scbs.fact.staging,204,T_FK_Supplier,064aaa013bfb407dbaec80c6f62e8f61
sc.legacy.scbs.fact.staging,205,T_FK_Supplier,064d2ebf6cce4cb1a4e76805a9edaa5d
sc.legacy.scbs.fact.staging,206,T_FK_Supplier,0662ff3f4c7448b39a5de41b3015dea4
sc.legacy.scbs.fact.staging,207,T_FK_Supplier,066af4864ff64105acb3ca84f9cfba8e
sc.legacy.scbs.fact.staging,208,T_FK_Supplier,066f5517b92341be85f4203d7ae0b29e
sc.legacy.scbs.fact.staging,209,T_FK_Supplier,0672c57eeac24ddb95a4d6744dd7568c
sc.legacy.scbs.fact.staging,210,T_FK_Supplier,0680bad3215e45fab119f71ef8811323
sc.legacy.scbs.fact.staging,211,T_FK_Supplier,06859d0ed07748b1ab34fde67ed7fb8e
sc.legacy.scbs.fact.staging,212,T_FK_Supplier,068a7debca354f6da7c4f90aea490a30
sc.legacy.scbs.fact.staging,213,T_FK_Supplier,06902f40ad144ffcae2df14cfc610e12
sc.legacy.scbs.fact.staging,214,T_FK_Supplier,06963131597c40d9a7b6ddb487234ccf
sc.legacy.scbs.fact.staging,215,T_FK_Supplier,0698ff49571e452ab10482857662e9af
sc.legacy.scbs.fact.staging,216,T_FK_Supplier,069e64e5525b4cd59c9a229e80253ec4
sc.legacy.scbs.fact.staging,217,T_FK_Supplier,06a2bd8ff4504d188221781b7b3ec670
sc.legacy.scbs.fact.staging,218,T_FK_Supplier,06a726a4259c49b38cae1410e1b1f4af
sc.legacy.scbs.fact.staging,219,T_FK_Supplier,06af7b5828874a9c91faef9fce21d8d3
sc.legacy.scbs.fact.staging,220,T_FK_Supplier,06b0fd8d8ea7405cb95a5ba70a57e333
sc.legacy.scbs.fact.staging,221,T_FK_Supplier,06b1647851394fcd858a3bb5883452e8
sc.legacy.scbs.fact.staging,222,T_FK_Supplier,06b8bde4358640f8bf9f206de9167c1f
sc.legacy.scbs.fact.staging,223,T_FK_Supplier,06bc5d87dfe44a2fb84a7a9ec182e3a7
sc.legacy.scbs.fact.staging,224,T_FK_Supplier,06bd4a0656364691b29cb8f9f73d4376
sc.legacy.scbs.fact.staging,225,T_FK_Supplier,06c4df5aeb1c4969afeb926110daf903
sc.legacy.scbs.fact.staging,226,T_FK_Supplier,06c51d8c3cc6459a97495faf1e2a430a
sc.legacy.scbs.fact.staging,227,T_FK_Supplier,06c715e7c4874a158ffee3d56eee32cd
sc.legacy.scbs.fact.staging,228,T_FK_Supplier,06c82936beda4eaf8105b6224d64e271
sc.legacy.scbs.fact.staging,229,T_FK_Supplier,06cb1a81550c4d338e85a42ec51ddc1e
sc.legacy.scbs.fact.staging,230,T_FK_Supplier,06cc0ffbf86948eda55a687684fe1746
sc.legacy.scbs.fact.staging,231,T_FK_Supplier,06cfcd8ecd9c4607a5555b72afe4d284
sc.legacy.scbs.fact.staging,232,T_FK_Supplier,06e1c19fe99b41c9baab1ca6a0d920be
sc.legacy.scbs.fact.staging,233,T_FK_Supplier,06eb623195204908ae890e7c2aa81f66
sc.legacy.scbs.fact.staging,234,T_FK_Supplier,06f2513697084f6c9bc3797e3209ca8c
sc.legacy.scbs.fact.staging,235,T_FK_Supplier,06f7276ff1994ef0863fb57a070eb6ea
sc.legacy.scbs.fact.staging,236,T_FK_Supplier,0708795c1eaf4827be5b6ac37f8d2787
sc.legacy.scbs.fact.staging,237,T_FK_Supplier,0710d84b32bf49d7ac4d7ab3b1b25c41
sc.legacy.scbs.fact.staging,238,T_FK_Supplier,07227ef11db1484c83b375807123d2a4
sc.legacy.scbs.fact.staging,239,T_FK_Supplier,0723c8b9ff1648e59ad2a2ec2b7947a6
sc.legacy.scbs.fact.staging,240,T_FK_Supplier,0726356832784b9a9926457d795fc1fc
sc.legacy.scbs.fact.staging,241,T_FK_Supplier,072787ec505044d59871441a9885f5ed
sc.legacy.scbs.fact.staging,242,T_FK_Supplier,0731193d8a654bc286347ddeee5c9f99
sc.legacy.scbs.fact.staging,243,T_FK_Supplier,073444e43068494bbe9002ea5f91fdcf
sc.legacy.scbs.fact.staging,244,T_FK_Supplier,07385753ee9b407cb33205298f992a06
sc.legacy.scbs.fact.staging,245,T_FK_Supplier,073d42e2ffe04fe38ed467506421eb0a
sc.legacy.scbs.fact.staging,246,T_FK_Supplier,0748a6b220b14c8682c82d0791929471
sc.legacy.scbs.fact.staging,247,T_FK_Supplier,074c2ef7153e480fa4742dc582865e68
sc.legacy.scbs.fact.staging,248,T_FK_Supplier,075d155de2654eccb5ee8c934a2b1869
sc.legacy.scbs.fact.staging,249,T_FK_Supplier,07679e2492c6447caa9ea7973f1f0819
sc.legacy.scbs.fact.staging,250,T_FK_Supplier,076b99b4a4bf4f8791bde6e4a5c6ba71
sc.legacy.scbs.fact.staging,251,T_FK_Supplier,07708370372f407f89f9ae4fd0c96afd
sc.legacy.scbs.fact.staging,252,T_FK_Supplier,077ebe7480cb4f99b84767011de80116
sc.legacy.scbs.fact.staging,253,T_FK_Supplier,077f14733e3b453eb84a80de00ac3313
sc.legacy.scbs.fact.staging,254,T_FK_Supplier,0780a14109e5417a92e71f44d6c1ef46
sc.legacy.scbs.fact.staging,255,T_FK_Supplier,078103a42c804812a835e51dd5439f03
sc.legacy.scbs.fact.staging,256,T_FK_Supplier,07a98c697d9841d896eb600bca39c2ec
sc.legacy.scbs.fact.staging,257,T_FK_Supplier,07ab6148d48d4b84a48687551480679d
sc.legacy.scbs.fact.staging,258,T_FK_Supplier,07ac6e0cf96e49e0a2dcafc03fe420cc
sc.legacy.scbs.fact.staging,259,T_FK_Supplier,07ad08225995490eb09d59283666e355
sc.legacy.scbs.fact.staging,260,T_FK_Supplier,07ad14d3e9e34499920146becc7144d3
sc.legacy.scbs.fact.staging,261,T_FK_Supplier,07b6e8cc70104e7b9492381a87968e9c
sc.legacy.scbs.fact.staging,262,T_FK_Supplier,07b7514e604641d981252ab2060f7610
sc.legacy.scbs.fact.staging,263,T_FK_Supplier,07b917102cc448828205d8e39e89ce6c
sc.legacy.scbs.fact.staging,264,T_FK_Supplier,07ca964595fd455382727ba87fd1435f
