legacy_contract_id,legacy_project_id,subject,coverage_route,blockers,policy_route,policy_note
5058ad7ff7184777a915577363216174,9ebba094a48443a39dd7e1421da8dfbb,德阳新铁医院有限责任公司食堂 燃气报警系统安装工程,partner_anchor_blocked,partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
52488756ab8643dcaa8db767bd8e7ee4,a1affaaaf8124d54bfedebee978dda0b,补录老项目合同,discard_deleted_source,deleted_flag|direction_defer|partner_unresolved,discard_deleted_source,deleted legacy source row; do not migrate unless business reversal evidence appears
53452eeb61c849bf9b27930041819293,c42de1a899dd4c6cb44252bd70299691,旌阳区德新镇国家农业产业强镇建设二期稻谷产地初加工提升项目（工程建设）,partner_anchor_blocked,partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
5381b1bc21bf4711a9101105c6c60376,5533cd035fea4b59ba91ebb3e16b6d5d,补录老项目合同,discard_deleted_source,deleted_flag|direction_defer|partner_unresolved,discard_deleted_source,deleted legacy source row; do not migrate unless business reversal evidence appears
54243d3dc8464b69a20937710fd691f0,d5335e46b2c241fcb9ae857d721331d6,补录老项目合同,partner_anchor_blocked,direction_defer|partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
54562c36b3c8480b83d8677e351c2bdf,31968ad0df3a4062b91501dee3a4470f,德阳市旌阳区八角井镇卫生院停车场改造及体检中心扩容工程项目,project_anchor_blocked,partner_ambiguous|project_unresolved,project_anchor_recovery_screen,contract row cannot migrate until project anchor is resolved
54d3a0628269470ca75e58295a5e1694,c2ee2572f2e64330acc9922be5d292e6,广东南华工商职业学院清远校区二期人防工程一期,partner_anchor_blocked,partner_ambiguous,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
54eca12cd5b6481c8925b0000901ce13,451666f5cb5a49f2b0b4ce4deae4eb55,2020年度高阳街道横路村3组、移民组烤房群修复项目 （二标段）,project_anchor_blocked,direction_defer|partner_unresolved|project_unresolved,project_anchor_recovery_screen,contract row cannot migrate until project anchor is resolved
54f1837aebcf4ae78dd6eac7468a3f3b,57bd7e81163b4800ad47fbe092c8d58f,和兴中心库消防泵房、地磅房、综合楼、厕所、烘干房及机械罩棚、仓间罩棚、1-2#平房仓工程,partner_anchor_blocked,direction_defer|partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
555ea06a8ba843a19069375f0e27bebb,b46d0ef2c882487aae2e2858aed634e2,补录老项目合同,discard_deleted_source,deleted_flag|direction_defer|partner_unresolved,discard_deleted_source,deleted legacy source row; do not migrate unless business reversal evidence appears
55d4383159c84ab49774cb650575d6fb,3f40674fb14b4bcd9225f37b21e5c2d3,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段,partner_anchor_blocked,direction_defer|partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
57e5161c923143ba9821dda76da2f744,9f9532c518f646cc8f518111de5c4505,喀什某单位锅炉房锅炉扩容改造项目,partner_anchor_blocked,partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
5830659256074a2bbcec37670ab99632,cce3135c7a5347cd9733a853b942a3fc,C4-3-1、C4-3-2 等 3 宗地块整治工程水泥稳定碎石层铺筑,partner_anchor_blocked,partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
58f799aef94442518ebf1399abe1a9fc,837f285f234d42b6b60e717ea8e7390b,乔庄镇茶树村排水沟整治,partner_anchor_blocked,direction_defer|partner_unresolved,partner_anchor_recovery_screen,contract row cannot migrate until counterparty anchor is resolved
59446b2d36074ba1969bfce82c23ad64,4e52867932cc43d898c3d50c37fa2cdf,果园村至麦岔道路硬化,project_anchor_blocked,direction_defer|partner_unresolved|project_unresolved,project_anchor_recovery_screen,contract row cannot migrate until project anchor is resolved
