legacy_contract_id,legacy_project_id,project_id,project_name,partner_id,partner_name,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text,tax_id_policy,name_policy,state_policy,dry_run_status,dry_run_blockers
4b019aa6b2b54579968e2530cf653062,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,铸造厂清理热处理区域能源管道涂刷整治项目,out,DYS2025-171,WBHTGL-20251013-001,17603367083200000,2,0,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4b01d61c23a346c283f37cfe285b35b4,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",3663,中国第二重型机械集团德阳万航模锻有限责任公司,模锻厂-M2T切边机电气安全隐患整改,out,DYS2025-100,WBHTGL-20250704-004,17516093411070000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4b1494006d45439ab88f3088cef7958c,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,齿轮、重机厂电子显示屏升级改造项目,out,DYS2023-159,WBHTGL-20231102-001,16989139235210000,2,0,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4bd719d2c5fd4cdc99cc15704692694a,b7f07bc4b72c4cd29b5d1b445b499386,2661,"{""en_US"": ""工程学院零星项目""}",3935,四川工程职业技术学院,酒店东侧倾斜围墙修复项目,out,DYS2020-07-15,WBHTGL-20200723-002,1000000229,2,,四川工程职业技术学院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4bf13c1d64094ce9aa6870adb84302b8,369f099d737d448aa55cd8f191da953b,2279,"{""en_US"": ""铜梁区二坪镇严家村二、三、五组公路工程""}",4976,重庆市铜梁区二坪镇人民政府,铜梁区二坪镇严家村公路工程,out,CQS2020-13,WBHTGL-20200519-001,1000000193,2,,重庆市铜梁区二坪镇人民政府,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4c15e2477faf4ec48e71e0125873a148,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,室外建筑物固定式爬梯安全整治合同,out,DYS2024-79,WBHTGL-20240513-002,17155714665980000,2,0,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4c2c9b0c55344bedb2c216ed32950a8e,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,"{""en_US"": ""向东工程""}",5871,德阳市供水安装工程队,金沙江路686号四川英杰电气股份有限公司分户工程,out,DYS2024-182,WBHTGL-20240923-032,17270605423570000,2,0,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4c49511159c84b38860aac91c8fd4564,37a2903cc4f94a9194faedfa2148bb0e,2282,"{""en_US"": ""苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目""}",5914,苍溪县兴苍建设有限公司,苍溪县、龙山镇金虎村等12个村和龙山镇水垭村等12个村城乡建设用地增减挂钩试点项目,out,GYS2021-23,WBHTGL-20210408-005,1000000400,2,,苍溪县兴苍建设有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4c4b6bcb0aa84b929f22909d9b0870be,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",3663,中国第二重型机械集团德阳万航模锻有限责任公司,万航模锻504#、505#配电室安全整改,out,DYS2023-83,WBHTGL-20230712-001,1000000970,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4c6e8fc381a047b49df3531bbefdbc65,b7f07bc4b72c4cd29b5d1b445b499386,2661,"{""en_US"": ""工程学院零星项目""}",3935,四川工程职业技术学院,实习工厂四合院周边人行道改造,out,DYS2023-72,WBHTGL-20230706-001,1000000959,2,0,四川工程职业技术学院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4cbe315cd45d4594bb982b3599317069,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,"{""en_US"": ""向东工程""}",5871,德阳市供水安装工程队,文泰尚城后门门卫分户工程,out,DYS2022-16-58,WBHTGL-20220726-035,1000000732,2,,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4cc6d469bb374ac8b8cc2f8b66f63165,4e69feaf5c854b54a44de07e4e94300c,2359,"{""en_US"": ""中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包13 南充""}",117,中国移动通信集团四川有限公司南充分公司,中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包13 南充,out,NCS2025-159,WBHTGL-20250924-001,17586760418880000,2,0,中国移动通信集团四川有限公司南充分公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4cc8c31c19754d8e805f5e8c125c063a,5ce3a10946434bf3bb1a79351d5de269,2407,"{""en_US"": ""广东西部沿海高速公路珠海段斗门收费站建设工程房建工程""}",5807,保利长大工程有限公司,广东西部沿海高速公路珠海段斗门收费站建设工程房建工程,out,ZHS2021-77,WBHTGL-20210916-001,1000000505,2,,保利长大工程有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4cdc2f64f67c44c0bf3a9dd8e0d1b1a3,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,易静工程（德阳二重工程项目）,out,DYS2020-06-13,WBHTGL-20200521-003,1000000196,2,,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4d68ad3881054ded9a29a8aa02f415ab,39b007f2fcac4bcabaed31c907846e8b,2292,"{""en_US"": ""德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段""}",5806,伟宸建设集团有限公司,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,out,DYS2021-117,WBHTGL-20211229-002,1000000575,2,,伟宸建设集团有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4d8d28b58a934e849c64356983c47b0a,b7f07bc4b72c4cd29b5d1b445b499386,2661,"{""en_US"": ""工程学院零星项目""}",3935,四川工程职业技术学院,工程中心东面环境清理项目,out,DYS2023-03-07,WBHTGL-20230315-003,1000000895,2,,四川工程职业技术学院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4dc5858802b248cda342bbd801973c1c,fbbe809ac1994bf9a245f59229553730,2853,"{""en_US"": ""四川建筑职业技术学院成都校区迁建工程（二期）室内外消防工程""}",5830,四川建筑职业技术学院,结算审核报告,out,DYS2022-80-1,WBHTGL-20241024-002,17297352637370000,2,0,四川建筑职业技术学院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4e451bb1e7ee44e6b380f0a936b1ecb2,b3f527d6f80c45498a54241c44fee03b,2651,"{""en_US"": ""罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书""}",5846,四川纹江致远建筑开发工程有限公司,罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书,out,DYS2021-74,WBHTGL-20210827-002,1000000500,2,,四川纹江致远建筑开发工程有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4e7ead75b9af456c84c41e3eb4cd25c6,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,重机厂36米跨机床围栏整治项目,out,DYS2024-42,WBHTGL-20240223-002,17086500873450000,2,0,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4e8257e59afe4eee99d9658743f3f399,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",3663,中国第二重型机械集团德阳万航模锻有限责任公司,采购部-D307洽谈室装修,out,DYS2024-217,WBHTGL-20241008-001,17283500311220000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4ed02f0d07c64f2d859097031ca7b172,81f1c11cde6e4db0bc782b1aaf07f75d,2507,"{""en_US"": ""德阳市供水安装工程队非招标项目施工劳务分包备选合同""}",5871,德阳市供水安装工程队,德阳市供水安装工程队非招标项目施工劳务分包备选合同,out,DYS2020-23,WBHTGL-20200324-001,1000000152,2,,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4ed269af1cdd4da1b4acbd747c13ecaf,7fd8ea3e59b7430fa97844b5fde512e4,2499,"{""en_US"": ""西昌市西部城区A2-04地块房地产开发项目项目消防、智能化、暖通预留预埋部分安装专业分包""}",4514,成都建工第一建筑工程有限公司,西部城区A2-04地块房地产开发项目,out,XCS2025-10,WBHTGL-20250120-002,17373594055920000,2,0,成都建工第一建筑工程有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4f0e4e5c501a40f78fc13d715c1999ae,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,"{""en_US"": ""向东工程""}",5871,德阳市供水安装工程队,融发雅居移表工程,out,DYS2022-16-49,WBHTGL-20220726-027,1000000724,2,,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4f7a42dbbdcf418bbad87fe46f871d8f,d9c6cbd20d9f41cc876ad845341304d7,2748,"{""en_US"": ""重庆轨道交通15号线一期土建工程果塘路站二期给水管线迁改工程""}",3731,中铁二局集团有限公司,重庆轨道交通15号线一期土建工程果塘路站二期给水管线迁改工程,out,CQS2023-71,WBHTGL-20230705-001,1000000958,2,0,中铁二局集团有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4fb679fc152a439c9ff8bd775d3f6c30,1abe1430e27d4765b61cf3ae4b341c24,2192,"{""en_US"": ""凯州新城城乡一体化项目配套建设工程钢结构工程专业分包（第二次）""}",4475,德阳蓉北建设工程有限公司,凯州新城城乡一体化项目配套建设工程钢结构工程专业分包（第二次）,out,DYS2023-15,WBHTGL-20230327-005,1000000906,2,0,德阳蓉北建设工程有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4fda001f8d8642029d888c520334a538,1ce3b31d6d8544479618158ea59ed160,2198,"{""en_US"": ""中国移动四川分公司成都片区2018-2020年渠道零星维修项目（标包1）""}",3656,中国移动通信集团四川有限公司成都分公司,中国移动四川分公司成都片区2018-2020年渠道零星维修项目,out,CDS2019-27,WBHTGL-20200311-006,1000000115,2,,中国移动通信集团四川有限公司成都分公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
4ffa98e91b5f4bfda11ee5d8faa08d96,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,"{""en_US"": ""向东工程""}",5871,德阳市供水安装工程队,国家发电设备机械零部件检测中心施工用水工程,out,DYS2022-16-38,WBHTGL-20220726-016,1000000713,2,,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
5026c6f08b954f04b8aca6abb0ade00c,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,"{""en_US"": ""向东工程""}",5871,德阳市供水安装工程队,翠竹苑B6栋1-2、2-2号、陈银3-2、4-2号分户工程,out,DYS2022-16-27,WBHTGL-20220726-005,1000000702,2,,德阳市供水安装工程队,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
5028339de3e842e1a86a2832ecf7ef92,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",3663,中国第二重型机械集团德阳万航模锻有限责任公司,热处理厂4跨、5 跨、6跨照明改造,out,DYS2024-131,WBHTGL-20240819-001,17240289273900000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
503fe079b2a0457c990c945bba8b4dc2,b79f8cb44d6045c1869f6bb575b5e77e,2659,"{""en_US"": ""绵阳市安州区人民检察院智慧检察系统Ⅴ期办案工作区土建项目""}",4761,绵阳市安州区人民检察院,绵阳市安州区人民检察院智慧检察系统V期办案工作区土建项目,out,MYS2024-261,WBHTGL-20241226-001,17351775486940000,2,0,绵阳市安州区人民检察院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
506984fd7edf4a41bdb2a735ba949891,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",3664,中国第二重型机械集团德阳万路运业有限公司,砖库粉刷乳胶漆等项目,out,DYS2025-218,WBHTGL-20251203-001,17647289854370000,2,0,中国第二重型机械集团德阳万路运业有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
506bf5bb173447bdb440c6eee9e75b6a,b7f07bc4b72c4cd29b5d1b445b499386,2661,"{""en_US"": ""工程学院零星项目""}",3935,四川工程职业技术学院,2021年雨季应急抢险项目,out,DYS2021-13-20,WBHTGL-20210929-003,1000000517,2,,四川工程职业技术学院,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
507bf22ca5554abbaf9d57ec3be96825,6b4e37cd90a94055a69de211efdab846,2444,"{""en_US"": ""易静工程（德阳二重工程项目）""}",5803,二重（德阳）重型装备有限公司,供水泵房安全整改工程,out,DYS2023-157,WBHTGL-20231030-002,16986559401510000,2,0,二重（德阳）重型装备有限公司,defer_to_separate_readonly_precheck,use_model_sequence_only_after_write_authorization,create_as_draft_do_not_replay_legacy_workflow,READY_FOR_READONLY_PRECHECK,
