source_table,legacy_record_id,project_name,other_system_id,company_id,fact_family,amount_total
T_FK_Supplier,03551c66dcb64538bfd93a7e2a9c651a,四川世旺鑫润商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:af1d4b6f50504cfd9c6b0b13065fecff,,payment,13.5
T_FK_Supplier,035cb1711e044f958deff49c3d641543,德阳经开区铭杨建材经营部,SCBS:BASE_SYSTEM_PROJECT:9d7276ef170d4b6f88f33c04fad1c1ce,,payment,80000
T_FK_Supplier,0387102ed5d94fb2912a4e03e456c912,四川世旺鑫润商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:af1d4b6f50504cfd9c6b0b13065fecff,,payment,30
T_FK_Supplier,040413d65632428ea3a9ea8a1047fae0,德阳泰诚硕商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:95f1fe93331842488d5469ad771a1543,,payment,46030
T_FK_Supplier,044499fd87bf4b59876f2d187559d55c,德阳泰诚硕商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:95f1fe93331842488d5469ad771a1543,,payment,1447949.5
T_FK_Supplier,044b31d9fc32470297b00def56665ad9,四川鑫垚建筑劳务有限公司,SCBS:BASE_SYSTEM_PROJECT:b8bc05aace5149f2af36878e9c030f4c,,payment,11600
T_FK_Supplier,045148ef80164b629e229e87a8c8ea6d,德阳泰诚硕商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:95f1fe93331842488d5469ad771a1543,,payment,9
T_FK_Supplier,047b9a567f5a438b91b53de7a565ebd5,四川迈投建筑工程有限公司,SCBS:BASE_SYSTEM_PROJECT:547603a871bd42c5b19681683626a314,,payment,9
T_FK_Supplier,048e60167dd84a609db1d1419a700015,德阳市区永沁建材经营部,SCBS:BASE_SYSTEM_PROJECT:6a17ac64b1ac4b619e39abbff3effd4b,,payment,15
T_FK_Supplier,04a1a13c8b1c41df9d26b6d0b93ad6f9,四川迈投建筑工程有限公司,SCBS:BASE_SYSTEM_PROJECT:547603a871bd42c5b19681683626a314,,payment,106799
T_FK_Supplier,04b70596b1854fcebb02ad3443c44402,四川世旺鑫润商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:af1d4b6f50504cfd9c6b0b13065fecff,,payment,-200000
T_FK_Supplier,05265223bdb64e06b7aff891c2f0a9c9,四川世旺鑫润商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:af1d4b6f50504cfd9c6b0b13065fecff,,payment,663431.71
T_FK_Supplier,05321a0254054ead9bd05dd4095cbab5,四川世旺鑫润商贸有限公司,SCBS:BASE_SYSTEM_PROJECT:af1d4b6f50504cfd9c6b0b13065fecff,,payment,9
T_FK_Supplier,0534573ae37042489fc529de30200f51,四川宏川建筑劳务有限公司,SCBS:BASE_SYSTEM_PROJECT:8e63129abde54614ae66ef7df8f91046,,payment,50000
T_FK_Supplier,055dfff62f3e47fc9a4a01fb9dba68fd,四川鑫垚建筑劳务有限公司,SCBS:BASE_SYSTEM_PROJECT:b8bc05aace5149f2af36878e9c030f4c,,payment,24600
T_FK_Supplier,055ee85945cb462fb7868c9fb005f9fc,四川鑫垚建筑劳务有限公司,SCBS:BASE_SYSTEM_PROJECT:b8bc05aace5149f2af36878e9c030f4c,,payment,30
