model,id,legacy_material_id,name,code
sc.material.catalog,6840721,3f1db50ddd7f40f89aeb1d477c1d5117,SBS改性沥青混凝土,SCBS-3f1db50ddd7f40f89aeb1d47
sc.material.catalog,6840722,4951dc83d39448bc889c72778f98757c,碎石,SCBS-4951dc83d39448bc889c7277
sc.material.catalog,6840723,311efe8a29684cf09f76ad87a48f6e87,RPF格栅盖板,SCBS-311efe8a29684cf09f76ad87
sc.material.catalog,6840724,316c2b1eb6a1464a9495c1546aca9640,干混抹灰砂浆,SCBS-316c2b1eb6a1464a9495c154
sc.material.catalog,6840725,0d84fe22cdfb4701974263bc0e5a7c58,硅酸盐水泥,SCBS-0d84fe22cdfb4701974263bc
sc.material.catalog,6840726,6c2044e8f159487e927b1a26ed069afa,块石,SCBS-6c2044e8f159487e927b1a26
sc.material.catalog,6840727,6d988117d2814453be1c61e5472ca076,京式护栏,SCBS-6d988117d2814453be1c61e5
sc.material.catalog,6840728,e1df2b9fe13642e997f5446f5c8cf72c,钢筋HRB400E,SCBS-e1df2b9fe13642e997f5446f
sc.material.catalog,6840729,d11f5feb164d4ca79c91d51daadd4534,盘螺HRB400E,SCBS-d11f5feb164d4ca79c91d51d
sc.material.catalog,6840730,c1db75831a4d4b2b9856fc57a80b53f3,花岗石芝麻黑马蹄石,SCBS-c1db75831a4d4b2b9856fc57
sc.material.catalog,6840731,0621825e114149dfad13b39d6015f4fd,砂石,SCBS-0621825e114149dfad13b39d
sc.material.catalog,6840732,f40f89a339c243f88c1bd24511dbe91a,非固化橡胶沥青防水涂料,SCBS-f40f89a339c243f88c1bd245
sc.material.catalog,6840733,24446409da884e1fb465fcc3972b491c,仿芝麻灰烧面石英砖,SCBS-24446409da884e1fb465fcc3
sc.material.catalog,6840734,277c57c920d54eab9456b52fbbe2e789,湿铺高分子膜基防水卷材(E类),SCBS-277c57c920d54eab9456b52f
sc.material.catalog,6840735,dd65864df5604e0986f98545ad195d4d,螺纹钢HRB400E,SCBS-dd65864df5604e0986f98545
sc.material.catalog,6840736,9666e677bd6b478a9334669deb47587c,CGP强粘高分子防水涂料,SCBS-9666e677bd6b478a9334669d
sc.material.catalog,6840737,770d50b61cf34ab99d15b36c359bc823,胶合板,SCBS-770d50b61cf34ab99d15b36c
sc.material.catalog,6840738,59fc15cf7b5443b29319f55295629d99,仿花岗岩芝麻灰PC砖,SCBS-59fc15cf7b5443b29319f552
sc.material.catalog,6840739,fbf950835adf47e983ed505547145938,螺纹钢HRB400E,SCBS-fbf950835adf47e983ed5055
sc.material.catalog,6840740,20fb4003eeb644e69656a5324301a1a6,陶瓷承重砖,SCBS-20fb4003eeb644e69656a532
sc.material.catalog,6840741,ee235e87ffc14e668267426257412e70,水泥基渗透结晶型防水涂料,SCBS-ee235e87ffc14e6682674262
sc.material.catalog,6840742,01b4377510734bc989b7530ac4f9345f,矿渣硅酸盐水泥,SCBS-01b4377510734bc989b7530a
sc.material.catalog,6840743,9d675faf37dc4a8291d267712ca790b6,HDPE缠绕结构壁B型管,SCBS-9d675faf37dc4a8291d26771
sc.material.catalog,6840744,71aedd4b9d3144d9bac7dbbf282771a8,HDPE钢带增强聚乙烯螺旋波纹管,SCBS-71aedd4b9d3144d9bac7dbbf
sc.material.catalog,6840745,52ca5d74142045ca8a4259b5d3e2b6e9,商品混凝土,SCBS-52ca5d74142045ca8a4259b5
sc.material.catalog,6840746,6e6b088e97e94b57acf5091e4e4bdbde,混凝土,SCBS-6e6b088e97e94b57acf5091e
sc.material.catalog,6840747,826312f1c5964a8dae8c2742b022a721,芝麻灰花岗石路沿石,SCBS-826312f1c5964a8dae8c2742
sc.material.catalog,6840748,1ffa67b8816144e0840d62d7d832841a,仿花岗岩芝麻白pc嵌边石,SCBS-1ffa67b8816144e0840d62d7
sc.material.catalog,6840749,0ad4f18f3c3e42409212ca48a55b9b8d,蒸压加气混凝土砌块,SCBS-0ad4f18f3c3e42409212ca48
sc.material.catalog,6840750,be2d0e7849314ec6b4846da03299a18a,细石商品砼,SCBS-be2d0e7849314ec6b4846da0
sc.material.catalog,6840751,06e5b6763a17430f81a633fc21b4cb79,JS-II 型聚合物水泥防水涂料,SCBS-06e5b6763a17430f81a633fc
sc.material.catalog,6840752,1f07b44f009c41048b333a65e5b185dc,镀锌矩管,SCBS-1f07b44f009c41048b333a65
sc.material.catalog,6840753,b73f7cbe640e42a18a132f028b9ece1a,花岗石浮雕,SCBS-b73f7cbe640e42a18a132f02
sc.material.catalog,6840754,6de42a529cbe4952b89bf848bf7468b2,热轧带肋钢筋,SCBS-6de42a529cbe4952b89bf848
sc.material.catalog,6840755,d38371002a9e4be4b8c913959037196a,HDPE缠绕结构壁B型管,SCBS-d38371002a9e4be4b8c91395
sc.material.catalog,6840756,9510291e770d494eb93501a70fd051d2,水泥,SCBS-9510291e770d494eb93501a7
sc.material.catalog,6840757,18478a44a5434714a777c840ecee0d38,商品混泥土,SCBS-18478a44a5434714a777c840
sc.material.catalog,6840758,7dd97ce4ed104a91a80b2953332fb6b3,砂石,SCBS-7dd97ce4ed104a91a80b2953
sc.material.catalog,6840759,724258d6130545dd95f38d41c9760a98,商品混凝土,SCBS-724258d6130545dd95f38d41
sc.material.catalog,6840760,b31ebce1facd4126aab2db0efc88ae40,护栏,SCBS-b31ebce1facd4126aab2db0e
sc.material.catalog,6840761,3365db161f494f10a45ab721589a8cd4,公交站台,SCBS-3365db161f494f10a45ab721
sc.material.catalog,6840762,b6f6d85993b840ecbfa0df62aee0d27a,聚苯板,SCBS-b6f6d85993b840ecbfa0df62
sc.material.catalog,6840763,7eef5a08234f4abab542667d4b450c0c,高分子膜基防水卷材(H类),SCBS-7eef5a08234f4abab542667d
sc.material.catalog,6840764,1ef7f79676d7468d8cabde7e8c43a2d8,螺纹钢HRB400E,SCBS-1ef7f79676d7468d8cabde7e
sc.material.catalog,6840765,0227c841ef3a4b2d96a66ed02300d2ab,楼梯栏杆,SCBS-0227c841ef3a4b2d96a66ed0
sc.material.catalog,6840766,89e5e9ca61c048deab85ca6c221786ca,有机肥,SCBS-89e5e9ca61c048deab85ca6c
sc.material.catalog,6840767,173f7f6f63b4469a9201ae9c887d8c7e,细粒式改性沥青混凝土,SCBS-173f7f6f63b4469a9201ae9c
sc.material.catalog,6840768,bd6417965b37455f8c47d899e72b3cc8,elastopave C,SCBS-bd6417965b37455f8c47d899
sc.material.catalog,6840769,59b0b2ac55de41109817e0d29311a466,胭脂红卵石,SCBS-59b0b2ac55de41109817e0d2
sc.material.catalog,6840770,937c052fdd214517a8cee99792ead85c,螺纹钢,SCBS-937c052fdd214517a8cee997
sc.material.catalog,6840771,6cb3d65001874e99b9ec4b4ee7bc6c26,铝材,SCBS-6cb3d65001874e99b9ec4b4e
sc.material.catalog,6840772,eecfecf41004451ba150248d071863f1,仿花岗岩芝麻白PC嵌边石,SCBS-eecfecf41004451ba150248d
sc.material.catalog,6840773,75cfdf270fe84e7c950bccf4862bf908,矿渣硅酸盐水泥,SCBS-75cfdf270fe84e7c950bccf4
sc.material.catalog,6840774,0c0ea1df8c3b4b559b91cc1e19dd0ed8,混凝土,SCBS-0c0ea1df8c3b4b559b91cc1e
sc.material.catalog,6840775,4927d17418b645b8827360523cee673e,方矩管,SCBS-4927d17418b645b882736052
sc.material.catalog,6840776,a3175602792b4b6684f7f48914da851b,电缆,SCBS-a3175602792b4b6684f7f489
sc.material.catalog,6840777,e16854e4e9f6421f9a234aa79ae0c4b4,商品混凝土,SCBS-e16854e4e9f6421f9a234aa7
sc.material.catalog,6840778,88ac2825bbdf4e6fa5ec9fe5ced0bb74,花岗石*芝麻灰嵌边石,SCBS-88ac2825bbdf4e6fa5ec9fe5
sc.material.catalog,6840779,f4a177e0378f414dbd49845c4e8222a4,花岗石,SCBS-f4a177e0378f414dbd49845c
sc.material.catalog,6840780,60aa67153b6f482c9f544f0ab4592838,镀锌管,SCBS-60aa67153b6f482c9f544f0a
sc.material.catalog,6840781,9cd7183670a043ce92fe77ac95975448,干混地面砂浆,SCBS-9cd7183670a043ce92fe77ac
sc.material.catalog,6840782,401221541961436a9fc80a9c15caaea0,商品混凝土,SCBS-401221541961436a9fc80a9c
sc.material.catalog,6840783,3efabd3b2eb44313bb06cc1204328294,细粒式改性沥青砼,SCBS-3efabd3b2eb44313bb06cc12
sc.material.catalog,6840784,00aab41dde984057b2bd7374b4be1c96,格宾石笼网箱,SCBS-00aab41dde984057b2bd7374
sc.material.catalog,6840785,7d7605aaee8f426f866cb74cd31fe2b0,混凝土,SCBS-7d7605aaee8f426f866cb74c
sc.material.catalog,6840786,11f2760f16b248a3a37a81f48aa041f0,螺纹钢,SCBS-11f2760f16b248a3a37a81f4
sc.material.catalog,6840787,dbc65a0522804be5844bc647188e472b,水泥,SCBS-dbc65a0522804be5844bc647
sc.material.catalog,6840788,199a5f0ff9ad4835b44c83bc01a73181,HDPE缠绕结构壁B型管,SCBS-199a5f0ff9ad4835b44c83bc
sc.material.catalog,6840789,e00a377d93e5441590f04b06dbe1d1f3,沥青,SCBS-e00a377d93e5441590f04b06
sc.material.catalog,6840790,097aa027b8df4a0ca86bfed87025467e,双高筋增强聚乙烯HDPE缠绕管,SCBS-097aa027b8df4a0ca86bfed8
sc.material.catalog,6840791,882cb0dba66d410fb647e7fd2ab8a5ef,干混抹灰砂浆,SCBS-882cb0dba66d410fb647e7fd
sc.material.catalog,6840792,a66b45805299481e9be256b1e922e714,螺纹钢,SCBS-a66b45805299481e9be256b1
sc.material.catalog,6840793,0176224eabc4420b8d69c641aa0aeca1,混凝土,SCBS-0176224eabc4420b8d69c641
sc.material.catalog,6840794,96d46e3fb9a549b5bbc44230acee33a2,仿花岗岩芝麻灰PC砖,SCBS-96d46e3fb9a549b5bbc44230
sc.material.catalog,6840795,79e292945fe24bb3b9184c62582471f5,HDPE缠绕结构壁B型管,SCBS-79e292945fe24bb3b9184c62
sc.material.catalog,6840796,c0405ab3352b4a478396062c4ea58602,乳化沥青,SCBS-c0405ab3352b4a478396062c
sc.material.catalog,6840797,b0878089dcd34294af97feab21ee10e8,双高筋增强聚乙烯HDPE缠绕管,SCBS-b0878089dcd34294af97feab
sc.material.catalog,6840798,f9938571619249ca96c7ae322ee92863,HDPE钢带增强管,SCBS-f9938571619249ca96c7ae32
sc.material.catalog,6840799,8b0b477752044b4cb16e223032ac55f8,镀锌圆管,SCBS-8b0b477752044b4cb16e2230
sc.material.catalog,6840800,fabd74dd36e6430dae20cb0c671668f9,干混地面砂浆,SCBS-fabd74dd36e6430dae20cb0c
sc.material.catalog,6840801,d37ce450dc2f4942a1326da758d1dd94,花岗石*芝麻灰路缘石,SCBS-d37ce450dc2f4942a1326da7
sc.material.catalog,6840802,c47c364f5fad4309899702abd2a3b671,全自动升降柱,SCBS-c47c364f5fad4309899702ab
sc.material.catalog,6840803,3a4e637ea43948fe9038014bcc65aca3,不锈钢井盖,SCBS-3a4e637ea43948fe9038014b
sc.material.catalog,6840804,159361f63df0402595269094e03bb819,花岗石石材,SCBS-159361f63df0402595269094
sc.material.catalog,6840805,f134aa3b307241e4b1b5a38b2fa5c255,丙烯酸高弹防水涂 料(屋面专用)HCA122- P-20，，JG/T375,SCBS-f134aa3b307241e4b1b5a38b
sc.material.catalog,6840806,e2ead6f4607c4cb7bf8fe8a37f75c889,LED显示屏,SCBS-e2ead6f4607c4cb7bf8fe8a3
sc.material.catalog,6840807,e4e5b1bf1aac440db207c276b1ec2043,室内小间距显示屏,SCBS-e4e5b1bf1aac440db207c276
sc.material.catalog,6840808,2f2cebf5ab2c4d82a06248d3307ce410,机砂,SCBS-2f2cebf5ab2c4d82a06248d3
sc.material.catalog,6840809,79dddf6d557848a78bf6612df3289789,热轧带肋钢筋,SCBS-79dddf6d557848a78bf6612d
sc.material.catalog,6840810,d1be6fd2a6c447d7bad61fae1a7ac3a2,钢带缠绕管,SCBS-d1be6fd2a6c447d7bad61fae
sc.material.catalog,6840811,34301,道路护栏,SCBS-34301
sc.material.catalog,6840812,0b2ce8dada284caba3e41f437c535b38,景观灯,SCBS-0b2ce8dada284caba3e41f43
sc.material.catalog,6840813,2ff4b700260948118bc88de7bd19307d,盘螺HRB400E,SCBS-2ff4b700260948118bc88de7
sc.material.catalog,6840814,56927b2cb1e24e22be93fbceeec418ca,蒸压加气混泥土砌块,SCBS-56927b2cb1e24e22be93fbce
sc.material.catalog,6840815,5879e4fa572f4e42aae39e8f7b869592,CGP强粘蠕变型高分子防水卷材,SCBS-5879e4fa572f4e42aae39e8f
sc.material.catalog,6840816,85744c0a5bcb40fbbfc208f7c6000014,螺纹钢HRB400E,SCBS-85744c0a5bcb40fbbfc208f7
sc.material.catalog,6840817,60025b4215b8459aadea560591e7ecc4,京式护栏,SCBS-60025b4215b8459aadea5605
sc.material.catalog,6840818,c54a563a55864fb5829e1e9b353f6848,微生物肥料,SCBS-c54a563a55864fb5829e1e9b
sc.material.catalog,6840819,66113d08ac1d44f8bec1a30799edf85b,沥青,SCBS-66113d08ac1d44f8bec1a307
sc.material.catalog,6840820,b09144f61dcf4991ac2e9d2e613ce239,elastopave C,SCBS-b09144f61dcf4991ac2e9d2e
sc.material.catalog,6840821,874243de208941f08ed2289f6a67b75c,水泥,SCBS-874243de208941f08ed2289f
sc.material.catalog,6840822,9c9343ddc8ac47bc9a41c5a8ea43e84c,地面砂浆,SCBS-9c9343ddc8ac47bc9a41c5a8
sc.material.catalog,6840823,677a7264a48c4cf195087427d90148e1,非焦油聚氨酯防水涂料,SCBS-677a7264a48c4cf195087427
sc.material.catalog,6840824,1f2adbed9716416aa7d40cf93481bca6,热镀锌矩管,SCBS-1f2adbed9716416aa7d40cf9
sc.material.catalog,6840825,44b312e455c5482dae9f4b27ee68a974,塑料浮筒（含配件）,SCBS-44b312e455c5482dae9f4b27
sc.material.catalog,6840826,3960617169d740688c2b39ecac25e365,切片椅,SCBS-3960617169d740688c2b39ec
sc.material.catalog,6840827,b01ded33e05f4a49911998f3f408bd84,切片椅,SCBS-b01ded33e05f4a49911998f3
sc.material.catalog,6840828,b5315d629782445f80e0da8e8b695931,JS-1型聚合物水泥 防水涂料,SCBS-b5315d629782445f80e0da8e
sc.material.catalog,6840829,07c6f4c45bf34898ab28c3b1e8109d09,商品混凝土,SCBS-07c6f4c45bf34898ab28c3b1
sc.material.catalog,6840830,06344964d61344d6930445ed390feb33,镀锌管,SCBS-06344964d61344d6930445ed
sc.material.catalog,6840831,7f2753afe1fe4bc2af8169690e2ff8f9,反射涂料,SCBS-7f2753afe1fe4bc2af816969
sc.material.catalog,6840832,bbaa3b7e9a704f11842d8c2cd9e5422e,自粘卷 材-自粘PY类 -SAM930PYIIPE3 10,SCBS-bbaa3b7e9a704f11842d8c2c
sc.material.catalog,6840833,159b62d1190c4e3499f8e0999b9a01e1,LED黑板灯,SCBS-159b62d1190c4e3499f8e099
sc.material.catalog,6840834,10496efddb714a58bbdf8fc28f2e8a56,电表箱,SCBS-10496efddb714a58bbdf8fc2
sc.material.catalog,6840835,bb6adf29468f48118c7d17cf105c0e4a,干混抹灰砂浆,SCBS-bb6adf29468f48118c7d17cf
sc.material.catalog,6840836,f080ce14610c484a9644ba357d046841,N-HAP热浸塑钢管,SCBS-f080ce14610c484a9644ba35
sc.material.catalog,6840837,5ec0c3c6621a4857aa3651c28a0dc576,水泥,SCBS-5ec0c3c6621a4857aa3651c2
sc.material.catalog,6840838,c89d2ff88f51445aa5be8b51af5a7cc4,II级国标钢筋砼平口管,SCBS-c89d2ff88f51445aa5be8b51
sc.material.catalog,6840839,4ae9a8b1346a4d1198872d0f85ee860c,锈石,SCBS-4ae9a8b1346a4d1198872d0f
sc.material.catalog,6840840,731cd342c35446bb9d24f48e2a970cc6,热轧光圆钢筋棒材（HPB3000,SCBS-731cd342c35446bb9d24f48e
sc.material.catalog,6840841,6026b4a6d95247e59cfe015feaf6f58e,热轧带肋钢筋,SCBS-6026b4a6d95247e59cfe015f
sc.material.catalog,6840842,e365cdf0cdc14741afa5160e259fef6f,人工草坪,SCBS-e365cdf0cdc14741afa5160e
sc.material.catalog,6840843,9ab52dcacac1417ea1a4e336c0256ccd,热镀锌角钢,SCBS-9ab52dcacac1417ea1a4e336
sc.material.catalog,6840844,ca0d508cfb964af1b97bf4798191842f,电缆,SCBS-ca0d508cfb964af1b97bf479
sc.material.catalog,6840845,d540b9ba1ddc4da5bb21a1f769b9293c,II级国标钢筋砼平口管,SCBS-d540b9ba1ddc4da5bb21a1f7
sc.material.catalog,6840846,ed514c808d824b439bccfeaec140cf0b,智慧平板,SCBS-ed514c808d824b439bccfeae
sc.material.catalog,6840847,64e5d943e585445b86087a92dbcc2ec3,切片椅,SCBS-64e5d943e585445b86087a92
sc.material.catalog,6840848,38f4df67a83246c8845f9bf44b906979,N-HAP热浸塑钢管,SCBS-38f4df67a83246c8845f9bf4
sc.material.catalog,6840849,180800e431fe4e8caf9ade5cd2b9ab61,路沿石,SCBS-180800e431fe4e8caf9ade5c
sc.material.catalog,6840850,976a54fe103b4860a906a2aee12c6164,盘螺HRB400E,SCBS-976a54fe103b4860a906a2ae
sc.material.catalog,6840851,1e7658b3fba24c03bfa7387629c0ab77,双壁波纹管,SCBS-1e7658b3fba24c03bfa73876
sc.material.catalog,6840852,e8da10b6c76748bd938bd91c3b996fda,自粘防水卷材,SCBS-e8da10b6c76748bd938bd91c
sc.material.catalog,6840853,5292977689f3427f828f8be2175690f5,镀锌角钢,SCBS-5292977689f3427f828f8be2
sc.material.catalog,6840854,47ebc535577647da940535ac317aec6a,CT花岗石透水砖,SCBS-47ebc535577647da940535ac
sc.material.catalog,6840855,4bb8377b947349249cbc6cff9a417066,螺纹钢,SCBS-4bb8377b947349249cbc6cff
sc.material.catalog,6840856,5dd3325877c94e01bde3c2bab22febd0,双高筋增强聚乙烯HDPE缠绕管,SCBS-5dd3325877c94e01bde3c2ba
sc.material.catalog,6840857,6e74b413c33c44a3a4c7ec9524cad536,泡沫混凝土块,SCBS-6e74b413c33c44a3a4c7ec95
sc.material.catalog,6840858,48ca046dc9a14392b11a2886f4cc6fd5,细石商品砼,SCBS-48ca046dc9a14392b11a2886
sc.material.catalog,6840859,ed92eac9df0143bdab874e3162fc6ea5,砂石碎石,SCBS-ed92eac9df0143bdab874e31
sc.material.catalog,6840860,c7991fc555d145f890f642957543007f,螺纹钢HRB400E,SCBS-c7991fc555d145f890f64295
sc.material.catalog,6840861,86192d790582411295f9c69609635f7a,螺纹钢,SCBS-86192d790582411295f9c696
sc.material.catalog,6840862,57b992e8f74e4e24ac69e1b7efd7e1f1,高分子聚乙烯丙纶防水卷材,SCBS-57b992e8f74e4e24ac69e1b7
sc.material.catalog,6840863,6fcd6d44f4954206a1f81e68b24cb5a2,花岗石,SCBS-6fcd6d44f4954206a1f81e68
sc.material.catalog,6840864,c7552f33700e4642ae64bda74bee4ab3,钢筋混泥土整体人孔板,SCBS-c7552f33700e4642ae64bda7
sc.material.catalog,6840865,3ff620e282b84f8a8d6b6241b9e57fb7,机非隔离栏杆,SCBS-3ff620e282b84f8a8d6b6241
sc.material.catalog,6840866,33751,瓷砖,SCBS-33751
sc.material.catalog,6840867,c6091f841042483ab4a89836c878e156,芝麻灰花岗岩平石,SCBS-c6091f841042483ab4a89836
sc.material.catalog,6840868,72fe1d9f00c04ea5ae317639799330ca,HDPE钢带增强聚乙烯螺旋波纹管,SCBS-72fe1d9f00c04ea5ae317639
sc.material.catalog,6840869,e8429c5b204f4639a127c0b8ae5631a8,钢筋混凝土承插管,SCBS-e8429c5b204f4639a127c0b8
sc.material.catalog,6840870,5cbfb03c45bb4983b86579494add4685,云杉板材,SCBS-5cbfb03c45bb4983b8657949
sc.material.catalog,6840871,830c3ee8642743cbb7d8980412a2787f,嵌边石,SCBS-830c3ee8642743cbb7d89804
