legacy_project_id,legacy_parent_id,name,short_name,project_environment,legacy_company_id,legacy_company_name,legacy_specialty_type_id,specialty_type_name,legacy_price_method,business_nature,detail_address,project_profile,project_area,legacy_is_shared_base,legacy_sort,legacy_attachment_ref,project_overview,legacy_project_nature,legacy_is_material_library,other_system_id,other_system_code
2838f6304aa84ca891cf8b55fafca171,10808,美林康城售楼部绿化改造,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,613,7557e2a7afa5408eb57bef5ab632163b,,,,109424,16982984833050000
2865a4a7b99940cfa2653c54b26edf99,17549003441250000,璧山区正兴镇龙家河河堤水毁修复工程,,,1,四川保盛建设集团有限公司,440001,水利工程,1,联营,,,,1,,6755e6ac802742b4078e70b21a640c31,,,,224479,17554790983280000
28b43ef4516445d8a54326b977288fba,17165338284400000,重庆市璧山区青杠街道山洪沟整治项目,,,570,保盛重庆分公司,440001,水利工程,1,联营,,,,0,,ef45351fe5ea7a61f8a73a4f847b8d0a,,,,164059,17165338343310000
290615a7138e49228ce83d02514c1372,10578,鸿图府项目第二期建筑安装工程,,正式项目,1,四川保盛建设集团有限公司,9920001,房建工程,1,联营,,,,0,386,eedc1e44abde4deb8e76263508ca3f93,,,,109616,16982985657420001
292584f7b81f40579ab90504983a05fc,10255,蓬溪县汽车城二期建设项目,蓬溪汽车城,正式项目,141,四川保盛建设集团有限公司,390001,房建,1,联营,蓬溪县上游工业园,,,0,108,8999f1d446c84398844fa24c488c66b3,,,,109850,16982986260530000
29c0549f98024dc0937823da66701bbc,10850,阿克陶县人民医院医技楼配电安装工程项目,,正式项目,1,四川保盛建设集团有限公司,390001,房建工程,0,联营,,,,0,655,a6d88e56011440d3b3a94218843d7ce8,,,,109390,16982984788210001
29cf2f89c2b94a19b4c8689f8199a2a3,16937975938740000,某部车库建设项目,,正式项目,1,四川保盛建设集团有限公司,400001,市政工程,0,联营,,,,0,,85fd96eb9c989e46764580d184e24987,,,,109369,16982984762740001
29dff975ab4b42b5bc941af2c04b7cec,10330,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（施工2）,,正式项目,141,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,169,3c922e8c03ec4b5fbefea13ce04add4b,,,,109785,16982986177570000
2a90203d1f0f420b841d1eca197f3a4d,17259358133630000,八角星坐标项目景观坡道优化调整工程劳务分包,,,1,四川保盛建设集团有限公司,450001,劳务工程,0,联营,,,,0,,f6d7b812a28bf0975cf02620aabc96ab,,,,179400,17259358289720000
2ac906a09ef840688c8e4045a351367f,10839,引入社会资金共同打造游泳高水平运动员后备人才培养项目,,正式项目,1,四川保盛建设集团有限公司,400001,市政工程,0,联营,,,,0,644,178fbaf595834fa6936790ab79b265d8,,,,109400,16982984800710001
