legacy_record_id,document_no,project_legacy_id,project_name,description,target_model,action,reason
309a8fcd9016492fae1cfd30ebf25364,JDRB-20220225-001,d20d236e08434e03963b0b496a223945,测试001,堡坎施工到350米,sc.construction.diary,skip_existing,
