map_id,material_key,legacy_material_id,material_name,spec_model,uom_text,company_id,company_name,mapping_state,coverage_state,amount_total,line_rows,header_rows,proposed_action,target_catalog_id,target_catalog_name,apply_status
930,b58de5ffbae048bd804732c68e72efff|无线手拉手会议主机|HD-1000|台,b58de5ffbae048bd804732c68e72efff,无线手拉手会议主机,HD-1000,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5357.0,1,1,create_catalog,6841438,无线手拉手会议主机,created_catalog
931,cc1ef501f4a54838a805c72df8fe1906|无线手拉手会议主机|HD-1000|台,cc1ef501f4a54838a805c72df8fe1906,无线手拉手会议主机,HD-1000,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5357.0,1,1,create_catalog,6841438,无线手拉手会议主机,linked_existing_by_business_key
932,4f455263d70f4a13a4323e588659add4|盘螺|Φ6-Φ12|,4f455263d70f4a13a4323e588659add4,盘螺,Φ6-Φ12,,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5350.0,1,1,create_catalog,6841439,盘螺,created_catalog
933,a88263c6168c4985b7e075afafa1e883|镀锌圆钢|12|支,a88263c6168c4985b7e075afafa1e883,镀锌圆钢,12,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5344.0,1,1,create_catalog,6841440,镀锌圆钢,created_catalog
934,68bb2e26a8834c89b238a534025147d5|混凝土|C35细石|立方米,68bb2e26a8834c89b238a534025147d5,混凝土,C35细石,立方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5340.0,1,1,create_catalog,6841441,混凝土,created_catalog
935,8a88eecb08794def95d1f3d611bb32ee|芝麻灰花岗石路沿石|900*150*150|米,8a88eecb08794def95d1f3d611bb32ee,芝麻灰花岗石路沿石,900*150*150,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5306.4,1,1,create_catalog,6841442,芝麻灰花岗石路沿石,created_catalog
936,f6f4377317d34f77969c3eacd5535380|电缆保护管|PE50|m,f6f4377317d34f77969c3eacd5535380,电缆保护管,PE50,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5262.26,3,3,create_catalog,6841443,电缆保护管,created_catalog
937,8eef6baf11894122980e69f4cabd4222|通体瓷砖|600*600|片,8eef6baf11894122980e69f4cabd4222,通体瓷砖,600*600,片,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5257.6,1,1,create_catalog,6841444,通体瓷砖,created_catalog
938,4d4b4a7a6ec049e788996bc829e3d2eb|高分子井盖井座|Φ700重型B125级|套,4d4b4a7a6ec049e788996bc829e3d2eb,高分子井盖井座,Φ700重型B125级,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5200.0,1,1,create_catalog,6841445,高分子井盖井座,created_catalog
939,f9d9d211d05a42c1b03ffda84c4a4f8a|水泥|M32.5|t,f9d9d211d05a42c1b03ffda84c4a4f8a,水泥,M32.5,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5180.0,1,1,create_catalog,6841446,水泥,created_catalog
940,d46cf0194cf94896bbbb7dbce92eff4a|防火门|钢质甲级转印防火门|㎡,d46cf0194cf94896bbbb7dbce92eff4a,防火门,钢质甲级转印防火门,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5143.0,1,1,create_catalog,6841447,防火门,created_catalog
941,75dca82247cf4ce6b8e6da107bb95ce6|热镀锌方矩管|30*30*2.0|吨,75dca82247cf4ce6b8e6da107bb95ce6,热镀锌方矩管,30*30*2.0,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5132.52,1,1,create_catalog,6841448,热镀锌方矩管,created_catalog
942,1d3aee6434434d38be99d7446d96b668|配电箱|CL-ALz|台,1d3aee6434434d38be99d7446d96b668,配电箱,CL-ALz,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5110.0,1,1,create_catalog,6841449,配电箱,created_catalog
943,025e57da22fe45f5855d09604162a202|HDPE钢带增强聚乙烯螺旋波纹管|DN1400SN>10|米,025e57da22fe45f5855d09604162a202,HDPE钢带增强聚乙烯螺旋波纹管,DN1400SN>10,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5105.0,1,1,create_catalog,6841450,HDPE钢带增强聚乙烯螺旋波纹管,created_catalog
944,acf7b7cd5f2b4b0dbedb84ccc9b1441e|青砂石|300*600*30|平方米,acf7b7cd5f2b4b0dbedb84ccc9b1441e,青砂石,300*600*30,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5103.0,1,1,create_catalog,6841451,青砂石,created_catalog
945,85e233f4c020422a98aaead8eb19eb8f|预制混凝土井筒|700|米,85e233f4c020422a98aaead8eb19eb8f,预制混凝土井筒,700,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5074.0,1,1,create_catalog,6841452,预制混凝土井筒,created_catalog
946,acbb48c9b14e40da829a60902fe7d6b1|雾炮机|30型|台,acbb48c9b14e40da829a60902fe7d6b1,雾炮机,30型,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5040.0,1,1,create_catalog,6841453,雾炮机,created_catalog
947,207effc1f9254ce88f0055afc5a01562|电线电缆|ZC-BV2.5*2.5|圈,207effc1f9254ce88f0055afc5a01562,电线电缆,ZC-BV2.5*2.5,圈,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5028.8,2,2,create_catalog,6841454,电线电缆,created_catalog
948,9ae98ed561d94a839f67a79434fb4da7|支架|10.5w-900mm-4000k|个,9ae98ed561d94a839f67a79434fb4da7,支架,10.5w-900mm-4000k,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,5000.0,1,1,create_catalog,6841455,支架,created_catalog
949,6de17ca43d344d1796dabbffae341005|隔壁间接待沙发|1位+3位|套,6de17ca43d344d1796dabbffae341005,隔壁间接待沙发,1位+3位,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4994.0,1,1,create_catalog,6841456,隔壁间接待沙发,created_catalog
950,0bfd2b90af4a487b9364315cf682eafb|PVC管材|25B|根,0bfd2b90af4a487b9364315cf682eafb,PVC管材,25B,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4992.0,1,1,create_catalog,6841457,PVC管材,created_catalog
951,8c97e0090ad04e9580a73fc2c46ea5d6|热镀锌管|140|吨,8c97e0090ad04e9580a73fc2c46ea5d6,热镀锌管,140,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4988.64,1,1,create_catalog,6841458,热镀锌管,created_catalog
952,e12ff1cd96e64cab9849b22ae6f4c149|闸阀|150|个,e12ff1cd96e64cab9849b22ae6f4c149,闸阀,150,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4980.0,1,1,create_catalog,6841459,闸阀,created_catalog
953,cefc6465fb5d4bea82c98aa1f6c78e85|厨房排烟|30*30|套,cefc6465fb5d4bea82c98aa1f6c78e85,厨房排烟,30*30,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4975.0,1,1,create_catalog,6841460,厨房排烟,created_catalog
954,37dc5142fdba43f5a77547f08bb47606|水表箱|800*300|套,37dc5142fdba43f5a77547f08bb47606,水表箱,800*300,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4960.0,1,1,create_catalog,6841461,水表箱,created_catalog
955,a9e2755f2df84e12b7978fe07eba2afb|热缩套|1600|个,a9e2755f2df84e12b7978fe07eba2afb,热缩套,1600,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4900.0,1,1,create_catalog,6841462,热缩套,created_catalog
956,a19409e24ef14b4c9ff01054b6235c48|钢筋HRB400E|Φ10|吨,a19409e24ef14b4c9ff01054b6235c48,钢筋HRB400E,Φ10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4874.3,1,1,create_catalog,6841463,钢筋HRB400E,created_catalog
957,0adb9027e1694dffbd7add6f819d2657|草坪灯|0.6m|套,0adb9027e1694dffbd7add6f819d2657,草坪灯,0.6m,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4815.0,1,1,create_catalog,6841464,草坪灯,created_catalog
958,9e2c54af2abd4ee1997fa9d9011153d2|HI-PPR给水管|25*3.5（3m）|米,9e2c54af2abd4ee1997fa9d9011153d2,HI-PPR给水管,25*3.5（3m）,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4800.0,1,1,create_catalog,6841465,HI-PPR给水管,created_catalog
959,0d7449e0dcd8483eae286d4d89c590da|主板|b560|块,0d7449e0dcd8483eae286d4d89c590da,主板,b560,块,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4800.0,1,1,create_catalog,6841466,主板,created_catalog
960,e3aeb312a63d415e9e236c932bf8a9b9|木纹漆||千克（公斤）,e3aeb312a63d415e9e236c932bf8a9b9,木纹漆,,千克（公斤）,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4800.0,1,1,create_catalog,6841467,木纹漆,created_catalog
961,31370|水泵|7.5KW|台,31370,水泵,7.5KW,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4800.0,1,1,create_catalog,6841468,水泵,created_catalog
962,f4360175a116403ab75b2c61d108a27f|茶水柜|2400转1700|组,f4360175a116403ab75b2c61d108a27f,茶水柜,2400转1700,组,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4795.0,1,1,create_catalog,6841469,茶水柜,created_catalog
963,b11a5b02bfa24fcfaff3bb6b54fe4cc0|茶水柜|1730转2.2米|组,b11a5b02bfa24fcfaff3bb6b54fe4cc0,茶水柜,1730转2.2米,组,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4795.0,1,1,create_catalog,6841470,茶水柜,created_catalog
964,b7c79f9a043f4e6c9f432c0d72444469|显示器||,b7c79f9a043f4e6c9f432c0d72444469,显示器,,,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4785.0,2,2,create_catalog,6841471,显示器,created_catalog
965,bdfb573670b5411da57db1c0ee445dba|支架|7w-600mm-3000k|个,bdfb573670b5411da57db1c0ee445dba,支架,7w-600mm-3000k,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4750.03,1,1,create_catalog,6841472,支架,created_catalog
966,cff6df26b2464e8b9535a5de7ef3397a|二级钢筋混凝土承插管|D400|米,cff6df26b2464e8b9535a5de7ef3397a,二级钢筋混凝土承插管,D400,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4750.0,1,1,create_catalog,6841473,二级钢筋混凝土承插管,created_catalog
967,58e4a14259f640fc8fbc6dc600349bf0|白色PVC轻型电工管材|20（4m）|米,58e4a14259f640fc8fbc6dc600349bf0,白色PVC轻型电工管材,20（4m）,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4750.0,1,1,create_catalog,6841474,白色PVC轻型电工管材,created_catalog
968,c1f9e18df5874cf6b77f8969936ce75c|床垫|1.5米|张,c1f9e18df5874cf6b77f8969936ce75c,床垫,1.5米,张,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4745.0,1,1,create_catalog,6841475,床垫,created_catalog
969,ccbb83b303da44709cad95c22be22b4a|花岗岩雨水篦子|600*400*30|块,ccbb83b303da44709cad95c22be22b4a,花岗岩雨水篦子,600*400*30,块,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4745.0,1,1,create_catalog,6841476,花岗岩雨水篦子,created_catalog
970,e5718d677b584e6a98ccaaddb6572558|通体瓷砖|600*600|片,e5718d677b584e6a98ccaaddb6572558,通体瓷砖,600*600,片,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4736.0,1,1,create_catalog,6841444,通体瓷砖,linked_existing_by_business_key
971,0e54331a9d8a49fba3579ea974e68b6e|水泥|32.5袋装|吨,0e54331a9d8a49fba3579ea974e68b6e,水泥,32.5袋装,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4725.0,1,1,create_catalog,6840756,水泥,linked_existing_by_business_key
972,1476511578a949b1ba3b88d21d5cd5f1|II级国标钢筋砼平口管|Φ600|m,1476511578a949b1ba3b88d21d5cd5f1,II级国标钢筋砼平口管,Φ600,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4723.04,1,1,create_catalog,6841477,II级国标钢筋砼平口管,created_catalog
973,4397c7be2ec049c0a65dca5d17602996|智能控制柜|18.5KW|台,4397c7be2ec049c0a65dca5d17602996,智能控制柜,18.5KW,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4700.0,1,1,create_catalog,6841478,智能控制柜,created_catalog
974,7495f7b3e02441dfb5ca376c234b77aa|窗套线||米,7495f7b3e02441dfb5ca376c234b77aa,窗套线,,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4680.0,1,1,create_catalog,6841479,窗套线,created_catalog
975,c792c24924f54fe688b7d0b542b1e1af|金桂兰水泥|32.5|吨,c792c24924f54fe688b7d0b542b1e1af,金桂兰水泥,32.5,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4650.0,1,1,create_catalog,6841294,金桂兰水泥,linked_existing_by_business_key
976,5f1ae5c68c284b0db87e64be8a92e23d|喷淋雾炮机||台,5f1ae5c68c284b0db87e64be8a92e23d,喷淋雾炮机,,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4620.0,2,1,create_catalog,6841480,喷淋雾炮机,created_catalog
977,2d8304fe60e44fd890596e9c6d16848e|阀门PPR白色|25|M2,2d8304fe60e44fd890596e9c6d16848e,阀门PPR白色,25,M2,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4608.0,1,1,create_catalog,6841481,阀门PPR白色,created_catalog
978,531d8e0af3c64492b7e25a667dbc87ed|高分子树圈|1400*1400*30|套,531d8e0af3c64492b7e25a667dbc87ed,高分子树圈,1400*1400*30,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4600.0,1,1,create_catalog,6841482,高分子树圈,created_catalog
979,385bdaf595eb4b7d82b0b11047f7d817|PVC排水管|160*4.0|米,385bdaf595eb4b7d82b0b11047f7d817,PVC排水管,160*4.0,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4570.0,1,1,create_catalog,6841483,PVC排水管,created_catalog
980,05ed0fd009bd44ce86e3f682f47cde64|镀锌钢管|140*1.4|支,05ed0fd009bd44ce86e3f682f47cde64,镀锌钢管,140*1.4,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4560.0,1,1,create_catalog,6841484,镀锌钢管,created_catalog
981,cfe9441bc7034e858645ecbb8e1fe49d|球墨铸铁水篦|450*750D400|套,cfe9441bc7034e858645ecbb8e1fe49d,球墨铸铁水篦,450*750D400,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4510.0,1,1,create_catalog,6841485,球墨铸铁水篦,created_catalog
982,3b81293b67e046318d96a06b0d3cf067|不锈钢金属字|1200*1200*1.2mm|个,3b81293b67e046318d96a06b0d3cf067,不锈钢金属字,1200*1200*1.2mm,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4504.0,1,1,create_catalog,6841486,不锈钢金属字,created_catalog
983,2e67ed9f217a484ea62d744f11d77249|地弹簧|HD201/14|PCS,2e67ed9f217a484ea62d744f11d77249,地弹簧,HD201/14,PCS,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4500.0,2,1,create_catalog,6841487,地弹簧,created_catalog
984,314e92b5d67d455aba9adbee3deba6e5|电缆|YJV-4*10|米,314e92b5d67d455aba9adbee3deba6e5,电缆,YJV-4*10,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4464.0,1,1,create_catalog,6841488,电缆,created_catalog
985,f61f6862b2044f4dae8cf7e1ba16b2e1|钢质防盗门|M1421|M2,f61f6862b2044f4dae8cf7e1ba16b2e1,钢质防盗门,M1421,M2,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4462.92,1,1,create_catalog,6841489,钢质防盗门,created_catalog
986,2f20f14b59d143f0aba30b3a7dd63f95|成人落地小便池||套,2f20f14b59d143f0aba30b3a7dd63f95,成人落地小便池,,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4456.0,1,1,create_catalog,6841490,成人落地小便池,created_catalog
987,e432e46f1b4e4330b9b4cfeed2d0611a|加工天然石材、石料|中国黑光面树池石45°碰角|个,e432e46f1b4e4330b9b4cfeed2d0611a,加工天然石材、石料,中国黑光面树池石45°碰角,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4440.0,1,1,create_catalog,6841491,加工天然石材、石料,created_catalog
988,b593bed6ddc14c78bb4ef01f72370687|会议椅|标准|张,b593bed6ddc14c78bb4ef01f72370687,会议椅,标准,张,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4400.0,1,1,create_catalog,6840989,会议椅,linked_existing_by_business_key
989,52fa2a71832749aab7d3c0e12d296c69|专业功放|LA235|只,52fa2a71832749aab7d3c0e12d296c69,专业功放,LA235,只,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4364.0,1,1,create_catalog,6841492,专业功放,created_catalog
990,e04cb3c5ca034f94b59463f52fca7280|功率放大器|LA235|台,e04cb3c5ca034f94b59463f52fca7280,功率放大器,LA235,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4364.0,1,1,create_catalog,6841493,功率放大器,created_catalog
991,ffa106b8c1ef4e7d91c8a4893c2b5fea|功率放大器|LA235|台,ffa106b8c1ef4e7d91c8a4893c2b5fea,功率放大器,LA235,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4364.0,1,1,create_catalog,6841493,功率放大器,linked_existing_by_business_key
992,a4f40686508640a0ae22dcdd84cd66f2|盘元|HPB300 12|吨,a4f40686508640a0ae22dcdd84cd66f2,盘元,HPB300 12,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4358.7,1,1,create_catalog,6841494,盘元,created_catalog
993,2932866ac22f4245abfb7bc4c157df27|蹲便器水箱||套,2932866ac22f4245abfb7bc4c157df27,蹲便器水箱,,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4352.0,1,1,create_catalog,6841495,蹲便器水箱,created_catalog
994,c60e5b06cb8145d38a7b0a0eb5f79ab8|CPVC电力管|110*5|米,c60e5b06cb8145d38a7b0a0eb5f79ab8,CPVC电力管,110*5,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4320.0,1,1,create_catalog,6841496,CPVC电力管,created_catalog
995,7a2b93b96b134d81ab63bef459a55664|环氧富锌底漆||组,7a2b93b96b134d81ab63bef459a55664,环氧富锌底漆,,组,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4320.0,2,2,create_catalog,6841497,环氧富锌底漆,created_catalog
996,27f62ed718854fdba0f4e326b50554fe|主板|ASUS/B450M-PRO/GAMING|个,27f62ed718854fdba0f4e326b50554fe,主板,ASUS/B450M-PRO/GAMING,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4312.73,2,2,create_catalog,6841498,主板,created_catalog
997,8b1873b11cc347eda43c10f6783689c5|电缆|LGJ3*35/6|米,8b1873b11cc347eda43c10f6783689c5,电缆,LGJ3*35/6,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4250.0,1,1,create_catalog,6841499,电缆,created_catalog
998,06dc5641b8ff4994a98f485c55fef3ed|花岗石*芝麻黑光面四方花台压顶|612*350*20|平方米,06dc5641b8ff4994a98f485c55fef3ed,花岗石*芝麻黑光面四方花台压顶,612*350*20,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4184.61,1,1,create_catalog,6841500,花岗石*芝麻黑光面四方花台压顶,created_catalog
999,2c3dd262e1af43e688c738439e89cc27|矩管|40*80|支,2c3dd262e1af43e688c738439e89cc27,矩管,40*80,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4176.0,1,1,create_catalog,6841501,矩管,created_catalog
1000,d3616f0e04b247c08c36bb128cfccc94|金桂兰水泥|32.5|吨,d3616f0e04b247c08c36bb128cfccc94,金桂兰水泥,32.5,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4160.0,1,1,create_catalog,6841294,金桂兰水泥,linked_existing_by_business_key
1001,73bc7103ca2a4cfbbcf60098b7692c59|流量计|DN150|只,73bc7103ca2a4cfbbcf60098b7692c59,流量计,DN150,只,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4100.0,1,1,create_catalog,6841502,流量计,created_catalog
1002,bed13f42d2ca46e4adc96a667a9485c4|高亮玻璃珠|25公斤/袋|吨,bed13f42d2ca46e4adc96a667a9485c4,高亮玻璃珠,25公斤/袋,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4100.0,2,2,create_catalog,6841503,高亮玻璃珠,created_catalog
1003,3ada8032aa0242f1939f13ecaed033fe|计算机配套产品*电源|GW-ATX750  BL盒线|台,3ada8032aa0242f1939f13ecaed033fe,计算机配套产品*电源,GW-ATX750  BL盒线,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4065.2,4,3,create_catalog,6841504,计算机配套产品*电源,created_catalog
1004,1138e333067b47f3aa8444f638d90893|双壁波纹管|φ110|m,1138e333067b47f3aa8444f638d90893,双壁波纹管,φ110,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4053.14,1,1,create_catalog,6841505,双壁波纹管,created_catalog
1005,360e5c4ef0894d8c861ff7bfe6605987|金桂兰水泥|32.5R袋装|吨,360e5c4ef0894d8c861ff7bfe6605987,金桂兰水泥,32.5R袋装,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4030.0,1,1,create_catalog,6841202,金桂兰水泥,linked_existing_by_business_key
1006,cc78c1903a8f482ab87bf9d4e8c5387b|计算机网络设备*网关|RG-EG210G-E|台,cc78c1903a8f482ab87bf9d4e8c5387b,计算机网络设备*网关,RG-EG210G-E,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4020.02,3,3,create_catalog,6841506,计算机网络设备*网关,created_catalog
1007,1849870d82754de4852eae03e4e1411b|扁钢|80|支,1849870d82754de4852eae03e4e1411b,扁钢,80,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4005.0,1,1,create_catalog,6841507,扁钢,created_catalog
1008,f9664dd866ee4090aca87a68f74230e7|仿真草皮|2500mm*2500mm|卷,f9664dd866ee4090aca87a68f74230e7,仿真草皮,2500mm*2500mm,卷,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4000.0,1,1,create_catalog,6841508,仿真草皮,created_catalog
1009,2d61f51ed93442d98bae121a1a932092|分类垃圾桶||只,2d61f51ed93442d98bae121a1a932092,分类垃圾桶,,只,1,四川保盛建设集团有限公司,confirmed,catalog_missing,4000.0,1,1,create_catalog,6841509,分类垃圾桶,created_catalog
1010,f2b292aa76e148318b434a5033c5a83c|彩钢|小草|米,f2b292aa76e148318b434a5033c5a83c,彩钢,小草,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3985.05,1,1,create_catalog,6841510,彩钢,created_catalog
1011,3c62dfd5dd994299a60763c2b32a4cc7|盘圆|8|吨,3c62dfd5dd994299a60763c2b32a4cc7,盘圆,8,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3956.04,1,1,create_catalog,6841511,盘圆,created_catalog
1012,935c9d8a39cc4a0da513cdb78546a9c4|加密阀(铜)|DN20|个,935c9d8a39cc4a0da513cdb78546a9c4,加密阀(铜),DN20,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3923.5,1,1,create_catalog,6841512,加密阀(铜),created_catalog
1013,9aac657eb62d4d3b8f7a1f1e2104a45b|湿铺自粘防水卷材|1.5mm双面粘（E 类）|㎡,9aac657eb62d4d3b8f7a1f1e2104a45b,湿铺自粘防水卷材,1.5mm双面粘（E 类）,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3920.0,1,1,create_catalog,6841513,湿铺自粘防水卷材,created_catalog
1014,675a0e572ec74d54aa6e9d446cc40fe1|电线|YJV5*10|米,675a0e572ec74d54aa6e9d446cc40fe1,电线,YJV5*10,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3920.0,1,1,create_catalog,6841514,电线,created_catalog
1015,8d36da05a78b4103be31f2d8f8ff08b7|商品混凝土|C20|m3,8d36da05a78b4103be31f2d8f8ff08b7,商品混凝土,C20,m3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3916.8,1,1,create_catalog,6840661,商品混凝土,linked_existing_by_business_key
1016,96bfa4e010bf4b3f80289908dd143862|钢板下料|Q235 20|kg,96bfa4e010bf4b3f80289908dd143862,钢板下料,Q235 20,kg,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3912.0,2,2,create_catalog,6841515,钢板下料,created_catalog
1017,ad7bbf60d37946c78b38d6dcad981e47|螺纹钢HRB400E|12|吨,ad7bbf60d37946c78b38d6dcad981e47,螺纹钢HRB400E,12,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3910.0,1,1,create_catalog,6840716,螺纹钢HRB400E,linked_existing_by_business_key
1018,dcd418c51b1249f0a8213611706a9fa8|配线|3*2.5|m,dcd418c51b1249f0a8213611706a9fa8,配线,3*2.5,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3909.0,1,1,create_catalog,6841516,配线,created_catalog
1019,0711dad41966491d8095422699cadda8|PVC-U蜂窝管|Φ32*7*4mmSN≥8|m,0711dad41966491d8095422699cadda8,PVC-U蜂窝管,Φ32*7*4mmSN≥8,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3900.96,1,1,create_catalog,6841517,PVC-U蜂窝管,created_catalog
1020,145db05545b8486ba0309cad75cc0c7c|PVC管材|25|根,145db05545b8486ba0309cad75cc0c7c,PVC管材,25,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3900.0,1,1,create_catalog,6841518,PVC管材,created_catalog
1021,ee70a009af9e4260af0509d02056fe9d|pvc七孔管|110|米,ee70a009af9e4260af0509d02056fe9d,pvc七孔管,110,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3882.0,1,1,create_catalog,6841519,pvc七孔管,created_catalog
1022,f92873d61ffe47f8941fc9da6c9d3789|电源|BOE-SDA5|个,f92873d61ffe47f8941fc9da6c9d3789,电源,BOE-SDA5,个,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3864.0,1,1,create_catalog,6841520,电源,created_catalog
1023,d16a6a920ae64526be72419c1651089e|电源|电源 BOE-SDA5|台,d16a6a920ae64526be72419c1651089e,电源,电源 BOE-SDA5,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3864.0,1,1,create_catalog,6841521,电源,created_catalog
1024,ba4c6585bce4431f897be2c692bc1448|功率放大器||台,ba4c6585bce4431f897be2c692bc1448,功率放大器,,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3861.95,1,1,create_catalog,6841522,功率放大器,created_catalog
1025,8df17beaa4a54a51aaa2eca96a2f8da0|钢质防火门甲|1500*2100|平方,8df17beaa4a54a51aaa2eca96a2f8da0,钢质防火门甲,1500*2100,平方,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3848.04,1,1,create_catalog,6841523,钢质防火门甲,created_catalog
1026,7f009dc48e8449769d9f3a98dd9f2384|圆钢|10|支,7f009dc48e8449769d9f3a98dd9f2384,圆钢,10,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3841.0,1,1,create_catalog,6841524,圆钢,created_catalog
1027,1200941b87af48d8996b369dcde7f381|管子|20|米,1200941b87af48d8996b369dcde7f381,管子,20,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3840.0,2,2,create_catalog,6841525,管子,created_catalog
1028,352e3ee0b2f64ba9b7a045ab6506ae94|PVC管材|20B|根,352e3ee0b2f64ba9b7a045ab6506ae94,PVC管材,20B,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3825.0,1,1,create_catalog,6841526,PVC管材,created_catalog
1029,215b4416035f4c618e34e026c0845e8c|砾石石材|2.3公分|吨,215b4416035f4c618e34e026c0845e8c,砾石石材,2.3公分,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,3780.0,1,1,create_catalog,6841527,砾石石材,created_catalog
