project_id,name,project_code,current_operation_strategy,target_operation_strategy,action,reason,other_system_id,legacy_project_id,project_environment
286,御嘉花苑1#楼 外墙外保温劳务项目,PRJ260285,direct,joint,set,existing_new_system_project,109625,5776e5836ee949b7a464ad53fb0000cb,正式项目
287,【米易阳光里】项目【二】期景观园林工程,PRJ260286,direct,joint,set,existing_new_system_project,109562,57925b24d00a47ddafa39631e8df9951,正式项目
288,四川广汉火车站省粮食储备库和兴中心库建设项目（一期工程）,PRJ260287,direct,joint,set,existing_new_system_project,109792,57bd7e81163b4800ad47fbe092c8d58f,正式项目
289,绵竹市高新区科技服务中心项目消防工程,PRJ260288,direct,joint,set,existing_new_system_project,142858,57dfa8223dae43c999c1d2e26650453f,
290,格尔木市2021年城市污水处理提质增效项目第二次,PRJ260289,direct,joint,set,existing_new_system_project,109596,59680a7bdc344036bf1bc659f9090814,正式项目
291,绵竹市城乡供水一体化项目(高柏、红旗)劳务、机械协作单位.,PRJ260290,direct,joint,set,existing_new_system_project,240226,59a29f63bee94720b7e85f4d48b2c72e,
292,中国民用航空飞行学院院本部雨污分流工程,PRJ260291,direct,joint,set,existing_new_system_project,109701,5a4ab1da8abf45089d9b6b24e07b1296,正式项目
293,渭河路市场夜市市集项目,PRJ260292,direct,joint,set,existing_new_system_project,263997,5a6292b632ec46a0b55645e68028157c,
294,御锦坊裙楼商业幕墙,PRJ260293,direct,joint,set,existing_new_system_project,,5b42b379257242539e27ddb3ff34fcfc,正式项目
295,白驿镇金凤村园区道路新建水泥混凝土路面工程,PRJ260294,direct,joint,set,existing_new_system_project,109579,5b60b4bec4114f6dbda0d2706c0fce0a,正式项目
296,天台湖小区新增门卫室工程,PRJ260295,direct,joint,set,existing_new_system_project,109722,5b8510c8256946c29cde293937443344,正式项目
297,花园路街道古楼片区配套基础设施建设工程,PRJ260296,direct,joint,set,existing_new_system_project,109671,5c44a17531ae4105bde23f05303bda78,正式项目
298,建筑工程实训基地室外改造提升,PRJ260297,direct,joint,set,existing_new_system_project,109383,5c4db999649c43aa91e9a94014abfbc5,正式项目
299,成都中铁二院商业运营管理有限公司2025-2027年度供应商集中招募,PRJ260298,direct,joint,set,existing_new_system_project,212776,5cacc39424034ea09fa2bfe27057778e,
300,广东西部沿海高速公路珠海段斗门收费站建设工程房建工程,PRJ260299,direct,joint,set,existing_new_system_project,109587,5ce3a10946434bf3bb1a79351d5de269,正式项目
301,富加镇河堰村、和桂村2017年易地扶贫搬迁基础设施建设项目,PRJ260300,direct,joint,set,existing_new_system_project,109725,5d3979512ead4bd8a20d8053164a516a,正式项目
302,中国电信泸州分公司2024-2026年房屋装修、维修服务项目,PRJ260301,direct,joint,set,existing_new_system_project,141390,5ddc008baa11420ebb0485734c073a75,
303,石柱县沿溪镇滨江社区居住环境改善工程,PRJ260302,direct,joint,set,existing_new_system_project,109395,5de86b43f29448b9822ccef8c2c5edc5,正式项目
304,2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目（四标段）,PRJ260303,direct,joint,set,existing_new_system_project,109594,5e286add68254849ab587a81f407f401,正式项目
305,中国移动四川公司2018-2020年渠道零星维修项目,PRJ260304,direct,joint,set,existing_new_system_project,109740,5eddae1dfcf446fb963edf1fd3925db3,正式项目
306,德阳市罗江区老旧小区改造项目四标段（二期）,PRJ260305,direct,joint,set,existing_new_system_project,109448,5ff6d476b782459db42c01e366ed73a7,正式项目
307,国道219线22标K1221+200-K1239+705段水稳、透层、沥青混凝土面层工程,PRJ260306,direct,joint,set,existing_new_system_project,109766,600fa2546bb14411ab99b72fd892a64e,正式项目
308,德阳市太行山路项目工程水稳层专业分包,PRJ260307,direct,joint,set,existing_new_system_project,,60a2b8f9977543a99d04daa5c8b78af9,正式项目
309,太行山路（钱塘江路-信江路）道路工程劳务分包,PRJ260308,direct,joint,set,existing_new_system_project,109672,615e67a1e771454bb8618d795c692760,正式项目
310,巴中恩阳临港产业园建设项目-制造业组团项目21-22号厂房消防工程,PRJ260309,direct,joint,set,existing_new_system_project,139655,616ed34f2e0040da880cf3913cdf6700,
311,绵阳市粮食质量安全检验监测体系建设（第三次）项目,PRJ260310,direct,joint,set,existing_new_system_project,109658,62b1d6342b754ae5bf6b344dc1be010e,正式项目
312,驻所武警营房安装防护栏杆工程,PRJ260311,direct,joint,set,existing_new_system_project,109565,62dbc2a8200f45f88f8a8584141af871,正式项目
313,中国移动四川公司成都分公司2023-2025年渠道维修采购项目,PRJ260312,direct,joint,set,existing_new_system_project,109854,63151c4e794243ec8a52e85d9c0eb410,正式项目
314,广汉市城市更新城西片区城中村改造项目--配套道路路面工程专业分包,PRJ260313,direct,joint,set,existing_new_system_project,259220,6379e48fed5748af876b694457c00a80,
315,幸福人家A区区域景观土建工程,PRJ260314,direct,joint,set,existing_new_system_project,109693,64127fa422624757bc12f7dae485c234,正式项目
316,拉萨市柳梧新区公园水系污水渗漏改造,PRJ260315,direct,joint,set,existing_new_system_project,109546,64805c7a472d4136be2a82d9ec9a793f,正式项目
317,梦溪苑商住项目外墙保温装饰一体板制作安装分包工程,PRJ260316,direct,joint,set,existing_new_system_project,109713,64e0706eed044170b60295774f2fb924,正式项目
318,国盛莲花湖（1号地块）5.7.8.9.10#楼公共区域室内精装修工程,PRJ260317,direct,joint,set,existing_new_system_project,191776,64f83d6cd91a459c9609c48a8e98889d,
319,年产55万吨牛卡及瓦楞纸项目配套废纸制浆车间、上料间、碎浆间、渣处理间工程第三方外协,PRJ260318,direct,joint,set,existing_new_system_project,109738,65261c6899f64e658c76735183a388a4,正式项目
320,德阳九源燃气工程有限公司德阳市旌阳区老旧小区改造安全隐患治理中土方工程施工单位（第二批）,PRJ260319,direct,joint,set,existing_new_system_project,109487,65b2b2e4f19143b2b42e4c6f1da469a9,正式项目
321,中国电信股份有限公司成都分公司2024年大邑县城区电信大楼外墙景观照明项目,PRJ260320,direct,joint,set,existing_new_system_project,191772,65e7a3336fe04151962cc866422cd5fa,
322,忠县涂井乡龙滩村农村移民安置区精准扶贫项目.,PRJ260321,direct,joint,set,existing_new_system_project,109824,6685fcb7a6614a0d89558d44653aec8c,正式项目
323,中国移动四川分公司乐山片区2018-2020年渠道零星维修项目（标包5）,PRJ260322,direct,joint,set,existing_new_system_project,109771,66b66086a7144848ba8194ce7db8f101,正式项目
324,PET-CT安装工程,PRJ260323,direct,joint,set,existing_new_system_project,258464,66bc67e86f8e4f4c88186af4a70104fd,
325,绿地健康谷二号地块1标段项目泡沫混凝土工程,PRJ260324,direct,joint,set,existing_new_system_project,188211,66efda2bb2b54b13965122fd2bb35618,
326,""" 四川省德阳市2012-2013年中小河流水文监测系统新建水文站 -站房工程（第二次） """,PRJ260325,direct,joint,set,existing_new_system_project,,6801dfe526d14ac1963bdb600ace2a79,正式项目
327,巴中恩阳临港产业园建设项目-制造业组团项目 21、22 号厂房防水保温工程,PRJ260326,direct,joint,set,existing_new_system_project,109439,682991317e43497dbb4119f9990fe0ce,正式项目
328,西藏方向军事设施建设项目EPC工程总承包合同12项目LBYQ-室外强弱电工程施工劳务分包合同,PRJ260327,direct,joint,set,existing_new_system_project,109676,6890dd7cde4446059d33a86af5e8ec7a,正式项目
329,环壁北路（环壁南路至马牧河段）DN500管给水安装工程项目,PRJ260328,direct,joint,set,existing_new_system_project,109566,68d2896f3eaf4682b902117d4dcda350,正式项目
330,石船镇农村公路护栏修复工程,PRJ260329,direct,joint,set,existing_new_system_project,202061,6a00ac86acbb4ac1a7474b917f5f5bf6,
331,沥青混凝土路面专业分包施工合同,PRJ260330,direct,joint,set,existing_new_system_project,,6a159518e9b143cab983f8ee74c3a3b2,正式项目
332,渝北区石船镇龙胆路石船段公交站新建工程,PRJ260331,direct,joint,set,existing_new_system_project,238991,6a6b66ef5cc244359a6389425cf4393b,
333,国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑小区工程,PRJ260332,direct,joint,set,existing_new_system_project,109832,6a9c137ef7a44d6bb67efff0dfa2dca8,正式项目
334,翡翠湾售楼部改造工程,PRJ260333,direct,joint,set,existing_new_system_project,109590,6afb33672c394b2984b82f859550575b,正式项目
335,朝天区沙河镇元西村农村公路面硬化工程,PRJ260334,direct,joint,set,existing_new_system_project,109642,6b15fd3e78694585bba77c73601b3ccb,正式项目
336,马踏洞安置房停车场相关基础设施项目,PRJ260335,direct,joint,set,existing_new_system_project,109428,6b46b842c0d344a08dd79ae5ba83628a,正式项目
337,易静工程（德阳二重工程项目）,PRJ260336,direct,joint,set,existing_new_system_project,109732,6b4e37cd90a94055a69de211efdab846,正式项目
338,结古、囊谦、治多路政大队和共和塔拉滩超限站配置发电机以及电路改造项目,PRJ260337,direct,joint,set,existing_new_system_project,109712,6c8b94d81edc4bb7aef0c3c0f58e3b2a,正式项目
339,德阳市第一小学校通风换气设备采购及配套用电设施改造项目,PRJ260338,direct,joint,set,existing_new_system_project,109479,6e315aeb124b4afaac4c79345f3971dc,正式项目
340,中国移动四川公司成都分公司2021-2025年管理用房及生产枢纽楼公共区域维修服务项目-上市,PRJ260339,direct,joint,set,existing_new_system_project,109551,6ee79af1274b49ffbd25926ad5f04f4d,正式项目
341,南平智能环保产业孵化中心监控设施及道闸安装工程,PRJ260340,direct,joint,set,existing_new_system_project,188215,6f39bd9ada194b63828edcb0f846c184,
342,建筑门窗、幕墙工程施工图深化设计项目,PRJ260341,direct,joint,set,existing_new_system_project,109689,6f5cacd6245346079d3cbc0f0dd078de,正式项目
343,丰都县峡南溪片区兴都公园大道西环线(K1+300—K2+611.409) 段市政道路工程,PRJ260342,direct,joint,set,existing_new_system_project,109489,6f87b6f5c70744a0ad50b5bf87b32abb,正式项目
344,巴中临港产业园项目13#-16#楼标准厂房室内消防（BZS2022-73）,PRJ260343,direct,joint,set,existing_new_system_project,109472,70207ec218f04345ac987514a121c9ad,正式项目
345,荣昌区盘龙镇黄桷滩水库库区集体经济产业基础设施配套,PRJ260344,direct,joint,set,existing_new_system_project,109466,702cd4f80b7c4180afc3a5730e29625f,正式项目
346,2023年南岸区城市桥隧设施病害整治工程,PRJ260345,direct,joint,set,existing_new_system_project,109365,703168b02c414c4fa219307367d2fd54,
347,合川分行沙溪分理处营业网点主体装修工程,PRJ260346,direct,joint,set,existing_new_system_project,181032,708f939840de45d7b68fc07e9200d912,
348,四川省玻纤集团有限公司屋面维修工程,PRJ260347,direct,joint,set,existing_new_system_project,109723,71158c73ca8e43bc9d7a0848181fdaaf,正式项目
349,罗江县2018年水利发展资金高效节水灌溉项目,PRJ260348,direct,joint,set,existing_new_system_project,109787,71387d99afc94f92aa22e36cb068524d,正式项目
350,渝北区龙泉水库大坝公路两侧人行便道扶助工程施工,PRJ260349,direct,joint,set,existing_new_system_project,,71aafee1c1074febb2f69baf9ac964e3,正式项目
351,绵阳市安州区公办学校空调电力改造安装工程(桑枣小学),PRJ260350,direct,joint,set,existing_new_system_project,238996,71b02926f98b416c8d27220566c4195c,
352,雅安市雨城区生活垃圾资源化利用项目劳务班组采购项目包件2钢结构,PRJ260351,direct,joint,set,existing_new_system_project,258465,725351f017384485b35a2a9297a4739d,
353,德阳市旌阳区东山社区卫生服务中心基层防治能力提升项目,PRJ260352,direct,joint,set,existing_new_system_project,109488,7389350ed3904d4895d3a918fc3caad2,正式项目
354,什邡市方亭街道老旧小区改造项目六标段,PRJ260353,direct,joint,set,existing_new_system_project,109457,73b8da91cfe945d0bf6ba8babbeee779,正式项目
355,四川省德阳市罗江区2019年元宝山片区高标准农田建设项目（一标段）,PRJ260354,direct,joint,set,existing_new_system_project,109849,7454e9d853394d9991f8bf3b110b2e2a,正式项目
356,荣昌猪核心区建设基地(SPF猪生产示范场项目)二期,PRJ260355,direct,joint,set,existing_new_system_project,214320,7478e2bb9d1d401dabd67d1aae8e0d03,
357,2025年西南石油工程公司钻前辅助工程劳务框架招标（9标段：中江、孝泉等地区）项目,PRJ260356,direct,joint,set,existing_new_system_project,212785,74a80ab7582e4672815771b3b2c10fbe,
358,中国移动四川分公司德阳片区2018-2020年渠道零星维修项目（标包14）,PRJ260357,direct,joint,set,existing_new_system_project,109773,74d58dce00e345c3af7cbdc58dc2bbbc,正式项目
359,旌阳区城市地下综合管廊建设项目庐山路段中控室装饰装修工程专业分包,PRJ260358,direct,joint,set,existing_new_system_project,201730,7502f0c9996a4e0893330ccf0d85661c,
360,洪安镇土门村杂柑基地改造提升项目,PRJ260359,direct,joint,set,existing_new_system_project,109695,765cd5c4cb9a494187d25185290c4027,正式项目
361,喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建工程,PRJ260360,direct,joint,set,existing_new_system_project,109845,769e23c09ba3423797b9306dd3a44b0c,正式项目
362,白鹤花园棚户区改造项目一期工程,PRJ260361,direct,joint,set,existing_new_system_project,109449,76d2c1e0fcf841bbae0d2d7e3ece029a,正式项目
363,德阳市行政综合办公楼（老政务中心）屋面防水改造工程,PRJ260362,direct,joint,set,existing_new_system_project,109508,773f4494b4f54667ae4bac516f591fde,正式项目
364,区级机关综合办公大楼车库地坪整治项目,PRJ260363,direct,joint,set,existing_new_system_project,236998,777eb3f422ea4384851c2e11090623ac,
365,广汉市南兴镇农业综合开发高标准农田建设项目,PRJ260364,direct,joint,set,existing_new_system_project,109786,77a04024304d44bcae389f681f68f0c9,正式项目
366,23号油库立式油罐防腐处理及改造合同,PRJ260365,direct,joint,set,existing_new_system_project,109700,77a9757e6b0a4bbe94563dc71d5f12c9,正式项目
367,违法建（构）筑物拆除工程施工协议2021-2024,PRJ260366,direct,joint,set,existing_new_system_project,109633,77f6ddc2d277451f922b7c5177530dde,正式项目
368,53019工程、3644-3、4、3617总坪安装工程,PRJ260367,direct,joint,set,existing_new_system_project,109558,7804bf2a4b6e4d258d501945273868c0,正式项目
369,旌阳印象森林餐厅零星维修工程,PRJ260368,direct,joint,set,existing_new_system_project,139796,782bebc32a78434cb3c72045d0771fda,
370,龙岗001-20井气田水回注土建工程,PRJ260369,direct,joint,set,existing_new_system_project,109477,784c455d3cfe45cf9b7dfdf3d752e81a,正式项目
371,德缆公司-能源装备及轨道交通用电缆数字化车间建设项目提升机房雨棚建设工程-雨棚建设,PRJ260370,direct,joint,set,existing_new_system_project,201729,786f45af49be4b29b4a1ad2717804e0d,
372,广汉市金轮镇铁塔路维修工程项目,PRJ260371,direct,joint,set,existing_new_system_project,109669,79023537dbb240b0ae976797542cf3f9,正式项目
373,广汉市文化体育中心室外篮球场维修项目,PRJ260372,direct,joint,set,existing_new_system_project,109692,791aca08955c42f088311447b7b70e38,正式项目
374,石鸡水电站尾水区右岸挡墙加固处理,PRJ260373,direct,joint,set,existing_new_system_project,109532,7967194e66c2442390f25050c5a859d7,正式项目
375,牡丹北苑修建建筑垃圾池,PRJ260374,direct,joint,set,existing_new_system_project,191771,79b8d5fbe3b14dfb8c9cb4065cf4e814,
376,旌城印象更换单元门,PRJ260375,direct,joint,set,existing_new_system_project,109452,79c4128054be48bcb8377af16faba3fd,正式项目
377,德阳市旌阳区乡镇通组道路工程(双东镇),PRJ260376,direct,joint,set,existing_new_system_project,109445,79db41967bf84a6c98eca2e5fb490b56,正式项目
378,阿坝-成都东线路工程14标,PRJ260377,direct,joint,set,existing_new_system_project,259219,7a9e747d055946fe91da93e794819a4e,
379,S206线K3+440-K4+040段改建工程施工全一标段,PRJ260378,direct,joint,set,existing_new_system_project,109664,7ac0d75f530f4ecbb8d2f4169d9c0af8,正式项目
380,城南壹号3区·央堂（一期）专业分包包2安装工程,PRJ260379,direct,joint,set,existing_new_system_project,225292,7ae92d3ae6a34881b96e7aa1aaa53e87,
381,四川司法产教融合实训基地二期项目（运动场及附属设施）土石方工程,PRJ260380,direct,joint,set,existing_new_system_project,261824,7c38d18f4d2e4ab6818f9527e46cce15,
382,阿合奇县劳保局棚户区（城市危旧房屋）改造项目（一标段）防水专业分包工程,PRJ260381,direct,joint,set,existing_new_system_project,259128,7c468620d025454db6eb932a5a5562fa,
383,盘龙镇大建果园路改建工程,PRJ260382,direct,joint,set,existing_new_system_project,109604,7c5bb2cf30bf470a93d959b223c7fb15,正式项目
384,国宾府售楼部、样板间室内精装修工程,PRJ260383,direct,joint,set,existing_new_system_project,109830,7cc55a8369d148a28e41f470b8f982af,正式项目
385,东水门大桥、朝天门大桥（南北）公园、停车场、电梯等新增附属设施工程,PRJ260384,direct,joint,set,existing_new_system_project,141389,7ccb740801cf4ffba45d3e4990d51a47,
386,银鑫五洲广场二期 1#楼 A、D 座楼栋间交界处防水施工,PRJ260385,direct,joint,set,existing_new_system_project,168601,7dc77eabfb054d6f8d70ca8a9825938d,
387,米易县高铁站前广场环境整治项目,PRJ260386,direct,joint,set,existing_new_system_project,109514,7ece2d06323c438d89c1a89c7a3a134f,正式项目
388,塔什库尔干县达布达尔乡农业灌溉管道建设项目,PRJ260387,direct,joint,set,existing_new_system_project,109410,7f207699fff8424980ab795089a8a9f4,正式项目
389,高地库房,PRJ260388,direct,joint,set,existing_new_system_project,,7f29aa1fea1745cf8868ec7db11261f2,正式项目
390,宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同,PRJ260389,direct,joint,set,existing_new_system_project,109827,7fa2733fb3d34cc6a7870d625504a391,正式项目
391,水韵江南10栋维修,PRJ260390,direct,joint,set,existing_new_system_project,109582,7fa5e23b3bfa44e184eeaf9f6aa891c0,正式项目
392,测试3.0名称123,PRJ260391,direct,joint,set,existing_new_system_project,109372,7fa974d0bc674fb48bd98beaad6825ab,
393,西昌市西部城区A2-04地块房地产开发项目项目消防、智能化、暖通预留预埋部分安装专业分包,PRJ260392,direct,joint,set,existing_new_system_project,198586,7fd8ea3e59b7430fa97844b5fde512e4,
394,实验幼儿园卫生间及功能室维修工程,PRJ260393,direct,joint,set,existing_new_system_project,109719,800fb4620f6f4afca71708d0da82500f,正式项目
395,四川保盛贵州茅台酒采购平台,PRJ260394,direct,joint,set,existing_new_system_project,109381,8021c0268aac4ab0adbded0135329637,正式项目
396,渭河路（庐山北路至秦岭山北路）道路改造工程道路水稳层材料供应和施工项目,PRJ260395,direct,joint,set,existing_new_system_project,109436,8023626ac42a4b898b22735e281c8608,正式项目
397,驻渝某单位废油罐拆装工程（第三次）,PRJ260396,direct,joint,set,existing_new_system_project,237155,80ccba31ed86452683ada4a39f2027bd,
398,国网四川省电力公司家属区物业改造二标段项目,PRJ260397,direct,joint,set,existing_new_system_project,109793,816c71305aa94216886d5a43d371eb0f,正式项目
399,米易中心城一二期架空层及入户大堂软装采购工程,PRJ260398,direct,joint,set,existing_new_system_project,109465,81925fb85f68450d9108e75665063f94,正式项目
400,布拖县拉达乡现代设施蔬菜产业融合示范园附属工程,PRJ260399,direct,joint,set,existing_new_system_project,109836,81d3115930624b97aedc862be17f8d7e,正式项目
401,德阳市供水安装工程队非招标项目施工劳务分包备选合同,PRJ260400,direct,joint,set,existing_new_system_project,109754,81f1c11cde6e4db0bc782b1aaf07f75d,正式项目
402,蓬溪县苇子湾水库除险加固工程,PRJ260401,direct,joint,set,existing_new_system_project,109841,820b75e8bc1d44b199a52ffe48f1c350,正式项目
403,全国新增1000亿斤粮食生产能力射洪县2018年田间工程建设项目二标段,PRJ260402,direct,joint,set,existing_new_system_project,109784,8210d117e0d14137b74221d251aba7a9,正式项目
404,潼南支行东安分理处营业网点主体装修工程项目,PRJ260403,direct,joint,set,existing_new_system_project,177627,82b352940a4446beaec40efdcd1f0c34,
405,郫都区安德街道崇德沟黑臭水体整治项目,PRJ260404,direct,joint,set,existing_new_system_project,109431,82f853994a7f4e8e9e602dda3f89691f,正式项目
406,德阳市旌江线城市路灯及绿化工程(八角路口交通改善)项目,PRJ260405,direct,joint,set,existing_new_system_project,181664,8340e78b40b54a178e8020ff2cb67fe3,
407,乔庄镇茶树村排水沟整治,PRJ260406,direct,joint,set,existing_new_system_project,109816,837f285f234d42b6b60e717ea8e7390b,正式项目
408,北新国际冷链商贸物流项目E地块E3#-1、E4#-1综合项目,PRJ260407,direct,joint,set,existing_new_system_project,109371,8394414a2c9548ff91c728854b0f972d,
409,华系田园猪”生产技术集成示范与应用项目——2024年华系田园猪舍采购(包1：应用示范一),PRJ260408,direct,joint,set,existing_new_system_project,200131,83bc85cab5f64cbe91486de3d1d46045,
410,某部食堂维修整治工程,PRJ260409,direct,joint,set,existing_new_system_project,188209,83e7238256b547f2a986adb2e2599541,
411,2018年乐山城域传送网汇聚机房建设工程,PRJ260410,direct,joint,set,existing_new_system_project,109747,84294b0ce2fa49f493c40ed4d2676b79,正式项目
412,绵阳市安州区2025年制种大县项目-生产基地设施建设工程,PRJ260411,direct,joint,set,existing_new_system_project,237922,842ab5bb919d45ca9f23040dc3e34050,
413,国有企业职工家属区“三供一业”分离移交改造项目供水部分,PRJ260412,direct,joint,set,existing_new_system_project,109829,84523f6e180f4f519bb0b1e60b6922c6,正式项目
414,中建四局-杜秀佳项目,PRJ260413,direct,joint,set,existing_new_system_project,263994,84c69a9362964c71924c359adc4efb67,
415,围墙亮化及环境改造项目,PRJ260414,direct,joint,set,existing_new_system_project,109752,84e432dea3ad41d09fb63c0470de73b3,正式项目
416,信达国际车库伸缩缝漏水维修工程项目,PRJ260415,direct,joint,set,existing_new_system_project,200134,84e981fdde7d4cbbb060120806e08159,
417,中国移动四川公司乐山分公司2025-2026年渠道维修采购项目,PRJ260416,direct,joint,set,existing_new_system_project,214319,8501f263d1874d7ea4206eea6387184f,
418,绵土路九龙里至武新路路面和桥梁工程,PRJ260417,direct,joint,set,existing_new_system_project,109584,855160338f1e45cfbc0d0c34ed169a79,正式项目
419,智慧之心项目5#泡沫混凝土工程,PRJ260418,direct,joint,set,existing_new_system_project,215568,8565db0386b842f0932560eb0780e129,
420,中江县2016年抗旱应急水源工程,PRJ260419,direct,joint,set,existing_new_system_project,109839,85866c001d2e4b029b09516966968acc,正式项目
421,大英县城西片区棚户区改造城中村项目（三期）一标段建设项目、郪江北安置房建设项目、盐华小学校建设EPC项目,PRJ260420,direct,joint,set,existing_new_system_project,109674,85a310ee93c644e7afb8d61dade74000,正式项目
422,成绵TJ4项目部驻地房屋恢复装修工程,PRJ260421,direct,joint,set,existing_new_system_project,198587,85a4017a9c604e0391500307328339fb,
423,征拆服务中心办公用房装修工程,PRJ260422,direct,joint,set,existing_new_system_project,109840,876f32f8b96d4bb192f628a4cb4d0b49,正式项目
424,三星堆旅游环线工业游基地基础设施改造项目（一期）设计施工总承包项目,PRJ260423,direct,joint,set,existing_new_system_project,109401,87f7752054484eb9988c3714e39102ad,正式项目
425,成都市青羊区文庙后街雨水管网管道清淤及更换维修改造工程,PRJ260424,direct,joint,set,existing_new_system_project,202060,88dc03d2639144e2a513a82c2ebec878,
426,广汉金鱼镇凉水村管网延伸工程,PRJ260425,direct,joint,set,existing_new_system_project,109802,88e26d8ae253462cbcfc30e462f2da7f,正式项目
427,四川省烟草公司内江市公司土建、安装、装饰施工供应商采购项目,PRJ260426,direct,joint,set,existing_new_system_project,109500,890be7b5d630451fa7183f49d5d7b7e2,正式项目
428,绵阳高新医院（肺病医院）建设项目之办公室装饰装修分包合同,PRJ260427,direct,joint,set,existing_new_system_project,109473,8929f6ba520a4e24813d0adb7e6479e7,正式项目
429,旌南小区消防蓄水池防水防漏维修工程施工合同,PRJ260428,direct,joint,set,existing_new_system_project,109741,896c436fa83944339095020270c16178,正式项目
430,北温泉街道状元府第照度提升工程,PRJ260429,direct,joint,set,existing_new_system_project,109626,89839027a8fe4876a6f7edd4a103ec2e,正式项目
431,绵阳市公安局高新技术产业开发区分局磨家派出所改造工程,PRJ260430,direct,joint,set,existing_new_system_project,169133,8a17b9ff95fc42b696dc7c91938904dc,
432,长虹技佳重庆分公司彩钢棚搭建项目,PRJ260431,direct,joint,set,existing_new_system_project,237160,8a37f6f69a15444d97084d605610d841,
433,泰安综合楼屋面改造工程,PRJ260432,direct,joint,set,existing_new_system_project,109643,8a57f2823a644db09f6c915d4942f9d5,正式项目
434,濛阳河路（泰山路-蓥华山路）市政道路工程劳务分包,PRJ260433,direct,joint,set,existing_new_system_project,190049,8a72b33293404bebab3141c623e6ecca,
435,常宜高速公路CY-CZ1标梁场生产区建设项目,PRJ260434,direct,joint,set,existing_new_system_project,109778,8ab29cb255744a2d8b8369c642ee6fe6,正式项目
436,四川致远锂业有限公司氯化锂车间地基加固工程,PRJ260435,direct,joint,set,existing_new_system_project,,8ad18cbf8fa3437e896a05658738a32e,
437,中国移动四川公司天府新区分公司2020-2022年渠道维修采购项目,PRJ260436,direct,joint,set,existing_new_system_project,109683,8b32e4c1d62849e59c6a9596571b5dcd,正式项目
438,新华水库放水闸阀整治工程,PRJ260437,direct,joint,set,existing_new_system_project,201727,8b702fa4ccca4b3b98261a07cbde8ae7,
439,渭河路邻里中心2-2-1、2-2-2铺位装修,PRJ260438,direct,joint,set,existing_new_system_project,263663,8c344596cdd444249482d76da3b86016,
440,重庆2025年度零星维修服务项目,PRJ260439,direct,joint,set,existing_new_system_project,239736,8c4d70aba64643968392105d93c77f4b,
441,新疆维吾尔自治区喀什地区大数据局电力机房维修维护项目,PRJ260440,direct,joint,set,existing_new_system_project,115134,8c9c5aa21f3a444caad16458f3100d00,
442,张家河洪安镇三村村10组和大同村11组护坡整治工程,PRJ260441,direct,joint,set,existing_new_system_project,109663,8d6e8dafbdb44480b46396d6e058b208,正式项目
443,违法建（构）筑物拆除工程,PRJ260442,direct,joint,set,existing_new_system_project,,8dff413b6fb14d6387ccbf6904b861fc,
444,珠峰文化旅游创意产业园区基础设施建设项目一期工程第一标段、二标段,PRJ260443,direct,joint,set,existing_new_system_project,109657,8e1e8ffb0e244123a5f5b269a540fb17,正式项目
445,德阳市旌阳区涪江路小学校校舍维修工程,PRJ260444,direct,joint,set,existing_new_system_project,109378,8eab805030f6469fb6138c53b388ad26,正式项目
446,德阳市罗江区救助管理站新建救助接待大厅新项目,PRJ260445,direct,joint,set,existing_new_system_project,109475,8ef8a9d9c4884fca98f054365e1789ba,正式项目
447,蓬莱镇城乡一体化建设项目四标段项目模板脚手架专业分包,PRJ260446,direct,joint,set,existing_new_system_project,109461,8f5413ca3b9648668a00f54f9fee5b5b,正式项目
448,800MM冷却区整改,PRJ260447,direct,joint,set,existing_new_system_project,109576,8f874aff67254dde80a7b2a2c63ba91e,正式项目
449,40万吨高强包装纸扩建项目余土/渣土外运专业分包工程,PRJ260448,direct,joint,set,existing_new_system_project,109375,8fdbef4293604b95a0e2d7a44d5a8b80,正式项目
450,易初明通公司拉萨分公司装修及厂区改造项目,PRJ260449,direct,joint,set,existing_new_system_project,109776,90199c09b08c49fabf8a8d70e620b9f1,正式项目
451,德阳市罗江区乡村水务供水建设项目钢筋、模板、混凝土、管道及阀门安装劳务分包二标段,PRJ260450,direct,joint,set,existing_new_system_project,236099,90e7b8156a46435ba1b1c39b30479fd0,
452,西藏方向军事设施建设项目施工总承包合同90项目工程工序劳务作业,PRJ260451,direct,joint,set,existing_new_system_project,139653,910ed968bceb422f9ce302e2799da9b8,
453,中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包7 泸州,PRJ260452,direct,joint,set,existing_new_system_project,238994,918683f439b8487cadb404658ab90785,
454,铜梁区太平镇团碾村十七组（CU69）公路工程,PRJ260453,direct,joint,set,existing_new_system_project,109728,92308c59fc714d39a2d5cc45e483c1f0,正式项目
455,德阳市市区背街小巷风貌整治工程（施工二标段）,PRJ260454,direct,joint,set,existing_new_system_project,109767,93cc6b74baa344f3bc26a971682f88bb,正式项目
456,长安汽车全球培训中心改造工程施工服务,PRJ260455,direct,joint,set,existing_new_system_project,109606,93eb0c58a37649418efd2b28f0757c80,正式项目
