id,legacy_project_id,name,lifecycle_state,stage_id,stage_name,other_system_id,other_system_code
2260,2ec0da21560a45959b90a77d12866c51,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,draft,5,筹备中,109568,16982985596010001
2261,2f3cdff1dafd40c4b92d3be23af67b52,龙洲湾公交站场排水沟沟盖板维修,draft,5,筹备中,109367,16982984760400001
2262,2f4e8d6faf9840918cd916598df3b526,绵竹市南轩中学体育馆篮球场维修改造工程,draft,5,筹备中,109609,16982985649140001
2263,2f52db447c8f40c386caad3664fade2b,德阳市人民医院门诊大楼装饰工程,draft,5,筹备中,109458,16982984874150001
2264,2fc661b9f89343febe46538b446c07f5,四川航天技术学院龙泉校区停车场维修项目,draft,5,筹备中,109637,16982985684140000
2265,2fd504d1871e4b86a2ae42d8e1ed8810,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议,draft,5,筹备中,109447,16982984860710001
2266,3021356f755143a8b18255091cc9c42b,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）,draft,5,筹备中,109835,16982986240220001
2267,308f3a386994423093c36b6d02452501,剑阁县2018年鹤龄镇村级公共服务项目,draft,5,筹备中,109813,16982986212880000
2268,30f93b0db7b445d7afc04dbc99de3d65,剑阁县公兴镇新生村风貌打造项目,draft,5,筹备中,109809,16982986207880001
2269,31a7ff8889074872ba3fb0ffe36c48a3,17中核二三中核城建德阿项目屋面光伏安装专业分包常规采购,draft,5,筹备中,,
2270,32cdeb11726f42ec80dc90d7405ef8a3,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,draft,5,筹备中,109621,16982985663510001
2271,332807dc401e4bc5802578da12fe8d98,中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务,draft,5,筹备中,115135,17018337596220000
2272,335e9c88d30c46f6bdd970a80d241b00,剑阁县广播局会议室装修工程项目,draft,5,筹备中,109755,16982986139910000
2273,33ab9f94a9bb46ad94b52504ab8f807f,天府*零星维修工程,draft,5,筹备中,,
2274,33bf23a069304419a4c259caf04473a8,南开两江中学学校宿舍改造工程,draft,5,筹备中,109656,16982985711170001
2275,33ff927b2a7349f4a3ec8e8795db98ee,绵阳市安州区2025年制种大县项目-生产机电设施建设工程,draft,5,筹备中,,
2276,35aa78045dea48e082cae3f783e952b6,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目,draft,5,筹备中,170024,17204098906510000
2277,35d5e3007cae414ebdcf9b2dc65d84b4,谢勤林工程（万兴项目）,draft,5,筹备中,109729,16982985802420001
2278,3621dc3c5f164603adc3ed0e9ac83aa0,广州铁路运输检察分院、广州铁路运输检察院办案和专业技术用房工程项目室外园建工程及配套工程,draft,5,筹备中,,
2279,369f099d737d448aa55cd8f191da953b,铜梁区二坪镇严家村二、三、五组公路工程,draft,5,筹备中,109733,16982985807260000
2280,36e5e7c783fb4fa5941a032db7afbd05,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,draft,5,筹备中,109696,16982985759920001
2281,3713a6cc17f7489f8639d13701cb6376,璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段,draft,5,筹备中,109441,16982984853520001
2282,37a2903cc4f94a9194faedfa2148bb0e,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,draft,5,筹备中,109647,16982985699920000
2283,37c8dab219e04007af40a2ee780477bf,莎车县低压电力设施改造项目施工第二标段,draft,5,筹备中,109386,16982984783370001
2284,387477e67b134c0ba596acb49fccc62c,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,draft,5,筹备中,109634,16982985680390001
2285,3874b7b8947c4d5295911523127a1f1e,什邡市经济开发区横十七路,draft,5,筹备中,109661,16982985717100001
2286,38a5b46f53294ed7bcd2ed60c2a8ab46,广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包,draft,5,筹备中,261155,17723318716000000
2287,38a935363c53402fa59ee99c9170f8de,医院商业服务配套安装工程,draft,5,筹备中,258463,17691387961350000
2288,38c01559277a45fb94bb9ed9f5786812,成绵高速德阳收费站维修工程,draft,5,筹备中,109715,16982985783820001
2289,38f30547796a4f46886ca433be91fe6d,宝峰山艺术大集项目,draft,5,筹备中,109537,16982984975860001
2290,39285206b95d44a08baa37c84a6324ed,金螺湾及文德湖游乐设备维修与更换,draft,5,筹备中,214322,17493534528810001
2291,39a156d94025490fbd873db0c05f3d37,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）,draft,5,筹备中,109765,16982986152720001
2292,39b007f2fcac4bcabaed31c907846e8b,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,draft,5,筹备中,109544,16982984984300001
2293,39fd0175180d446094aec581afd6d558,西昌市西部城区B2-05地块房地产开发项目泛光照明,draft,5,筹备中,200132,17401246904220000
2294,3a08110abc76473aa8180fc16f9395b7,旌阳区综合管廊项目钱塘江路段支护及防水工程二标,draft,5,筹备中,188212,17310569319900001
2295,3a2e0ff623244bde8579b35b0c53afad,龙泉驿区第六中学校维修改造工程,draft,5,筹备中,109591,16982985625070001
2296,3a74f431115c4b7ba18453ff63ba3053,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,draft,5,筹备中,109578,16982985608510001
2297,3adb3048f736424e8d5ebd782afd9da0,米易东站屋顶花园项目,draft,5,筹备中,109414,16982984820400001
2298,3ae7963b49614ce8ba4c2066b4134452,生态岛智能智造成果转化空间工程钢结构专业分包,draft,5,筹备中,109419,16982984826960000
2299,3af445162bf648d5908818cb37d4e006,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,draft,5,筹备中,109513,16982984942430001
2300,3bad15a1318247b5b6c8250d31dff07f,绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程,draft,5,筹备中,214544,17497114048970000
2301,3c67d2421ff24496a410fde08278dcda,通江大道石塔立交北侧下穿通道工程,draft,5,筹备中,109673,16982985731790000
2302,3ce020ce08294f8dbdb7c86f5d9ba50a,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,draft,5,筹备中,109834,16982986238820001
2303,3ce2dcf5527242848ef633aa08088b48,“三供一业“院落自来水管网改造工程,draft,5,筹备中,109753,16982985833040001
2304,3d9adf1f35c648e182d821f1fd826589,德阳高新区万福棚改二期大门改造工程机电安装专业分包,draft,5,筹备中,109364,16982984756800000
2305,3ddb4ef7f09a4280b7ef904a6f6e5275,简乃华工程（八角卫生院项目）,draft,5,筹备中,109736,16982985811320000
2306,3ddc904f2c7b43d283abbfa56acf1c43,会理县2017年国家农业综合开发土地治理结余资金建设项目,draft,5,筹备中,109843,16982986250690000
2307,3e1ee921c69441e4abd84185189267dc,安广公司工程,draft,5,筹备中,,
2308,3f40674fb14b4bcd9225f37b21e5c2d3,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段,draft,5,筹备中,179949,17268181869350000
2309,3ffba2d0c30c466d8e835e1e5b73c165,剑阁县圈龙乡新桥村文化室,draft,5,筹备中,109811,16982986210380001
2310,401b1e7a1b11498e92e74070e4b7fbb7,杰阳排水有限公司采购零星修缮服务,draft,5,筹备中,163408,17155805980180000
2311,4084a60acdd3440bb5503c043ea20f8f,德阳万达小贰楼项目土方开挖工程,draft,5,筹备中,,
2312,409e165a85264d6c9e22085d02dcd09a,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）,draft,5,筹备中,109698,16982985762420001
2313,410aacffed5d4eec9736cdf5395bb301,德阳市中心城区照明改造工程-千山街国土局路段等5处10KV配电工程,draft,5,筹备中,,
2314,412983e6b51f4ee294e20096b18c608d,渝北区龙泉水库大坝公路西侧人行便道扶助工程,draft,5,筹备中,109483,16982984905240001
2315,417d8d223a784630877b006d8067e142,岳普湖县2020年棚户区改造安置小区建设项目一标段,draft,5,筹备中,109557,16982985582890001
2316,41aca2a81e6c4a9bb7ed5f31a3c42b7b,李家沱战场入口地面修复工程,draft,5,筹备中,109361,16982984753050001
2317,422cc4f78b52472eb1b71ad9ff9200c5,疏勒县第二幼儿园消防改造项目,draft,5,筹备中,178742,17248331578710000
2318,4286c6fbba3849cfb7511f2328f88115,旌阳区综合管廊项目钱塘江路段支护及防水工程一标,draft,5,筹备中,188213,17310569324900000
2319,42bdd94db1f945cf9f7d6d328bd15859,德阳市自来水公司给水管道维修工程2022,draft,5,筹备中,,
2320,432bb7a6a36e4ec38819ec2a5f1e0bff,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,draft,5,筹备中,109763,16982986150220001
2321,43e058a2dd5943058742f938cc67e10e,喀什西克尔水库架空线路和配电工程专业分包,draft,5,筹备中,163409,17155809971120000
2322,44169b333e24436aa3592d06b9d2a0c3,四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程,draft,5,筹备中,109393,16982984792120000
2323,44a080a6bc8748249e2bf6b80e78ed62,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程,draft,5,筹备中,188210,17310569317090000
2324,4550afe95e6749fd9dfcb7a7706464ee,2023年渝中区绿管处冬季行道树修剪,draft,5,筹备中,139651,17065045385590000
2325,4599a87b64d84b98ba596dee410c0ace,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）,draft,5,筹备中,109774,16982986163660001
2326,45cbbe788bee4d1eb75ce24a99344dc7,拉萨市柳梧新区管网改造,draft,5,筹备中,109574,16982985603510001
2327,45d84b461f8a4be491fda41b4a6c5d13,五里坪站场发停车区域调整综合改造工程,draft,5,筹备中,109356,16982981715120000
2328,462accb179fa48fa936ec1384f15cdc9,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程,draft,5,筹备中,109734,16982985808350001
2329,4634958cd5bc4cf8a096f5771b235fe2,重庆机场集团有限公司李俭锋零星综合项目,draft,5,筹备中,109464,16982984881490001
2330,4634f972dcbe42ed88343d4e9e994daf,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程,draft,5,筹备中,109684,16982985745540000
2331,466147b763814ec5811faa81275d1081,绵阳市涪城区教工幼儿园维修装饰工程,draft,5,筹备中,170025,17204099226670000
2332,46792322bab04858b17a5b9e3345cf5d,广汉市连山镇农村集体经济融合发展示范项目——广汉市连山镇农产品展示展销中心（二期）劳务分包工程,draft,5,筹备中,181028,17286088249970000
2333,4693df15d594434c95aa9a3304b3a058,高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段,draft,5,筹备中,109668,16982985725540001
2334,46b7613b1b2c4a6e918815ee5b8e5969,金阳县青松乡中坪村至白银厂村连接路工程,draft,5,筹备中,109726,16982985797880001
2335,47134879c069447c8eb6730a33939c9c,临空经济总部大楼A栋9层装修装饰工程,draft,5,筹备中,139654,17065045391220001
2336,47450def75994d9899db7eef50f5c0f0,渝北区双龙水库管理所2024年水库维修养护工程,draft,5,筹备中,179054,17253526208810000
