row_no,decision,tax_quality,legacy_partner_source,legacy_partner_id,partner_name,tax_number,sources,source_row_count,merge_strategy,blockers
3650,company_same_tax_canonical_write_review,usable_tax,cooperat_company,5545c3833ea7467ea2474532352addc0,邯郸市滕康紧固件制造有限公司,91130408MA0A05QN38,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
4048,company_same_tax_canonical_write_review,usable_tax,cooperat_company,950ccbe20bd748a7b3360399e1fa9173,重庆宏企盛工程管理有限责任公司,91500107MA61DE8U4R,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
4360,company_same_tax_manual_review,placeholder_tax,cooperat_company,0568078e8b42490582371ed08946ec07,零星开支,915100000000000000,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
4496,company_same_tax_canonical_write_review,usable_tax,cooperat_company,86e3b4ebca8f4859a021e3bddc1b95f6,成都宁锋商贸有限公司,91510105095268658M,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
4891,company_same_tax_canonical_write_review,usable_tax,cooperat_company,5f23423ec6814f41a1520346f993f433,德阳金汇页岩机砖厂（普通合伙）,915106003093852875,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
5012,company_same_tax_canonical_write_review,usable_tax,cooperat_company,573ce2e4ab344e33b36adfd7f1469282,四川美讯达通讯有限责任公司德阳分公司,91510600MA6235130R,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
5417,company_same_tax_canonical_write_review,usable_tax,cooperat_company,4b49f433b55e48b1add1d52769ea45e8,四川志诚博众商贸有限公司,91510682MAC96RFT6B,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
5428,company_same_tax_canonical_write_review,usable_tax,cooperat_company,8b3a9f7dbf68405481b6b66c274ac6d0,绵竹富贵天成建筑设备租赁有限公司,91510683759729278Y,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
5996,company_same_tax_canonical_write_review,usable_tax,cooperat_company,7dd1fb8c648f4a7b8d6f5dd935f6f4b0,喀什市同汇人力资源服务有限公司,91653101MA78A1N6XX,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6026,company_same_tax_canonical_write_review,usable_tax,cooperat_company,c8acc5b39ff8449196fbbaa33645bcba,喀什巨峰建材有限公司,91653122MA7780296C,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6038,company_same_tax_canonical_write_review,usable_tax,cooperat_company,2da94e05fe5643e1a0e916b1ec1888e8,喀什市全宏建材销售部,91653123MA7772958B,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6105,company_same_tax_canonical_write_review,usable_tax,cooperat_company,17cd783fbad441539ece789cd7a4cee7,陕西仝禾建设工程有限责任公司新疆分公司,91659003MABKYLJ68H,company,3,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6112,company_same_tax_canonical_write_review,usable_tax,cooperat_company,70be9def23eb47078e4dc2f57bb741dd,天津市南开区兴宇鑫线缆销售中心,92120104MA05QPB790,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6113,company_same_tax_canonical_write_review,usable_tax,cooperat_company,978f906e2f2d42c3b900c6af65e4b704,任丘巿威运电力器材经销处,92130982MA0FL1GQ2G,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6150,company_same_tax_canonical_write_review,usable_tax,cooperat_company,2010bc4ca2a44101b5c97e5ccc742032,渝中区浩岭五金建材经营部,92500103MAD83K3E21,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6217,company_same_tax_canonical_write_review,usable_tax,cooperat_company,5da5f14e96584e19a7c485ad23bcc203,合川区五斗谷建材经营部,92500117MAEPAD5X7C,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6355,company_same_tax_canonical_write_review,usable_tax,cooperat_company,59b24acaae7b4dfcad009a0fe51cb8ba,成华区转棉品商贸部,92510108MACPF3CN6Y,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6432,company_same_tax_canonical_write_review,usable_tax,cooperat_company,c1950cdfd31045d4a316d408cd1c64fd,米易宏扬工程机械租赁服务场,92510421MACIGI1659E,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6448,company_same_tax_canonical_write_review,usable_tax,cooperat_company,07ecc060b757475e9212c10145b8bbc3,德阳市区永亨办公家具商行长江西路店,92510600MA625CHM8Y,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
6649,company_same_tax_canonical_write_review,usable_tax,cooperat_company,4cd634b61a5b47b483b47eda3034d812,旌阳区德新镇创新机械租赁部,92510603MA689GJW0R,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
7098,company_same_tax_canonical_write_review,usable_tax,cooperat_company,1511527fd44d4614942d1f84091650e5,喀什市德硕建材销售店,92653101MACWEQYP6A,company,2,merge_by_tax_number,same_tax_multiple_names;deduplicated_group_not_create_only
