project_id,legacy_project_id,project_code,project_name,old_funding_enabled,contract_count,contract_amount_final_sum,contract_amount_total_sum,active_baseline_count,active_baseline_total,planned_action
150,2f3cdff1dafd40c4b92d3be23af67b52,PRJ260150,"{""en_US"": ""龙洲湾公交站场排水沟沟盖板维修""}",True,2,183035.3,183035.3,1,183035.3,skip_existing_active_baseline
151,2f4e8d6faf9840918cd916598df3b526,PRJ260151,"{""en_US"": ""绵竹市南轩中学体育馆篮球场维修改造工程""}",True,7,589650.25,589650.25,1,589650.25,skip_existing_active_baseline
152,2f52db447c8f40c386caad3664fade2b,PRJ260152,"{""en_US"": ""德阳市人民医院门诊大楼装饰工程""}",True,12,1482061.8,1482061.8,1,1482061.8,skip_existing_active_baseline
153,2fc661b9f89343febe46538b446c07f5,PRJ260153,"{""en_US"": ""四川航天技术学院龙泉校区停车场维修项目""}",True,2,48199.49,48199.49,1,48199.49,skip_existing_active_baseline
154,2fd504d1871e4b86a2ae42d8e1ed8810,PRJ260154,"{""en_US"": ""米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议""}",True,2,1482800.0,1482800.0,1,1482800.0,skip_existing_active_baseline
155,3021356f755143a8b18255091cc9c42b,PRJ260155,"{""en_US"": ""玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）""}",True,7,3915918.51,3915918.51,1,3915918.51,skip_existing_active_baseline
156,308f3a386994423093c36b6d02452501,PRJ260156,"{""en_US"": ""剑阁县2018年鹤龄镇村级公共服务项目""}",True,2,557086.0,557086.0,1,557086.0,skip_existing_active_baseline
157,30f93b0db7b445d7afc04dbc99de3d65,PRJ260157,"{""en_US"": ""剑阁县公兴镇新生村风貌打造项目""}",True,1,531920.0,531920.0,1,531920.0,skip_existing_active_baseline
159,32cdeb11726f42ec80dc90d7405ef8a3,PRJ260159,"{""en_US"": ""华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购""}",True,7,4086967.62,4086967.62,1,4086967.62,skip_existing_active_baseline
160,332807dc401e4bc5802578da12fe8d98,PRJ260160,"{""en_US"": ""中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务""}",True,10,1503840.14,1503840.14,1,1503840.14,skip_existing_active_baseline
164,33bf23a069304419a4c259caf04473a8,PRJ260164,"{""en_US"": ""南开两江中学学校宿舍改造工程""}",True,9,2957844.1,2957844.1,1,2957844.1,skip_existing_active_baseline
166,35aa78045dea48e082cae3f783e952b6,PRJ260166,"{""en_US"": ""四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目""}",True,1,167860.0,167860.0,1,167860.0,skip_existing_active_baseline
167,35d5e3007cae414ebdcf9b2dc65d84b4,PRJ260167,"{""en_US"": ""谢勤林工程（万兴项目）""}",True,8,11649040.35,11649040.35,1,11649040.35,skip_existing_active_baseline
169,369f099d737d448aa55cd8f191da953b,PRJ260169,"{""en_US"": ""铜梁区二坪镇严家村二、三、五组公路工程""}",True,4,2030556.24,2030556.24,1,2030556.24,skip_existing_active_baseline
170,36e5e7c783fb4fa5941a032db7afbd05,PRJ260170,"{""en_US"": ""邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程""}",True,10,5467833.52,5467833.52,1,5467833.52,skip_existing_active_baseline
171,3713a6cc17f7489f8639d13701cb6376,PRJ260171,"{""en_US"": ""璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段""}",True,26,19874271.87,19874271.87,1,19874271.87,skip_existing_active_baseline
172,37a2903cc4f94a9194faedfa2148bb0e,PRJ260172,"{""en_US"": ""苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目""}",True,8,66853579.53,66853579.53,1,66853579.53,skip_existing_active_baseline
173,37c8dab219e04007af40a2ee780477bf,PRJ260173,"{""en_US"": ""莎车县低压电力设施改造项目施工第二标段""}",True,21,23633006.79,23633006.79,1,23633006.79,skip_existing_active_baseline
174,387477e67b134c0ba596acb49fccc62c,PRJ260174,"{""en_US"": ""雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目""}",True,6,938892.12,938892.12,1,938892.12,skip_existing_active_baseline
176,38a5b46f53294ed7bcd2ed60c2a8ab46,PRJ260176,"{""en_US"": ""广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包""}",True,4,6177007.51,6177007.51,1,6177007.51,skip_existing_active_baseline
177,38a935363c53402fa59ee99c9170f8de,PRJ260177,"{""en_US"": ""医院商业服务配套安装工程""}",True,4,1385033.55,1385033.55,1,1385033.55,skip_existing_active_baseline
178,38c01559277a45fb94bb9ed9f5786812,PRJ260178,"{""en_US"": ""成绵高速德阳收费站维修工程""}",True,3,3900595.55,3900595.55,1,3900595.55,skip_existing_active_baseline
180,39285206b95d44a08baa37c84a6324ed,PRJ260180,"{""en_US"": ""金螺湾及文德湖游乐设备维修与更换""}",True,3,208013.7,208013.7,1,208013.7,skip_existing_active_baseline
181,39a156d94025490fbd873db0c05f3d37,PRJ260181,"{""en_US"": ""中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）""}",True,2,4455486.41,4455486.41,1,4455486.41,skip_existing_active_baseline
182,39b007f2fcac4bcabaed31c907846e8b,PRJ260182,"{""en_US"": ""德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段""}",True,3,16864120.0,16864120.0,1,16864120.0,skip_existing_active_baseline
183,39fd0175180d446094aec581afd6d558,PRJ260183,"{""en_US"": ""西昌市西部城区B2-05地块房地产开发项目泛光照明""}",True,4,930903.15,930903.15,1,930903.15,skip_existing_active_baseline
184,3a08110abc76473aa8180fc16f9395b7,PRJ260184,"{""en_US"": ""旌阳区综合管廊项目钱塘江路段支护及防水工程二标""}",True,11,11149681.37,11149681.37,1,11149681.37,skip_existing_active_baseline
185,3a2e0ff623244bde8579b35b0c53afad,PRJ260185,"{""en_US"": ""龙泉驿区第六中学校维修改造工程""}",True,6,1193916.44,1193916.44,1,1193916.44,skip_existing_active_baseline
186,3a74f431115c4b7ba18453ff63ba3053,PRJ260186,"{""en_US"": ""广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程""}",True,6,2416797.03,2416797.03,1,2416797.03,skip_existing_active_baseline
187,3adb3048f736424e8d5ebd782afd9da0,PRJ260187,"{""en_US"": ""米易东站屋顶花园项目""}",True,3,121083.15,121083.15,1,121083.15,skip_existing_active_baseline
188,3ae7963b49614ce8ba4c2066b4134452,PRJ260188,"{""en_US"": ""生态岛智能智造成果转化空间工程钢结构专业分包""}",True,40,40522710.32,40522710.32,1,40522710.32,skip_existing_active_baseline
189,3af445162bf648d5908818cb37d4e006,PRJ260189,"{""en_US"": ""国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理""}",True,3,576274.6,576274.6,1,576274.6,skip_existing_active_baseline
190,3bad15a1318247b5b6c8250d31dff07f,PRJ260190,"{""en_US"": ""绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程""}",True,1,847246.1,847246.1,1,847246.1,skip_existing_active_baseline
191,3c67d2421ff24496a410fde08278dcda,PRJ260191,"{""en_US"": ""通江大道石塔立交北侧下穿通道工程""}",True,24,19272109.08,19272109.08,1,19272109.08,skip_existing_active_baseline
192,3ce020ce08294f8dbdb7c86f5d9ba50a,PRJ260192,"{""en_US"": ""德阳市泰山路（金沙江路-新收费站）提档升级改造工程""}",True,1,2144902.0,2144902.0,1,2144902.0,skip_existing_active_baseline
193,3ce2dcf5527242848ef633aa08088b48,PRJ260193,"{""en_US"": ""“三供一业“院落自来水管网改造工程""}",True,1,13719368.42,13719368.42,1,13719368.42,skip_existing_active_baseline
194,3d9adf1f35c648e182d821f1fd826589,PRJ260194,"{""en_US"": ""德阳高新区万福棚改二期大门改造工程机电安装专业分包""}",True,5,418817.7,418817.7,1,418817.7,skip_existing_active_baseline
195,3ddb4ef7f09a4280b7ef904a6f6e5275,PRJ260195,"{""en_US"": ""简乃华工程（八角卫生院项目）""}",True,21,2127555.08,2127555.08,1,2127555.08,skip_existing_active_baseline
196,3ddc904f2c7b43d283abbfa56acf1c43,PRJ260196,"{""en_US"": ""会理县2017年国家农业综合开发土地治理结余资金建设项目""}",True,2,2909050.43,2909050.43,1,2909050.43,skip_existing_active_baseline
198,3f40674fb14b4bcd9225f37b21e5c2d3,PRJ260198,"{""en_US"": ""德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段""}",True,1,2393140.09,2393140.09,1,2393140.09,skip_existing_active_baseline
199,3ffba2d0c30c466d8e835e1e5b73c165,PRJ260199,"{""en_US"": ""剑阁县圈龙乡新桥村文化室""}",True,3,560551.1,560551.1,1,560551.1,skip_existing_active_baseline
200,401b1e7a1b11498e92e74070e4b7fbb7,PRJ260200,"{""en_US"": ""杰阳排水有限公司采购零星修缮服务""}",True,8,2121079.8,2121079.8,1,2121079.8,skip_existing_active_baseline
201,4084a60acdd3440bb5503c043ea20f8f,PRJ260201,"{""en_US"": ""德阳万达小贰楼项目土方开挖工程""}",True,1,7086665.96,7086665.96,1,7086665.96,skip_existing_active_baseline
202,409e165a85264d6c9e22085d02dcd09a,PRJ260202,"{""en_US"": ""布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）""}",True,5,2784475.1,2784475.1,1,2784475.1,skip_existing_active_baseline
204,412983e6b51f4ee294e20096b18c608d,PRJ260204,"{""en_US"": ""渝北区龙泉水库大坝公路西侧人行便道扶助工程""}",True,8,953994.15,953994.15,1,953994.15,skip_existing_active_baseline
205,417d8d223a784630877b006d8067e142,PRJ260205,"{""en_US"": ""岳普湖县2020年棚户区改造安置小区建设项目一标段""}",True,2,16813730.11,16813730.11,1,16813730.11,skip_existing_active_baseline
206,41aca2a81e6c4a9bb7ed5f31a3c42b7b,PRJ260206,"{""en_US"": ""李家沱战场入口地面修复工程""}",True,1,38839.44,38839.44,1,38839.44,skip_existing_active_baseline
207,422cc4f78b52472eb1b71ad9ff9200c5,PRJ260207,"{""en_US"": ""疏勒县第二幼儿园消防改造项目""}",True,11,2476998.95,2476998.95,1,2476998.95,skip_existing_active_baseline
208,4286c6fbba3849cfb7511f2328f88115,PRJ260208,"{""en_US"": ""旌阳区综合管廊项目钱塘江路段支护及防水工程一标""}",True,21,25713852.66,25713852.66,1,25713852.66,skip_existing_active_baseline
211,43e058a2dd5943058742f938cc67e10e,PRJ260211,"{""en_US"": ""喀什西克尔水库架空线路和配电工程专业分包""}",True,2,683800.0,683800.0,1,683800.0,skip_existing_active_baseline
212,44169b333e24436aa3592d06b9d2a0c3,PRJ260212,"{""en_US"": ""四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程""}",True,7,4542025.03,4542025.03,1,4542025.03,skip_existing_active_baseline
213,44a080a6bc8748249e2bf6b80e78ed62,PRJ260213,"{""en_US"": ""智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程""}",True,5,579776.34,579776.34,1,579776.34,skip_existing_active_baseline
214,4550afe95e6749fd9dfcb7a7706464ee,PRJ260214,"{""en_US"": ""2023年渝中区绿管处冬季行道树修剪""}",True,9,3825322.14,3825322.14,1,3825322.14,skip_existing_active_baseline
215,4599a87b64d84b98ba596dee410c0ace,PRJ260215,"{""en_US"": ""中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）""}",True,1,3930801.6,3930801.6,1,3930801.6,skip_existing_active_baseline
216,45cbbe788bee4d1eb75ce24a99344dc7,PRJ260216,"{""en_US"": ""拉萨市柳梧新区管网改造""}",True,2,213618.51,213618.51,1,213618.51,skip_existing_active_baseline
217,45d84b461f8a4be491fda41b4a6c5d13,PRJ260217,"{""en_US"": ""五里坪站场发停车区域调整综合改造工程""}",True,2,273320.88,273320.88,1,273320.88,skip_existing_active_baseline
219,4634958cd5bc4cf8a096f5771b235fe2,PRJ260219,"{""en_US"": ""重庆机场集团有限公司李俭锋零星综合项目""}",True,4,224863.98,224863.98,1,224863.98,skip_existing_active_baseline
220,4634f972dcbe42ed88343d4e9e994daf,PRJ260220,"{""en_US"": ""“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程""}",True,1,1092180.0,1092180.0,1,1092180.0,skip_existing_active_baseline
221,466147b763814ec5811faa81275d1081,PRJ260221,"{""en_US"": ""绵阳市涪城区教工幼儿园维修装饰工程""}",True,1,22600.0,22600.0,1,22600.0,skip_existing_active_baseline
222,46792322bab04858b17a5b9e3345cf5d,PRJ260222,"{""en_US"": ""广汉市连山镇农村集体经济融合发展示范项目——广汉市连山镇农产品展示展销中心（二期）劳务分包工程""}",True,38,4794592.47,4794592.47,1,4794592.47,skip_existing_active_baseline
223,4693df15d594434c95aa9a3304b3a058,PRJ260223,"{""en_US"": ""高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段""}",True,26,21769891.78,21769891.78,1,21769891.78,skip_existing_active_baseline
224,46b7613b1b2c4a6e918815ee5b8e5969,PRJ260224,"{""en_US"": ""金阳县青松乡中坪村至白银厂村连接路工程""}",True,10,6196707.68,6196707.68,1,6196707.68,skip_existing_active_baseline
225,47134879c069447c8eb6730a33939c9c,PRJ260225,"{""en_US"": ""临空经济总部大楼A栋9层装修装饰工程""}",True,7,2364161.34,2364161.34,1,2364161.34,skip_existing_active_baseline
226,47450def75994d9899db7eef50f5c0f0,PRJ260226,"{""en_US"": ""渝北区双龙水库管理所2024年水库维修养护工程""}",True,4,909882.7,909882.7,1,909882.7,skip_existing_active_baseline
227,4797240705544506a61fe48f4331e6dc,PRJ260227,"{""en_US"": ""四川省德阳市2012-2013年中小河流水文监测系统新建水文站-站房工程""}",True,5,5701863.93,5701863.93,1,5701863.93,skip_existing_active_baseline
229,485a8ffc95b04691b30085b2d0207339,PRJ260229,"{""en_US"": ""生产线及生活区区防水工程""}",True,3,434636.49,434636.49,1,434636.49,skip_existing_active_baseline
230,4860c86d34c74e858db90a3e7940327b,PRJ260230,"{""en_US"": ""德阳市旌阳区八角井镇卫生院-各类设施零星维护管理""}",True,1,2180000.0,2180000.0,1,2180000.0,skip_existing_active_baseline
231,4a4ed31a48164cee80671c16275f4ad7,PRJ260231,"{""en_US"": ""何埂小学新建综合楼、食堂及运动场工程""}",True,36,15566680.33,15566680.33,1,15566680.33,skip_existing_active_baseline
232,4ab6f7c219e2421fa998d1d575ee8496,PRJ260232,"{""en_US"": ""三标段旌湖路（秦岭山路至峨眉山南路）10kv下地改造工程""}",True,20,3416993.62,3416993.62,1,3416993.62,skip_existing_active_baseline
233,4ac61c70932e4dfa870ddf06ed5b36d2,PRJ260233,"{""en_US"": ""建工五建——科发泰升人和——装饰装修2专业分包""}",True,6,3939864.37,3939864.37,1,3939864.37,skip_existing_active_baseline
234,4ad2dea566464eba8851e0dd675d1583,PRJ260234,"{""en_US"": ""布拖县2016年—2019年安全住房地质隐患应急抢险项目""}",True,22,56444021.6,56444021.6,1,56444021.6,skip_existing_active_baseline
235,4ae5c8869c02493bb691c66b26fcba3b,PRJ260235,"{""en_US"": ""德阳新城吾悦广场商业及住宅整期建设工程维修工程""}",True,5,2056605.35,2056605.35,1,2056605.35,skip_existing_active_baseline
236,4b7a21220a1040129a798b604acdf5f1,PRJ260236,"{""en_US"": ""全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目二标段""}",True,2,7115238.71,7115238.71,1,7115238.71,skip_existing_active_baseline
237,4b868719ff8e43fbaf928e79f4aabf0c,PRJ260237,"{""en_US"": ""四川建筑职业技术学院西区运动场舞台工程""}",True,1,16513.5,16513.5,1,16513.5,skip_existing_active_baseline
238,4b89ee16cc58497bac061d8ae5fddd82,PRJ260238,"{""en_US"": ""雅瑶东路教育设施建设项目（雅瑶东路小学）""}",True,15,6363727.69,6363727.69,1,6363727.69,skip_existing_active_baseline
239,4b8d30c6415f4768a994a73e75896668,PRJ260239,"{""en_US"": ""2024年中江县永兴镇七郎村集体经济扶持村项目""}",True,7,1048425.31,1048425.31,1,1048425.31,skip_existing_active_baseline
240,4bbff2852e8e46d38ceb8ed5b1c9de84,PRJ260240,"{""en_US"": ""旌阳区综合管廊项目庐山路段支护及防水3标""}",True,17,16674158.85,16674158.85,1,16674158.85,skip_existing_active_baseline
241,4c2a355dd42d488083fe81525363142f,PRJ260241,"{""en_US"": ""77561部队制供氧站用房新建项目""}",True,15,962630.45,962630.45,1,962630.45,skip_existing_active_baseline
242,4c749e69caeb45ec9708bf4db81cde17,PRJ260242,"{""en_US"": ""罗江区2022年暴雨洪灾水毁灾后重建覆岸覆土工程-凯江段新增杂草、杂树清理施工劳务""}",True,1,56680.0,56680.0,1,56680.0,skip_existing_active_baseline
244,4cc5641ac4af46a4b021cf514887cf4b,PRJ260244,"{""en_US"": ""四川纹江致远建筑开发工程有限公司2025-2026年度管道临时封堵专业分包""}",True,2,979892.63,979892.63,1,979892.63,skip_existing_active_baseline
245,4d1d59a3abc94504972df359e27af61f,PRJ260245,"{""en_US"": ""旌阳区综合管廊项目泰山路段支护及防水工程一标""}",True,5,15258458.15,15258458.15,1,15258458.15,skip_existing_active_baseline
246,4d5d46d841c24c629fd4ebdd4796980f,PRJ260246,"{""en_US"": ""大唐甘肃发电有限公司碧口水力发电厂碧口水电站右岸泄洪洞护坦防护结构改造施工""}",True,10,6848980.85,6848980.85,1,6848980.85,skip_existing_active_baseline
247,4daa72750bcc496aaebbf008fc28659c,PRJ260247,"{""en_US"": ""某部家属楼暖气更换项目""}",True,5,297079.2,297079.2,1,297079.2,skip_existing_active_baseline
250,4e69feaf5c854b54a44de07e4e94300c,PRJ260250,"{""en_US"": ""中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包13 南充""}",True,8,3866228.12,3866228.12,1,3866228.12,skip_existing_active_baseline
251,4e9dbc2aa6534022b42a254295b52e34,PRJ260251,"{""en_US"": ""重庆市綦江区育英高级中学建设工程（一标段）""}",True,44,21418946.35,21418946.35,1,21418946.35,skip_existing_active_baseline
252,4ecb23acaad749acb971656d3f92322b,PRJ260252,"{""en_US"": ""仙足岛阜康医院前人行道改造项目""}",True,3,156688.75,156688.75,1,156688.75,skip_existing_active_baseline
253,4ee72935ae304f56b051798722befec3,PRJ260253,"{""en_US"": ""江陵路快速化改造一期工程PB0+560-PB1+180庞北恢复及拆除残桥工程""}",True,3,2314462.66,2314462.66,1,2314462.66,skip_existing_active_baseline
254,4f039bfb37e049cf890e468d00178e45,PRJ260254,"{""en_US"": ""广汉市第二十三污水处理站新增五里村五组污水管网工程项目""}",True,2,946509.77,946509.77,1,946509.77,skip_existing_active_baseline
255,4f2b6e3ed6db4e15bf7a475e00d8e73c,PRJ260255,"{""en_US"": ""2023年中江县普兴镇村社道路建设项目""}",True,9,2630416.44,2630416.44,1,2630416.44,skip_existing_active_baseline
256,4f86be86dc0f46508613c812126849d5,PRJ260256,"{""en_US"": ""保盛公司采购平台""}",True,15,3364609.13,3364609.13,1,3364609.13,skip_existing_active_baseline
257,4f8d48ca33fc442a8577308228eea07e,PRJ260257,"{""en_US"": ""大興壹號售楼部装修项目""}",True,4,1352324.89,1352324.89,1,1352324.89,skip_existing_active_baseline
258,4fc55dfb8a2e415cbcca4db2f9df2dbf,PRJ260258,"{""en_US"": ""重庆巴南区华南城充电站建设""}",True,1,1397843.25,1397843.25,1,1397843.25,skip_existing_active_baseline
259,5011e3673ec54e11a2e2a47a47ab34e1,PRJ260259,"{""en_US"": ""中铁十九局集团有限公司1415项目P、T 点位""}",True,2,3106073.98,3106073.98,1,3106073.98,skip_existing_active_baseline
260,5090c7dcbced4376817b6721cf5db568,PRJ260260,"{""en_US"": ""英吉沙县乡村两级锅炉改造项目第三标段""}",True,26,10602374.28,10602374.28,1,10602374.28,skip_existing_active_baseline
261,512df28c4b854d4aac32bb7f394b5275,PRJ260261,"{""en_US"": ""中江县联合镇中心学校群星分校新建运动场项目工程""}",True,5,2074567.38,2074567.38,1,2074567.38,skip_existing_active_baseline
262,513f713857db46e196f61d6df8257fd1,PRJ260262,"{""en_US"": ""四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目（东区）-防水工程""}",True,3,572872.16,572872.16,1,572872.16,skip_existing_active_baseline
263,517794218ca44c1a8b95ea1a3b9ee01d,PRJ260263,"{""en_US"": ""四川省烟草公司宜宾市公司外租仓库维修项目""}",True,8,1832739.46,1832739.46,1,1832739.46,skip_existing_active_baseline
264,518c8c43a90f43558a535828b8be342d,PRJ260264,"{""en_US"": ""仁中风华二期工程""}",True,3,7113174.8,7113174.8,1,7113174.8,skip_existing_active_baseline
265,51f509199c434dd0a6f1f6f3dfced9d7,PRJ260265,"{""en_US"": ""中建七局天府大道北延线（德阳段）项目桥面防水工程""}",True,2,939961.24,939961.24,1,939961.24,skip_existing_active_baseline
266,5216a7e00d554423bb2e77f6b7dd0d9c,PRJ260266,"{""en_US"": ""铜梁区永嘉镇2020年断头路、联网路建设圣水村八组、塘坪村十一组、十七组公路工程""}",True,2,1116876.64,1116876.64,1,1116876.64,skip_existing_active_baseline
267,52278e622558409db167eca9eba8c8b8,PRJ260267,"{""en_US"": ""【广州市花都区殡仪馆迁建工程施工总承包】项目【室外（园建、绿化、道路及护坡工程）】工程""}",True,7,4493788.83,4493788.83,1,4493788.83,skip_existing_active_baseline
269,52dbcbcb460349ecac1ec682f9129b29,PRJ260269,"{""en_US"": ""德阳市旌阳区东湖-和新（崴和路）道路改建工程（K4+140-K4+790边坡滑坡治理）""}",True,1,356342.11,356342.11,1,356342.11,skip_existing_active_baseline
270,530af800e78245f9a9975f80d9587ced,PRJ260270,"{""en_US"": ""罗江区滨河路沿线健康骑游道项目块料铺贴劳务分包（第五次）""}",True,1,95655.39,95655.39,1,95655.39,skip_existing_active_baseline
271,531c46015cb843b1a330c71e092fef13,PRJ260271,"{""en_US"": ""智慧之心项目2#、3#、4#、5#楼及裙楼景观绿化工程专业分包项目""}",True,8,2406032.36,2406032.36,1,2406032.36,skip_existing_active_baseline
273,5364878e0dc142c6b133d57c6eb09980,PRJ260273,"{""en_US"": ""新场乡长虹村灌溉蓄水池及防洪沟修建项目""}",True,4,851394.56,851394.56,1,851394.56,skip_existing_active_baseline
274,53c2eb41efaf4f7189405125701e67b1,PRJ260274,"{""en_US"": ""中国移动四川公司广元分公司2021-2022年渠道维修采购项目框架协议""}",True,5,3045984.89,3045984.89,1,3045984.89,skip_existing_active_baseline
275,53d146fb74524859a820019e03d8a8dc,PRJ260275,"{""en_US"": ""伽师县工业园区空气源供热建设项目（二次）二标段""}",True,3,1676575.49,1676575.49,1,1676575.49,skip_existing_active_baseline
276,541e6dbb75224e48b0ab8c09c28c70ef,PRJ260276,"{""en_US"": ""重庆翰博光电工业园项目一期B部分（2#厂房）工程""}",True,10,8260304.49,8260304.49,1,8260304.49,skip_existing_active_baseline
277,5533cd035fea4b59ba91ebb3e16b6d5d,PRJ260277,"{""en_US"": ""露天破碎站地中衡工程""}",True,6,1497214.07,1497214.07,1,1497214.07,skip_existing_active_baseline
278,55804d7aa29f40c68fdfd12a6996d3e4,PRJ260278,"{""en_US"": ""青龙工业园区污水管网改造项目（第二期） 劳务分包""}",True,1,230899.65,230899.65,1,230899.65,skip_existing_active_baseline
279,55a317a482484e6fb37f023de6f063e7,PRJ260279,"{""en_US"": ""凯州新城城乡一体化项目配套建设工程保温工程专业分包""}",True,23,6093875.66,6093875.66,1,6093875.66,skip_existing_active_baseline
280,560ae40a3f244039bc3e6944959d80f1,PRJ260280,"{""en_US"": ""恒荣半岛小区东舍北苑组团消防地下管网设施设备改造项目""}",True,5,525386.42,525386.42,1,525386.42,skip_existing_active_baseline
281,56627cf2610e4345ba195ef14c1ddd17,PRJ260281,"{""en_US"": ""梧桐·骊府土方专业分包项目""}",True,3,3512511.33,3512511.33,1,3512511.33,skip_existing_active_baseline
282,56e3011796694d71baaf4bc868ce37c7,PRJ260282,"{""en_US"": ""广汉市旌江干线沥青混凝土路面维修工程""}",True,2,366088.36,366088.36,1,366088.36,skip_existing_active_baseline
283,573f606161ae486ba27422b42781f1dc,PRJ260283,"{""en_US"": ""中江县御河中学校新建学生宿舍、附属工程及设备购置建设项目""}",True,38,18210609.28,18210609.28,1,18210609.28,skip_existing_active_baseline
284,5776e5836ee949b7a464ad53fb0000cb,PRJ260284,"{""en_US"": ""御嘉花苑1#楼 外墙外保温劳务项目""}",True,1,470825.5,470825.5,1,470825.5,skip_existing_active_baseline
285,57925b24d00a47ddafa39631e8df9951,PRJ260285,"{""en_US"": ""【米易阳光里】项目【二】期景观园林工程""}",True,22,7325649.68,7325649.68,1,7325649.68,skip_existing_active_baseline
286,57bd7e81163b4800ad47fbe092c8d58f,PRJ260286,"{""en_US"": ""四川广汉火车站省粮食储备库和兴中心库建设项目（一期工程）""}",True,5,13537770.94,13537770.94,1,13537770.94,skip_existing_active_baseline
287,57dfa8223dae43c999c1d2e26650453f,PRJ260287,"{""en_US"": ""绵竹市高新区科技服务中心项目消防工程""}",True,34,25959094.19,25959094.19,1,25959094.19,skip_existing_active_baseline
288,59680a7bdc344036bf1bc659f9090814,PRJ260288,"{""en_US"": ""格尔木市2021年城市污水处理提质增效项目第二次""}",True,30,34142678.96,34142678.96,1,34142678.96,skip_existing_active_baseline
289,59a29f63bee94720b7e85f4d48b2c72e,PRJ260289,"{""en_US"": ""绵竹市城乡供水一体化项目(高柏、红旗)劳务、机械协作单位.""}",True,1,1508524.44,1508524.44,1,1508524.44,skip_existing_active_baseline
290,5a4ab1da8abf45089d9b6b24e07b1296,PRJ260290,"{""en_US"": ""中国民用航空飞行学院院本部雨污分流工程""}",True,11,7282612.05,7282612.05,1,7282612.05,skip_existing_active_baseline
291,5a6292b632ec46a0b55645e68028157c,PRJ260291,"{""en_US"": ""渭河路市场夜市市集项目""}",True,1,944127.47,944127.47,1,944127.47,skip_existing_active_baseline
292,5b42b379257242539e27ddb3ff34fcfc,PRJ260292,"{""en_US"": ""御锦坊裙楼商业幕墙""}",True,1,0.01,0.01,1,0.01,skip_existing_active_baseline
294,5b8510c8256946c29cde293937443344,PRJ260294,"{""en_US"": ""天台湖小区新增门卫室工程""}",True,1,127736.01,127736.01,1,127736.01,skip_existing_active_baseline
295,5c44a17531ae4105bde23f05303bda78,PRJ260295,"{""en_US"": ""花园路街道古楼片区配套基础设施建设工程""}",True,25,13046240.03,13046240.03,1,13046240.03,skip_existing_active_baseline
296,5c4db999649c43aa91e9a94014abfbc5,PRJ260296,"{""en_US"": ""建筑工程实训基地室外改造提升""}",True,9,2329621.71,2329621.71,1,2329621.71,skip_existing_active_baseline
298,5ce3a10946434bf3bb1a79351d5de269,PRJ260298,"{""en_US"": ""广东西部沿海高速公路珠海段斗门收费站建设工程房建工程""}",True,1,3396980.52,3396980.52,1,3396980.52,skip_existing_active_baseline
301,5de86b43f29448b9822ccef8c2c5edc5,PRJ260301,"{""en_US"": ""石柱县沿溪镇滨江社区居住环境改善工程""}",True,49,35523651.38,35523651.38,1,35523651.38,skip_existing_active_baseline
302,5e286add68254849ab587a81f407f401,PRJ260302,"{""en_US"": ""2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目（四标段）""}",True,19,3977275.56,3977275.56,1,3977275.56,skip_existing_active_baseline
303,5eddae1dfcf446fb963edf1fd3925db3,PRJ260303,"{""en_US"": ""中国移动四川公司2018-2020年渠道零星维修项目""}",True,15,4414945.35,4414945.35,1,4414945.35,skip_existing_active_baseline
304,5ff6d476b782459db42c01e366ed73a7,PRJ260304,"{""en_US"": ""德阳市罗江区老旧小区改造项目四标段（二期）""}",True,44,21696953.62,21696953.62,1,21696953.62,skip_existing_active_baseline
