line,dimension,map_id,legacy_key,legacy_name,decision,status,reason,target_id,target_name
254,partner,634,绵阳市安州区桑枣豪熙百货销售有限责任公司||fact_partner_candidate,绵阳市安州区桑枣豪熙百货销售有限责任公司,,skipped,noop,,
255,partner,101,德阳锦恒工程机械租赁有限公司||duplicate_across_carriers,德阳锦恒工程机械租赁有限公司,,skipped,noop,,
256,partner,216,德阳卓众聚劳务有限公司||duplicate_across_carriers,德阳卓众聚劳务有限公司,,skipped,noop,,
257,partner,635,旌阳区黄许镇新太村雷哥货运部||fact_partner_candidate,旌阳区黄许镇新太村雷哥货运部,,skipped,noop,,
258,partner,533,者健（分包）||duplicate_across_carriers,者健（分包）,,skipped,noop,,
259,partner,112,德阳经开区零舟建材经营部(个体工商户)||duplicate_same_carrier_or_empty_tax,德阳经开区零舟建材经营部(个体工商户),,skipped,noop,,
260,partner,78,成都市铭发消防设备有限公司||duplicate_across_carriers,成都市铭发消防设备有限公司,,skipped,noop,,
261,partner,636,四川华创智慧交通设施有限公司||fact_partner_candidate,四川华创智慧交通设施有限公司,,skipped,noop,,
262,partner,106,德阳经开区佳延建材经营部(个体工商户)||duplicate_same_carrier_or_empty_tax,德阳经开区佳延建材经营部(个体工商户),,skipped,noop,,
263,partner,637,旌阳区黄许镇四喜装饰部||fact_partner_candidate,旌阳区黄许镇四喜装饰部,,skipped,noop,,
264,partner,346,李建明||duplicate_across_carriers,李建明,,skipped,noop,,
265,partner,638,广汉市固磊建筑材料有限公司||fact_partner_candidate,广汉市固磊建筑材料有限公司,,skipped,noop,,
266,partner,443,四川美格左右木业有限公司||duplicate_across_carriers,四川美格左右木业有限公司,,skipped,noop,,
267,partner,25,德阳市唯唯预制构件厂|915106006735398013|tax_code_conflict,德阳市唯唯预制构件厂,,skipped,noop,,
268,partner,465,四川拓璞环保科技有限公司||duplicate_across_carriers,四川拓璞环保科技有限公司,,skipped,noop,,
269,partner,76,成都市洪强远程商贸有限公司||duplicate_across_carriers,成都市洪强远程商贸有限公司,,skipped,noop,,
270,partner,639,东创建国汽车集团成都天韵车业有限公司||fact_partner_candidate,东创建国汽车集团成都天韵车业有限公司,,skipped,noop,,
271,partner,74,成都市恒大发物资有限公司||duplicate_across_carriers,成都市恒大发物资有限公司,,skipped,noop,,
272,partner,253,旌阳区初众劳务服务部（个体工商户）||duplicate_across_carriers,旌阳区初众劳务服务部（个体工商户）,,skipped,noop,,
273,business_entity,26,e8e79c74ad81420eaae69221141548b7,德阳市福兴建筑劳务有限公司,,skipped,noop,,
274,business_entity,27,6a17ac64b1ac4b619e39abbff3effd4b,德阳市区永沁建材经营部,,skipped,noop,,
275,partner,399,四川创景智远科技有限公司||duplicate_across_carriers,四川创景智远科技有限公司,,skipped,noop,,
276,partner,640,秦军||fact_partner_candidate,秦军,,skipped,noop,,
277,partner,543,重庆禾信盛建材有限公司||duplicate_across_carriers,重庆禾信盛建材有限公司,,skipped,noop,,
278,partner,641,四川旌运康钢材商贸有限责任公司||fact_partner_candidate,四川旌运康钢材商贸有限责任公司,,skipped,noop,,
279,partner,119,德阳经开区展恒建材经营部||duplicate_across_carriers,德阳经开区展恒建材经营部,,skipped,noop,,
280,partner,444,四川美家园建筑装饰工程有限公司||duplicate_same_carrier_or_empty_tax,四川美家园建筑装饰工程有限公司,,skipped,noop,,
281,partner,642,德阳市鸿安机械设备租赁有限公司||fact_partner_candidate,德阳市鸿安机械设备租赁有限公司,,skipped,noop,,
282,partner,643,四汇建设集团有限公司（分包）||fact_partner_candidate,四汇建设集团有限公司（分包）,,skipped,noop,,
283,partner,203,德阳市羽锋装饰工程有限公司||duplicate_across_carriers,德阳市羽锋装饰工程有限公司,,skipped,noop,,
284,partner,644,谭信坤||fact_partner_candidate,谭信坤,,skipped,noop,,
285,partner,351,灵寿县宇华矿产品加工厂||duplicate_across_carriers,灵寿县宇华矿产品加工厂,,skipped,noop,,
286,partner,645,国家税务总局德阳经济技术开发区税务局||fact_partner_candidate,国家税务总局德阳经济技术开发区税务局,,skipped,noop,,
287,partner,108,德阳经开区凯诚机械租赁部（个体工商户）||duplicate_across_carriers,德阳经开区凯诚机械租赁部（个体工商户）,,skipped,noop,,
288,partner,161,德阳市旌湖宾馆有限责任公司||duplicate_across_carriers,德阳市旌湖宾馆有限责任公司,,skipped,noop,,
289,partner,265,旌阳区航远工程机械租赁服务部||duplicate_across_carriers,旌阳区航远工程机械租赁服务部,,skipped,noop,,
290,partner,93,德阳东华商贸有限公司||duplicate_same_carrier_or_empty_tax,德阳东华商贸有限公司,,skipped,noop,,
291,partner,169,德阳市巨鑫金属制品有限公司|915106005582241771|tax_code_conflict,德阳市巨鑫金属制品有限公司,,skipped,noop,,
292,partner,646,陈红梅||fact_partner_candidate,陈红梅,,skipped,noop,,
293,partner,410,四川虹华园林景观工程有限公司||duplicate_across_carriers,四川虹华园林景观工程有限公司,,skipped,noop,,
294,partner,647,苍溪县泊野建筑工程有限公司||fact_partner_candidate,苍溪县泊野建筑工程有限公司,,skipped,noop,,
295,partner,151,德阳市宏安吊装服务有限公司||duplicate_across_carriers,德阳市宏安吊装服务有限公司,,skipped,noop,,
296,partner,648,德阳华超土石方工程有限公司||fact_partner_candidate,德阳华超土石方工程有限公司,,skipped,noop,,
297,partner,269,旌阳区宏裕辉建材经营部||duplicate_across_carriers,旌阳区宏裕辉建材经营部,,skipped,noop,,
298,partner,649,四川省华盛兴源贸易有限公司||fact_partner_candidate,四川省华盛兴源贸易有限公司,,skipped,noop,,
299,partner,650,四川亿嘉石油科技有限公司||fact_partner_candidate,四川亿嘉石油科技有限公司,,skipped,noop,,
300,partner,527,颜本富||duplicate_across_carriers,颜本富,,skipped,noop,,
301,partner,327,旌阳区应木建材经营部||duplicate_across_carriers,旌阳区应木建材经营部,,skipped,noop,,
302,partner,651,德阳市龙申清运有限公司||fact_partner_candidate,德阳市龙申清运有限公司,,skipped,noop,,
303,project,35,成都市龙泉驿区同安中学校光环境改造项目,成都市龙泉驿区同安中学校光环境改造项目,,skipped,noop,,
304,partner,652,郑红明（分包）||fact_partner_candidate,郑红明（分包）,,skipped,noop,,
305,business_entity,28,ece713da76ed478e9db00944f170890a,旌阳区加卓建筑材料经营部,,skipped,noop,,
306,partner,378,企业所得税||duplicate_same_carrier_or_empty_tax,企业所得税,,skipped,noop,,
307,partner,653,四川珈驰机电设备有限公司||fact_partner_candidate,四川珈驰机电设备有限公司,,skipped,noop,,
308,partner,400,四川翠都源商贸有限公司||duplicate_across_carriers,四川翠都源商贸有限公司,,skipped,noop,,
309,partner,654,罗江区明盛源五金经营部||fact_partner_candidate,罗江区明盛源五金经营部,,skipped,noop,,
310,partner,173,德阳市柒零柒酒水商贸有限责任公司||duplicate_across_carriers,德阳市柒零柒酒水商贸有限责任公司,,skipped,noop,,
311,partner,655,赵伟||fact_partner_candidate,赵伟,,skipped,noop,,
312,partner,656,曾正林||fact_partner_candidate,曾正林,,skipped,noop,,
313,partner,657,四川盛和时代商品混凝土有限公司||fact_partner_candidate,四川盛和时代商品混凝土有限公司,,skipped,noop,,
314,partner,658,四川鸿源宸建材有限公司||fact_partner_candidate,四川鸿源宸建材有限公司,,skipped,noop,,
315,partner,659,四川安达荣消防设备有限公司||fact_partner_candidate,四川安达荣消防设备有限公司,,skipped,noop,,
316,partner,229,何成明||duplicate_same_carrier_or_empty_tax,何成明,,skipped,noop,,
317,partner,660,德阳黎宏门窗有限公司||fact_partner_candidate,德阳黎宏门窗有限公司,,skipped,noop,,
318,partner,497,四川筑万行路面材料有限责任公司||duplicate_across_carriers,四川筑万行路面材料有限责任公司,,skipped,noop,,
319,partner,661,朱世权||fact_partner_candidate,朱世权,,skipped,noop,,
320,partner,115,德阳经开区谢元宽商贸经营部||duplicate_across_carriers,德阳经开区谢元宽商贸经营部,,skipped,noop,,
321,partner,662,旌阳区广泰机械设备租赁服务部||fact_partner_candidate,旌阳区广泰机械设备租赁服务部,,skipped,noop,,
322,partner,248,旌阳区安顺建材经营部||duplicate_same_carrier_or_empty_tax,旌阳区安顺建材经营部,,skipped,noop,,
323,partner,232,湖北盈禄塑胶制品有限公司||duplicate_across_carriers,湖北盈禄塑胶制品有限公司,,skipped,noop,,
324,partner,341,雷友生||duplicate_across_carriers,雷友生,,skipped,noop,,
325,partner,35,旌阳区送得急道路货物运输服务部||duplicate_across_carriers,旌阳区送得急道路货物运输服务部,,skipped,noop,,
326,partner,384,山东耀丰交通设施有限公司||duplicate_across_carriers,山东耀丰交通设施有限公司,,skipped,noop,,
327,partner,314,旌阳区文氏建材经营部||duplicate_across_carriers,旌阳区文氏建材经营部,,skipped,noop,,
328,partner,663,德阳经开区有米有建材经营部(个体工商户)||fact_partner_candidate,德阳经开区有米有建材经营部(个体工商户),,skipped,noop,,
329,partner,664,德阳经开区辉创华辉机械设备租赁部(个体工商户)||fact_partner_candidate,德阳经开区辉创华辉机械设备租赁部(个体工商户),,skipped,noop,,
330,partner,487,四川展吉兴钢结构有限责任公司||duplicate_across_carriers,四川展吉兴钢结构有限责任公司,,skipped,noop,,
331,partner,665,旌阳区君哲工程管理服务部||fact_partner_candidate,旌阳区君哲工程管理服务部,,skipped,noop,,
332,partner,479,四川阳泽悦贸易有限公司||duplicate_across_carriers,四川阳泽悦贸易有限公司,,skipped,noop,,
333,partner,242,江贤金||duplicate_same_carrier_or_empty_tax,江贤金,,skipped,noop,,
334,partner,46,谢辉||duplicate_across_carriers,谢辉,,skipped,noop,,
335,partner,125,德阳久源机械设备安装有限公司||duplicate_across_carriers,德阳久源机械设备安装有限公司,,skipped,noop,,
336,partner,358,罗江区张安兵五金经营部|92510626ma630f5y1m|tax_code_conflict,罗江区张安兵五金经营部,,skipped,noop,,
337,partner,666,绵竹市英娜贸易有限公司||fact_partner_candidate,绵竹市英娜贸易有限公司,,skipped,noop,,
338,partner,171,德阳市辽河建材物资有限公司||duplicate_across_carriers,德阳市辽河建材物资有限公司,,skipped,noop,,
339,partner,295,旌阳区立扬伟建材经营部||duplicate_across_carriers,旌阳区立扬伟建材经营部,,skipped,noop,,
340,partner,667,德阳林海物资有限公司||fact_partner_candidate,德阳林海物资有限公司,,skipped,noop,,
341,partner,485,四川原创泓森建筑劳务有限公司||duplicate_across_carriers,四川原创泓森建筑劳务有限公司,,skipped,noop,,
342,partner,668,重庆亮智光电科技有限公司||fact_partner_candidate,重庆亮智光电科技有限公司,,skipped,noop,,
343,partner,669,德阳市旌阳区和新镇||fact_partner_candidate,德阳市旌阳区和新镇,,skipped,noop,,
344,partner,670,德阳裕兴公共交通有限责任公司||fact_partner_candidate,德阳裕兴公共交通有限责任公司,,skipped,noop,,
345,partner,671,唐明龙||fact_partner_candidate,唐明龙,,skipped,noop,,
346,partner,219,段奕俊||duplicate_same_carrier_or_empty_tax,段奕俊,,skipped,noop,,
347,partner,340,乐山市东方不锈钢制品厂||duplicate_same_carrier_or_empty_tax,乐山市东方不锈钢制品厂,,skipped,noop,,
348,partner,672,四川科达斯工程技术有限公司||fact_partner_candidate,四川科达斯工程技术有限公司,,skipped,noop,,
349,partner,673,取款||fact_partner_candidate,取款,,skipped,noop,,
350,partner,674,德阳市智慧优品商贸有限公司||fact_partner_candidate,德阳市智慧优品商贸有限公司,,skipped,noop,,
351,partner,43,四川添美软装家居有限责任公司||duplicate_across_carriers,四川添美软装家居有限责任公司,,skipped,noop,,
352,partner,675,安平县石森金属丝网制品有限公司||fact_partner_candidate,安平县石森金属丝网制品有限公司,,skipped,noop,,
353,partner,676,田和全||fact_partner_candidate,田和全,,skipped,noop,,
354,partner,52,德阳材利清运有限公司||duplicate_across_carriers,德阳材利清运有限公司,,skipped,noop,,
355,partner,677,德阳市乐成混凝土有限公司||fact_partner_candidate,德阳市乐成混凝土有限公司,,skipped,noop,,
356,partner,678,四川明博交通设施有限公司||fact_partner_candidate,四川明博交通设施有限公司,,skipped,noop,,
357,partner,679,蔡光辉||fact_partner_candidate,蔡光辉,,skipped,noop,,
358,partner,680,四川兄弟路标科技有限公司||fact_partner_candidate,四川兄弟路标科技有限公司,,skipped,noop,,
359,partner,681,其他||fact_partner_candidate,其他,,skipped,noop,,
360,partner,682,成都丰景物流有限公司||fact_partner_candidate,成都丰景物流有限公司,,skipped,noop,,
361,partner,683,四川乾径交通工程有限公司（分包）||fact_partner_candidate,四川乾径交通工程有限公司（分包）,,skipped,noop,,
362,partner,684,德阳市庆源物资有限公司||fact_partner_candidate,德阳市庆源物资有限公司,,skipped,noop,,
363,partner,236,黄明辉||duplicate_across_carriers,黄明辉,,skipped,noop,,
364,partner,135,德阳凯达富林门窗销售有限公司|91510623ma69k1ah0n|duplicate_same_carrier_or_empty_tax,德阳凯达富林门窗销售有限公司,,skipped,noop,,
365,partner,505,太平财产保险有限公司德阳中心支公司||duplicate_same_carrier_or_empty_tax,太平财产保险有限公司德阳中心支公司,,skipped,noop,,
366,partner,685,德阳市区邑都防水工程部||fact_partner_candidate,德阳市区邑都防水工程部,,skipped,noop,,
367,partner,366,绵竹市好友水泥制品厂||duplicate_across_carriers,绵竹市好友水泥制品厂,,skipped,noop,,
368,partner,234,湖南湘旭交安光电高科技股份有限公司|91430100576580933n|tax_code_conflict,湖南湘旭交安光电高科技股份有限公司,,skipped,noop,,
369,partner,529,杨进莲||duplicate_same_carrier_or_empty_tax,杨进莲,,skipped,noop,,
370,partner,519,文楠||duplicate_same_carrier_or_empty_tax,文楠,,skipped,noop,,
371,partner,686,广东润航新能源科技有限公司||fact_partner_candidate,广东润航新能源科技有限公司,,skipped,noop,,
372,partner,687,川德新能源科技（四川）有限公司||fact_partner_candidate,川德新能源科技（四川）有限公司,,skipped,noop,,
373,partner,688,德阳鑫金友物资有限公司||fact_partner_candidate,德阳鑫金友物资有限公司,,skipped,noop,,
374,partner,689,成都同创友德商贸有限公司||fact_partner_candidate,成都同创友德商贸有限公司,,skipped,noop,,
375,partner,690,四川笃营建筑劳务有限公司||fact_partner_candidate,四川笃营建筑劳务有限公司,,skipped,noop,,
376,partner,691,项目部||fact_partner_candidate,项目部,,skipped,noop,,
377,partner,208,德阳欣宇玉诚商贸有限公司|91510600314474102e|tax_code_conflict,德阳欣宇玉诚商贸有限公司,,skipped,noop,,
378,partner,692,旌阳区东晟兴机械设备租赁服务部||fact_partner_candidate,旌阳区东晟兴机械设备租赁服务部,,skipped,noop,,
379,partner,427,四川巨丰昶达钢铁有限公司||duplicate_same_carrier_or_empty_tax,四川巨丰昶达钢铁有限公司,,skipped,noop,,
380,partner,302,旌阳区旗泰机械设备租赁服务部||duplicate_across_carriers,旌阳区旗泰机械设备租赁服务部,,skipped,noop,,
381,project,36,旌阳区2025年老旧小区改造-包1,旌阳区2025年老旧小区改造-包1,,skipped,noop,,
382,partner,425,四川旌城众安交通工程有限公司||duplicate_across_carriers,四川旌城众安交通工程有限公司,,skipped,noop,,
383,partner,535,中国石油天然气股份有限公司四川销售分公司||duplicate_across_carriers,中国石油天然气股份有限公司四川销售分公司,,skipped,noop,,
384,partner,693,绵竹市富新镇勇陈机械租赁站||fact_partner_candidate,绵竹市富新镇勇陈机械租赁站,,skipped,noop,,
385,partner,694,旌阳区喻珍祥机械租赁部（个体工商户）||fact_partner_candidate,旌阳区喻珍祥机械租赁部（个体工商户）,,skipped,noop,,
386,partner,695,周路林混凝土班组||fact_partner_candidate,周路林混凝土班组,,skipped,noop,,
387,partner,75,成都市宏桥预应力有限公司||duplicate_across_carriers,成都市宏桥预应力有限公司,,skipped,noop,,
388,partner,696,旌阳区民力建材经营部||fact_partner_candidate,旌阳区民力建材经营部,,skipped,noop,,
389,partner,697,四川国正建设管理有限公司||fact_partner_candidate,四川国正建设管理有限公司,,skipped,noop,,
390,partner,406,四川恒达金属制品有限公司||duplicate_across_carriers,四川恒达金属制品有限公司,,skipped,noop,,
391,partner,202,德阳市优时物业管理有限公司||duplicate_same_carrier_or_empty_tax,德阳市优时物业管理有限公司,,skipped,noop,,
392,partner,698,德阳冠杰彩钢有限公司||fact_partner_candidate,德阳冠杰彩钢有限公司,,skipped,noop,,
393,partner,699,德阳市区小马哥建材经营部||fact_partner_candidate,德阳市区小马哥建材经营部,,skipped,noop,,
394,partner,700,四川华地建设工程有限责任公司||fact_partner_candidate,四川华地建设工程有限责任公司,,skipped,noop,,
395,partner,95,德阳宏祥清运有限公司||duplicate_across_carriers,德阳宏祥清运有限公司,,skipped,noop,,
396,partner,701,程力专用汽车股份有限公司||fact_partner_candidate,程力专用汽车股份有限公司,,skipped,noop,,
397,partner,702,旌阳区凯拓建材经营部||fact_partner_candidate,旌阳区凯拓建材经营部,,skipped,noop,,
398,partner,408,四川宏道路面材料有限公司||duplicate_across_carriers,四川宏道路面材料有限公司,,skipped,noop,,
399,partner,448,四川乾径交通工程有限公司||duplicate_same_carrier_or_empty_tax,四川乾径交通工程有限公司,,skipped,noop,,
400,partner,703,四川同创百邦新材料科技有限公司||fact_partner_candidate,四川同创百邦新材料科技有限公司,,skipped,noop,,
401,partner,704,陈帅||fact_partner_candidate,陈帅,,skipped,noop,,
402,partner,243,金牛区通辉达架料租赁部||duplicate_across_carriers,金牛区通辉达架料租赁部,,skipped,noop,,
403,partner,503,台州市黄岩三国工贸有限公司||duplicate_across_carriers,台州市黄岩三国工贸有限公司,,skipped,noop,,
404,business_entity,29,9d7276ef170d4b6f88f33c04fad1c1ce,德阳经开区铭杨建材经营部,,skipped,noop,,
405,partner,401,四川道峰科技有限公司||duplicate_across_carriers,四川道峰科技有限公司,,skipped,noop,,
406,business_entity,30,759d2f80befb4d468cd8eeef7fcc1ffa,旌阳区立扬伟建材经营部,,skipped,noop,,
407,project,37,成都市龙泉驿区人行道维修整治提升,成都市龙泉驿区人行道维修整治提升,,skipped,noop,,
408,project,46,测试项目,测试项目,,skipped,noop,,
409,partner,705,成都敬勇钢铁有限公司||fact_partner_candidate,成都敬勇钢铁有限公司,,skipped,noop,,
410,partner,239,江苏通云交通发展有限公司||duplicate_across_carriers,江苏通云交通发展有限公司,,skipped,noop,,
411,partner,452,四川瑞鑫恒创实业有限公司||duplicate_across_carriers,四川瑞鑫恒创实业有限公司,,skipped,noop,,
412,partner,437,四川乐联交通工程有限责任公司||duplicate_across_carriers,四川乐联交通工程有限责任公司,,skipped,noop,,
413,partner,480,四川耀旌城运输有限公司||duplicate_across_carriers,四川耀旌城运输有限公司,,skipped,noop,,
414,partner,706,德阳开发区林创工程机械设备租赁服务部||fact_partner_candidate,德阳开发区林创工程机械设备租赁服务部,,skipped,noop,,
415,partner,347,李孝云||duplicate_across_carriers,李孝云,,skipped,noop,,
416,partner,461,四川顺隆泰交通科技有限公司||duplicate_same_carrier_or_empty_tax,四川顺隆泰交通科技有限公司,,skipped,noop,,
417,partner,451,四川蓉德运输有限公司||duplicate_across_carriers,四川蓉德运输有限公司,,skipped,noop,,
418,partner,285,旌阳区建红建材部||duplicate_same_carrier_or_empty_tax,旌阳区建红建材部,,skipped,noop,,
419,partner,707,鹰潭易可竹业有限公司||fact_partner_candidate,鹰潭易可竹业有限公司,,skipped,noop,,
420,partner,482,四川易家艾晶环保工程服务有限公司||duplicate_across_carriers,四川易家艾晶环保工程服务有限公司,,skipped,noop,,
421,partner,708,刘国明（运输）||fact_partner_candidate,刘国明（运输）,,skipped,noop,,
422,partner,88,丹棱县金星陶瓷有限公司||duplicate_across_carriers,丹棱县金星陶瓷有限公司,,skipped,noop,,
423,partner,280,旌阳区黄许镇运红建材部|92510603ma68trp14b|tax_code_conflict,旌阳区黄许镇运红建材部,,skipped,noop,,
424,project,38,旌北新区（龙泉山路）雨水管网项目,旌北新区（龙泉山路）雨水管网项目,,skipped,noop,,
425,partner,471,四川鑫良友金属丝网制造有限公司||duplicate_across_carriers,四川鑫良友金属丝网制造有限公司,,skipped,noop,,
426,partner,282,旌阳区慧乐发建材经营部（个体工商户）||duplicate_across_carriers,旌阳区慧乐发建材经营部（个体工商户）,,skipped,noop,,
427,partner,291,旌阳区旌瑞机械设备租赁服务部||duplicate_across_carriers,旌阳区旌瑞机械设备租赁服务部,,skipped,noop,,
428,partner,709,四川欧峰实业有限公司||fact_partner_candidate,四川欧峰实业有限公司,,skipped,noop,,
429,partner,392,四川百汇绿科建材有限公司||duplicate_across_carriers,四川百汇绿科建材有限公司,,skipped,noop,,
430,partner,710,罗江区鑫顺建筑机械租赁部||fact_partner_candidate,罗江区鑫顺建筑机械租赁部,,skipped,noop,,
431,partner,711,德阳市旌阳区社会保险局||fact_partner_candidate,德阳市旌阳区社会保险局,,skipped,noop,,
432,partner,712,四川栩峰海瑞贸易有限公司||fact_partner_candidate,四川栩峰海瑞贸易有限公司,,skipped,noop,,
433,partner,713,刘汶衔||fact_partner_candidate,刘汶衔,,skipped,noop,,
434,partner,163,德阳市旌阳区柏隆天然气有限公司||duplicate_across_carriers,德阳市旌阳区柏隆天然气有限公司,,skipped,noop,,
435,partner,100,德阳杰狮物流有限公司||duplicate_across_carriers,德阳杰狮物流有限公司,,skipped,noop,,
436,partner,215,德阳中亚投资有限公司||duplicate_same_carrier_or_empty_tax,德阳中亚投资有限公司,,skipped,noop,,
437,partner,714,四川兴盛达石业有限公司||fact_partner_candidate,四川兴盛达石业有限公司,,skipped,noop,,
438,partner,715,倪德模（机械）||fact_partner_candidate,倪德模（机械）,,skipped,noop,,
439,partner,716,四川旭阳华鑫建材有限公司||fact_partner_candidate,四川旭阳华鑫建材有限公司,,skipped,noop,,
440,partner,455,四川森宝电气有限公司|91510600572772022t|tax_code_conflict,四川森宝电气有限公司,,skipped,noop,,
441,partner,274,旌阳区黄许镇关跃模货运部||duplicate_same_carrier_or_empty_tax,旌阳区黄许镇关跃模货运部,,skipped,noop,,
442,partner,717,利欧集团浙江泵业有限公司||fact_partner_candidate,利欧集团浙江泵业有限公司,,skipped,noop,,
443,business_entity,31,460522b05ba8415ba95d05f7efd850d0,四川翔驰恒瑞商贸有限公司,,skipped,noop,,
444,partner,718,刘汶衔班组||fact_partner_candidate,刘汶衔班组,,skipped,noop,,
445,partner,719,广汉市华强钢化玻璃有限公司||fact_partner_candidate,广汉市华强钢化玻璃有限公司,,skipped,noop,,
446,partner,544,周路林机械||duplicate_across_carriers,周路林机械,,skipped,noop,,
447,partner,721,四川汇鑫大德行进出口物资贸易有限公司||fact_partner_candidate,四川汇鑫大德行进出口物资贸易有限公司,,skipped,noop,,
448,partner,720,绵阳安州区桑枣豪熙百货销售有限责任公司||fact_partner_candidate,绵阳安州区桑枣豪熙百货销售有限责任公司,,skipped,noop,,
449,partner,509,陶通勇（涂料）||duplicate_across_carriers,陶通勇（涂料）,,skipped,noop,,
450,partner,476,四川兴君瑞机械租赁有限公司||duplicate_across_carriers,四川兴君瑞机械租赁有限公司,,skipped,noop,,
451,partner,722,广东省中汇光电工程有限公司||fact_partner_candidate,广东省中汇光电工程有限公司,,skipped,noop,,
452,partner,172,德阳市南富鑫商贸有限公司||duplicate_across_carriers,德阳市南富鑫商贸有限公司,,skipped,noop,,
453,partner,723,广东坚朗建材销售有限公司||fact_partner_candidate,广东坚朗建材销售有限公司,,skipped,noop,,
454,partner,724,四川长瑞土木工程检测有限公司||fact_partner_candidate,四川长瑞土木工程检测有限公司,,skipped,noop,,
455,partner,224,广汉市华溢井业服务部||duplicate_across_carriers,广汉市华溢井业服务部,,skipped,noop,,
456,business_entity,32,8f4479e608b845889bfd188dfb4b779e,旌阳区应木建材经营部,,skipped,noop,,
457,partner,725,旌阳区一烟酒鼎烟酒行||fact_partner_candidate,旌阳区一烟酒鼎烟酒行,,skipped,noop,,
458,partner,726,德阳市区菱发建材门市部||fact_partner_candidate,德阳市区菱发建材门市部,,skipped,noop,,
459,partner,727,四川宏政嘉斯建筑工程有限公司||fact_partner_candidate,四川宏政嘉斯建筑工程有限公司,,skipped,noop,,
460,partner,442,四川鹿为工程管理咨询有限公司||duplicate_across_carriers,四川鹿为工程管理咨询有限公司,,skipped,noop,,
461,partner,728,四川华邦塑胶有限公司||fact_partner_candidate,四川华邦塑胶有限公司,,skipped,noop,,
462,partner,729,陈红兵||fact_partner_candidate,陈红兵,,skipped,noop,,
463,partner,271,旌阳区鸿洋工程机械租赁部||duplicate_across_carriers,旌阳区鸿洋工程机械租赁部,,skipped,noop,,
464,partner,730,德阳市群运物资有限责任公司||fact_partner_candidate,德阳市群运物资有限责任公司,,skipped,noop,,
465,partner,398,四川川盾门窗有限公司|91510626ma679k040b|duplicate_same_carrier_or_empty_tax,四川川盾门窗有限公司,,skipped,noop,,
466,partner,731,旌阳区忠明工程机械设备租赁服务部||fact_partner_candidate,旌阳区忠明工程机械设备租赁服务部,,skipped,noop,,
467,partner,732,四川海鹏运业有限公司||fact_partner_candidate,四川海鹏运业有限公司,,skipped,noop,,
468,partner,77,成都市劳瑞斯移动板房有限公司||duplicate_across_carriers,成都市劳瑞斯移动板房有限公司,,skipped,noop,,
469,partner,733,肖敦林||fact_partner_candidate,肖敦林,,skipped,noop,,
470,business_entity,33,fe64f2df81b04f6a8ffd510956a8a3f2,旌阳区宏裕辉建材经营部,,skipped,noop,,
471,partner,160,德阳市旌盾工贸有限公司|91510603ma7hdfnt0n|tax_code_conflict,德阳市旌盾工贸有限公司,,skipped,noop,,
472,partner,734,任云||fact_partner_candidate,任云,,skipped,noop,,
473,partner,735,德阳鑫天力广告有限公司||fact_partner_candidate,德阳鑫天力广告有限公司,,skipped,noop,,
474,partner,491,四川中宸项目管理有限公司||duplicate_same_carrier_or_empty_tax,四川中宸项目管理有限公司,,skipped,noop,,
475,partner,736,四川天鑫意石业有限公司||fact_partner_candidate,四川天鑫意石业有限公司,,skipped,noop,,
476,partner,44,四川一仕诺公路工程有限公司||duplicate_across_carriers,四川一仕诺公路工程有限公司,,skipped,noop,,
477,partner,737,四川建设发展股份有限公司金特尔钢构厂||fact_partner_candidate,四川建设发展股份有限公司金特尔钢构厂,,skipped,noop,,
478,partner,334,旌阳区智佳广告设计工作室||duplicate_same_carrier_or_empty_tax,旌阳区智佳广告设计工作室,,skipped,noop,,
479,partner,738,中国人寿财产保险股份有限公司德阳市中心支公司||fact_partner_candidate,中国人寿财产保险股份有限公司德阳市中心支公司,,skipped,noop,,
480,partner,50,中国太平洋财产保险股份有限公司德阳中心支公司|91510600740032542c|tax_code_conflict,中国太平洋财产保险股份有限公司德阳中心支公司,,skipped,noop,,
481,partner,739,江苏光大生态工程技术有限公司||fact_partner_candidate,江苏光大生态工程技术有限公司,,skipped,noop,,
482,partner,222,高新区信洲机械租赁服务部||duplicate_same_carrier_or_empty_tax,高新区信洲机械租赁服务部,,skipped,noop,,
483,partner,740,四川禾霸木业有限公司||fact_partner_candidate,四川禾霸木业有限公司,,skipped,noop,,
484,partner,741,绵竹市东北镇伟全工程机械设备租赁站||fact_partner_candidate,绵竹市东北镇伟全工程机械设备租赁站,,skipped,noop,,
485,partner,742,胡玉斌||fact_partner_candidate,胡玉斌,,skipped,noop,,
486,partner,743,旌阳区卓越成溪机械租赁部||fact_partner_candidate,旌阳区卓越成溪机械租赁部,,skipped,noop,,
487,partner,744,四川吖吖新型材料有限公司||fact_partner_candidate,四川吖吖新型材料有限公司,,skipped,noop,,
488,partner,158,德阳市经开区广利长荣建材经营部||duplicate_across_carriers,德阳市经开区广利长荣建材经营部,,skipped,noop,,
489,partner,396,四川博润智慧建设工程有限公司||duplicate_across_carriers,四川博润智慧建设工程有限公司,,skipped,noop,,
490,partner,478,四川轩瑞清建筑装饰有限公司||duplicate_across_carriers,四川轩瑞清建筑装饰有限公司,,skipped,noop,,
491,partner,745,王进||fact_partner_candidate,王进,,skipped,noop,,
492,partner,746,凌林||fact_partner_candidate,凌林,,skipped,noop,,
