id,legacy_partner_source,legacy_partner_id,name,legacy_partner_name,legacy_credit_code,legacy_tax_no,phone,email,customer_rank,supplier_rank
810,cooperat_company,008ad57549d146a79ab25a5de9d7137c,四川中青家政服务有限公司,四川中青家政服务有限公司,91510600MA69PPC3X,91510600MA69PPC3X,,,1,1
666,cooperat_company,00e4f88e5c5044acab30b4f5acd23524,成都旺叶工程技术服务有限公司,成都旺叶工程技术服务有限公司,91510114MA65FXPP8M,91510114MA65FXPP8M,,,1,1
661,cooperat_company,010fe29bf24b42f7960918034de3ed5c,成都董然商贸有限公司,成都董然商贸有限公司,91510113MA68Q9M951,91510113MA68Q9M951,,,1,1
715,cooperat_company,01963efa5b094dee846ad1be32686321,攀枝花创星原建筑工程有限公司,攀枝花创星原建筑工程有限公司,91510422MA68EUAG88,91510422MA68EUAG88,,,1,1
458,cooperat_company,01e4c1bf2ff045128dd771f4cb69bf13,重庆诗凤园林绿化有限公司,重庆诗凤园林绿化有限公司,91500227MA5YY9EH5W,91500227MA5YY9EH5W,,,1,1
636,cooperat_company,028ce1da353d4fc79f3ce9a3072f3de2,四川斌固建筑工程有限公司成都分公司,四川斌固建筑工程有限公司成都分公司,91510107MA69H49R89,91510107MA69H49R89,,,1,1
812,cooperat_company,02dfbfcb4050480cb8db125239611e5e,四川盛世鼎鑫物资有限公司,四川盛世鼎鑫物资有限公司,91510600MA6AWRD833,91510600MA6AWRD833,,,1,1
617,cooperat_company,030a256095ea4408a6a4b9e49a5e3477,成都盛吉辉商贸有限公司,成都盛吉辉商贸有限公司,91510106MA6CPUMH6W,91510106MA6CPUMH6W,,,1,1
649,cooperat_company,030cba320f38422b88ff20580c841329,四川瑞庆非融资性担保有限公司,四川瑞庆非融资性担保有限公司,9151010833196893X0,9151010833196893X0,,,1,1
512,cooperat_company,0358d07226234c0f99783ac89f5e00b8,四川发展融资担保股份有限公司,四川发展融资担保股份有限公司,91510000560726133D,91510000560726133D,,,1,1
650,cooperat_company,039101002398457c937d17dcc3889779,成都淼源环保工程有限公司,成都淼源环保工程有限公司,91510108396945157N,91510108396945157N,,,1,1
374,cooperat_company,03ad3c30cbb64e37b09fd9b49f27963e,重庆桂峰工程机械设备租赁有限公司,重庆桂峰工程机械设备租赁有限公司,91500112MA5YQBH23B,91500112MA5YQBH23B,,,1,1
339,cooperat_company,04935a7bfd6b417f94d09a4159b6c7a9,重庆世纪铝业有限公司,重庆世纪铝业有限公司,91500107622029668M,91500107622029668M,,,1,1
437,cooperat_company,055e63d5d67f4cd2b2bbfd5714331876,重庆国龙工程机械租赁有限公司,重庆国龙工程机械租赁有限公司,91500224MA612J116X,91500224MA612J116X,,,1,1
683,cooperat_company,05e98e5e2bca40e0b457beba36a760de,成都名可达环保科技有限公司,成都名可达环保科技有限公司,91510124587575371E,91510124587575371E,,,1,1
692,cooperat_company,066b25b213684e51bafec4ecb9b95879,成都鑫会群建材有限公司,成都鑫会群建材有限公司,91510129MA67HKW130,91510129MA67HKW130,,,1,1
690,cooperat_company,06bdf8d4e3ff46e9a032933b080ed83f,成都顺胜农业开发有限公司,成都顺胜农业开发有限公司,91510129MA62NXPB43,91510129MA62NXPB43,,,1,1
803,cooperat_company,0702d4fba99740fbb13ef7257a0c1c8a,四川圆规酒店管理有限公司,四川圆规酒店管理有限公司,91510600MA6923CT9P,91510600MA6923CT9P,,,1,0
746,cooperat_company,094e95fe2a0247889c10d4f0de689cfa,德阳市兢诚电器销售有限公司,德阳市兢诚电器销售有限公司,915106006602681413,915106006602681413,,,1,1
423,cooperat_company,09af5b4ed87848dcbc75db5428efe8d0,重庆一缆盛世电缆有限公司,重庆一缆盛世电缆有限公司,91500151MAE3F4Y71D,91500151MAE3F4Y71D,,,1,1
686,cooperat_company,09fe86d8f018408caa139a13de37f992,成都永惠劳务有限公司,成都永惠劳务有限公司,91510124MA6BBHUH43,91510124MA6BBHUH43,,,1,1
516,cooperat_company,0a639f884eeb49018d445f7976de1bfb,中国电信股份有限公司四川分公司,中国电信股份有限公司四川分公司,91510000671414693M,91510000671414693M,,,1,1
525,cooperat_company,0a78adfd09d5478abf876655d82858ee,延长壳牌（四川）石油有限公司,延长壳牌（四川）石油有限公司,915100007118962883,915100007118962883,,,1,1
582,cooperat_company,0b263834a7d04b4cb5a1e55bdf51a9a5,四川利通永固建设工程有限公司,四川利通永固建设工程有限公司,91510105MACNEKP85W,91510105MACNEKP85W,,,1,1
609,cooperat_company,0b3b4e3d5d4c4794a6685948d1d8f7a9,成都长红润晨建材有限公司,成都长红润晨建材有限公司,91510106MA6B8G0R6P,91510106MA6B8G0R6P,,,1,1
684,cooperat_company,0bc1199c9c854a0c99f64fda33b69c2b,郫都区兴贵建材经营部,郫都区兴贵建材经营部,9151012472808899XA,9151012472808899XA,,,1,1
814,cooperat_company,0c36c221ef9e4218b44ef4822e65dac6,四川铂克科技有限公司,四川铂克科技有限公司,91510600MA6BN205XL,91510600MA6BN205XL,,,1,1
615,cooperat_company,0c5bdbe8776c47a6b0b3b1013559eedb,成都资发英商贸有限公司,成都资发英商贸有限公司,91510106MA6CL43M34,91510106MA6CL43M34,,,1,1
740,cooperat_company,0dda365c45d9489a9b43b2178a31832a,德阳东洁建设工程有限公司,德阳东洁建设工程有限公司,9151060055576643XR,9151060055576643XR,,,1,1
