legacy_partner_id,partner_name,company_credit_code,company_tax_no,source,source_evidence,linked_contract_count,linked_repayment_rows,sample_legacy_contract_id,sample_legacy_contract_no,manual_confirm_required,auto_create_allowed,dry_run_action,review_note
dc6823036dd74bd88c5610fb86e64fff,四川建设发展股份有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,3,ac4496b40ee04b54b2ebd9dae8bed956,DYS2021-116,yes,no,candidate_create_or_reuse,
fdea6bcb5a974b7197f06ddeb5f44c6c,四川得福来酒店有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,c38d01eae5b54c0e9d331483028e7fda,DYS2024-33,yes,no,candidate_create_or_reuse,
E5C471B8007B4F9481863EE6FE1A4372,四川新众建筑加固工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,3,14a175dc71ab4b9b92608ea51cd07c59,DYS2025-04,yes,no,candidate_create_or_reuse,
6C5AFE91667640278D556503E233C0B0,四川新力葆房地产集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b5762fabdc4a4fbaaa25161e9af3ef1b,DYS2023-01-1,yes,no,candidate_create_or_reuse,
c07a05307e534aa587bc55b6799e4e36,四川昌意兴建筑劳务有限公司,1,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b531fba76fa64dbcb25f3825abe5bfbe,DYS2024-34,yes,no,candidate_create_or_reuse,
be83bedd3b3b41fe8a59b3b6d8146887,四川智泽云天建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,10,05578ff7f27540e7998e1e07996d23b6,DYS2025-140,yes,no,candidate_create_or_reuse,
CCA6FED9457D4A5EB0A230172F25E145,四川曜道杰建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,553efed34ca64bde8bb27667bd1b1170,PZH2020-20,yes,no,candidate_create_or_reuse,
9a259d34ce444e3db6bbd3f3823bff51,四川汉南供水有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,be537ec2170c4198823ae98f6a4ca78b,DYS2021-95,yes,no,candidate_create_or_reuse,
1D64AA3B6A6143419FFA2DBD57395328,四川泰鑫房屋维修工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,2952492e61d0411e9277db0120875a47,MYS2023-67,yes,no,candidate_create_or_reuse,
65da8e6241ce44ebb86ffb9dc73db094,四川洋洋商业管理有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f00879f77a4a42cb8a4ee0889e2cb588,DYS2024-105,yes,no,candidate_create_or_reuse,
5dbaeed773884841af4c966aab9cc78f,四川熙韵建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,70c6790a0d19494c93720a79f32b48d7,YAS2023-116,yes,no,candidate_create_or_reuse,
113e0cf09e0e480c85a5dcca63c3738b,四川盈佳置业有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,310c6fc8c4c346a4bf4e8a4974ead8a1,DYS2020-02,yes,no,candidate_create_or_reuse,
e6ab4b1c8fb546b0a0700df7bda3817a,四川省东方兴发建设集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,8,35aab02dfd3d4ac6b09baed3ed8e4b78,DYS2024-148,yes,no,candidate_create_or_reuse,
436718F022DC42B0B639D3AEE5AC56C0,四川省东汽八一中学,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,89d9e6cace914630ac36e941e0950992,DYS2023-79,yes,no,candidate_create_or_reuse,
012cc1690acf4cf7892ed3e2603c7677,四川省交通建设集团有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,1d2cb08808a84a32b220095c57ca3928,DYS2025-12,yes,no,candidate_create_or_reuse,
CCF7587130A74E20BEAEB9056073BB64,四川省华地建设工程有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,27f4a41de29f415f97ee78b60b5d08fd,DYS2021-94,yes,no,candidate_create_or_reuse,
433a5c0d9b5d4b5ab253a4fabc12bde3,四川省商贸学校,125100004511352622,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,13b475f0e54c4a25a7b0e42bc1642de7,DYS2025-45,yes,no,candidate_create_or_reuse,
bddae04392f54da0a774f512b1aec594,四川省工业设备安装集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,901c2d86726a4c7ba80f4e4b9e07756f,MYS2025-229,yes,no,candidate_create_or_reuse,
EBEE06AF85C449CB963E24010EE87A85,四川省德阳中学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,a27dcadee63c45cea5d2dc2243b5edee,DYS2023-93,yes,no,candidate_create_or_reuse,
a77e3629aca14dfa956dce07639624bd,四川省旌晶食品有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f9951b7138844da7a9ca9b073c7a6d55,DYS2025-110,yes,no,candidate_create_or_reuse,
D1C685AE296943F1A7A5F31202CADF2F,四川省烟草公司宜宾市公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,d80b77a0f6264042ae100521bab28512,YBS2022-50,yes,no,candidate_create_or_reuse,
C73B5808228B49DC9DE0BB66013C589B,四川省玻纤集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,29,d713ab38bd3f43ea8accaaafe01819b0,DYS2018-47,yes,no,candidate_create_or_reuse,
31C4952941CA49B5A0B2ECB7FD07DDAB,四川省第一建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,4,418cae549b0240c494f163253cb3ce96,ABZ2020-14,yes,no,candidate_create_or_reuse,
2D635F3D64D8428A863BE03E0CBA8C68,四川省第六建筑有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,3,4736e1f5b8734e219043250b44449e05,CDS2020-34-1,yes,no,candidate_create_or_reuse,
55a4b780064547da91beedb39369552d,四川省第四建筑有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,5,17,5831a5dfca96442fb65243b8d7eefaea,DYS2023-110,yes,no,candidate_create_or_reuse,
2e112a1d31384dc1bbb2e9342e9a89c5,四川省绵阳外国语学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b2158f76f9184b17b6d91e7d0cefc46e,MYS2025-139,yes,no,candidate_create_or_reuse,
FA3A39EED3F34DC7AF4238DCBB90EBA6,四川省黄猫垭农业生物科技发展有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,401cb4792bea4f6e9ea044aa9c67e77b,GYS2016-37,yes,no,candidate_create_or_reuse,
a314a1b7f80149deaccbde95f9d02937,四川纹江致远建筑开发工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,10,106379932cb44f15aa3f555c42970166,DYS2021-67,yes,no,candidate_create_or_reuse,
7b311c19fd7e4785a80f82fee5b47773,四川自贡汇东发展股份有限公司,1111,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,d2e6f218661c4f80b012fc75eedaac8d,ZGS2021-44,yes,no,candidate_create_or_reuse,
b3a8413ea57040cf91984e22ba261d21,四川致远锂业有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,3,62b26a48dbd140fdb1500bb4523d210a,DYS2025-142,yes,no,candidate_create_or_reuse,
3F09FC5ACB9A4182A390FC156B0C22D6,四川通信服务有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,ef77776fc8c94171b82d470d43a2a08c,CDS2021-111,yes,no,candidate_create_or_reuse,
4F25F2122EDB41FB80D12E1C12CB9ED4,四川金路发建设工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,d6c73c6590e942c3b3b71e2b59d5b510,DYS2022-98,yes,no,candidate_create_or_reuse,
7159A517D37942BFA99114F8D5D88B72,四川金顺达公路工程有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,b4a0913168674c0ba53b2eb4f040b939,MYS2022-55,yes,no,candidate_create_or_reuse,
0e264f213e764dc3a0f57251de731e22,四川长虹技佳精工有限公司重庆分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,0632499e1d6548d28e052d8372d76a0c,CQS2025-186,yes,no,candidate_create_or_reuse,
ea705b0667f541a9bdd05d7cb22531ed,四川阆中水城农业发展有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,f22eb20682014b8fa6eed1bee474afab,NCS2024-123,yes,no,candidate_create_or_reuse,
9dfda9741955462f9e21e44c64f9b6aa,四川高竹工程建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,5,4d89ae3135154de6a568fcc1ba63e332,CQS2023-181,yes,no,candidate_create_or_reuse,
ea8b0dfc9de9429da2879cb9a827fb7e,四川黑竹沟运营管理集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,62593dd6ec7d4099984b2300f6841252,LSS2026-40,yes,no,candidate_create_or_reuse,
3881CDDAFE914A29A9F7E44005E4BBEF,四汇建设集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,761b631941034f18af8dcd9d32ab63fa,DYS2023-47,yes,no,candidate_create_or_reuse,
FFA32CA80E7941AC9513D523836F956B,国网四川省电力公司德阳供电公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,a5396aa0b1044f30872f727a354ab1d9,DYS2020-39,yes,no,candidate_create_or_reuse,
30FE9AE3FBEA40F7825B4D0D12642FB7,国网四川省电力公司成都市龙泉驿供电分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f9cb07e138c64af0867d3f0f3f757a6e,CDS2021-63,yes,no,candidate_create_or_reuse,
3e5dfb41a1f0455abcc5b42a079c1353,国网新疆电力有限公司喀什供电公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,a4f5f3f9db3a400fbdeb014ecbe21e30,XJ2024-227,yes,no,candidate_create_or_reuse,
27c88614ffea40bfb9d65e7be9eb6bcd,国营川西机器厂,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,cd063145bc8e4487bc87fbd03e328069,PZS2024-137,yes,no,candidate_create_or_reuse,
CFBDF653A31043DBADE6AC1947711180,圈龙乡新桥村委会,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b834d231e78e4a56ac476b85d7a6e9fb,GYS2018-16,yes,no,candidate_create_or_reuse,
1C5C014AB0FE4C919321FCA67296B89D,城口县明通镇中心小学,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,34,142bb011b9ea4213929e4177fb752eea,CQS2023-96,yes,no,candidate_create_or_reuse,
F5760C2B7ACF407AAE095737C561C5D6,塔什库尔干塔吉克自治县农业农村局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e464a941621448a59a5785611f7e0e25,XJ2023-37,yes,no,candidate_create_or_reuse,
c516c3c3588a4b389984a73410f1cc96,大唐甘肃发电有限公司碧口水力发电厂,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,6384e5c60b8e4fa6b2dddc11110b34d9,GSS2024-135,yes,no,candidate_create_or_reuse,
c98bacd1fd324157919bfff214863a68,安徽电气集团股份有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,0e9339ad602441f68183030b6b1f7811,DYS2025-200,yes,no,candidate_create_or_reuse,
B94A97DA4D524F16AC2D8AC505670885,射洪县农业服务中心,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,6534af9ee8164a60b72b2f5ffa4a3700,GYS2018-37,yes,no,candidate_create_or_reuse,
969222dbbb3347708f17357ee52e4ddd,山东创杰智慧装备科技有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,436983ffd4c845a3a3fbe3066c831f33,DYS2022-51-6,yes,no,candidate_create_or_reuse,
6C0B5A9FC4AD4E6EA5B9B21AB87BCE08,川北幼儿师范高等专科学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,0fa88c601e9b492386bfc1671f5147a7,GYS2017-35,yes,no,candidate_create_or_reuse,
de54373fa545462b898cae59e05ef9cd,巫山县大昌镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,8d91ec2ff24f413b9412c6a5a00728c8,CQS2022-14,yes,no,candidate_create_or_reuse,
9652EA990FAA494D9D285550F29E3362,巴宜区教育局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,00ae6973b10b4ea6b0c3f8f26ad06962,XZQ2019-68,yes,no,candidate_create_or_reuse,
2F8848C719E346ECBCE2FA0F12A33EE4,巴楚县民政局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,9bcdce377da746999e52836ccb15582f,XJQ2022-07,yes,no,candidate_create_or_reuse,
E64398348677402EAEC166387EED0ADB,布拖县 火烈乡（镇）人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,8555c8ec236f41bea57794320029a454,LSZ2020-42,yes,no,candidate_create_or_reuse,
0C329C94CFD44DC9A864273490221743,布拖县基只乡（镇）人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,3,96f121dda56c4754b3bf7a1abf55a30f,XCS2021-34,yes,no,candidate_create_or_reuse,
e85ea746b8034726bb027effaba04918,平武县民政局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,1e50aca10f3d4c5eb6b68f7ddde02286,MYS2019-71,yes,no,candidate_create_or_reuse,
dffe576713d34fb987be67cecd2f1d0b,广元市昭化区华瑞投资开发有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,039c1e19f43f4ad79c191ef201a3337e,GYS2018-02,yes,no,candidate_create_or_reuse,
078A0ED6585341779F27890B42AEACFB,广元市朝天区沙河镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,6,315697670e7a4e5ca94b53731e35cde6,GYS2021-28,yes,no,candidate_create_or_reuse,
AF2187DC12E146C7BB37F3978AB55CCB,广元市朝天区花石乡人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,2da858dc392c415a9c6a74816c17d05e,GYS2018-05,yes,no,candidate_create_or_reuse,
C4FCC7A7DBC2416A8DFA76543D6D1938,广安亿达投资有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,6,35d186d1b1fb46629b79cfe322767eed,GAS2022-26,yes,no,candidate_create_or_reuse,
E5C1309D92564844B95B4CF7101D6C50,广日电梯（四川）有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b0ff7322d9764700b0837444dff7f91d,DYS2022-39-26,yes,no,candidate_create_or_reuse,
bd5040dcd3944b7b8b9a2f7afe2fe79a,广汉市住房和城乡建设局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,0b196b3f5f8a46ee99fdc05a3bbb7084,DYS2018-45,yes,no,candidate_create_or_reuse,
0f7c4317dc9e4deea17c2879be9c62f2,广汉市南兴镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,7a512d38a8a14e27931d02b024b2e29d,DYS2019-11,yes,no,candidate_create_or_reuse,
fee4a13103ac433eb68003b47f69e1aa,广汉市城乡建设发展有限公司（供应商）,91510681337846992P,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,57b91941b5464bbd87043e8bd3d0ec42,DYS2024-117,yes,no,candidate_create_or_reuse,
BAC96214F0CC419C983C1A444A7F95FD,广汉市水务局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b8459d16b46944e49315b3f72837caca,DYS2018-43,yes,no,candidate_create_or_reuse,
7d75c257c823410f8c8c2d1425d9cb9d,德昌县巴洞镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,b2dfdb382a0f42e095d6896874692e9a,LSZ2019-41,yes,no,candidate_create_or_reuse,
AB2AEEB9D43940428E29D7D29209C7F8,德阳九源燃气工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,2bd897c288a14c608c275824b4f21583,DYS2022-61,yes,no,candidate_create_or_reuse,
8ADBC72F2FE849B4A2DAEDB3B817D12C,德阳二重新业建筑工程有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,428167aa46c3465a93010874f2b387fe,DYS2023-59,yes,no,candidate_create_or_reuse,
104f0e9b81d64f2893166f483b02dca0,德阳农村商业银行股份有限公司,111111111,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,fbe002812afe4caab592dc8f8398bb92,DYS2023-133,yes,no,candidate_create_or_reuse,
014189e76b1746c1ae4aec5a65033814,德阳华润燃气有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,7,061cb7d1466f41c38685780367d13c1e,DYS2024-240,yes,no,candidate_create_or_reuse,
6a3a08de895c4018840c9a7b442273c1,德阳发展城市建设开发有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,d34b19ac37dd4e69acf3caa4bb01aad0,DYS2023-182,yes,no,candidate_create_or_reuse,
465d51947a364767a9b2c9f30c7b1f40,德阳发展控股集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,54243d3dc8464b69a20937710fd691f0,0,yes,no,candidate_create_or_reuse,
8379780ff57f4edcb8683ac026afdb1e,德阳国信建设工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,5,18,06f533ea2a754dcca7ccab23eef86b32,DYS2022-02,yes,no,candidate_create_or_reuse,
44dd7fdfdc32442680b94f237afbe3f7,德阳国信驰能科技服务有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,6c621c1884384cb59832c24ac9a19e23,DYS2024-104,yes,no,candidate_create_or_reuse,
e99e7c77c4e64ed2ae2bbc2ffc4c8265,德阳大参林投资有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,4,42,2deae917c17a44b99d36efb965ef609b,DYS2021-53,yes,no,candidate_create_or_reuse,
F3E2D591364841BFAD6FB2D79740A935,德阳市万兴物业有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,3903d14cda444c9b8902aa1821aa466f,DYS2022-95,yes,no,candidate_create_or_reuse,
0227f9af47894ca8a3be5547b0f80cd7,德阳市中恒重工机械有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,86f3f79ee6c448f5865c3715cd6ec722,DYS2025-57,yes,no,candidate_create_or_reuse,
c52fda1b0d2d4ff1bafd20fdd98d55ef,德阳市人民医院,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,553f631c1a264735883409e3c9c8eb21,DYS2026-09,yes,no,candidate_create_or_reuse,
cd8ce354a88e4fe2a7a864928f8735cd,德阳市人民政府办公室,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,0576ab6274b342a7ae8fa30d45fb5ed5,DYS2026-08,yes,no,candidate_create_or_reuse,
79F11E80D2B44E27BE57C89D2DFED758,德阳市供水安装工程队,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,10,12,24148559247d4cb9a012606b89f91bd5,DYS2024-72,yes,no,candidate_create_or_reuse,
0314be9ce8d546fe879b50ba72faafa6,德阳市元安物业有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,9529ca778d0d4655a6d8c64e2d8b79d1,DYS2022-33,yes,no,candidate_create_or_reuse,
6AED48140F1B459E96C915E9009A1A0B,德阳市凯州投资开发有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,c72d8749e45f44d280ca2bef7e012257,DYS2023-25,yes,no,candidate_create_or_reuse,
8503b255f23441b4ab21585d89b70544,德阳市华山路学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e4961de1e4464eddb8726ef9dee1c34c,DYS2025-147,yes,no,candidate_create_or_reuse,
a1ada15041054c148dacaa406d1fb380,德阳市商务局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,693b8dbd29a942a9a86a2683326f3f32,DYS2025-209,yes,no,candidate_create_or_reuse,
676A55A37FDB44A3A8B567A6D939DA7C,德阳市国有资产监督管理委员会,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,6552675621e942c7b81c17dfdaf7118c,DYS2022-39-12,yes,no,candidate_create_or_reuse,
336D6F4B517C4A8DB2DBBA885C865B31,德阳市土地矿权交易中心,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e288e730781842e2a8082dd2400c1f11,DYS2023-36,yes,no,candidate_create_or_reuse,
B8DE79C91F004B8F927D51B644DE254C,德阳市城市管理行政执法局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,5,20,1f28aab4e65c4033adac328c2f4d00ec,DYS2021-38,yes,no,candidate_create_or_reuse,
7E83CA9C5950475A8A8AF195B8B502F6,德阳市审计局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f36491327f444995ad9ba222c36e7d63,DYS2023-35,yes,no,candidate_create_or_reuse,
92AAC307BDC846EF8E888CA5DB74A488,德阳市市政工程维护管理处,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,ecdb7f811e034e94a3e2628af1651627,DYS2021-80,yes,no,candidate_create_or_reuse,
D23659098E8F489891681AA14E80ECE2,德阳市政务服务和大数据管理局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,5ae7847e46e54f86988d965295aa7901,DYS2023-194,yes,no,candidate_create_or_reuse,
08748a8a4a134be6bd7dbcbe1d159645,德阳市旌创建设工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,4,63a54734ac7b42ffae1411be6fb2f5ef,DYS2023-108,yes,no,candidate_create_or_reuse,
db4536268b824d21b9e0059f97b17ffa,德阳市旌合建设工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,d9b3a2a46dbc43bdb17812a55469d8e5,DYS2023-165,yes,no,candidate_create_or_reuse,
5F01C29E553F45ECB16BFCCBAD3522BF,德阳市旌辉投资有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,6,96fb4c29bb7e4f74beb897746401ec70,DYS2023-14,yes,no,candidate_create_or_reuse,
1ef830727e994db792028dc17642fbdc,德阳市旌阳区八角社区卫生服务中心,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,3592ba0780794f0092d83e332b3a42aa,DYS2020-22-03,yes,no,candidate_create_or_reuse,
D259770DB26C496AA39DD991F2914A21,德阳市旌阳区公路建设投资开发管理所,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,f693ea5b2d9e4be494f5f8b81b3b83b1,DYS2021-37,yes,no,candidate_create_or_reuse,
F8E54AAFF3F94065BBCEE7C37FD5C53B,德阳市旌阳区市场监督管理局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,a616e2c586164f3dae30faf320817671,DYS2025-72,yes,no,candidate_create_or_reuse,
54B26AAA722C420ABC92683C06495C19,德阳市旌阳区德新镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,cd0a485e05c64d3c8302f7d9f7858fc1,DYS2018-31,yes,no,candidate_create_or_reuse,
44e6ec9d67c343a7a33f8db2dcb0ae03,德阳市旌阳区旌东街道旌湖社区居民委员会,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,398c3358405b40a191a76266345551ac,DYS2025-78,yes,no,candidate_create_or_reuse,
79bcbc0505004f21b0ce99d69e5336cc,德阳市旌阳区旌阳街道花园巷社区居民委员会,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e95e633125164bfb9da3280525daa5f3,DYS2024-247,yes,no,candidate_create_or_reuse,
C0DE4E19E6B84935B4B0B085328D36F7,德阳市旌阳区涪江路小学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,0281ca9f537b4fdfb7d7dbd4857dd2f1,DYS2023-99,yes,no,candidate_create_or_reuse,
64576204872a420b877d62516b14e10a,德阳市杰阳排水有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,145d8e3c2e07404aa7a9353d70363a6d,DYS2024-93,yes,no,candidate_create_or_reuse,
532f750efd65409cab30fcb99da705cf,德阳市水利局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,973abd65ee5446518e13bc4f54fb7131,DYS2015-补录数据,yes,no,candidate_create_or_reuse,
