legacy_partner_id,partner_name,company_credit_code,company_tax_no,source,source_evidence,linked_contract_count,linked_repayment_rows,sample_legacy_contract_id,sample_legacy_contract_no,manual_confirm_required,auto_create_allowed,dry_run_action,review_note
e6d7c9a7691c4db082b6f7df9a1b1d9b,中国农业发展银行四川省分行,91510000901843478M,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,afdc9c75edfd4db8be702b1b5514dd20,DYS2023-139,yes,no,candidate_create_or_reuse,
C0D75F520DE543C690CE8D9E105447DA,中国华西企业股份有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,00bc3f0670b7414eafd9db6d86e389b6,CDS2021-48,yes,no,candidate_create_or_reuse,
DC2E90C04254434BB642D5D0F165D27A,中国工程物理研究所电子工程研究所,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e5c59fab35d74d528c49d9811fd44f59,MYS2021-96,yes,no,candidate_create_or_reuse,
7f229f39bec84d69b38daa4cc97dc6dd,中国工程物理研究院激光聚变研究中心,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,33cb98f817ef4bab989954ab74fb9b42,CDS2024-147,yes,no,candidate_create_or_reuse,
437ee3d15a2548d781620fa3fdc7b1be,中国建筑一局（集团）有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,6,138d7b699f5a4c1fb7c685a3db3e07db,MYS2022-71,yes,no,candidate_create_or_reuse,
cf17ecba9f99423ab926a612ab6e7dda,中国建筑第八工程局有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,6,6dfc40f317ae4b3db6bddad8ad13956d,CQS2023-86,yes,no,candidate_create_or_reuse,
7ce672292518434bac72c88850ecd357,中国建筑第六工程局有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,0a2327c0e84a47ebaf4218101ec2fdd3,DYS2025-68,yes,no,candidate_create_or_reuse,
E761D25EBB404B95A754AC023D70D3A3,中国建筑第四工程局有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,14,64,06bd722ec5734e29af0595fcde193045,GZS2022-46,yes,no,candidate_create_or_reuse,
9D1DEAFCBB2D410185C657F95D399C19,中国核工业中原建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,17,aece4013fa77438e8de17bb379a0e7e8,SNS2021-03,yes,no,candidate_create_or_reuse,
baf8caba0b764e98bc9d665c26336f61,中国水利水电第六工程局有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,8343915c735540708e87ae8f8b9a7f04,XJ2024-80,yes,no,candidate_create_or_reuse,
bc4aa28d768649838675a1c3567cca1c,中国水利水电第四工程局有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,ecbd940716794f1191792c43834fe35d,DYS2026-25,yes,no,candidate_create_or_reuse,
8102955d449748f7b65a62d35a7d8ed4,中国电信股份有限公司德阳分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,293dbf3ae5e0468ca027eaf04bc3f9c8,DYS2023-156,yes,no,candidate_create_or_reuse,
4d1dc8c755b34fdfb7eb9c8fcf0e181f,中国电信股份有限公司泸州分公司,91510500756601244L,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,10,c1a0c575b6de4a3caa783df6713bb2b7,LZS2024-49,yes,no,candidate_create_or_reuse,
26e255b6ebb54b678dfdd3463743d479,中国石油天然气第七建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,5,3711d3dac7ba46118043cafaae7eb45c,NCS2022-68,yes,no,candidate_create_or_reuse,
287c461b2f76478697038144e47b9279,中国移动通信集团四川有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,3,81dbe78d87334ee8914ac5e704aa6a28,LSS2020-12,yes,no,candidate_create_or_reuse,
A894F86DDAA04C20AF9A0032677DF052,中国移动通信集团四川有限公司乐山分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,6,af3ef0e40a95486d89e45d834a85fc1b,LSS2019-22,yes,no,candidate_create_or_reuse,
840C13AEDE5E4CF392C157701066B95E,中国移动通信集团四川有限公司南充分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,11,4cc6d469bb374ac8b8cc2f8b66f63165,NCS2025-159,yes,no,candidate_create_or_reuse,
0E6294EEDE0C421EA16938E0E1D1DF55,中国移动通信集团四川有限公司天府新区分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,9,2b2cfb8858754a6eac28f56aef24ac42,CDS2020-58,yes,no,candidate_create_or_reuse,
CA1787B3C4FA47AE9092722F2E9673B3,中国移动通信集团四川有限公司广元分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,69cfb82a075843eea7ae3036e5662717,GYS2021-22,yes,no,candidate_create_or_reuse,
B693A65E3FA24EF9B3BF125FFB709A4E,中国移动通信集团四川有限公司德阳分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,4,40e8c21c438f42efb2064fbe96aeca63,DYS2019-25,yes,no,candidate_create_or_reuse,
BC479EED8D8B4B3485D9309AE05265AF,中国移动通信集团四川有限公司成都分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,83,04286d3b1cda4cbb9c63ec4b43d20c4a,CDS2021-25,yes,no,candidate_create_or_reuse,
1D8CD8B42D314D869150313EF836C1D6,中国移动通信集团四川有限公司眉山分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,92cde8b8f27f475db59134b741662e3c,MSS2020-35,yes,no,candidate_create_or_reuse,
235DC5FBD338480BB6322FC527C2A018,中国移动通信集团四川有限公司绵阳分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,a420aebc635043959146c8dcb9e0fde9,MYS2021-20,yes,no,candidate_create_or_reuse,
9B581193F61B4416A9553DEAF85B29B8,中国移动通信集团有限公司乐山分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,8e7eb3da58a54f01b19b3bd23756f1ed,lSS2020-36,yes,no,candidate_create_or_reuse,
B626B00FAAE44A94B194E0662903B49B,中国移动通信集团有限公司四川巴中分公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,24f4f2a991274fae92c655cb742b3258,BZS2021-19,yes,no,candidate_create_or_reuse,
587c5af87ae14c5392b4406df6c6551c,中国第二重型机械集团(德阳)万安物业发展有限公司,1,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,1bb538dc07cc40b18b458529d2a83812,DYS2025-33,yes,no,candidate_create_or_reuse,
d1af09ef518946ee8fc69c6ea614ff3a,中国第二重型机械集团德阳万航模锻有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,7,7,4b01d61c23a346c283f37cfe285b35b4,DYS2025-100,yes,no,candidate_create_or_reuse,
608B77A96BEA467D9CC65621CE53E20B,中国第二重型机械集团德阳万路运业有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,49596e93618a477f81aa7d0a9df20eb4,DYS2025-226,yes,no,candidate_create_or_reuse,
c10a75642ff44c29b304138e5c89b513,中国航发成都发动机有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,f29be691e85a4fdcbc3cf5079e44ce07,CDS2024-85,yes,no,candidate_create_or_reuse,
0DA6497A8F5C4B9E80C6D2F0BC482100,中国航发航空科技股份有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,13,1f6935acda984e979fe069cf17f5ca0b,CDS2024-146,yes,no,candidate_create_or_reuse,
57822067795845d7802849576225ad53,中国铁建大桥工程局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,15,201fdc7080bf402c918dae7b6c04880a,DYS2023-189,yes,no,candidate_create_or_reuse,
9e78e723b0d246369e29f3f243345d5f,中建三局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,4a3e6eca2f7d41e889fad2a3a61a069a,DYS2026-24,yes,no,candidate_create_or_reuse,
20a228b3c7da4c919cbe21c2aaf566d2,中建三局集团（德阳）有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,4,24d86f3d53bb4f629f39f0b1970333b1,DYS2025-118,yes,no,candidate_create_or_reuse,
ee4fcd359feb4907ad9d47300fef29eb,中建六局第五建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,cd6c630fdc37449498e28d2256067714,DYS2025-231,yes,no,candidate_create_or_reuse,
3a029de2e6594261bf4a15b5293e7f53,中建四局第一建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,00793209b3c846658c2e4fe76e4bdf6e,GZS2020-04,yes,no,candidate_create_or_reuse,
8d8201f8a31346cfb19f301bdba8330d,中建四局第一建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,12,19cf7c893fab45e5a50b4b9252c027cd,GZS2023-27,yes,no,candidate_create_or_reuse,
ce98a8c06db048f0ad18e84dbeffe7f7,中核城市建设发展有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,1fd359dc98584972b23e1f20604a95ac,DYS2025-193,yes,no,candidate_create_or_reuse,
FDDE1826C41E4D8E95814E3EE331E7B1,中江县御河中学校,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,8,09914aff70af41beb73d25c6098d14aa,DYS2022-86,yes,no,candidate_create_or_reuse,
DD11B831F40040F4BC196BB28865BD8A,中江县普兴镇东升村村民委员会,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,e60c3c4db3fd4fd1b77ddbcb52f88157,DYS2023-28,yes,no,candidate_create_or_reuse,
DDDEE8504BEC47669FA20973DC29C1D1,中江县殡仪馆,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,06f516a6ac5f4d8191fc44b4063dabb6,DYS2020-10,yes,no,candidate_create_or_reuse,
f741fbfe88e142b79d86dc1000023297,中江县永兴镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,e56841df820f4aedb2f09bcd9935090f,DYS2024-124,yes,no,candidate_create_or_reuse,
858F0CED8D424DB985154C5EDC30B1C5,中石油煤层气有限责任公司新疆项目经理部,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,4,08729530ea204a6b89afaf285976b028,XJ2023-106,yes,no,candidate_create_or_reuse,
0c942819a1654d8d8a933b14557623e9,中铁一局集团铁路建设有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,4,7741adc9c7e74a47be354cd0f92db76b,SZS2023-64,yes,no,candidate_create_or_reuse,
892FE5A8B1BC43C78A7336601350BA36,中铁二局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,4f7a42dbbdcf418bbad87fe46f871d8f,CQS2023-71,yes,no,candidate_create_or_reuse,
e34c4e3705d94e20ba58ff0a323d98fa,中铁八局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,11,03ea5994a14e442bae1716490c5b06c6,DYS2024-122,yes,no,candidate_create_or_reuse,
2244f8ba357a4d63b6217a2904102558,中铁十九局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,4,67195e2e69b24b679ca054bf9e4f9cd1,XZQ2021-50,yes,no,candidate_create_or_reuse,
08fb496d3ce0479c85388fd2716cd0ad,中铁十九局集团第三工程有限公司,11111,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,42f837354cf241858c227feb171272ac,XJQ2021-105,yes,no,candidate_create_or_reuse,
4799E1C864514190BAC0FC885FA0E991,中铁十九局集团第五工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,4b79bd768ce644c4a1957126bbe23d03,XZ2024-18,yes,no,candidate_create_or_reuse,
E6755496D74443B6A54C6EB7E7E43696,中铁十二局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,be805c88fc1b4e6d97051b2c0a726c47,YBS2020-26,yes,no,candidate_create_or_reuse,
9d04bff9ac15462e98252a7916b0e505,中铁十八局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,4,8,3fe94035f29c417cba0c23be63cb0b66,BZS2022-12,yes,no,candidate_create_or_reuse,
f4d9c4dc096448f3ad1c5d2149697757,中铁十八局集团有限公司巴中恩阳临港产业园项目经理部,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,6,c4879c1e5ebe47d8b53564cd5f123e85,BZS2021-110,yes,no,candidate_create_or_reuse,
1C83D9D712AE4B389AC38E03A49441F9,中铁十八局集团第五工程有限公司1851项目经理部,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f3fdb679b2094e799cceeda350b3b242,XZQ2021-85,yes,no,candidate_create_or_reuse,
36fa74bc7bab4bde99e79ccc10cb431a,中铁广州工程局集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,244b71e59c284777afa594b7155865c7,CQS2024-56,yes,no,candidate_create_or_reuse,
9e0baa8ec1ac46ac98893126fcbe685f,中铁建工集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,6322b413bc8f4a7794a884f1e343209f,DYS2025-158,yes,no,candidate_create_or_reuse,
10f0342425314adf8ce794a78763fbf8,中铁隧道局集团有限公司,1,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,d209acaaf4f7405b849c007287ab50b3,CQS2023-163,yes,no,candidate_create_or_reuse,
F14775F79EDE43CF84F80AA2447E7F52,丰都县城市建设资产经营有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,38055812bfa14d36a2d3522314f0c43a,CQS2022-64,yes,no,candidate_create_or_reuse,
1146dfcc65b84ed8b2d533f97748e4a2,丹阳市丰泰工业炉有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,5,5,4c15e2477faf4ec48e71e0125873a148,DYS2024-79,yes,no,candidate_create_or_reuse,
69563B1582AB4D4D9B387C95DC52F045,乐山嘉洋科技发展有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,10,a7e3d4ee894f49eea8de0473fe60efbf,LSS2022-43,yes,no,candidate_create_or_reuse,
34ae583a09d34a25864e4a1f7ec631e6,二重德阳储能科技有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,2a7338df76b44eafa5cc5eaff38e8888,DYS2025-16,yes,no,candidate_create_or_reuse,
eb39e14be2434a5fbdb033d2098103de,二重（德阳）重型装备有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,23,28,03fcfca6e19b49a49b3b3a6215d33309,DYS2024-178,yes,no,candidate_create_or_reuse,
39779398B288427493E518740C467ADD,于田县住房和城乡建设局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,46b0e2e7698f4f569bff0fff0450d681,XJQ2021-91,yes,no,candidate_create_or_reuse,
d9ff1dfd51de4bebaf91adcd735e0bf8,交通银行股份有限公司德阳分行,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,1788299ce8514662af29ef87521649bd,DYS2025-221,yes,no,candidate_create_or_reuse,
BC92860E41CF4B4C8B7123C0C2481230,什邡市社会福利救助中心,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,bddc68146b18401d8bcce6a66468b384,DYS2023-48,yes,no,candidate_create_or_reuse,
670C63FFCFA34604848EBC93724804F6,什邡恒基置业有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,2cc9fb8767ac47e5827085352a73e6e1,DYS2022-88,yes,no,candidate_create_or_reuse,
a767ba7cc38b44ce9ae63685c3ce9123,伟宸建设集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,1ca93ae641db4094b4d4bb5e7eda726c,DYS2023-50,yes,no,candidate_create_or_reuse,
8251bbafb5bf43cdbbd284d8d8b05635,伽师工业园区管理委员会,1111,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,5,36e42cabf0e84eb89cbd3dde480c7681,XJ2023-134,yes,no,candidate_create_or_reuse,
af92191fafbb4a3db361973efd89ce1e,保利长大工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,4cc8c31c19754d8e805f5e8c125c063a,ZHS2021-77,yes,no,candidate_create_or_reuse,
fd9d50ce42a14ee79563182158015999,剑阁县圈龙乡人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,4,c96bfd1e598a4fc88c2df541f150505d,GYS2019-32,yes,no,candidate_create_or_reuse,
3DBF0AD2BB614F8DA7295B68E3E3796B,剑阁县杨村镇人民政府,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,466d6c7b55944bfbb8a11d91bcb8aaed,GYS2019-31,yes,no,candidate_create_or_reuse,
0E63073131F74607A3ECF2FD141859A0,华新建工集团有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,f7e515cba4ee48999791f16b4d2131bf,GZZ2021-84,yes,no,candidate_create_or_reuse,
15A75EDC149B4BF58779237BD78F46D5,南充市高坪区农业农村局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,5,777b0a11632b4e23aab9d4c25e7a9ff7,NCS2021-10,yes,no,candidate_create_or_reuse,
dbe2e49cb22c4a9896a56365049aa72a,古蔺县水务局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,cde8b5fd161e4189bdd7ddc9ee411d6d,2018-023,yes,no,candidate_create_or_reuse,
3dbb244e9c4d4846994010ca11a8744b,喀什市农业农村局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,3,8bd7a7cf10244068a7d034c4a51f95e8,XJ2023-164,yes,no,candidate_create_or_reuse,
baa29928fcda40d680f5495eb39ac197,喜德县交通运输局,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,8c2dfbce2b8848f3be31df6f1b827c6a,LSZ2019-08,yes,no,candidate_create_or_reuse,
96540ef257254b7ca5c2a4f4e244eabf,四川三盛环保科技有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,34a07a2182aa4ffb8cbcd9aeaa1fbe30,DYS2025-187,yes,no,candidate_create_or_reuse,
9fb89c0bc2214bbb9ae07685c1bde80d,四川东电金宇置业有限公司瑞麟东方酒店,91510600326974614D,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,402a2b1856c047f3ad35b91b4d761bd6,DYS2023-120,yes,no,candidate_create_or_reuse,
4caa48ce557a49aa899ad0b2d1b349f0,四川中彩源建设工程有限公司,91510100MA6CFW2A20,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,9,0691a60983954f689ca8134d98f7caf3,DYS2023-148,yes,no,candidate_create_or_reuse,
7C975FDCED1A4181BAF92C2DEDF24826,四川中烟工业有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,5dc854ce23e24aa7a745090932c0893a,XCS2022-32,yes,no,candidate_create_or_reuse,
114d0fa5de9b484b8a310a0187bc83d3,四川便捷酒店管理有限公司,91510600797898822F,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e9d59ff438a44d04a3aac852e028637c,DYS2023-193,yes,no,candidate_create_or_reuse,
DC1E620181A447048BFD071215617B2B,四川创海建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,2c26f5b588a54d1786cca81108eca7bb,MEK2023-01,yes,no,candidate_create_or_reuse,
0702d4fba99740fbb13ef7257a0c1c8a,四川圆规酒店管理有限公司,91510600MA6923CT9P,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,f1ac0953bf114e9a98a1f7a14b4e29b6,DYS2023-121,yes,no,candidate_create_or_reuse,
B17ADBE7062041959703E9961E4FBD9A,四川宏大建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,e603d05ed171407c8906480a0b898bcd,MSS2020-61,yes,no,candidate_create_or_reuse,
C4607CDAFBA646C3943BFCE3E549DDA1,四川富祥建筑工程有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,2,2,1f1fe524666f4444b8465d09f2b8ac1a,DYS2021-18,yes,no,candidate_create_or_reuse,
A6C339A2D83048D0902D06687B4322E9,四川川交路桥有限责任公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,4600c0b59ea4489d988b2f3b1fda5414,DYS2023-81,yes,no,candidate_create_or_reuse,
e503328ab7e4465b8d0c9834a528230a,四川工程职业技术大学,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,3,4,01ac47ae75784df5aadf7da6ffbc0ab1,DYS2025-82,yes,no,candidate_create_or_reuse,
CBB3F3A4E6C64C23A1B17C68AE75D72C,四川工程职业技术学院,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,38,68,01d0eac1d9234b6cbc246c4014caeb57,DYS2023-03-04,yes,no,candidate_create_or_reuse,
6bbfe93a19da42fc834eb5ff869c2fdc,四川巨狼实业发展集团有限公司,91510603MA634EWR50,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,e40f88dd64e6407db440a2506937407c,DYS2023-111,yes,no,candidate_create_or_reuse,
E79565AD944A484CBA17A88B47088431,四川广汉火车站省粮食储备库,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,2,54f1837aebcf4ae78dd6eac7468a3f3b,DYS2016-32,yes,no,candidate_create_or_reuse,
773E88C0B774452592F6B68AD23B6294,四川库伦电气有限公司,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,1,1,ee4994f908814c5cb172d841ab5b4864,DYS2025-116,yes,no,candidate_create_or_reuse,
8019d3289465482eb92a8d4c2415bf67,四川建筑职业技术学院,,,T_Base_CooperatCompany,C_JFHKLR.SGHTID/WLDWID single-counterparty contracts,6,11,1007a138b38c40558c54891f9038c5f9,DYS2024-231,yes,no,candidate_create_or_reuse,
