external_id,legacy_payment_request_id,name,ledger_amount,actual_outflow_count,actual_outflow_amount,sample_downstream_external_ids,target_state,target_validation_status,business_fact
legacy_outflow_sc_0b1ca91bfae045558c12c10132019475,5871,PRQ2605871,76679.00,1,76679.00,legacy_actual_outflow_sc_07deab1af102446b89b5da9025667c3e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b1eb93a5b99459483888da22c71e5dc,5872,PRQ2605872,14.00,1,14.00,legacy_actual_outflow_sc_c15e989f76cd49ae98a927c5e1e22e14,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b2e7ea201bd43408687707b5d785e48,5873,PRQ2605873,170000.00,1,170000.00,legacy_actual_outflow_sc_a1a2c144f5ea4a139c381d86b70ac11b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b2fd6f00d1d4a4595dd0d1db8cd891f,5874,PRQ2605874,2712.00,1,2712.00,legacy_actual_outflow_sc_0c9a6a9db372418c88df1051f736a729,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b30b47267664da1a582b3052288fc15,5875,PRQ2605875,22640.00,1,22640.00,legacy_actual_outflow_sc_0a48843d8253413d9d632c37f6847007,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b3d39bea7534f45abdcec4366cf7654,5876,PRQ2605876,30000.00,1,30000.00,legacy_actual_outflow_sc_4960ba5d56d74e308af0469146fcc1af,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b3fbfbfb45e43fc9008ccc68b7ec2f2,5877,PRQ2605877,52500.00,1,52500.00,legacy_actual_outflow_sc_0652a697ee054215a1858f25d4ae2d6d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b41930ffce64a139c91f5aec89333c0,5878,PRQ2605878,573500.00,1,573500.00,legacy_actual_outflow_sc_c4aca14b64d041cdb0b25a55ce6f3121,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b44ba88c795445c9653202e6aedb457,5879,PRQ2605879,252000.00,1,252000.00,legacy_actual_outflow_sc_c424d4e48aca49c3bccd68311800cb04,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b50801bc90845b9bd37a03303b79e5c,5880,PRQ2605880,150000.00,1,150000.00,legacy_actual_outflow_sc_d706381e8af34a55b6342c434e1b69f3,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b50e342f75e4a5bbc0dacd212ea2f16,5881,PRQ2605881,41859.30,1,41859.30,legacy_actual_outflow_sc_ae9acee4cfe447218b53d4afa41038ce,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b557eb042c4413390252580beef542d,5882,PRQ2605882,5.00,1,5.00,legacy_actual_outflow_sc_8b2be53cfd2b4838aeddd8c41997fc7d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b58f357b2804d858807f77f08e380e1,5883,PRQ2605883,9050.00,1,9050.00,legacy_actual_outflow_sc_6ecb7b1a14184fbab3666b2329d2722c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b598a2e27fe44a681227d33033972a3,5884,PRQ2605884,193491.00,1,193491.00,legacy_actual_outflow_sc_d095f738a0ca4fb7b7f2147bd1719a6f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b5feb16acb64be6b60faf296d550526,5885,PRQ2605885,347400.00,1,347400.00,legacy_actual_outflow_sc_2d78ac00962c408bbe5135475ccb4097,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b653e92597c44d693c544a4d4400bef,5886,PRQ2605886,500000.00,1,500000.00,legacy_actual_outflow_sc_d52426d828cf4f51b3e9f4e02bf43b4e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b67946eac134a75b475601a02b3020c,5888,PRQ2605888,563207.50,1,563207.50,legacy_actual_outflow_sc_5b6e36a821394dc7a2e0b4eb60a7fd89,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b6b8efe430248dbac984a331e0732c3,5889,PRQ2605889,200000.00,1,200000.00,legacy_actual_outflow_sc_8318c852e36742a18e9ddd1ff80b5df8,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b6b9e9b00f74e98bbea22a88c3b45ce,5890,PRQ2605890,314888.40,1,314888.40,legacy_actual_outflow_sc_2d298eda4adf4ee282d758a84af0de7f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b6eba6f54ae4c389a0f7b915afc3286,5891,PRQ2605891,11700.00,1,11700.00,legacy_actual_outflow_sc_8b1f338954fa4a61b5acc7bfcd0a0964,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b7af64bcf354a0fa2791671f5b29d53,5892,PRQ2605892,301500.00,1,301500.00,legacy_actual_outflow_sc_d5fdea28bee44d41bc05b363df252577,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b7e9ad58cdb435591a15b9c82498525,5893,PRQ2605893,41550.00,1,41550.00,legacy_actual_outflow_sc_61042b4b272241a29289d8f1d4ae9f95,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b80ad135ee34803afbb9997e72b63b0,5894,PRQ2605894,26000.00,1,26000.00,legacy_actual_outflow_sc_36f6142ad8f440b4afb0eccbb0c0519a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b810d20bdec4a118ecff0ed13eddbde,5895,PRQ2605895,24098.00,1,24098.00,legacy_actual_outflow_sc_ae43a9ed50624ab1bb9da5d9137d9f96,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b822efedf5a4656b0a04fd68b67a819,5896,PRQ2605896,5120.00,1,5120.00,legacy_actual_outflow_sc_56a175ac62644689a15390f2a273d7ff,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b84651e199e446aadec8b2c17929480,5897,PRQ2605897,81100.00,1,81100.00,legacy_actual_outflow_sc_ca1b4ac3999844f89d941dc4ca07e50b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b896a8a19fc4cb1856b69a47aa1431e,5898,PRQ2605898,77400.00,1,77400.00,legacy_actual_outflow_sc_555ec514adae446a9b8f04647132f7ce,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b9a6a442e3f45dbba86a5ac144a1ee8,5899,PRQ2605899,175604.39,1,175604.39,legacy_actual_outflow_sc_56c0c50a167d417c8cd351c22670b24c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b9d762d533040ba9f0aa27c2b0b380c,5900,PRQ2605900,142277.00,1,142277.00,legacy_actual_outflow_sc_249c47068a514c27a0bfc0fa18bb0236,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b9daec917da4a5a85729e96e0112e5b,5901,PRQ2605901,80000.00,1,80000.00,legacy_actual_outflow_sc_02545ba3b1bd45c2b27d93ebcc1a4827,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b9ec511d9ad4d72939f303b6c55f70e,5902,PRQ2605902,300000.00,1,300000.00,legacy_actual_outflow_sc_9d403705274542dca3866f3b164e05c9,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0b9efbcd1a594a01a517e691c513602a,5903,PRQ2605903,76400.00,1,76400.00,legacy_actual_outflow_sc_9038d3f4c7fc4f34af3df2610f868f7a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bad395e91184515ab9b2f596b304fc8,5904,PRQ2605904,67000.00,1,67000.00,legacy_actual_outflow_sc_ac5ebea099404d20b8df2fb8edcf9f01,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bb878334a4446c1b2f30665b8f1f57b,5905,PRQ2605905,21000.00,1,21000.00,legacy_actual_outflow_sc_738279f97f2d42718681a7397a0f1709,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bbd3abfc4354a31acb3bcd41a45347c,5906,PRQ2605906,750000.00,1,750000.00,legacy_actual_outflow_sc_11edbdf442f5456789da55311c70f142,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bbf161e05cc473fbfeeec1e4b693a1b,5907,PRQ2605907,50000.00,1,50000.00,legacy_actual_outflow_sc_c1b55b67fe4f4e0d8d323ebfc8aaefa9,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bc150dd2fb441049eaa2824371c3593,5908,PRQ2605908,100000.00,1,100000.00,legacy_actual_outflow_sc_09bb628f8f4f4ca5a77687055acb0cae,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bcd4e1202654b8eb3cd286e3ea07409,5909,PRQ2605909,40360.00,1,40360.00,legacy_actual_outflow_sc_505b43781b634dbcbce0e54b196b331e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bcdd64f60bc4245831aff2e021ee843,5910,PRQ2605910,5480.00,1,5480.00,legacy_actual_outflow_sc_a8b4d59ab7e04e44acf72ce97e34b44a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bde58ce23ee4b1ca3b4f8b49fe7f5f4,5911,PRQ2605911,80000.00,1,80000.00,legacy_actual_outflow_sc_1f73bedc90514925a2d9b5fbc8d24c6f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bdf0e9fab03421da9855f4af4f8ce3e,5912,PRQ2605912,584970.00,1,584970.00,legacy_actual_outflow_sc_2c848838f8bf402ca50bb1224fdcb81a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bdf6e56de46414a9bc81d6cb8788b7f,5913,PRQ2605913,527062.70,1,527062.70,legacy_actual_outflow_sc_ebf867e2cac94887bdb9efd1682cc46e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bf561272e124153a95875fdd4b65a92,5914,PRQ2605914,359619.00,1,359619.00,legacy_actual_outflow_sc_19a3d6644b5a4a31a65f92612dc8bea1,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bfa96626e2a4d2ab4bcb718635a22ba,5915,PRQ2605915,97836.00,1,97836.00,legacy_actual_outflow_sc_534272205a324f2a9b59aec862becd06,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0bfb4d029dc54129bc85f37c728a2ccf,5916,PRQ2605916,12109.10,1,12109.10,legacy_actual_outflow_sc_cfeb99c0da034b05a8392062286b5559,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c0d9da7844747c59cc0bb7dc5fa710e,5917,PRQ2605917,58210.00,1,58210.00,legacy_actual_outflow_sc_5e72bc270faa4b19b4b3d20fc0fd1331,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c0f2188c6fa4d0ab5e3190a8d155194,5918,PRQ2605918,120000.00,1,120000.00,legacy_actual_outflow_sc_b4a59c5e54f849abae785e5e0de7e96c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c135515ad604c039227817688cc5bbd,5919,PRQ2605919,20000.00,1,20000.00,legacy_actual_outflow_sc_88cf36994e424a5388d6fd30ae2b6cb0,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c15bc7d8c8d439894086af2bd984b51,5920,PRQ2605920,111043.90,1,111043.90,legacy_actual_outflow_sc_4ddf0ffeeb1d4adab6b880bdbdecf58b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c18c47059cd438099775e67df8007b9,5921,PRQ2605921,400000.00,1,400000.00,legacy_actual_outflow_sc_0c2cf0fac73a494689e655979fd5daec,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c1a218c1e70426f9bebf42c0b07087d,5922,PRQ2605922,162660.49,1,162660.49,legacy_actual_outflow_sc_0a14646d24a84222bd3fc68866820a3a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c223bba84a04b67bb0112902fd88697,5923,PRQ2605923,54177.76,1,54177.76,legacy_actual_outflow_sc_4aa556b2b0e54d4a8994209c5be87cfd,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c2d0644ebf6435f9d09da5c21c995cb,5924,PRQ2605924,6404.66,1,6404.66,legacy_actual_outflow_sc_a4e503b9c1b14666b417875688e89d8c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c3604f31bc4427788b0dd1e12823b70,5925,PRQ2605925,21000.00,1,21000.00,legacy_actual_outflow_sc_afb8d62d11af4ef19c5204b3199e3512,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c37d56fe043414fa15f2db81751731c,5926,PRQ2605926,27957.34,1,27957.34,legacy_actual_outflow_sc_6ffc0a82b60d4a8ebc02a95511c7b171,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c3b10846e8047c5a1b5a2f171548a9a,5927,PRQ2605927,36017.00,1,36017.00,legacy_actual_outflow_sc_d9b23cfa40d54facad67f0cbc02b227f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c3bb3d15ce14dc6ab9dae0d98d7e9bf,5928,PRQ2605928,55100.00,1,55100.00,legacy_actual_outflow_sc_942761dea5a04f3f91722c0f0ad11a4e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c46719bf05e4e0499d56412808d4a27,5929,PRQ2605929,6300.00,1,6300.00,legacy_actual_outflow_sc_dcc3e042605743f49b883cfc04d30a86,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c51e43eee004c1fa86bd2f8d124db3e,5930,PRQ2605930,22077.00,1,22077.00,legacy_actual_outflow_sc_db06f0d6066e41b8a3e28547afa61d6b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c536d8e60eb4ed889a36e3c6c784e04,5931,PRQ2605931,166507.89,1,166507.89,legacy_actual_outflow_sc_d0ed1bf167f2424290d882641379a155,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c55db4ef23b48f585541e257445dd0d,5932,PRQ2605932,3205.00,1,3205.00,legacy_actual_outflow_sc_f2546ddffb374199bb8a3faaa0e83db9,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c59be6c5131491b89d66edb254e53ee,5933,PRQ2605933,21000.00,1,21000.00,legacy_actual_outflow_sc_282f35a442b749c5aaf0c01c9ce11b27,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c5c26658fef47f19d5632a5a7e9c17e,5934,PRQ2605934,508510.54,1,508510.54,legacy_actual_outflow_sc_a5b25981713b468e97d4fcf56658594d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c5de58947bb42589182774d37268467,5935,PRQ2605935,250000.00,1,250000.00,legacy_actual_outflow_sc_d37ff0ecc9e04f87a7d2348f1f61f3f4,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c6a13bc847b42b2baa9cfd2aed0e6f9,5936,PRQ2605936,14070.00,1,14070.00,legacy_actual_outflow_sc_dfe215dfaea94e6ea2c309fd90e9cbfe,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c6bf1805e8e4f818a6d03d613a99e1f,5937,PRQ2605937,500.00,1,500.00,legacy_actual_outflow_sc_a24f5e3e857c4f32aa31f7d912be4d7e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c6d1dae4dce440d93f0037429de7441,5938,PRQ2605938,53255.66,1,53255.66,legacy_actual_outflow_sc_f502ce30766a44a59545db6e8c4f0aa1,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c7f603ca6bd48d5b08ba02eaf658207,5939,PRQ2605939,199850.00,1,199850.00,legacy_actual_outflow_sc_911ca246029246e699e78f80ef604001,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c80b06d1c9b47d4ba51bb256a1153ec,5940,PRQ2605940,38139.47,1,38139.47,legacy_actual_outflow_sc_bceb0526e1a745239fc8de49aa4edc1d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c8db99852d448a4abff32e70ff02231,5941,PRQ2605941,20000.00,1,20000.00,legacy_actual_outflow_sc_2951a7da5baf4f159844477f566a5b62,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c90592b0d39466eaefb8c1a6b67deb6,5942,PRQ2605942,50000.00,1,50000.00,legacy_actual_outflow_sc_95e0cc6fcbca4bfb89db6eedb1a5a99b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c97e4285fd8406b89f283f9927e5515,5943,PRQ2605943,30000.00,1,30000.00,legacy_actual_outflow_sc_dbeb813a5b904f619ff8850b4745e73f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0c983c735b974961b4ba6774f425b9bc,5944,PRQ2605944,5153.00,1,5153.00,legacy_actual_outflow_sc_8040757c0da44f6ab7e71e09dd5ea7f9,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ca20baef4e84bbfbfe680f25d3e8301,5945,PRQ2605945,82660.00,1,82660.00,legacy_actual_outflow_sc_7794634ecc4940ebaab8b0063d6c27b6,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ca31403af4643299da205c83b556258,5946,PRQ2605946,57060.00,1,57060.00,legacy_actual_outflow_sc_cbfc2721bbc842609790a96073472854,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ca4262788fc42a29b5033d32bff750e,5947,PRQ2605947,100497.26,1,100497.26,legacy_actual_outflow_sc_c2799f864c82401bbd9a2db8437eca14,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cac88f8373c4de0844b31a25a5e6b0b,5948,PRQ2605948,103200.00,1,103200.00,legacy_actual_outflow_sc_2a9a4564432b4eebb1917ad1142a8e76,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cb28bfd20fb4c7b932781ddb1d38e3d,5949,PRQ2605949,100000.00,1,100000.00,legacy_actual_outflow_sc_86d9020b6fdc49c388d450b8215e878b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cb5ccb8f6554558bfdea5888577a7f4,5950,PRQ2605950,40980.00,1,40980.00,legacy_actual_outflow_sc_7b1c13e550ea41d0a0cc76837983cbaa,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cc340513d004ccc8f2c9631baea3413,5951,PRQ2605951,1660.61,1,1660.61,legacy_actual_outflow_sc_8e84fac54ef14026b3abf4d67db16f23,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ccc74714864436d8837d47e702178e6,5952,PRQ2605952,30000.00,1,30000.00,legacy_actual_outflow_sc_f50f378751bd490a8be42ae1d0d0bd0d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ccf9569c3bf451f8df091722dad19d0,5953,PRQ2605953,25760.00,1,25760.00,legacy_actual_outflow_sc_447e737b0a4546cfa789cd4899863391,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cd16af289f24ed78b30ec38ec639cc3,5954,PRQ2605954,56200.00,1,56200.00,legacy_actual_outflow_sc_937c66f2793240358e6b3d17af7e6035,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cd6588632cf4b0d9e1c546c85a84753,5955,PRQ2605955,100000.00,1,100000.00,legacy_actual_outflow_sc_0e1497b244564576bac1c478dd93c59f,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cd8021898b540a1befa228a151f67b2,5956,PRQ2605956,577836.11,1,577836.11,legacy_actual_outflow_sc_bb01e798a54444249b12b9276cf41f9b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ce6cf500f8341ba8850bf4cd6417837,5957,PRQ2605957,13500.00,1,13500.00,legacy_actual_outflow_sc_5e1b9798562b4a87b2ffe8f05fb8b48b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0ce8656e98324b8b8daf3c25637c29cb,5958,PRQ2605958,16000.00,1,16000.00,legacy_actual_outflow_sc_70de5fcdf0e040419d8217889ddadb5e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cf55b1c29df4154bacc18c78a76b249,5959,PRQ2605959,10000.00,1,10000.00,legacy_actual_outflow_sc_fe8a31d8cb3f4dd09dccd59d42f5227b,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cf5be6204684cbca7825811f4fb10f8,5960,PRQ2605960,40000.00,1,40000.00,legacy_actual_outflow_sc_a2d65db87dec4db1936edfffe545a4a0,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0cfaf307b68b41bd8d5136d38559a269,5961,PRQ2605961,19936.00,1,19936.00,legacy_actual_outflow_sc_0eb944390a424d5fb30bff8914724a02,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d0f8be40da4429c926da85dda69d19c,5962,PRQ2605962,46150.00,1,46150.00,legacy_actual_outflow_sc_a60c452e54a4497f8fd0749cf5b03299,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d1dd89696864883803f49c61e76e70b,5963,PRQ2605963,28200.00,1,28200.00,legacy_actual_outflow_sc_970b81be158c4682879070371da84233,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d1ebc788bb84699beaa257319eb615f,5964,PRQ2605964,200000.00,1,200000.00,legacy_actual_outflow_sc_e0cabd5eb3d6418286f287b264a7179a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d22805003404b598b13206342145ad2,5965,PRQ2605965,30000.00,1,30000.00,legacy_actual_outflow_sc_115b35253d6d468fabc15419ba6e2cfe,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d25dd610073498aaf2d12468947ea93,5966,PRQ2605966,151700.00,1,151700.00,legacy_actual_outflow_sc_212f87211755485d86df71e11e992957,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d2617bd12344d52a7ccfa7b493e82c8,5967,PRQ2605967,78000.00,1,78000.00,legacy_actual_outflow_sc_9a376c7fc2714eda8dfb48453f73fa35,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d29380e42ef4851820a5961c0a0832b,5968,PRQ2605968,119537.00,1,119537.00,legacy_actual_outflow_sc_6b6df39a624a44cda860391ed4b28b20,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d3808ccdae04683a2c1232feda6e43e,5969,PRQ2605969,46000.00,1,46000.00,legacy_actual_outflow_sc_be5e0ef059474c0fb19747cd694dde88,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d3a6f66d9734606816505096216fcb7,5970,PRQ2605970,100000.00,1,100000.00,legacy_actual_outflow_sc_7fd81188759243f58f2879fe5da51f9d,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d3be018122148fdac40f284bf2c66d2,5971,PRQ2605971,250000.00,1,250000.00,legacy_actual_outflow_sc_ad2c8c1c776d4370b9b0de2863d786ba,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d3eb0519a5e40a988b3a0ad5e65955d,5972,PRQ2605972,4758.00,1,4758.00,legacy_actual_outflow_sc_1512ebd5afeb48a992ff2d0ef64c1e4c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d3ecc3c481e44b39bf04cfe949ebb0f,5973,PRQ2605973,14520.00,1,14520.00,legacy_actual_outflow_sc_ca5777b1c7c84180ab23a6468f46c70a,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d42051ed508469e9963e892794babed,5974,PRQ2605974,1103927.60,1,1103927.60,legacy_actual_outflow_sc_bbff89388db14e99a2038c7a975bad48,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d475fdd42e84841b7c359104fa5eaf9,5975,PRQ2605975,60000.00,1,60000.00,legacy_actual_outflow_sc_748035e9cc884191b8bcd5014dc0ad75,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d4b62947e6f4957a855229ce1649abe,5976,PRQ2605976,30338.36,1,30338.36,legacy_actual_outflow_sc_15ff149215ce4990bc1084ebb777387c,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d5cad98963c47cf8cf173c2763cb2a5,5977,PRQ2605977,111620.00,1,111620.00,legacy_actual_outflow_sc_523eb6e0dbf342c4a9087bbee9a364e4,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d5ccb377b1345ea8b1082153c3e293d,5978,PRQ2605978,11328.00,1,11328.00,legacy_actual_outflow_sc_b88f051f53884e4e8d37e2596878fdc8,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d617cee3f824e3488d6aba52a390b38,5979,PRQ2605979,233664.00,1,233664.00,legacy_actual_outflow_sc_9142fceb5ff54675b6009ae5bcde8b83,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d6b5c200d2240e39c6f4016c22393f5,5980,PRQ2605980,31152.00,1,31152.00,legacy_actual_outflow_sc_d48a80dc6491434f9ac7eb72ff18ca93,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d6d89f7d55448d9ba242d873f8ac5fd,5981,PRQ2605981,1100881.20,1,1100881.20,legacy_actual_outflow_sc_d16fa7ecea7e436187175b13c0c0ce16,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d729a1307c541808d0e421dac7eab91,5982,PRQ2605982,14000.00,1,14000.00,legacy_actual_outflow_sc_0c2b642fdee44510855df6a0d46f97f7,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d79a1f991a249f3a3a8d2f2e8623052,5983,PRQ2605983,7000.00,1,7000.00,legacy_actual_outflow_sc_c3b7b4139eb74806a28a07ea1294ac82,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d7bccafd3ce4702bf89a64481252a3f,5984,PRQ2605984,64000.00,1,64000.00,legacy_actual_outflow_sc_3d4062f6bce04aba9b7f20f0508173f0,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d81e57b5c19428dbd31fa6fb27ca59c,5985,PRQ2605985,26000.00,1,26000.00,legacy_actual_outflow_sc_1ce64718245141f09da9f94afbf01ddc,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d85cd6d7ecb471485d060519ab753e0,5986,PRQ2605986,137265.00,1,137265.00,legacy_actual_outflow_sc_df45ddfa267d48ca9c9f15be84462204,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d872b26ede44fefb247b95b7415abaa,5987,PRQ2605987,40050.00,1,40050.00,legacy_actual_outflow_sc_6b62d2361d054e8298a682bb7342e397,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d881864105a442f843a301b6ec54667,5988,PRQ2605988,100020.00,1,100020.00,legacy_actual_outflow_sc_87c658903cb44d73a7864636f7bae3f8,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d890e80f5104abbaac850f6ab1c73cd,5989,PRQ2605989,42750.00,1,42750.00,legacy_actual_outflow_sc_41cfcb0c32814ff4a9ee794d8bf30da3,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d8f0185c8ae4314ad511352e3a06d45,5990,PRQ2605990,300000.00,1,300000.00,legacy_actual_outflow_sc_97a0f320caaa4621a00b0ad4178bab2e,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d92082733fc4d09bfd1380cc7efe980,5991,PRQ2605991,323698.13,1,323698.13,legacy_actual_outflow_sc_da77212dbe114ed88639ac7d6f06ab09,done,validated,historical_paid_by_downstream_business_fact
legacy_outflow_sc_0d946ed8e2ff4807b52718a041b09c3a,5992,PRQ2605992,75000.00,1,75000.00,legacy_actual_outflow_sc_5ba8a163ff924a4dbb99b93ebaf0cf43,done,validated,historical_paid_by_downstream_business_fact
