id,legacy_project_id,name,lifecycle_state,phase_key,sc_execution_state,stage_id,owner_id,location,boq_line_count,contract_count,request_count,ledger_count,receipt_count,expense_count,invoice_count,loan_count,fund_count
635,d673283d7f064228aa3bcdb822c8d425,"{""en_US"": ""中建四局集团-唐颖刚项目""}",in_progress,execution,in_progress,6,,,0,81,512,227,45,48,90,0,0
636,d6a4d48ebb62405baf97d36e9e4e228a,"{""en_US"": ""林芝市巴宜区八一镇小学运动场维修工程项目""}",in_progress,execution,in_progress,6,,,0,1,1,0,1,0,3,0,0
637,d75424f3247646c395ff5edd2ab1b1f9,"{""en_US"": ""罗江区新盛镇X601新慧路王家湾桥危桥拆除重建工程(第二次)""}",in_progress,execution,in_progress,6,,,0,12,31,11,2,2,3,0,0
638,d76027f8b9d148389e9cf2ba799cb07e,"{""en_US"": ""中国移动下游采购合同平台""}",in_progress,execution,in_progress,6,,,0,11,4,0,0,0,15,0,0
639,d78614b5e31046649529451acc80e016,"{""en_US"": ""中国移动四川公司成都分公司2025-2026年渠道维修采购项目""}",in_progress,execution,in_progress,6,,,0,12,39,14,5,0,6,0,0
640,d795445cf03e48b99618f3eb559a235b,"{""en_US"": ""中江县支公司办公职场装修工程""}",in_progress,execution,in_progress,6,,,0,2,6,2,2,0,3,0,0
642,d9c6cbd20d9f41cc876ad845341304d7,"{""en_US"": ""重庆轨道交通15号线一期土建工程果塘路站二期给水管线迁改工程""}",in_progress,execution,in_progress,6,,,0,4,7,3,1,0,1,0,0
643,da53b59ac75e4481b3fff1667e0de7e2,"{""en_US"": ""狮子水库尾水渠垮塌抢险救灾工程""}",in_progress,execution,in_progress,6,,,0,4,10,4,1,0,5,0,0
644,da80de7b7a9644428b917920cb14e31a,"{""en_US"": ""东湖山水土石方挖运工程""}",in_progress,execution,in_progress,6,,,0,4,36,13,5,0,6,0,0
645,dab94e2764674db5849b05f9b06714bb,"{""en_US"": ""中江县殡仪馆提档改建项目工程""}",in_progress,execution,in_progress,6,,,0,4,12,4,2,0,7,0,0
646,db4b47a81c304c03b4914e86eeb5f124,"{""en_US"": ""罗江县蟠龙镇2016年农业综合开发高标准农田建设项目""}",in_progress,execution,in_progress,6,,,0,1,4,1,2,0,1,0,0
647,dbf6b62b0ad24261a949828e0d8219d2,"{""en_US"": ""旌阳区全域旅游公共服务保障设施建设项目/凯江大回湾改造工程""}",in_progress,execution,in_progress,6,,,0,1,4,2,0,0,0,0,0
648,dbfa5695dccc445c9bf84f504e70912d,"{""en_US"": ""重庆机场航空口岸综合指定监管场地增设防护解除区项目""}",in_progress,execution,in_progress,6,,,0,2,0,0,0,0,0,0,0
649,dc23b3505b384d529dc60bef5f64a6e7,"{""en_US"": ""大足支行珠溪分理处主体装修工程""}",in_progress,execution,in_progress,6,,,0,7,15,7,1,0,2,0,0
650,dc59bf70a1a54961a96e4a169555842f,"{""en_US"": ""洛浦县市政基础设施建设及配套项目（施工一标段）""}",in_progress,execution,in_progress,6,,,0,35,269,118,3,0,30,0,0
651,dc5f03ef90a749be8e3cd19daca87163,"{""en_US"": ""天山北路公共卫生间改造项目""}",in_progress,execution,in_progress,6,,,0,3,5,2,1,0,1,0,0
652,dc99595923e7425da8d87ca56ad23f76,"{""en_US"": ""德阳市旌阳区天山路（黄河路-凯江路）改造项目""}",in_progress,execution,in_progress,6,,,0,15,160,75,3,0,5,12,0
653,dc9faab2919147868ffddd380f58ea3e,"{""en_US"": ""拉萨市柳梧新区路面井盖维护更换合同""}",in_progress,execution,in_progress,6,,,0,1,5,2,1,0,2,0,0
654,dccfa12fb5b747dca476d457c0464d30,"{""en_US"": ""御嘉花苑2、3#楼""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
655,dcd315ee82ba47d6a463c3090abd9577,"{""en_US"": ""深圳友唱技术有限公司万达零星维修工程""}",in_progress,execution,in_progress,6,,,0,2,0,0,0,0,3,0,0
656,dd3c76208c3642b2a44c834db32f1f8f,"{""en_US"": ""广汉市城市更新城西片区城中村改造项目地基基础工程专业分包""}",in_progress,execution,in_progress,6,,,0,1,3,1,0,0,0,0,0
657,ddc10588a1094d7986d2b383189125b3,"{""en_US"": ""中江县凯江中学校教学及辅助用房建设项目""}",in_progress,execution,in_progress,6,,,0,13,87,31,4,4,29,0,0
658,ddc8f420948e434bbc73f430c4d26d6c,"{""en_US"": ""重庆轨道交通15号线一期工程01标合同段供水管道迁改工程""}",in_progress,execution,in_progress,6,,,0,4,7,3,1,0,4,0,0
659,ddd9a94d8aef4059a1def554a737e0e4,"{""en_US"": ""剑阁县2019年交通专项扶贫村道窄路加宽工程（杨村镇柏梓村）""}",in_progress,execution,in_progress,6,,,0,1,10,3,2,0,4,0,0
660,dddffb953eee4f1fbba18a5b462ffb1a,"{""en_US"": ""渭河路（庐山北路至秦岭山北路）道路改造工程道路沥青砼路面专业分包施工""}",in_progress,execution,in_progress,6,,,0,3,14,5,2,0,3,0,0
661,de55113c54914c5093efa5164f840cdb,"{""en_US"": ""燕山路（洪湖路-柳江街）市政道路工程""}",in_progress,execution,in_progress,6,,,0,0,0,0,0,0,1,0,0
663,def62d8fc3df471080951397c4fdfd22,"{""en_US"": ""银鑫·五洲广场二期 CD 座室外消防车道施工""}",in_progress,execution,in_progress,6,,,0,5,15,6,2,4,2,0,0
665,dfdd8eb86b064e7f8615d74aa2bc222a,"{""en_US"": ""德阳市寿丰河截污干管工程劳务分包""}",in_progress,execution,in_progress,6,,,0,58,418,185,16,0,75,4,0
666,e02e8e8061ab4ee599884c34365f1bd0,"{""en_US"": ""莎车县低压电力设施改造项目施工第一标段""}",in_progress,execution,in_progress,6,,,0,19,77,34,3,0,7,0,0
667,e0ba5308a59e4e98a4225b4b75d34818,"{""en_US"": ""潼南支行双江分理处营业网点主体装修工程项目""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
668,e0db577a23194699b7ea732cc08a2eb7,"{""en_US"": ""50万吨年食品级PET高分子新材料项目""}",in_progress,execution,in_progress,6,,,0,4,7,2,3,4,6,0,0
669,e0e2a533f7224713a481520af78809ad,"{""en_US"": ""幸福人家项目工程""}",in_progress,execution,in_progress,6,,,0,1,16,6,3,0,7,0,0
670,e106501cc7184d8e8b8b08871e03e5dc,"{""en_US"": ""金元镇江关咀村2019年社道路建设项目""}",in_progress,execution,in_progress,6,,,0,1,22,6,3,0,3,0,0
671,e1391ec880fb40b79668111da2f78540,"{""en_US"": ""国网新疆喀什供电公司110kV叶果线杆塔提升隐患治理大修等13项工程""}",in_progress,execution,in_progress,6,,,0,5,20,7,3,0,5,0,0
672,e1603619f0814d02b4c86bc5c044ea0b,"{""en_US"": ""巴中恩阳临港产业园项目-制造业组团项目1-8号厂房、13号厂房、16号厂房防水保温工程""}",in_progress,execution,in_progress,6,,,0,38,102,45,9,0,19,5,0
673,e198e1afc1324069844bfe3a310cfe91,"{""en_US"": ""誉城国际一期二批次""}",in_progress,execution,in_progress,6,,,0,74,918,410,15,6,328,42,0
674,e207665460d740a8a140020004c3cd22,"{""en_US"": ""中国移动四川公司2025-2027年全省汇聚机房土建工程施工集中采购项目""}",in_progress,execution,in_progress,6,,,0,0,3,1,0,0,0,0,0
675,e237f61a7cf6461fa360da20307d6522,"{""en_US"": ""朝天区花石乡以工代赈脱贫攻坚项目工程""}",in_progress,execution,in_progress,6,,,0,1,4,1,2,0,5,0,0
676,e27eae2a90224ae1a7a6025b4dded66d,"{""en_US"": ""龙江大酒店装修改造项目""}",in_progress,execution,in_progress,6,,,0,2,12,5,1,0,2,0,0
677,e292fb92ad184e6d8715c99a89bd2beb,"{""en_US"": ""信达国际A栋1、2、3号电梯，D栋1、2号电梯井土建改造工程""}",in_progress,execution,in_progress,6,,,0,15,27,12,2,0,8,0,0
678,e2edc267b1b24c8ebc8ab5ab2aabd399,"{""en_US"": ""松垭商业城保障性住房提升改造项目--装修施工项目""}",in_progress,execution,in_progress,6,,,0,7,24,10,2,0,7,0,0
681,e4bccb1e4815421ba8c8778fc30f6077,"{""en_US"": ""四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目（南区）""}",in_progress,execution,in_progress,6,,,0,30,133,58,6,0,29,0,0
682,e4c9309b78f847dba4a007a04cc6128a,"{""en_US"": ""智慧之心项目2#楼及2#楼裙楼泡沫混凝土工程""}",in_progress,execution,in_progress,6,,,0,5,6,2,2,0,3,0,0
683,e4cdcff7175147c4aec010329f08f217,"{""en_US"": ""林芝区域办事处办公用房装修工程施工专业分包""}",in_progress,execution,in_progress,6,,,0,5,6,2,1,0,2,0,0
684,e50c5b8828a74dd5b84ea854d2256ab9,"{""en_US"": ""重庆机场护宾楼二层办公室改造项目""}",in_progress,execution,in_progress,6,,,0,5,11,5,1,0,3,0,0
685,e5c64d4f13ba477191da0b3e3bd12236,"{""en_US"": ""德阳市经开区再生资源利用园区基础设施项目九标段项目市政安装工程""}",in_progress,execution,in_progress,6,,,0,3,8,3,1,0,3,0,0
686,e5d7653bc34a45649a7083c79912cf8e,"{""en_US"": ""德阳站综合交通枢纽改造项目（德阳站、S11 线连通工程等 4 个子项）漓江一、二西路特殊地基处理工程""}",in_progress,execution,in_progress,6,,,0,4,25,9,3,0,1,1,0
687,e5e8bd5755cb4d20a7c0686a8e13be6e,"{""en_US"": ""朝天区三滩村至龙门等道路工程-潜溪路一段""}",in_progress,execution,in_progress,6,,,0,1,27,10,2,2,7,0,0
688,e6b323e651a7407e9ee9191cfbe285a4,"{""en_US"": ""沸水小学空调电力改造安装工程""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
689,e712d2cd1f10406abfd3f4857656495d,"{""en_US"": ""西南大数据创新应用中心项目-深潜土石方工程""}",in_progress,execution,in_progress,6,,,0,8,27,12,3,0,8,0,0
690,e7d967ab98084a1bb1efdb2e0cd7674c,"{""en_US"": ""杨永田项目""}",in_progress,execution,in_progress,6,,,0,14,25,8,8,0,9,0,0
691,e7df166996ed40c5abbb0c97cd6cd86d,"{""en_US"": ""绵阳市游仙区盐泉镇道碑观索桥危桥改造工程项目""}",in_progress,execution,in_progress,6,,,0,31,184,71,8,0,29,0,0
693,e8a559bf5ba24de8b25213c1b7be2a78,"{""en_US"": ""东莞市长安镇莞港跨境货物运输接驳点工程""}",in_progress,execution,in_progress,6,,,0,4,35,13,7,0,7,0,0
694,e8f89b108b8e4e46b84c1d3a60233d10,"{""en_US"": ""南川区石溪镇2024年农村公路（学校至王官果业（主干道至家禽屠宰场）、灯草湾至枫香榜）建设项目""}",in_progress,execution,in_progress,6,,,0,6,15,5,2,0,2,0,0
695,e91ab58b0d264ccaba5f9356ad85ae44,"{""en_US"": ""西部(重庆)科学城保障性住房(一期)室外 综合管网、景观、绿化、围墙、精装修及 标识标牌系统工程""}",in_progress,execution,in_progress,6,,,0,7,37,13,1,0,4,0,0
696,e924a06df23947afb4218e1c38b3cfe8,"{""en_US"": ""花荄镇兴福村草溪河石拱桥维修加固工程""}",in_progress,execution,in_progress,6,,,0,7,13,5,1,0,1,0,0
697,e9ef3126e9594e518a5e518047574439,"{""en_US"": ""中江县小型汽车驾驶人考场建设项目""}",in_progress,execution,in_progress,6,,,0,38,81,34,3,0,7,0,0
698,e9f5e654b3e249c3b4fd1600dcb58c63,"{""en_US"": ""德阳市中心城区照明改造工程-10KV配电工程""}",in_progress,execution,in_progress,6,,,0,6,10,4,1,0,3,0,0
699,e9f8e5da180a4ac59191def6a721a33c,"{""en_US"": ""四川建筑职业技术学院德阳校区垃圾压缩站项目（第二次）""}",in_progress,execution,in_progress,6,,,0,6,15,6,1,0,1,0,0
700,ea0e76e15df1488590e9ed4a1e25fee1,"{""en_US"": ""大足区2022年宝兴镇等（2）个镇丘陵山区高标准农田改造提升示范工程试点项目""}",in_progress,execution,in_progress,6,,,0,29,133,53,6,0,20,0,0
701,ea7b223b560a4d998f5fc6f14cb2bd3c,"{""en_US"": ""城西片区青衣江路西段道路五段""}",in_progress,execution,in_progress,6,,,0,0,12,4,2,0,2,0,0
702,eaec532f7b9b47a4bf4c0c2989290a70,"{""en_US"": ""中国农业发展银行什邡市支行雨、污管道改造项目""}",in_progress,execution,in_progress,6,,,0,1,1,0,1,0,1,0,0
703,eb14bf937d704385be6d6c968b71bac5,"{""en_US"": ""万润苑改造项目""}",in_progress,execution,in_progress,6,,,0,2,0,0,0,0,0,0,0
704,eb4cf9d9b714420e89a3c2a6fff6f8d5,"{""en_US"": ""德阳市旌阳区医养结合中心及精神病院区建设项目""}",in_progress,execution,in_progress,6,,,0,2,7,3,1,0,1,1,0
706,ec3ec41ba43448d5b51353272d63d4aa,"{""en_US"": ""宜宾机场航站区配套工程公安设备工程""}",in_progress,execution,in_progress,6,,,0,3,17,6,4,0,11,0,0
707,ec6c84495a4448b6ba0356b8bfd95b3d,"{""en_US"": ""德阳市主城区园林绿化及市政设施提档升级项目（庐山路及长江路示范段）""}",in_progress,execution,in_progress,6,,,0,0,3,1,1,0,0,0,0
708,ec8e6e03ff4c40cfb4ce25cdddc7474e,"{""en_US"": ""向东工程""}",in_progress,execution,in_progress,6,,,0,249,301,110,40,3,85,2,0
709,ecd2fbc747a541cca5ec8572052e2451,"{""en_US"": ""苍溪县五龙镇城乡建设用地增减挂钩项目""}",in_progress,execution,in_progress,6,,,0,0,6,2,1,0,1,1,0
710,ed56c6b210964e16806002ca33cee644,"{""en_US"": ""深圳市捷顺科技实业股份有限公司年度外包合同""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
711,ed83a5f4dfe24e3c92d5ece83267f800,"{""en_US"": ""城口县明通镇中心小学改扩建及幼儿园建设项目""}",in_progress,execution,in_progress,6,,,0,66,255,102,27,3,33,0,0
712,edd87052c5a044328e248bb6b8168598,"{""en_US"": ""德阳保利国际城中央花园A区二标段土建及水电安装总承包工程""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,3,0,0
713,ee4dbf78773b4fe2a43fdf283635ef4d,"{""en_US"": ""二重厂西路（华山路-衡山路）市政道路工程、衡山路（二重厂西路-韩江路）市政道路工程、琴江路、武江路（华山路-规划路）市政道路工程 沥青路面、水稳基层专业分包""}",in_progress,execution,in_progress,6,,,0,27,111,50,7,0,5,0,0
714,ee58e169dc56474284f6bb85b6e0d51f,"{""en_US"": ""经开区应急周转房项目（2#）工程""}",in_progress,execution,in_progress,6,,,0,5,17,8,1,0,4,0,0
715,ef18f8708c5b493d841efc8c3f3c9fe9,"{""en_US"": ""广清城际轨道交通项目（花都段）安置区工程(狮岭镇前进安置区) 一期施工总承包项目（市政园林工程施工）专业分包合同""}",in_progress,execution,in_progress,6,,,0,21,105,47,7,4,29,0,0
716,ef4ade9de4e74f63bf72ccb6786c604a,"{""en_US"": ""2024-2025年度成都所区零星工程框架协议""}",in_progress,execution,in_progress,6,,,0,6,24,9,3,0,11,0,0
718,effd5e093a8a4663926b94a97696abf6,"{""en_US"": ""德阳市罗江区综合行政执法局2024年罗江区零星市政维修工程（苍海D区、潺亭中学旁等7座公厕维修改造）""}",in_progress,execution,in_progress,6,,,0,10,30,13,2,0,2,0,0
719,f0548e3dd1ea48b39a60d52766f1c466,"{""en_US"": ""德阳经济技术开发区产城融合示范园区基础设施建设 旌湖路 、 太湖路道路改造工程""}",in_progress,execution,in_progress,6,,,0,25,92,40,7,0,9,1,0
720,f0746ee8f26b4368875b92ca0b10b241,"{""en_US"": ""前油库卸油平台防腐处理及卸油系统改造项目""}",in_progress,execution,in_progress,6,,,0,0,3,1,1,0,1,0,0
721,f076f5c267084d478373fc91f1157091,"{""en_US"": ""模锻厂45MN泵站降温改造""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
722,f0d13d9a3be74f30a0c7389e034d1496,"{""en_US"": ""德阳市罗江区调元镇顺河村农村生活污水治理建设项目""}",in_progress,execution,in_progress,6,,,0,2,3,0,2,0,4,0,0
723,f0d85ad0105443808f71c033f53a85c2,"{""en_US"": ""中国移动四川公司南充分公司2021-2022年渠道维修采购项目框架协议""}",in_progress,execution,in_progress,6,,,0,19,42,16,5,0,10,0,0
724,f0efe9aa0fc946c7aadaad11ed6105bd,"{""en_US"": ""四川致远锂业有限公司一号窑收尘器基础工程""}",in_progress,execution,in_progress,6,,,0,4,5,2,1,0,1,0,0
725,f12172c47e6b4a4285f6fdfc780b24d3,"{""en_US"": ""重庆市璧山区璧城街道老旧小区改造建设项目（东关社区）""}",in_progress,execution,in_progress,6,,,0,11,49,17,5,0,12,0,0
726,f12a441ef7dc4acba80bdce8a6b1b6e3,"{""en_US"": ""德阳站综合交通枢纽改造项目（旌阳区长江流域可持续发展（沱江上游-绵远河段）综合治理项目-河西段）工程""}",in_progress,execution,in_progress,6,,,0,15,38,13,2,0,4,0,0
727,f1b18dce54fc409eafce2b38cf431fe1,"{""en_US"": ""中国人民解放军 32167 部队66 号楼整修项目""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
728,f317a95150bd4989a3a673a4796c3c9c,"{""en_US"": ""中江实验中学新建教学及辅助用房和附属工程（一期）""}",in_progress,execution,in_progress,6,,,0,24,174,72,6,0,19,0,0
729,f38cc5d7d0ac4c758b7547effc62c97a,"{""en_US"": ""苍溪县歧坪镇爱国村等11个村城乡建设用地增减挂钩项目""}",in_progress,execution,in_progress,6,,,0,7,57,20,8,0,16,2,0
730,f3d8f9c8218e49a89d660257c4cf9dca,"{""en_US"": ""绵阳高新区普明街道古泉社区居民委员会普明街道古泉社区农业灌溉水利设施整治提升项目""}",in_progress,execution,in_progress,6,,,0,8,31,13,3,0,4,0,0
731,f421214fc99b4c4fb133e82c9acfb9b9,"{""en_US"": ""管网安装抢修零星土石方开挖恢复及用工等年度外包项目（1年）""}",in_progress,execution,in_progress,6,,,0,2,119,40,36,2,45,0,0
732,f566b87da9024087a8da380d976a5554,"{""en_US"": ""河黄路种子加工中心至双佳养殖场、罗绵路至种子加工中心、制种基地展示中心至种子加工中心、罗绵路至彩色油路沥青摊铺项目""}",in_progress,execution,in_progress,6,,,0,1,1,0,0,0,0,0,0
733,f63676e5d4b844eaaecbe42cc2218d75,"{""en_US"": ""德阳高新区万福棚户区改造工程一期一标段“8.11”特大暴雨灾后修复工程""}",in_progress,execution,in_progress,6,,,0,5,12,5,2,0,4,0,0
734,f680bdc8b1ae4a6a84fe7066f7b8056c,"{""en_US"": ""A项目-建筑幕墙专业分包""}",in_progress,execution,in_progress,6,,,0,11,42,15,2,0,5,0,0
735,f6db642585394c49a6278eb0eed3119a,"{""en_US"": ""柳梧新区雨污水管网及防洪渠维保服务采购项目一标段""}",in_progress,execution,in_progress,6,,,0,2,11,4,3,0,4,0,0
736,f73c2f32e28d4180a093122ef1129461,"{""en_US"": ""柳梧新区地下雨水管网清理项目""}",in_progress,execution,in_progress,6,,,0,0,0,0,0,0,2,0,0
737,f772a3bb0b27467eaf46a8b7e13155c9,"{""en_US"": ""全民健身活动中心五人制足球场实施维修改造项目""}",in_progress,execution,in_progress,6,,,0,4,10,4,1,0,1,0,0
738,f77d5a1eff67405982b3178110ab35b6,"{""en_US"": ""盾构机制造、总装调试及再制造项目区域工程厂房钢结构专业分包施工程""}",in_progress,execution,in_progress,6,,,0,18,59,26,6,4,19,1,0
740,f83ec03b24d24fec8c8fb9cfadb304f7,"{""en_US"": ""重庆市沙坪坝区土主街道桐子林黄金湾C1栋 二层""}",in_progress,execution,in_progress,6,,,0,1,0,0,0,0,0,0,0
741,f947d45769804682af3a6233ff0b5d0d,"{""en_US"": ""中国移动四川分公司巴中分公司2021-2022渠道维修采购项目框架协议""}",in_progress,execution,in_progress,6,,,0,5,19,6,3,0,6,0,0
742,fa54a849d16840faa4991732709c30b6,"{""en_US"": ""德阳市旌北13、14#地块（德阳北站TOD及基础设施配套项目）项目示范区园林景观工程专业分包""}",in_progress,execution,in_progress,6,,,0,64,205,91,7,0,6,0,0
743,fa81dfa136ae42009e8d1d86af0bd1e2,"{""en_US"": ""德阳市罗江区一根松应急抢险工程""}",in_progress,execution,in_progress,6,,,0,3,10,4,2,0,6,0,0
744,faa210f1d28440a8b24e787a2db4e1d8,"{""en_US"": ""塔什库尔干县塔什库尔干乡托格伦夏村村容村貌整治提升项目""}",in_progress,execution,in_progress,6,,,0,5,10,3,0,8,0,0,0
745,fafad4e03da24e98b7f8cf26706127b8,"{""en_US"": ""中国移动四川分公司天府新区2018-2020年渠道零星维修项目（标包4）""}",in_progress,execution,in_progress,6,,,0,1,31,10,7,0,14,0,0
746,fb0c4133-f011-44a4-a285-59cfd30aec27,"{""en_US"": ""公司综合平台""}",in_progress,execution,in_progress,6,,,0,0,0,0,4674,10299,0,1,496
747,fb6de3927cc44f4497c986be12ecd05f,"{""en_US"": ""中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包1 成都""}",in_progress,execution,in_progress,6,,,0,2,16,4,1,0,15,0,0
748,fbbe809ac1994bf9a245f59229553730,"{""en_US"": ""四川建筑职业技术学院成都校区迁建工程（二期）室内外消防工程""}",in_progress,execution,in_progress,6,,,0,8,44,17,5,6,13,0,0
749,fd55ff03dc53471a90744a6e145fbba7,"{""en_US"": ""新能源电气控制系统研发制造中心项目""}",in_progress,execution,in_progress,6,,,0,34,355,157,9,2,88,6,0
750,fdeb2bb017b94856850715fb5f1ec2c0,"{""en_US"": ""射洪县金鹤乡白店村、长房村、大榆镇松林村等3个高标准基本农田建设项目""}",in_progress,execution,in_progress,6,,,0,2,28,11,4,7,8,0,0
752,febf7841fc634ae09dfed83a425979a4,"{""en_US"": ""成青路（S105）、河黄路、子汉路路面维修工程""}",in_progress,execution,in_progress,6,,,0,6,15,6,3,0,6,0,0
753,fee87af934dd4759852f0af8b05b6022,"{""en_US"": ""石灵社区杂物室、防腐木扶手等零星项目""}",in_progress,execution,in_progress,6,,,0,4,13,4,1,0,5,0,0
754,ff1cd896b4c94a229a243a8228fa9816,"{""en_US"": ""修剪田坝村、中南村、西铁村社区老旧小区存量违法建筑周边树木""}",in_progress,execution,in_progress,6,,,0,2,5,2,1,0,2,0,0
755,ff88aca287f94ee09bcc0a53649e5c0f,"{""en_US"": ""广清城际轨道交通项目（花都段）安置区工程（秀 全街乐同安置区）一期施工总承包项目 【园林园建】工程专业分包""}",in_progress,execution,in_progress,6,,,0,9,81,36,4,8,21,2,0
756,ff9ee430d28a4fb2b4279a6e9634c247,"{""en_US"": ""绵阳市游仙区魏城镇竹柳村（原柳塔村二组）通组路建设工程项目""}",in_progress,execution,in_progress,6,,,0,7,17,7,3,0,10,0,0
