row_no,proposed_action,target_model,target_company_type,target_customer_rank,target_supplier_rank,target_tax_number_policy,legacy_partner_source,legacy_partner_id,legacy_partner_name,legacy_source_evidence,future_rollback_key,design_blocker
897,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,8553FB8675434C04BE0355723266A914,四川省烟草公司凉山州公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:8553FB8675434C04BE0355723266A914,
898,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,D1C685AE296943F1A7A5F31202CADF2F,四川省烟草公司宜宾市公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:D1C685AE296943F1A7A5F31202CADF2F,
899,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,C73B5808228B49DC9DE0BB66013C589B,四川省玻纤集团有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:C73B5808228B49DC9DE0BB66013C589B,
902,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,31C4952941CA49B5A0B2ECB7FD07DDAB,四川省第一建筑工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:31C4952941CA49B5A0B2ECB7FD07DDAB,
903,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,2D635F3D64D8428A863BE03E0CBA8C68,四川省第六建筑有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:2D635F3D64D8428A863BE03E0CBA8C68,
906,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,86358c82ea4341578b5f2e2fa2f18f07,四川省职业安全健康协会,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:86358c82ea4341578b5f2e2fa2f18f07,
909,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,f8c17c905f304e75ae33f926cc34c876,四川省蓬溪县财政局,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:f8c17c905f304e75ae33f926cc34c876,
911,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,865cb3a8e10d4e888c900d8a1191c085,四川省通信产业服务有限公司科技培训分公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:865cb3a8e10d4e888c900d8a1191c085,
912,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,ffbe6b88c14940879ad5ba0bd2bcdddd,四川省金玉融资担保有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:ffbe6b88c14940879ad5ba0bd2bcdddd,
914,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,4631a140fcfc48fcb9d2ff325847cd3a,四川省鑫跃建设项目管理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:4631a140fcfc48fcb9d2ff325847cd3a,
916,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,FA3A39EED3F34DC7AF4238DCBB90EBA6,四川省黄猫垭农业生物科技发展有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:FA3A39EED3F34DC7AF4238DCBB90EBA6,
919,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,af8a6d9ff20340ffa56395c19637a36c,四川祥坤新材料有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:af8a6d9ff20340ffa56395c19637a36c,
920,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,049ae35d53c3414e90239b57db1e1ef1,四川福和月贸易有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:049ae35d53c3414e90239b57db1e1ef1,
922,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,cbd8c1698c1a472d96846902cc34e5de,四川福曜建设项目管理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:cbd8c1698c1a472d96846902cc34e5de,
924,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,040627bfda04428598384dff4d5c4757,四川租赁测试单位,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:040627bfda04428598384dff4d5c4757,
926,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,b349708c8264490daff63576a1feae63,四川精维雅建筑装饰材料有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:b349708c8264490daff63576a1feae63,
927,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,ca1687f951e348ed8f62afe4072a2582,四川红棉投资管理有限责任公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:ca1687f951e348ed8f62afe4072a2582,
929,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,FF0532A62746428AA3A977FD60B7229E,四川纹江致远建筑开发有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:FF0532A62746428AA3A977FD60B7229E,
931,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3ED9AAAD1D014ECCB9E2F353B2E116D2,四川绵阳外国语学校,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3ED9AAAD1D014ECCB9E2F353B2E116D2,
935,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,26a4d411518f41ffb4a7a86547aa9923,四川联硕博奇招标代理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:26a4d411518f41ffb4a7a86547aa9923,
936,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,ed2939642e0247e287618e84f6846eb7,四川聚丰宏业金属制品有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:ed2939642e0247e287618e84f6846eb7,
938,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3E93A1F54DBE4DDBAC20AB16CA66EECC,四川自贡汇东展股份有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3E93A1F54DBE4DDBAC20AB16CA66EECC,
939,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,b3a8413ea57040cf91984e22ba261d21,四川致远锂业有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:b3a8413ea57040cf91984e22ba261d21,
940,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,24FF69C01A6440BC8D093A8397149E84,四川航天职业技术学院,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:24FF69C01A6440BC8D093A8397149E84,
941,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3095ae85100e4f3ebaeb13a54c29385b,四川良友建设咨询有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3095ae85100e4f3ebaeb13a54c29385b,
942,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,53FC7ABCC92140CF90F6578B8CEF3ACF,四川艺术职业学院,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:53FC7ABCC92140CF90F6578B8CEF3ACF,
943,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,5a172bbd14c2441cbd80c0157c89121c,四川花琦建筑装饰材料有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:5a172bbd14c2441cbd80c0157c89121c,
944,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,226737920FBB4B649A7E7922AA87498D,四川苍溪城投建设工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:226737920FBB4B649A7E7922AA87498D,
945,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,d482bcf3d6a64bd2bda362d0fff688ff,四川苏宁易购销售有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:d482bcf3d6a64bd2bda362d0fff688ff,
947,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,77f7d20c609b4547b2882d3ef81dc9dd,四川荣岐耀建设有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:77f7d20c609b4547b2882d3ef81dc9dd,
950,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,f5007848-2e37-453e-b837-ecc82d3a4e1c,四川蓝杰建筑劳务有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:f5007848-2e37-453e-b837-ecc82d3a4e1c,
952,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,dede6850ba184855859c8f9c4196c40d,四川蜀交中油能源有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:dede6850ba184855859c8f9c4196c40d,
953,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,8e4707e9391d43a78f67cbd18a2bb9a3,四川蜀鑫合钢材有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:8e4707e9391d43a78f67cbd18a2bb9a3,
954,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,6c19212c72d744739276ca22428a7084,四川衣定格服装有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:6c19212c72d744739276ca22428a7084,
955,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,4a2db447db544e0296c626eed14178c2,四川诚鑫源招标代理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:4a2db447db544e0296c626eed14178c2,
956,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,e986b5c83fe847228db0ca075f6f52a1,四川诺泰阳明劳务有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:e986b5c83fe847228db0ca075f6f52a1,
958,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,9B1F22E21F184350A60ACA8D05A7050E,四川豪特设备有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:9B1F22E21F184350A60ACA8D05A7050E,
961,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,dff76942c1e643878f3b97b3322e41ed,四川费莱德酒店管理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:dff76942c1e643878f3b97b3322e41ed,
965,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3F09FC5ACB9A4182A390FC156B0C22D6,四川通信服务有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3F09FC5ACB9A4182A390FC156B0C22D6,
968,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,e233d073cac34f0da60ed90b123f9e89,四川都知防水科技有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:e233d073cac34f0da60ed90b123f9e89,
970,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,4F25F2122EDB41FB80D12E1C12CB9ED4,四川金路发建设工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:4F25F2122EDB41FB80D12E1C12CB9ED4,
971,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,b61417fc46154001a1f2834da2247b81,四川金通喜商贸有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:b61417fc46154001a1f2834da2247b81,
972,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,7159A517D37942BFA99114F8D5D88B72,四川金顺达公路工程有限责任公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:7159A517D37942BFA99114F8D5D88B72,
975,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,126fba7e2bd64cbdb9d8350e5fd12325,四川鑫源弘盛消防器材有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:126fba7e2bd64cbdb9d8350e5fd12325,
976,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,61f16c2838484a179369928ab628aff4,四川鑫西岭建材科技有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:61f16c2838484a179369928ab628aff4,
978,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,d901aae6da5a4cb78e64007005e96c6f,四川鑫醇宇酒类销售有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:d901aae6da5a4cb78e64007005e96c6f,
981,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,4269411297564423b1d95acfd3e13dc2,四川铭浩土石方工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:4269411297564423b1d95acfd3e13dc2,
983,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,a7172a23da96463fa6d4c3ea59de5f72,四川锐盛泰机械租赁有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:a7172a23da96463fa6d4c3ea59de5f72,
987,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,0e264f213e764dc3a0f57251de731e22,四川长虹技佳精工有限公司重庆分公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:0e264f213e764dc3a0f57251de731e22,
988,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3c5f92c5ee404284ae07a14bc100e522,四川闽昌消防设备有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3c5f92c5ee404284ae07a14bc100e522,
989,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,ea705b0667f541a9bdd05d7cb22531ed,四川阆中水城农业发展有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:ea705b0667f541a9bdd05d7cb22531ed,
990,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,57ed7a7ca9204ac397edb62b3d892cd7,四川阆中燃气有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:57ed7a7ca9204ac397edb62b3d892cd7,
991,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3b843c0cee9c4dd4ba0cdda10e79fe3b,四川阿苏测绘工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3b843c0cee9c4dd4ba0cdda10e79fe3b,
993,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,97568b07ec2d47d7a2a91ee5fe366dd8,四川集昀建设有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:97568b07ec2d47d7a2a91ee5fe366dd8,
995,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,56f77516baa54d118843832ed0625ac8,四川顺丰速运有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:56f77516baa54d118843832ed0625ac8,
996,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,b39c8248600c45e49c102e368dcce3b2,四川顺成通达项目管理有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:b39c8248600c45e49c102e368dcce3b2,
998,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,9dfda9741955462f9e21e44c64f9b6aa,四川高竹工程建设有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:9dfda9741955462f9e21e44c64f9b6aa,
999,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,9ad8af7b6d3c4b738082b86f96d8fc91,四川高路建筑工程有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:9ad8af7b6d3c4b738082b86f96d8fc91,
1001,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,ea8b0dfc9de9429da2879cb9a827fb7e,四川黑竹沟运营管理集团有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:ea8b0dfc9de9429da2879cb9a827fb7e,
1002,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3d176f9fa5fa418c8a7119d47bedf36c,四川鼎德力科技有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3d176f9fa5fa418c8a7119d47bedf36c,
1003,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3881CDDAFE914A29A9F7E44005E4BBEF,四汇建设集团有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3881CDDAFE914A29A9F7E44005E4BBEF,
1012,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,FFA32CA80E7941AC9513D523836F956B,国网四川省电力公司德阳供电公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:FFA32CA80E7941AC9513D523836F956B,
1013,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,94AAE0796DCA4E50B655986B6F69161F,国网四川省电力公司德阳供电公司工会委员会,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:94AAE0796DCA4E50B655986B6F69161F,
1014,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,30FE9AE3FBEA40F7825B4D0D12642FB7,国网四川省电力公司成都市龙泉驿供电分公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:30FE9AE3FBEA40F7825B4D0D12642FB7,
1017,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,066a52c00d5f4b87a4aef617d656cd3c,国网重庆市电力公司璧山供电分公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:066a52c00d5f4b87a4aef617d656cd3c,
1019,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,0A00E140687C485D990B1A93C850FAFF,国营川西机械厂,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:0A00E140687C485D990B1A93C850FAFF,
1020,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,CFBDF653A31043DBADE6AC1947711180,圈龙乡新桥村委会,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:CFBDF653A31043DBADE6AC1947711180,
1022,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,9b164d25bfc840d19b93d621d8305f3b,城口县公共资源交易中心,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:9b164d25bfc840d19b93d621d8305f3b,
1023,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,1C5C014AB0FE4C919321FCA67296B89D,城口县明通镇中心小学,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:1C5C014AB0FE4C919321FCA67296B89D,
1024,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,c699a6356689451bb6c5ee5f11aaa216,城西侯海咖啡厅,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:c699a6356689451bb6c5ee5f11aaa216,
1025,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,61cdfe3bc5c24b6b8c8bc1cb2d7bdf18,城西批发市场,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:61cdfe3bc5c24b6b8c8bc1cb2d7bdf18,
1026,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,b8873204d5bc43e2abea2738569267d5,城西文晟建材,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:b8873204d5bc43e2abea2738569267d5,
1027,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,9a11b964c2a74e5e936b1918a7c38695,城西浙龙建辅建材,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:9a11b964c2a74e5e936b1918a7c38695,
1029,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,36ab3cca4b1747419b71e8fe9f53e94b,堆龙南嘎佰龙商贸有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:36ab3cca4b1747419b71e8fe9f53e94b,
1030,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,8d7aec5f6abf412491abce31e28ff5c0,堆龙广禹钢材销售部（个体工商户）,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:8d7aec5f6abf412491abce31e28ff5c0,
1031,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,59f5ce437ddd4734817ba9402ec3721f,堆龙德庆唐忆五金 交电经销部,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:59f5ce437ddd4734817ba9402ec3721f,
1032,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,a7090bbf5e0b473c894527cc91afbb69,堆龙鑫运亨路桥材料销售部,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:a7090bbf5e0b473c894527cc91afbb69,
1033,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,F5760C2B7ACF407AAE095737C561C5D6,塔什库尔干塔吉克自治县农业农村局,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:F5760C2B7ACF407AAE095737C561C5D6,
1034,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,64efe45af9714d3eaa753af8fc9da996,塔什库尔干塔吉克自治县塔什库尔干多人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:64efe45af9714d3eaa753af8fc9da996,
1035,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,067655a9909f48699624619d02e9ca1f,塔什库尔干塔吉克自治县皇冠文化旅游发展投资有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:067655a9909f48699624619d02e9ca1f,
1036,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,B4B1795685B840CBAD3C0C1AB06929A6,塔尔库尔干塔吉克自治县水利服务总站,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:B4B1795685B840CBAD3C0C1AB06929A6,
1038,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,c516c3c3588a4b389984a73410f1cc96,大唐甘肃发电有限公司碧口水力发电厂,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:c516c3c3588a4b389984a73410f1cc96,
1041,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,89CAC0BB99DE4080A38F08DB23C1F0E0,大昌镇人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:89CAC0BB99DE4080A38F08DB23C1F0E0,
1042,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,e7540b76b4594c5e9bd44eb9fdda9e9d,大英县国库支付中心,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:e7540b76b4594c5e9bd44eb9fdda9e9d,
1043,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,137813bf087e4c6ea7abe82bef6be177,大英县金元镇人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:137813bf087e4c6ea7abe82bef6be177,
1046,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,8efe716a196b4004a4014cfddfbe269d,天府新区成都片区华阳耀诚信息咨询服务,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:8efe716a196b4004a4014cfddfbe269d,
1048,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,5e9cc4ca3e7e4276aa5d00d57869d523,天津市南开区金固星五金销售部（个体工商户）,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:5e9cc4ca3e7e4276aa5d00d57869d523,
1057,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,7ad1f42ebc8748758a812865514ee508,奉节县公共资源交易中心,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:7ad1f42ebc8748758a812865514ee508,
1066,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,aa89c8ec56bf431ba408c8d9b4cc446d,姜久虎.,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:aa89c8ec56bf431ba408c8d9b4cc446d,
1074,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,D64F233ADAC94099ADDC052A25F06E12,孝感镇灵庙村村民委员会,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:D64F233ADAC94099ADDC052A25F06E12,
1076,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,905bb3b6e69d4504b8d903a862c3dae5,宁南县农文旅投资发展有限责任公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:905bb3b6e69d4504b8d903a862c3dae5,
1077,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,475BDED8366B4B7B99D10C4619DAB4CD,宁南县环境保护局,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:475BDED8366B4B7B99D10C4619DAB4CD,
1078,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,2b1a317b68e84405a0c15711d0f40395,宁南县红星乡人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:2b1a317b68e84405a0c15711d0f40395,
1079,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,16729ed8f5b442169636143ac694313a,宁南县葫芦口镇人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:16729ed8f5b442169636143ac694313a,
1080,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,0408c73fbdb44695a6fa3a174154b7f9,宁南县西瑶镇人民政府,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:0408c73fbdb44695a6fa3a174154b7f9,
1082,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,c98bacd1fd324157919bfff214863a68,安徽电气集团股份有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:c98bacd1fd324157919bfff214863a68,
1083,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,3F66CD802F9A4B7EA1650EC1CB30D927,安徽省路港工程有限责任公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:3F66CD802F9A4B7EA1650EC1CB30D927,
1085,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,a6a360d08f1240a1836282418662ec9c,安诚财产保险股份有限公司云南分公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:a6a360d08f1240a1836282418662ec9c,
1088,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,8519dfa9f0cd445db756dd94cf6b3569,宏墨（广州）贸易有限公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:8519dfa9f0cd445db756dd94cf6b3569,
1093,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,AEB23DCB53034A878AF8D235B0B4CEA6,射洪县仁和中学校,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:AEB23DCB53034A878AF8D235B0B4CEA6,
1094,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,B94A97DA4D524F16AC2D8AC505670885,射洪县农业服务中心,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:B94A97DA4D524F16AC2D8AC505670885,
1096,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,d2f18c551fbe4e4580e5aad1f786a8ee,射洪县涪江土地开发整理有限责任公司,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:d2f18c551fbe4e4580e5aad1f786a8ee,
1097,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,EF910662EC3D4F8FB6878EECD94CF38D,射洪县自然资源和规划局,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:EF910662EC3D4F8FB6878EECD94CF38D,
1098,create_company_partner_without_tax_number,res.partner,company,1,0,leave_blank,cooperat_company,e8f65a60e7e742c78c9f1b9dda4f46be,射洪市仁和镇初级中学校,partner_l4_missing_tax_single_source_dry_run_v1,cooperat_company:e8f65a60e7e742c78c9f1b9dda4f46be,
