write_design_id,target_model,operation,legacy_contract_id,legacy_project_id,project_id,partner_id,subject,type,legacy_contract_no,legacy_document_no,legacy_external_contract_no,legacy_status,legacy_deleted_flag,legacy_counterparty_text,rollback_key,rollback_key_value,name_policy,tax_policy,state_policy,line_policy,db_write
contract_header_final132:0011,construction.contract,create_only,e7137d1a28f74c56b805623910a66a02,8565db0386b842f0932560eb0780e129,2525,5839,智慧之心项目5#泡沫混凝土工程,out,DYS2025-95,WBHTGL-20250630-001,17512497336700000,2,0,四川省东方兴发建设集团有限公司,legacy_contract_id,e7137d1a28f74c56b805623910a66a02,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0012,construction.contract,create_only,e73c1b3a04ee4b9a920ddbb726cd80f6,0c028a6f51ea4e728448ce29b1e2eaab,2140,4937,南川区S531西龙路K18+800-K27+230日常维修养护工程（换填、边沟）,out,CQS2024-228,WBHTGL-20241015-004,17289805073400000,2,0,重庆市南川区公路事务中心,legacy_contract_id,e73c1b3a04ee4b9a920ddbb726cd80f6,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0013,construction.contract,create_only,e74718a2bf6f425b9ff1b42c36ab0960,2ea97dc724a9493ea18676d910616d8a,2112,4730,盐亭县2024年新章路、垢巨路、刘黑路水毁恢复工程,out,MYS2025-11,WBHTGL-20250123-002,17375987569870000,2,0,盐亭县交通运输局公路管理所,legacy_contract_id,e74718a2bf6f425b9ff1b42c36ab0960,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0014,construction.contract,create_only,e7d161b10c7540ff90d1695ef931c76f,2654c8c1ef73434dbdd7c45812a573db,2229,3656,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目,out,CDS2019-20,WBHTGL-20200311-013,1000000122,2,,中国移动通信集团四川有限公司成都分公司,legacy_contract_id,e7d161b10c7540ff90d1695ef931c76f,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0015,construction.contract,create_only,e7d90e2c73364102843779a5e88e81e1,56627cf2610e4345ba195ef14c1ddd17,2390,6085,梧桐.骊府项目 1-7#楼及地下室,out,DYS2023-52-2,WBHTGL-20240109-002,17047718970400000,2,0,四川省第四建筑有限公司德阳云峰山路分公司,legacy_contract_id,e7d90e2c73364102843779a5e88e81e1,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0016,construction.contract,create_only,e8527070b38544c29d09bae6e0eb1fb1,8d6e8dafbdb44480b46396d6e058b208,2548,4511,张家河洪安镇三村村10组和大同村11组护坡整治工程,out,CDS2021-14,WBHTGL-20210201-001,1000000362,2,,成都市龙泉驿区洪安镇人民政府,legacy_contract_id,e8527070b38544c29d09bae6e0eb1fb1,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0017,construction.contract,create_only,e89372f20ed24781a978f746839fe98e,82f853994a7f4e8e9e602dda3f89691f,2511,4506,郫都区安德街道崇德沟黑臭水体整治项目,out,CDS2023-02,WBHTGL-20230103-008,1000000861,2,0,成都市郫都区人民政府安德街道办事处,legacy_contract_id,e89372f20ed24781a978f746839fe98e,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0018,construction.contract,create_only,e8ce6b6d7ca14c87b4a25b4c145c8a41,8394414a2c9548ff91c728854b0f972d,2514,552,北新国际冷链商贸物流项目E地块E3#-1、E4#-1装饰装修工程专业分包,out,DYS2023-144,WBHTGL-20231008-004,16967585055320000,2,0,四川中彩源建设工程有限公司,legacy_contract_id,e8ce6b6d7ca14c87b4a25b4c145c8a41,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0019,construction.contract,create_only,e95e633125164bfb9da3280525daa5f3,77f6ddc2d277451f922b7c5177530dde,2474,4352,德阳市海正广场大中厅顶棚玻璃钢架屋顶拆除工程,out,DYS2024-247,WBHTGL-20241202-001,17331074988310000,2,0,德阳市旌阳区旌阳街道花园巷社区居民委员会,legacy_contract_id,e95e633125164bfb9da3280525daa5f3,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0020,construction.contract,create_only,e9a1cda7f1d94c90a39a01695649c39d,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市金江街消防迁管工程,out,DYS2024-59,WBHTGL-20240407-003,17124704819890000,2,0,德阳市供水安装工程队,legacy_contract_id,e9a1cda7f1d94c90a39a01695649c39d,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0021,construction.contract,create_only,e9bd9ecfc1754fc6ba8b39a1f8ada499,bde18269fcd04d00910a9b456d0a4813,2678,4939,结算审核报告,out,CQS2022-41-1,WBHTGL-20241017-001,17291503387930000,2,0,重庆市南川区第三中学校,legacy_contract_id,e9bd9ecfc1754fc6ba8b39a1f8ada499,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0022,construction.contract,create_only,e9d59ff438a44d04a3aac852e028637c,9ebba094a48443a39dd7e1421da8dfbb,2588,758,四川便捷酒店管理有限公司管理的德阳格林豪泰酒店厨房及锅炉房燃气报警系统安装,out,DYS2023-193,WBHTGL-20231220-001,17030546589520000,2,0,四川便捷酒店管理有限公司,legacy_contract_id,e9d59ff438a44d04a3aac852e028637c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0023,construction.contract,create_only,ea384c38f6cc437b804567c6ff808b0c,d44862eefe674f20bc033c364f15c515,2734,4569,喀什地区检察院办案与专业技术用房外立面改造项目,out,XJ2024-115,WBHTGL-20240712-001,17207535379000000,2,0,新疆维吾尔自治区人民检察院喀什分院,legacy_contract_id,ea384c38f6cc437b804567c6ff808b0c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0024,construction.contract,create_only,ea8c67bedb404c5a925251df2b9a148f,9ebba094a48443a39dd7e1421da8dfbb,2588,4455,德阳第五医院股份有限公司食堂厨房燃气报警系统安装,out,DYS2025-46,WBHTGL-20250401-004,17434880685570000,2,0,德阳第五医院股份有限公司,legacy_contract_id,ea8c67bedb404c5a925251df2b9a148f,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0025,construction.contract,create_only,eaba7223e21243bcaa256642c3277abe,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,原第四中学宿舍户表改造工程,out,DYS2021-01-23,WBHTGL-20211227-003,1000000573,2,,德阳市供水安装工程队,legacy_contract_id,eaba7223e21243bcaa256642c3277abe,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0026,construction.contract,create_only,eb14f40dd0244a57aea78fb2f803b466,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳市旌阳区七色花幼儿园分户工程,out,DYS2022-16-65,WBHTGL-20221117-004,1000000802,2,,德阳市供水安装工程队,legacy_contract_id,eb14f40dd0244a57aea78fb2f803b466,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0027,construction.contract,create_only,eba73f0be7a54020945beac7e55095df,b7f07bc4b72c4cd29b5d1b445b499386,2661,3934,2026年校园环境维修工程（单项预算金额在5万元以下）,out,DYS2026-01,WBHTGL-20260104-001,17674926729020000,1,0,四川工程职业技术大学,legacy_contract_id,eba73f0be7a54020945beac7e55095df,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0028,construction.contract,create_only,ebac3cef9bed43a4b18252d142f03c59,80ccba31ed86452683ada4a39f2027bd,2503,3612,驻渝某单位废油罐拆装工程（第三次）,out,CQS2025-202,WBHTGL-20251118-001,17634311695590000,2,0,中国人民解放军 95696 部队,legacy_contract_id,ebac3cef9bed43a4b18252d142f03c59,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0029,construction.contract,create_only,ebb4a30ea4ea4aaa856d69d8413d786c,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,老篮球场堡坎修复加固项目,out,DYS2022-04-11,WBHTGL-20220713-002,1000000688,2,,四川工程职业技术学院,legacy_contract_id,ebb4a30ea4ea4aaa856d69d8413d786c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0030,construction.contract,create_only,ebbf73126d634e26827e4bd08d76b065,2455ba28390e4456a6d81d35f170b305,2225,5892,德阳经开区第五幼儿园大门及消防通道开口工程,out,DYS2026-04,WBHTGL-20260106-001,17676814922300000,1,0,德阳经开建设工程有限公司,legacy_contract_id,ebbf73126d634e26827e4bd08d76b065,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0031,construction.contract,create_only,ec44a4460a784352b86b9e6bcf15c1f2,8a72b33293404bebab3141c623e6ecca,2540,5892,濛阳河路（泰山路-蓥华山路）市政道路工程,out,DYS2024-255,WBHTGL-20241213-001,17340731167240000,2,0,德阳经开建设工程有限公司,legacy_contract_id,ec44a4460a784352b86b9e6bcf15c1f2,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0032,construction.contract,create_only,ec7461b607754ff6b1ff256c788ed960,8f5413ca3b9648668a00f54f9fee5b5b,2553,109,蓬莱镇城乡一体化建设项目四标段项目,out,SNS2022-84,WBHTGL-20221027-002,1000000785,2,,中国核工业中原建设有限公司,legacy_contract_id,ec7461b607754ff6b1ff256c788ed960,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0033,construction.contract,create_only,ecbd940716794f1191792c43834fe35d,e4cdcff7175147c4aec010329f08f217,2788,111,中国水利水电第四工程局有限公司林芝区域办事处办公用房装修工程,out,DYS2026-25,WBHTGL-20260213-002,17709478246580000,2,0,中国水利水电第四工程局有限公司,legacy_contract_id,ecbd940716794f1191792c43834fe35d,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0034,construction.contract,create_only,ecc8c5c72b7c4f91bf8d7a84f566c893,7ac0d75f530f4ecbb8d2f4169d9c0af8,2486,4231,S206线K3+440-K4+040段改建工程施工全一标段,out,XZS2020-64,WBHTGL-20210127-001,1000000361,2,,当雄县交通运输局,legacy_contract_id,ecc8c5c72b7c4f91bf8d7a84f566c893,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0035,construction.contract,create_only,ecdb7f811e034e94a3e2628af1651627,9b7a50ed79df43dcb4bc61cc23f1c62f,2583,4317,青衣江路、泰山路等市政道路维修整治工程,out,DYS2021-80,WBHTGL-20210926-001,1000000511,2,,德阳市市政工程维护管理处,legacy_contract_id,ecdb7f811e034e94a3e2628af1651627,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0036,construction.contract,create_only,ed3b331f1dec45b9a2493005f9cdae93,6b4e37cd90a94055a69de211efdab846,2444,5803,齿轮厂19台设备整治,out,DYS2026-11,WBHTGL-20260121-001,17689612664940000,2,0,二重（德阳）重型装备有限公司,legacy_contract_id,ed3b331f1dec45b9a2493005f9cdae93,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0037,construction.contract,create_only,ed446bc73a04490e9aa70cd13fa95f47,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,华西-雅河苑施工用水工程,out,DYS2022-16-41,WBHTGL-20220726-019,1000000716,2,,德阳市供水安装工程队,legacy_contract_id,ed446bc73a04490e9aa70cd13fa95f47,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0038,construction.contract,create_only,edbe777d2e134820b18a5616b6ca074a,6b4e37cd90a94055a69de211efdab846,2444,3663,机加厂2跨3跨新建隔墙工程,out,DYS2023-26,WBHTGL-20230213-001,1000000885,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,edbe777d2e134820b18a5616b6ca074a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0039,construction.contract,create_only,ee1f293c6daa4f518e1bf8fb9c6a3692,6b4e37cd90a94055a69de211efdab846,2444,3663,模锻厂800MN生产现场整治,out,DYS2025-161,WBHTGL-20250924-004,17586773328100000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,ee1f293c6daa4f518e1bf8fb9c6a3692,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0040,construction.contract,create_only,ee4994f908814c5cb172d841ab5b4864,9ebba094a48443a39dd7e1421da8dfbb,2588,3939,库伦电气厨房 燃气报警系统安装,out,DYS2025-116,WBHTGL-20250728-001,17536916497310000,2,0,四川库伦电气有限公司,legacy_contract_id,ee4994f908814c5cb172d841ab5b4864,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0041,construction.contract,create_only,ee81d99c84d84f689b17d20f09749087,273761d991fe4d4096abe5279b44b776,2233,5892,集团五楼男卫生间渗水修缮项目,out,DYS2023-196,WBHTGL-20231229-001,17038307330130000,2,0,德阳经开建设工程有限公司,legacy_contract_id,ee81d99c84d84f689b17d20f09749087,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0042,construction.contract,create_only,eeec441e38ed4750b3b0eb8c07d241be,6b4e37cd90a94055a69de211efdab846,2444,3663,2024年度制冷机维护,out,DYS2024-96,WBHTGL-20240530-002,17170416618430000,2,0,中国第二重型机械集团德阳万航模锻有限责任公司,legacy_contract_id,eeec441e38ed4750b3b0eb8c07d241be,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0043,construction.contract,create_only,ef53b994cd75408a8a2b0fb2501ab983,412983e6b51f4ee294e20096b18c608d,2314,4953,渝北区龙泉水库大坝公路西侧人行便道扶助工程,out,CQS2022-62,WBHTGL-20220725-002,1000000697,2,,重庆市渝北区新桥水库管理所,legacy_contract_id,ef53b994cd75408a8a2b0fb2501ab983,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0044,construction.contract,create_only,ef6b3bb8432e40b58567c784eec92d08,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳文德房地产开发有限公司移表工程,out,DYS2022-16-19,WBHTGL-20220507-012,1000000653,2,,德阳市供水安装工程队,legacy_contract_id,ef6b3bb8432e40b58567c784eec92d08,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0045,construction.contract,create_only,ef716640261741c98499eb662495d4e5,c0751730f07349fb9d2b573a765484eb,2684,5868,《建设工程施工合同》补充协议三,out,DYS2021-53-4,WBHTGL-20240511-001,17153980170860000,2,0,德阳大参林投资有限公司,legacy_contract_id,ef716640261741c98499eb662495d4e5,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0046,construction.contract,create_only,ef77776fc8c94171b82d470d43a2a08c,c46a561b9aa24ebfb3f0dd11e4b14280,2695,4057,中国移动四川分公司成都分公司2021-2025年管理用房及生产枢纽楼办公区域维修服务项目-通服,out,CDS2021-111,WBHTGL-20211214-001,1000000562,2,,四川通信服务有限公司,legacy_contract_id,ef77776fc8c94171b82d470d43a2a08c,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0047,construction.contract,create_only,ef9603107b644e559e9b479ba921f691,6b4e37cd90a94055a69de211efdab846,2444,5864,商贸分公司办公室装修项目,out,DYS2023-65,WBHTGL-20230621-001,1000000952,2,0,德阳二重新业建筑工程有限责任公司,legacy_contract_id,ef9603107b644e559e9b479ba921f691,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0048,construction.contract,create_only,efc89935f0344c898082050889b66b66,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,3号门岗亭维修及下穿隧道北口栏杆车位项目,out,DYS2022-04-01,WBHTGL-20220105-002,1000000579,2,,四川工程职业技术学院,legacy_contract_id,efc89935f0344c898082050889b66b66,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0049,construction.contract,create_only,f00879f77a4a42cb8a4ee0889e2cb588,9ebba094a48443a39dd7e1421da8dfbb,2588,3980,地下二层机房燃气报警系统安装,out,DYS2024-105,WBHTGL-20240627-002,17194551371450000,2,0,四川洋洋商业管理有限公司,legacy_contract_id,f00879f77a4a42cb8a4ee0889e2cb588,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0050,construction.contract,create_only,f062ff56379e458ea9fdbdc711945ac6,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,南区水管铺设项目,out,DYS2023-03-06,WBHTGL-20230315-002,1000000894,2,,四川工程职业技术学院,legacy_contract_id,f062ff56379e458ea9fdbdc711945ac6,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0051,construction.contract,create_only,f066c34132d64b1fbab0fa2116e7b504,21959dda2000462c95b82b966657b312,2219,4995,重庆电子工科技职业大学应急与抢险工程,out,CQS2024-260,WBHTGL-20241224-002,17350290445850000,2,0,重庆电子科技职业大学,legacy_contract_id,f066c34132d64b1fbab0fa2116e7b504,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0052,construction.contract,create_only,f084efcdb62d4c618c29bcfc58f973c2,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,德阳大参林有限公司施工用水工程,out,DYS2022-16-28,WBHTGL-20220726-006,1000000703,2,,德阳市供水安装工程队,legacy_contract_id,f084efcdb62d4c618c29bcfc58f973c2,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0053,construction.contract,create_only,f0a8cbb8d07d4688b02ea41cecadf4e2,b7f07bc4b72c4cd29b5d1b445b499386,2661,3934,结算审核报告书（集萃园东北角乒乓球场地建设）,out,DYS2024-88-1,WBHTGL-20241209-001,17337080256930000,2,0,四川工程职业技术大学,legacy_contract_id,f0a8cbb8d07d4688b02ea41cecadf4e2,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0054,construction.contract,create_only,f0fe114c85724a7eb04c6e07509138a7,bb0ccbdd806d4c49b287d32ffb70ebff,2665,3968,城南壹号·熙悦府（一期）安装工程专业分包,out,DYS2025-141,WBHTGL-20250901-004,17567091300140000,2,0,四川智泽云天建筑工程有限公司,legacy_contract_id,f0fe114c85724a7eb04c6e07509138a7,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
contract_header_final132:0055,construction.contract,create_only,f16705adb88745a18e0be88b2b6cc70a,08fa00e1bf9d4c88bcbfa652610aa347,2136,5923,补充协议,out,CQS2025-215,WBHTGL-20251128-001,17643175550630000,1,0,重庆市永川区水利站,legacy_contract_id,f16705adb88745a18e0be88b2b6cc70a,use_model_sequence_only_after_write_authorization,defer_to_model_defaults_or_later_tax_precheck,create_as_draft_do_not_replay_legacy_workflow,do_not_create_lines,no
