counterparty_text,normalized_name,contract_rows,match_type,recommended_action,manual_confirm_required,auto_create_allowed,existing_partner_hint,company_candidate_count,supplier_candidate_count,source,source_id,source_name,source_short_name,source_code,source_address,source_contact,source_phone,confirm_result,confirmed_partner_action,confirmed_source,confirmed_source_id,review_note
中国移动通信集团四川有限公司德阳分公司,中国移动通信集团四川有限公司德阳分,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,B693A65E3FA24EF9B3BF125FFB709A4E,中国移动通信集团四川有限公司德阳分公司,,,,,,,,,,
雅安城投建筑工程有限公司,雅安城投建筑工程,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,780460C5D17743EE93C2271B97C0474B,雅安城投建筑工程有限公司,,,,,,,,,,
四川瑞荣建设有限责任公司,四川瑞荣建设,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,42619649CF1B41A3822EEEE9E1CDA18D,四川瑞荣建设有限责任公司,,,,,,,,,,
四川省中江实验中学,四川省中江实验中学,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0A3124836B7540B48360A9A48C4F4D8C,四川省中江实验中学,,,,,,,,,,
重庆市南川区第三中学校,重庆市南川区第三中学校,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,7079B66DD3754723B1BAA4E125564F33,重庆市南川区第三中学校,,,,,,,,,,
渝北区石船镇人民政府,渝北区石船镇人民政府,2,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳市永成机械厂,德阳市永成机械厂,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0263dea130b6471db64885c8ba259bb9,德阳市永成机械厂,,,,,,,,,,
德阳市弘扬舒苑置业有限公司,德阳市弘扬舒苑置业,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,EAA64A1C819C4EC3A48318CB1D4F60FC,德阳市弘扬舒苑置业有限公司,,,,,,,,,,
四川锦泰致远智能工程有限公司,四川锦泰致远智能工程,2,company_multiple,manual_select_company_candidate,yes,no,no,3,0,company,384755AF32894194A888E537DAA7E47B,四川锦泰致远智能工程有限公司,,,,,,,,,,
中铁七局集团西藏工程有限公司,中铁七局集团西藏工程,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,84A623D717DD4420A5BDB593A1061712,中铁七局集团西藏工程有限公司,,,,,,,,,,
重庆市永川区何埂镇何埂小学校,重庆市永川区何埂镇何埂小学校,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,AA5D2693CCBE4A8480BACCDB9326FBDD,重庆市永川区何埂镇何埂小学校,,,,,,,,,,
苍溪县兴苍建设有限公司,苍溪县兴苍建设,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,5dad61f6c20e4091b7db6d33f8e0b5ad,苍溪县兴苍建设有限公司,,,,,,,,,,
保利长大工程有限公司,保利长大工程,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,af92191fafbb4a3db361973efd89ce1e,保利长大工程有限公司,,,,,,,,,,
四川高竹工程建设有限公司,四川高竹工程建设,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,0fa681d10bf24ec59fab3dce91d96e49,四川高竹工程建设有限公司,,91511623MA67502Q7R,,,,,,,,
中国铁建大桥工程局集团有限公司 旌阳区城市地下综合管廊建设项目经理部,中国铁建大桥工程局集团有限公司旌阳区城市地下综合管廊建设项目经理部,2,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳玛丽妇科医院有限责任公司,德阳玛丽妇科医院,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1F0E93B702CD4D288F198171A102C9FA,德阳玛丽妇科医院有限责任公司,,,,,,,,,,
苍溪县农业农村局,苍溪县农业农村局,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,A2A8EC396F43489AA29000A0CF431BFE,苍溪县农业农村局,,,,,,,,,,
普格县农业农村局,普格县农业农村局,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4c7f8b1b4a2140bdb979232425a642e3,普格县农业农村局,,,,,,,,,,
中国移动通信集团四川有限公司绵阳分公司,中国移动通信集团四川有限公司绵阳分,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,235DC5FBD338480BB6322FC527C2A018,中国移动通信集团四川有限公司绵阳分公司,,,,,,,,,,
德阳市商务局,德阳市商务局,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,a1ada15041054c148dacaa406d1fb380,德阳市商务局,,,,,,,,,,
重庆市城投路桥管理有限公司,重庆市城投路桥管理,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,48bf6eebc71f4a07b5480465b75fb70a,重庆市城投路桥管理有限公司,,,,,,,,,,
中国移动通信集团四川有限公司雅安分公司,中国移动通信集团四川有限公司雅安分,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9068AF324EFF4044A5054E35322B5BF9,中国移动通信集团四川有限公司雅安分公司,,,,,,,,,,
陕西冶金设计研究院有限公司,陕西冶金设计研究院,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,48006db75b91464c9bc0ac414c79a965,陕西冶金设计研究院有限公司,,,,,,,,,,
中江凯兴建设投资有限公司,中江凯兴建设投资,2,company_multiple,manual_select_company_candidate,yes,no,no,3,0,company,4fadd8e3f4f044d095901147547fce0a,中江凯兴建设投资有限公司,,,,,,,,,,
重庆渝北区双龙水库管理所,重庆渝北区双龙水库管理所,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,55ccebb56ebe4eeea78b8a283d4cc6b5,重庆渝北区双龙水库管理所,,,,,,,,,,
德阳思远重工有限公司,德阳思远重工,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,536d48c63c104390ba0508391a4a5f14,德阳思远重工有限公司,,,,,,,,,,
德阳新城亿博房地产开发有限公司,德阳新城亿博房地产开发,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,DA6009D0F9174226AAE32CD7FC074150,德阳新城亿博房地产开发有限公司,,,,,,,,,,
四川昌意兴建筑劳务有限公司,四川昌意兴建筑劳务,2,company_multiple,manual_select_company_candidate,yes,no,no,3,0,company,0B8D2DF3861745A88668504F9B11B8D3,四川昌意兴建筑劳务有限公司,,,,,,,,,,
西昌海成置业有限责任公司,西昌海成置业,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d68d7bf1907c4db29e073d739ca6ef15,西昌海成置业有限责任公司,,,,,,,,,,
旌阳区德新镇胜利村股份经济合作联合社,旌阳区德新镇胜利村股份经济合作联合社,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9f9d0c53467e4ab480236bf0e729a8fc,旌阳区德新镇胜利村股份经济合作联合社,,,,,,,,,,
攀枝花安宁新能源科技有限公司,攀枝花安宁新能源科技,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,7E969CB12DFA48C3B0A62BD0529907BF,攀枝花安宁新能源科技有限公司,,,,,,,,,,
德阳市罗江区调元镇人民政府,德阳市罗江区调元镇人民政府,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4EAAE36D04FF40E5B7AF6BD5EBC0038A,德阳市罗江区调元镇人民政府,,,,,,,,,,
德阳市元安物业有限公司,德阳市元安物业,2,company_multiple,manual_select_company_candidate,yes,no,no,6,0,company,0314be9ce8d546fe879b50ba72faafa6,德阳市元安物业有限公司,,,,,,,,,,
山东国仁建设有限公司,山东国仁建设,2,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
六盘水金地嘉仁物业服务有限公司荣昌分公司,六盘水金地嘉仁物业服务有限公司荣昌分,2,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳第五医院股份有限公司,德阳第五医院,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,FB0C0B02ED3B492988EB41D0106474DD,德阳第五医院股份有限公司,,,,,,,,,,
德阳市旌阳区市场监督管理局,德阳市旌阳区市场监督管理局,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,F8E54AAFF3F94065BBCEE7C37FD5C53B,德阳市旌阳区市场监督管理局,,,,,,,,,,
重庆市南川区石溪镇人民政府,重庆市南川区石溪镇人民政府,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1aa936d7bae74740938c2de01da38afc,重庆市南川区石溪镇人民政府,,,,,,,,,,
丹阳市丰泰工业炉有限公司,丹阳市丰泰工业炉,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1146dfcc65b84ed8b2d533f97748e4a2,丹阳市丰泰工业炉有限公司,,,,,,,,,,
中国人民解放军 95696 部队,中国人民解放军95696部队,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,42d9b83e18a94c178721fbfd11ccb5a7,中国人民解放军95696部队,,,,,,,,,,
盐亭县交通运输局公路管理所,盐亭县交通运输局公路管理所,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9e43df64fc7e4b2085099cc7fe4d4518,盐亭县交通运输局公路管理所,,,,,,,,,,
中国移动通信集团四川有限公司乐山分公司,中国移动通信集团四川有限公司乐山分,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,A894F86DDAA04C20AF9A0032677DF052,中国移动通信集团四川有限公司乐山分公司,,,,,,,,,,
新疆维吾尔自治区人民检察院喀什分院,新疆维吾尔自治区人民检察院喀什分院,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,2ca4f201a1604613ab20d3015e6a6bc1,新疆维吾尔自治区人民检察院喀什分院,,,,,,,,,,
重庆市永川区水利站,重庆市永川区水利站,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,5BD0AE8570AB4EBD8C1FDB7B920E1B3D,重庆市永川区水利站,,,,,,,,,,
成都市龙泉驿区洪安镇人民政府,成都市龙泉驿区洪安镇人民政府,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,D742B604386E44E7AC87FB5CA8904D14,成都市龙泉驿区洪安镇人民政府,,,,,,,,,,
绵阳市游仙区魏城镇竹柳村村民委员会,绵阳市游仙区魏城镇竹柳村村民委员会,2,company_multiple,manual_select_company_candidate,yes,no,no,3,0,company,00de3b0b931f4a3ea46ab7d680b18450,绵阳市游仙区魏城镇竹柳村村民委员会,,,,,,,,,,
中国人民解放军77626部队,中国人民解放军77626部队,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,ff8c245f048645bf8092fb8e4f52d2cf,中国人民解放军77626部队,,,,,,,,,,
中江县辑庆镇尖寨村股份经济合作联合社,中江县辑庆镇尖寨村股份经济合作联合社,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,0A13302740D84FE8822D78EB8A31A311,中江县辑庆镇尖寨村股份经济合作联合社,,,,,,,,,,
广汉市城市燃气有限公司,广汉市城市燃气,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,84f1ca1ea728498c8e5008e8303908e7,广汉市城市燃气有限公司,,,,,,,,,,
四川自贡汇东发展股份有限公司,四川自贡汇东发展,2,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,7b311c19fd7e4785a80f82fee5b47773,四川自贡汇东发展股份有限公司,,1111,,,,,,,,
重庆机场集团有限公司,重庆机场,2,cross_source_conflict,manual_confirm_source,yes,no,no,3,1,company,3a2ed3df769a4566a50c206fa34ed5b7,重庆机场集团有限公司,,,,,,,,,,
德阳市香诗美林酒店管理有限公司,德阳市香诗美林酒店管理,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,A2C1EAA96DC743D7838EE7D6BEF7DBE2,德阳市香诗美林酒店管理有限公司,,,,,,,,,,
德阳市旌阳区旌阳街道花园巷社区居民委员会,德阳市旌阳区旌阳街道花园巷社区居民委员会,2,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,79bcbc0505004f21b0ce99d69e5336cc,德阳市旌阳区旌阳街道花园巷社区居民委员会,,,,,,,,,,
雅安蜀天开发建设有限责任公司,雅安蜀天开发建设,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
中建四局第一建筑工程有限公司,中建四局第一建筑工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,3a029de2e6594261bf4a15b5293e7f53,中建四局第一建筑工程有限公司,,,,,,,,,,
巴宜区教育局,巴宜区教育局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9652EA990FAA494D9D285550F29E3362,巴宜区教育局,,,,,,,,,,
重庆国隆农业科技发展有限公司,重庆国隆农业科技发展,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,BAE28247C86F481796E601848DE6565C,重庆国隆农业科技发展有限公司,,,,,,,,,,
德阳市旌阳区涪江路小学校,德阳市旌阳区涪江路小学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,C0DE4E19E6B84935B4B0B085328D36F7,德阳市旌阳区涪江路小学校,,,,,,,,,,
德阳经济技术开发区重点工程建设中心,德阳经济技术开发区重点工程建设中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,E88B1F6779D1499BBF89764300C26A9A,德阳经济技术开发区重点工程建设中心,,,,,,,,,,
广元市昭化区华瑞投资开发有限公司,广元市昭化区华瑞投资开发,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,dffe576713d34fb987be67cecd2f1d0b,广元市昭化区华瑞投资开发有限公司,,,,,,,,,,
遂宁市安居土壤肥料与生态工作站,遂宁市安居土壤肥料与生态工作站,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,B7127F8948414F78B248EEEBE2F5AF37,遂宁市安居土壤肥料与生态工作站,,,,,,,,,,
德阳市重光机电设备有限公司,德阳市重光机电设备,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,7481e96796bf496fb6c1b242f5980d78,德阳市重光机电设备有限公司,,,,,,,,,,
德阳市黄河路小学校,德阳市黄河路小学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,2024d7775b604ded85cf44d3aec393b3,德阳市黄河路小学校,,,,,,,,,,
河北省送变电有限公司、绵阳市安州区桑枣镇干柏村村民委员会,河北省送变电有限公司绵阳市安州区桑枣镇干柏村村民委员会,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳市玉皇观,德阳市玉皇观,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,720717e548e94122b750f436aa078e63,德阳市玉皇观,,,,,,,,,,
四川长虹技佳精工有限公司重庆分公司,四川长虹技佳精工有限公司重庆分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0e264f213e764dc3a0f57251de731e22,四川长虹技佳精工有限公司重庆分公司,,,,,,,,,,
陇南市文江水电有限公司,陇南市文江水电,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,DAEAF4B412B44782AE4618A65875E1A5,陇南市文江水电有限公司,,,,,,,,,,
中江县殡仪馆,中江县殡仪馆,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,6adbc8d2a40a40d9acd1ffe659442ee5,中江县殡仪馆,,,,,,,,,,
中石油煤层气有限责任公司新疆项目经理部,中石油煤层气有限责任公司新疆项目经理部,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,858F0CED8D424DB985154C5EDC30B1C5,中石油煤层气有限责任公司新疆项目经理部,,,,,,,,,,
蓬溪县鸿源投资有限责任公司,蓬溪县鸿源投资,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d48cf1c25e744a828865ad201dbf2144,蓬溪县鸿源投资有限责任公司,,,,,,,,,,
绵阳市公安局高新技术产业开发区分局,绵阳市公安局高新技术产业开发区分局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1b11fbadb1284946b305905c9d64c316,绵阳市公安局高新技术产业开发区分局,,,,,,,,,,
中江县御河中学校,中江县御河中学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,FDDE1826C41E4D8E95814E3EE331E7B1,中江县御河中学校,,,,,,,,,,
莎车县艾力西湖镇人民政府,莎车县艾力西湖镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,3a474dfec7e548a695525615c7e19458,莎车县艾力西湖镇人民政府,,,,,,,,,,
广汉市住房和城乡规划建设局,广汉市住房和城乡规划建设局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,15E84D17DDC8439C84832EF27AD30D10,广汉市住房和城乡规划建设局,,,,,,,,,,
石柱土家族自治县水利工程服务站,石柱土家族自治县水利工程服务站,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0867ABF0E4CA4A80BB7ADF62D45F8A80,石柱土家族自治县水利工程服务站,,,,,,,,,,
德阳开发区六月雪干锅凯德店,德阳开发区六月雪干锅凯德店,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4bb3cba9d20d4457aa7b6b611cbc7f96,德阳开发区六月雪干锅凯德店,,,,,,,,,,
四川豪特设备有限公司,四川豪特设备,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9B1F22E21F184350A60ACA8D05A7050E,四川豪特设备有限公司,,,,,,,,,,
中国人民解放军77561部队,中国人民解放军77561部队,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,ea9f3b0b703f4cc090cbccdff6ba20aa,中国人民解放军77561部队,,,,,,,,,,
绵阳市安州区雎水镇皇帽村村民委员会,绵阳市安州区雎水镇皇帽村村民委员会,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
绵阳市游仙区交通运输局公路管理所,绵阳市游仙区交通运输局公路管理所,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0FC7902D5662486BB07878BF403E28BC,绵阳市游仙区交通运输局公路管理所,,,,,,,,,,
德阳市博众建材销售有限公司,德阳市博众建材销售,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1602dfbad8e141b2b6536054aa212e34,德阳市博众建材销售有限公司,,91510603MACQ48TA2U,,,,,,,,
重庆巴驿公共交通战场管理有限公司,重庆巴驿公共交通战场管理,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
重庆农村商业银行股份有限公司合川分行,重庆农村商业银行股份有限公司合川分行,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,7abbd3cd837c472e8a572e4e08fcc0dd,重庆农村商业银行股份有限公司合川分行,,,,,,,,,,
中国人寿财产保险股份有限公司德阳市中心支公司,中国人寿财产保险股份有限公司德阳市中心支,1,cross_source_conflict,manual_confirm_source,yes,no,no,1,1,company,115C3FA1E8894E72A7B7BDD47DEA5D12,中国人寿财产保险股份有限公司德阳市中心支公司,,,,,,,,,,
重庆市渝北区石船镇人民政府,重庆市渝北区石船镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,f9a7f16fae674681bea98fe3fb33a41f,重庆市渝北区石船镇人民政府,,,,,,,,,,
重庆市九龙坡区华岩镇人民政府,重庆市九龙坡区华岩镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,01219d47384b4ce89c813fe068671767,重庆市九龙坡区华岩镇人民政府,,,,,,,,,,
德阳芯万晨商贸有限公司,德阳芯万晨商贸,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,70068fdd7b9f48cfb45a8ba2f8b8d816,德阳芯万晨商贸有限公司,,,,,,,,,,
四川省商贸学校,四川省商贸学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,433a5c0d9b5d4b5ab253a4fabc12bde3,四川省商贸学校,,125100004511352622,,,,,,,,
城口县明通镇中心小学,城口县明通镇中心小学,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1C5C014AB0FE4C919321FCA67296B89D,城口县明通镇中心小学,,,,,,,,,,
德阳市杰阳排水有限公司,德阳市杰阳排水,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,64576204872a420b877d62516b14e10a,德阳市杰阳排水有限公司,,,,,,,,,,
德阳市旌阳区黄许镇人民政府,德阳市旌阳区黄许镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,F94630293A9B48718B56D958B04E3195,德阳市旌阳区黄许镇人民政府,,,,,,,,,,
交通银行股份有限公司德阳分行,交通银行股份有限公司德阳分行,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d9ff1dfd51de4bebaf91adcd735e0bf8,交通银行股份有限公司德阳分行,,,,,,,,,,
中江县水利管理所,中江县水利管理所,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,18BB0E0FE46844AD830AEBEFF8837833,中江县水利管理所,,,,,,,,,,
德阳市勘察测绘设计院,德阳市勘察测绘设计院,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
中国人民解放军32036部队,中国人民解放军32036部队,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
阿克陶县人民医院,阿克陶县人民医院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,232E2A18F0794F12B02824C164F9D0FE,阿克陶县人民医院,,,,,,,,,,
德阳市明德炉业有限公司,德阳市明德炉业,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳科利机械设备租赁有限责任公司,德阳科利机械设备租赁,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,567A2F391359469BB5DFC9016999A2E2,德阳科利机械设备租赁有限责任公司,,,,,,,,,,
四川省交通建设集团有限责任公司G5京昆高速公路绵阳至成都段扩容项目TJ4标段项目部(下简称:成绵TJ4项目部),四川省交通建设集团有限责任公司G5京昆高速公路绵阳至成都段扩容项目TJ4标段项目部下简称:成绵TJ4项目部,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳龙井公墓服务有限公司,德阳龙井公墓服务,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,23313DA5387447E19E618C7C8A5CA6B7,德阳龙井公墓服务有限公司,,,,,,,,,,
德阳新城亿博 房地产开发有限公司,德阳新城亿博房地产开发,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,79DF26DFE05249FCB223B5FB7664DC04,德阳新城亿博 房地产开发有限公司,,,,,,,,,,
平武县民政局,平武县民政局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e85ea746b8034726bb027effaba04918,平武县民政局,,,,,,,,,,
德阳旌城万势养老服务有限公司,德阳旌城万势养老服务,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0CE75AF610DF47C288B8670C7895BFA0,德阳旌城万势养老服务有限公司,,,,,,,,,,
中核城市建设发展有限公司,中核城市建设发展,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,ce98a8c06db048f0ad18e84dbeffe7f7,中核城市建设发展有限公司,,,,,,,,,,
南京贺普科技有限公司,南京贺普科技,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4c97cf34403544c8b8e7871cfbe174a9,南京贺普科技有限公司,,,,,,,,,,
旌阳区旌阳清真寺,旌阳区旌阳清真寺,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0E3E6C38AC5942C6A16DED4F4815E875,旌阳区旌阳清真寺,,,,,,,,,,
金科智慧服务集团有限公司重庆分公司,金科智慧服务集团有限公司重庆分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,E76893FA603A44E1AC9CCDF674B3901F,金科智慧服务集团有限公司重庆分公司,,,,,,,,,,
重庆科学城高新置业有限公司（项目业主）、重庆科学城城市建设集团有限公司（代理业主）,重庆科学城高新置业有限公司项目业主重庆科学城城市建设集团有限公司代理业主,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳高新发展有限公司,德阳高新发展,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,2b3124837d8547cea19b91673c16837c,德阳高新发展有限公司,,,,,,,,,,
中铁北京工程局集团有限公司重庆轨道交通15号线项目经理部,中铁北京工程局集团有限公司重庆轨道交通15号线项目经理部,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
会理县农业农村局,会理县农业农村局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,b6a2ce1292f140678397a962f8ec0be1,会理县农业农村局,,,,,,,,,,
德阳市水韵江南居住小区,德阳市水韵江南居住小区,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,EC76A363829549758AD6257378400303,德阳市水韵江南居住小区,,,,,,,,,,
德阳市建设工程集团有限公司,德阳市建设工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,66D6AE91640F406FB6EE34942848F3EB,德阳市建设工程集团有限公司,,,,,,,,,,
中国移动通信集团有限公司四川巴中分公司,中国移动通信集团有限公司四川巴中分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,B626B00FAAE44A94B194E0662903B49B,中国移动通信集团有限公司四川巴中分公司,,,,,,,,,,
重庆工业职业技术学院,重庆工业职业技术学院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,19C805B189AF4A5680261350FCD87250,重庆工业职业技术学院,,,,,,,,,,
西藏自治区人民政府驻格尔木办事处医院,西藏自治区人民政府驻格尔木办事处医院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,EC8BA0267C2847CAB17E134499A55B9C,西藏自治区人民政府驻格尔木办事处医院,,,,,,,,,,
四川省华地建设工程有限责任公司,四川省华地建设工程,1,company_multiple,manual_select_company_candidate,yes,no,no,5,0,company,1fe6d72f5ca94f74a19b30e063702a07,四川省华地建设工程有限责任公司,,1,,,,,,,,
德阳市罗江区万安镇南塔社区居民委员会,德阳市罗江区万安镇南塔社区居民委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,72ABD6591F684C9981EA0065B5008B5A,德阳市罗江区万安镇南塔社区居民委员会,,,,,,,,,,
重庆市璧山区人民政府青杠街道办事处,重庆市璧山区人民政府青杠街道办事处,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳开发大学,德阳开发大学,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
四川泰鑫房屋维修工程有限公司,四川泰鑫房屋维修工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1D64AA3B6A6143419FFA2DBD57395328,四川泰鑫房屋维修工程有限公司,,,,,,,,,,
四川航天职业技术学院,四川航天职业技术学院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,24FF69C01A6440BC8D093A8397149E84,四川航天职业技术学院,,,,,,,,,,
德阳旌阳区汇乐幼儿园,德阳旌阳区汇乐幼儿园,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,FCDD0CA5575341F5ABF1D6279A034C76,德阳旌阳区汇乐幼儿园,,,,,,,,,,
上海二十冶建设有限公司,上海二十冶建设,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
重庆市璧山区人民政府璧城街道办事处,重庆市璧山区人民政府璧城街道办事处,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,739b430531d04af19dcda549f7851acf,重庆市璧山区人民政府璧城街道办事处,,,,,,,,,,
重庆绿发城市建设有限公司,重庆绿发城市建设,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1f5a44c0c10f406c86a87be2d3184cfe,重庆绿发城市建设有限公司,,,,,,,,,,
德阳九源燃气工程有限公司,德阳九源燃气工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,AB2AEEB9D43940428E29D7D29209C7F8,德阳九源燃气工程有限公司,,,,,,,,,,
四川创海建筑工程有限公司,四川创海建筑工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,DC1E620181A447048BFD071215617B2B,四川创海建筑工程有限公司,,,,,,,,,,
