coverage_state,legacy_material_id,material_name,spec_model,uom_text,line_rows,header_rows,qty,amount,target_material_catalog_id,target_catalog_name,target_spec_model,target_uom_text,exact_text_catalog_id,exact_text_match_count,name_spec_catalog_id,name_spec_match_count,has_promoted_product
catalog_ready_by_legacy_id,bf072b15c8984fcf946cc69289bc12df,功率放大器,LA245,台,1,1,1.0000,6098.00,6841381,功率放大器,LA245,台,6841381,1,6841380,2,no
catalog_ready_by_legacy_id,0322fc1a31d142e9938b25264d88fa07,铜单芯线BV,1X4,圈,2,2,24.0000,6091.07,6841382,铜单芯线BV,1X4,圈,6841382,1,6841382,1,no
catalog_ready_by_legacy_id,a2fd18dc281b4ee5a52296180f6f5c9d,高分子井盖,B125-800,套,1,1,30.0000,6090.00,6841383,高分子井盖,B125-800,套,6841383,1,6841383,1,no
catalog_ready_by_legacy_id,de72daf249114127a10a41cafa95ef02,小厨宝,,套,1,1,13.0000,6084.00,6841384,小厨宝,,套,6841384,1,6841384,1,no
catalog_ready_by_legacy_id,382cee5d4572400e8ec675b67ac18a52,橱柜台面+门,,米,1,1,7.5000,6075.00,6841385,橱柜台面+门,,米,6841385,1,6841385,1,no
catalog_ready_by_legacy_id,8fabecc6205f4b938ab0b9ac84377d87,热镀锌方矩管,30*30*1.7,吨,1,1,1.0460,6066.80,6841386,热镀锌方矩管,30*30*1.7,吨,6841386,1,6841386,1,no
catalog_ready_by_legacy_id,3b0b178683d243f2916209571d56a6ab,室外消火栓泵,XBD3.5/25G-L,台,1,1,2.0000,6000.02,6841387,室外消火栓泵,XBD3.5/25G-L,台,6841387,1,6841387,1,no
catalog_ready_by_legacy_id,49ed5247721d434b9e8e96d1aba86cf4,室内消火栓泵,XBD6.5/10G-L,台,1,1,2.0000,6000.00,6841388,室内消火栓泵,XBD6.5/10G-L,台,6841388,1,6841388,1,no
catalog_ready_by_legacy_id,a2fd2dba8d234c75b6ee031f3d9adc2e,稳压设备,XW(L)-1-1.5-20-ADL,套,1,1,1.0000,5999.99,6841389,稳压设备,XW(L)-1-1.5-20-ADL,套,6841389,1,6841389,1,no
catalog_ready_by_legacy_id,f7bc6ac4662e4bd3a12628192fb92488,PVC-U排水管,φ110,m,3,3,534.0000,5998.31,6841390,PVC-U排水管,φ110,m,6841390,1,6841390,1,no
catalog_ready_by_legacy_id,805c6ae53da24dcf95cd977b8b184bb8,业务室文件柜,850*390*1800,组,1,1,6.0000,5994.00,6841391,业务室文件柜,850*390*1800,组,6841391,1,6841391,1,no
catalog_ready_by_legacy_id,142844c233174dee930d526b09d7983e,七孔管,φ100,米,1,1,523.0000,5962.20,6841392,七孔管,φ100,米,6841392,1,6841392,1,no
catalog_ready_by_legacy_id,e91c3283b9b94f4a92d740796532d50a,仿石芝麻灰石英砖,300*600*18,㎡,1,1,112.3200,5952.96,6841393,仿石芝麻灰石英砖,300*600*18,㎡,6841393,1,6841393,1,no
catalog_ready_by_legacy_id,a68429f73f43425688ea29ed4c4f8a0c,主席椅,标准,张,1,1,7.0000,5943.00,6841394,主席椅,标准,张,6841394,1,6841394,1,no
catalog_ready_by_legacy_id,280cf25938654ae68c760b077110dce8,实木门,标准门,套,1,1,5.0000,5940.00,6841395,实木门,标准门,套,6841395,1,6841395,1,no
catalog_ready_by_legacy_id,3218be206f094442ab9a5c49fecf0c97,双钢湿法夹胶,5mm+0.76+5mm,套,1,1,54.9152,5930.84,6841396,双钢湿法夹胶,5mm+0.76+5mm,套,6841396,1,6841396,1,no
catalog_ready_by_legacy_id,b4307fb39f0f4aca8944965ac13592b3,镀锌钢管,150,根,1,1,25.0000,5925.00,6841397,镀锌钢管,150,根,6841397,1,6841397,1,no
catalog_candidate_exact_text,d9278d4083ec47fdaf7dbcbd0ebb64ad,彩钢,,米,1,1,650.0000,5908.50,,,,,6841020,1,6841020,1,no
catalog_ready_by_legacy_id,9d972360391f4d0795f21f606fea482d,发泡剂,MS-A 750聚氨酯,瓶,1,1,225.0000,5895.00,6841398,发泡剂,MS-A 750聚氨酯,瓶,6841398,1,6841398,1,no
catalog_ready_by_legacy_id,6a725966364142f0bb5a42fbc4a4f7c4,页岩实心砖,240*115*53,匹,1,1,14000.0000,5880.00,6841399,页岩实心砖,240*115*53,匹,6841399,1,6841399,1,no
catalog_ready_by_legacy_id,02c736d26f694a67854c519ca6051b37,铸铁井篦,750*450,套,1,1,40.0000,5860.00,6841400,铸铁井篦,750*450,套,6841400,1,6841400,1,no
catalog_ready_by_legacy_id,a8584e7ee81347a0b558471280b12641,铜芯电缆,YJV3*10,m,1,1,305.0000,5849.90,6841401,铜芯电缆,YJV3*10,m,6841401,1,6841401,1,no
catalog_ready_by_legacy_id,2c414751cbad4853adc0de0046525a90,抹灰砂浆,干混M20,吨,1,1,14.0000,5824.00,6841402,抹灰砂浆,干混M20,吨,6841402,1,6841402,1,no
catalog_ready_by_legacy_id,113bf42e7e1c4818aa4d747d6194fb39,花岗石,芝麻灰花岗石路沿石900*300*150,米,1,1,87.3000,5814.18,6841403,花岗石,芝麻灰花岗石路沿石900*300*150,米,6841403,1,6841403,1,no
catalog_candidate_exact_text,bc00d91def16427b913b3e673c60cc79,沥青,AH-70,t,1,1,1.5000,5810.15,,,,,6840819,1,6840819,2,no
catalog_ready_by_legacy_id,82b851ba59b945b39e22a718db6d9b01,钢制闸门,1.6*1.6米,套,1,1,1.0000,5800.00,6841404,钢制闸门,1.6*1.6米,套,6841404,1,6841404,1,no
catalog_ready_by_legacy_id,4ae94a7ec8be4ef2a46adddb6be56607,PVC排水管,110*2.0,条,1,1,56.0000,5768.00,6841405,PVC排水管,110*2.0,条,6841405,1,6841405,1,no
catalog_ready_by_legacy_id,782071e33df841ccae5f55f8e7104abf,石材加工费,切角,个,1,1,1921.0000,5763.00,6841406,石材加工费,切角,个,6841406,1,6841406,1,no
catalog_candidate_exact_text,d8a27fef23604f5eb3462d3f528c953b,球墨铸铁井盖,600*600,套,2,2,20.0000,5731.20,,,,,6841293,1,6841293,1,no
catalog_ready_by_legacy_id,66e031c2360a459d9a4f20ff3c013502,镀锌管,30*50*1.0,支,1,1,168.0000,5712.00,6841407,镀锌管,30*50*1.0,支,6841407,1,6841407,1,no
catalog_ready_by_legacy_id,636789c9e36d478f89b38797f236dea8,HDPE双壁波纹管,DN300,米,1,1,150.0000,5700.00,6841408,HDPE双壁波纹管,DN300,米,6841408,1,6841408,1,no
catalog_ready_by_legacy_id,58c1019b86dc4739838e4faf603b2a53,玻璃钢格栅,25*25,平方,1,1,60.0000,5700.00,6841409,玻璃钢格栅,25*25,平方,6841409,1,6841409,1,no
catalog_ready_by_legacy_id,8f29cbacba504f95b00532cb3a346f12,二合一视频处理器,BOE-KSV12,个,1,1,1.0000,5687.00,6841411,二合一视频处理器,BOE-KSV12,个,6841411,1,6841411,1,no
catalog_ready_by_legacy_id,5178e32899804b8d87d9b1f9951a8f16,二合一处理器,KP00000M-S03-S00M,台,1,1,1.0000,5687.00,6841410,二合一处理器,KP00000M-S03-S00M,台,6841410,1,6841410,1,no
catalog_ready_by_legacy_id,dd5fa3e4437b43e491892a138288ef32,电线电缆,ZC-BV4*4,圈,2,2,20.0000,5680.00,6841412,电线电缆,ZC-BV4*4,圈,6841412,1,6841412,1,no
catalog_candidate_exact_text,be463d0b220545aab6de595dbe5a20ae,盘螺HRB400E,Φ10,吨,1,1,1.5500,5673.00,,,,,6840984,1,6840984,1,no
catalog_ready_by_legacy_id,16f2f61bb60a4fc8bfcd652e57a595ef,细石商品砼,C25,m3,1,1,13.5000,5670.00,6841413,细石商品砼,C25,m3,6841413,1,6841413,1,no
catalog_ready_by_legacy_id,0131b617688d4584b5ddf39db55a4c0a,碳素波纹管,φ80,米,1,1,2250.0000,5625.00,6841414,碳素波纹管,φ80,米,6841414,1,6841414,1,no
catalog_ready_by_legacy_id,fd94cc8d6fad49da82b7088745398155,钢筋 HPB300,φ≤10,t,1,1,1.5110,5615.86,6841415,钢筋 HPB300,φ≤10,t,6841415,1,6841415,1,no
catalog_ready_by_legacy_id,7485d667bd9f4233b5c8205294226b93,打印机,惠普M437nda,台,1,1,2.0000,5610.00,6841416,打印机,惠普M437nda,台,6841416,1,6841416,1,no
catalog_candidate_exact_text,4de05f640b194c84bdfd26aafba62495,铝合金平开窗,,㎡,1,1,17.5000,5600.00,,,,,6841342,1,6841342,1,no
catalog_ready_by_legacy_id,30e7bf3895f945f0b7acc30ac99ff779,热镀锌矩管,40*60,根,2,1,38.0000,5580.00,6841417,热镀锌矩管,40*60,根,6841417,1,6841417,1,no
catalog_ready_by_legacy_id,3d791d13aafa4a889b22d97a2cbad1f5,橡胶路锥,60cm,个,1,1,618.2020,5570.00,6841418,橡胶路锥,60cm,个,6841418,1,6841418,1,no
catalog_ready_by_legacy_id,ce35a9b5be6c4367851a710b5f2c6f4f,钢筋混凝土承插管,DN1200,米,1,1,8.0000,5560.00,6841419,钢筋混凝土承插管,DN1200,米,6841419,1,6841419,1,no
catalog_ready_by_legacy_id,c6bc4d0b81dc4a9ab1470bec5b6f39e3,钢质门,1500*2100,樘,1,1,4.0000,5544.00,6841420,钢质门,1500*2100,樘,6841420,1,6841420,1,no
catalog_ready_by_legacy_id,98b956393ad74d308f0a2ad3c44d9672,电线电缆,RVV 16*1,米,1,1,393.0000,5502.00,6841421,电线电缆,RVV 16*1,米,6841421,1,6841421,1,no
catalog_ready_by_legacy_id,6fde809082fe43388b436becf54e25b3,支架,12w-1000mm-4000K,个,1,1,500.0000,5500.00,6841422,支架,12w-1000mm-4000K,个,6841422,1,6841422,1,no
catalog_ready_by_legacy_id,4603786f82334428820de0c21d862496,支架,14w-1200mm-3000k,个,1,1,500.0000,5500.00,6841423,支架,14w-1200mm-3000k,个,6841423,1,6841423,1,no
catalog_ready_by_legacy_id,d30e0a7e6cb442518ef04a60a1562058,球墨铸铁树围,1200*1200*3,套,1,1,18.0000,5490.00,6841424,球墨铸铁树围,1200*1200*3,套,6841424,1,6841424,1,no
catalog_ready_by_legacy_id,65b709f8be334c47b7c88c19c45d2830,聚醋无纺布,,㎡,1,1,5228.4000,5489.82,6841425,聚醋无纺布,,㎡,6841425,1,6841425,1,no
catalog_ready_by_legacy_id,fbc0e50f214d4feea51a03073cab4b64,承插塑料给水管接头零件PVC-U,DN100,个,1,1,356.0000,5468.16,6841426,承插塑料给水管接头零件PVC-U,DN100,个,6841426,1,6841426,1,no
catalog_ready_by_legacy_id,0a9957b3cfcd4c0da3302b524914cf0e,铜芯电缆线,WDZ-YJV3*10,米,1,1,260.0000,5460.00,6841427,铜芯电缆线,WDZ-YJV3*10,米,6841427,1,6841427,1,no
catalog_ready_by_legacy_id,980d47bb073d45dca8e5b0e0c8186687,地弹簧,HD203/14,PCS,1,1,24.0000,5433.60,6841428,地弹簧,HD203/14,PCS,6841428,1,6841428,1,no
catalog_ready_by_legacy_id,5a682f3f06a04b00bf3341c84cd0300d,调音台,F12,套,1,1,1.0000,5427.00,6841430,调音台,F12,套,6841430,1,6841430,1,no
catalog_ready_by_legacy_id,f7c89ac7b5d14e06a435d835107a14d2,12路专业调音台,F12,台,1,1,1.0000,5427.00,6841429,12路专业调音台,F12,台,6841429,1,6841429,1,no
catalog_candidate_exact_text,f07825e4e0fe4e3fa7fafc91a918386d,12路专业调音台,F12,台,1,1,1.0000,5427.00,,,,,6841429,1,6841429,1,no
catalog_candidate_exact_text,70074592dac84341811075c88d85f15a,商品水稳层,4%,吨,1,1,52.6018,5418.45,,,,,6840706,1,6840706,1,no
catalog_ready_by_legacy_id,02c7772f53c5449f99f97ae960d4e59d,高分子给水井盖,870普型,套,1,1,10.0000,5400.00,6841431,高分子给水井盖,870普型,套,6841431,1,6841431,1,no
catalog_ready_by_legacy_id,6d2bd72d81e245ce9383ce085a115948,反馈抑制器,FB212,台,1,1,1.0000,5399.00,6841432,反馈抑制器,FB212,台,6841432,1,6841432,1,no
catalog_ready_by_legacy_id,574aa82c60bb41ae91370921545b5dd0,反馈预制器,FB212,套,1,1,1.0000,5399.00,6841433,反馈预制器,FB212,套,6841433,1,6841433,1,no
catalog_candidate_exact_text,d807d943e8d44ef2823a8e78be91a698,反馈抑制器,FB212,台,1,1,1.0000,5399.00,,,,,6841432,1,6841432,1,no
catalog_ready_by_legacy_id,0aac12fdbdf645618b31e68ca2baec49,槽钢,20#,支,1,1,7.0000,5390.00,6841434,槽钢,20#,支,6841434,1,6841434,1,no
catalog_ready_by_legacy_id,b5fe4449a528457a87b1c5e0e7e11fe9,无机涂料底漆,A级,kg,1,1,560.0000,5376.00,6841435,无机涂料底漆,A级,kg,6841435,1,6841435,1,no
catalog_ready_by_legacy_id,9fe3a1a6c91145a38deb1334c1f69429,建筑油膏,,kg,1,1,1492.1000,5371.56,6841436,建筑油膏,,kg,6841436,1,6841436,1,no
catalog_ready_by_legacy_id,b58de5ffbae048bd804732c68e72efff,无线手拉手会议主机,HD-1000,台,1,1,1.0000,5357.00,6841438,无线手拉手会议主机,HD-1000,台,6841438,1,6841438,1,no
catalog_ready_by_legacy_id,cac75813628348fe853e7f7d5f04da2f,无线合同主机,HD1000,套,1,1,1.0000,5357.00,6841437,无线合同主机,HD1000,套,6841437,1,6841437,1,no
catalog_candidate_exact_text,cc1ef501f4a54838a805c72df8fe1906,无线手拉手会议主机,HD-1000,台,1,1,1.0000,5357.00,,,,,6841438,1,6841438,1,no
catalog_ready_by_legacy_id,4f455263d70f4a13a4323e588659add4,盘螺,Φ6-Φ12,,1,1,1.0000,5350.00,6841439,盘螺,Φ6-Φ12,,6841439,1,6841439,1,no
catalog_ready_by_legacy_id,a88263c6168c4985b7e075afafa1e883,镀锌圆钢,12,支,1,1,167.0000,5344.00,6841440,镀锌圆钢,12,支,6841440,1,6841440,3,no
catalog_ready_by_legacy_id,68bb2e26a8834c89b238a534025147d5,混凝土,C35细石,立方米,1,1,12.0000,5340.00,6841441,混凝土,C35细石,立方米,6841441,1,6841441,1,no
catalog_ready_by_legacy_id,8a88eecb08794def95d1f3d611bb32ee,芝麻灰花岗石路沿石,900*150*150,米,1,1,120.6000,5306.40,6841442,芝麻灰花岗石路沿石,900*150*150,米,6841442,1,6841442,1,no
catalog_ready_by_legacy_id,f6f4377317d34f77969c3eacd5535380,电缆保护管,PE50,m,3,3,874.0000,5262.26,6841443,电缆保护管,PE50,m,6841443,1,6841443,1,no
catalog_ready_by_legacy_id,8eef6baf11894122980e69f4cabd4222,通体瓷砖,600*600,片,1,1,212.0000,5257.60,6841444,通体瓷砖,600*600,片,6841444,1,6841444,1,no
catalog_ready_by_legacy_id,4d4b4a7a6ec049e788996bc829e3d2eb,高分子井盖井座,Φ700重型B125级,套,1,1,10.0000,5200.00,6841445,高分子井盖井座,Φ700重型B125级,套,6841445,1,6841445,1,no
catalog_ready_by_legacy_id,f9d9d211d05a42c1b03ffda84c4a4f8a,水泥,M32.5,t,1,1,14.0000,5180.00,6841446,水泥,M32.5,t,6841446,1,6841446,1,no
catalog_ready_by_legacy_id,d46cf0194cf94896bbbb7dbce92eff4a,防火门,钢质甲级转印防火门,㎡,1,1,8.5000,5143.00,6841447,防火门,钢质甲级转印防火门,㎡,6841447,1,6841447,1,no
catalog_ready_by_legacy_id,75dca82247cf4ce6b8e6da107bb95ce6,热镀锌方矩管,30*30*2.0,吨,1,1,.9540,5132.52,6841448,热镀锌方矩管,30*30*2.0,吨,6841448,1,6841448,1,no
catalog_ready_by_legacy_id,1d3aee6434434d38be99d7446d96b668,配电箱,CL-ALz,台,1,1,1.0000,5110.00,6841449,配电箱,CL-ALz,台,6841449,1,6841449,1,no
catalog_ready_by_legacy_id,025e57da22fe45f5855d09604162a202,HDPE钢带增强聚乙烯螺旋波纹管,DN1400SN>10,米,1,1,10.0000,5105.00,6841450,HDPE钢带增强聚乙烯螺旋波纹管,DN1400SN>10,米,6841450,1,6841450,1,no
catalog_ready_by_legacy_id,acf7b7cd5f2b4b0dbedb84ccc9b1441e,青砂石,300*600*30,平方米,1,1,135.0000,5103.00,6841451,青砂石,300*600*30,平方米,6841451,1,6841451,1,no
catalog_ready_by_legacy_id,85e233f4c020422a98aaead8eb19eb8f,预制混凝土井筒,700,米,1,1,11.8000,5074.00,6841452,预制混凝土井筒,700,米,6841452,1,6841452,1,no
catalog_ready_by_legacy_id,acbb48c9b14e40da829a60902fe7d6b1,雾炮机,30型,台,1,1,4.0000,5040.00,6841453,雾炮机,30型,台,6841453,1,6841453,1,no
catalog_ready_by_legacy_id,207effc1f9254ce88f0055afc5a01562,电线电缆,ZC-BV2.5*2.5,圈,2,2,27.0000,5028.80,6841454,电线电缆,ZC-BV2.5*2.5,圈,6841454,1,6841454,1,no
catalog_ready_by_legacy_id,9ae98ed561d94a839f67a79434fb4da7,支架,10.5w-900mm-4000k,个,1,1,500.0000,5000.00,6841455,支架,10.5w-900mm-4000k,个,6841455,1,6841455,1,no
catalog_ready_by_legacy_id,6de17ca43d344d1796dabbffae341005,隔壁间接待沙发,1位+3位,套,1,1,2.0000,4994.00,6841456,隔壁间接待沙发,1位+3位,套,6841456,1,6841456,1,no
catalog_ready_by_legacy_id,0bfd2b90af4a487b9364315cf682eafb,PVC管材,25B,根,1,1,640.0000,4992.00,6841457,PVC管材,25B,根,6841457,1,6841457,1,no
catalog_ready_by_legacy_id,8c97e0090ad04e9580a73fc2c46ea5d6,热镀锌管,140,吨,1,1,.9120,4988.64,6841458,热镀锌管,140,吨,6841458,1,6841458,1,no
catalog_ready_by_legacy_id,e12ff1cd96e64cab9849b22ae6f4c149,闸阀,150,个,1,1,10.0000,4980.00,6841459,闸阀,150,个,6841459,1,6841459,1,no
catalog_ready_by_legacy_id,cefc6465fb5d4bea82c98aa1f6c78e85,厨房排烟,30*30,套,1,1,1.0000,4975.00,6841460,厨房排烟,30*30,套,6841460,1,6841460,1,no
catalog_ready_by_legacy_id,37dc5142fdba43f5a77547f08bb47606,水表箱,800*300,套,1,1,32.0000,4960.00,6841461,水表箱,800*300,套,6841461,1,6841461,1,no
catalog_candidate_name_spec,e4cfc811d0514aa4a5f51aeece2d5d3f,堵漏剂,,件,1,1,66.0000,4950.00,,,,,,0,2076562,1,no
catalog_ready_by_legacy_id,a9e2755f2df84e12b7978fe07eba2afb,热缩套,1600,个,1,1,35.0000,4900.00,6841462,热缩套,1600,个,6841462,1,6841462,1,no
catalog_ready_by_legacy_id,a19409e24ef14b4c9ff01054b6235c48,钢筋HRB400E,Φ10,吨,1,1,1.2340,4874.30,6841463,钢筋HRB400E,Φ10,吨,6841463,1,6841463,1,no
catalog_ready_by_legacy_id,0adb9027e1694dffbd7add6f819d2657,草坪灯,0.6m,套,1,1,60.0000,4815.00,6841464,草坪灯,0.6m,套,6841464,1,6841464,1,no
catalog_ready_by_legacy_id,0d7449e0dcd8483eae286d4d89c590da,主板,b560,块,1,1,4.0000,4800.00,6841466,主板,b560,块,6841466,1,6841466,1,no
catalog_ready_by_legacy_id,31370,水泵,7.5KW,台,1,1,3.0000,4800.00,6841468,水泵,7.5KW,台,6841468,1,6841468,1,no
catalog_ready_by_legacy_id,9e2c54af2abd4ee1997fa9d9011153d2,HI-PPR给水管,25*3.5（3m）,米,1,1,600.0000,4800.00,6841465,HI-PPR给水管,25*3.5（3m）,米,6841465,1,6841465,1,no
catalog_ready_by_legacy_id,e3aeb312a63d415e9e236c932bf8a9b9,木纹漆,,千克（公斤）,1,1,100.0000,4800.00,6841467,木纹漆,,千克（公斤）,6841467,1,6841467,1,no
catalog_ready_by_legacy_id,f4360175a116403ab75b2c61d108a27f,茶水柜,2400转1700,组,1,1,1.0000,4795.00,6841469,茶水柜,2400转1700,组,6841469,1,6841469,1,no
catalog_ready_by_legacy_id,b11a5b02bfa24fcfaff3bb6b54fe4cc0,茶水柜,1730转2.2米,组,1,1,1.0000,4795.00,6841470,茶水柜,1730转2.2米,组,6841470,1,6841470,1,no
catalog_ready_by_legacy_id,b7c79f9a043f4e6c9f432c0d72444469,显示器,,,2,2,4.0000,4785.00,6841471,显示器,,,6841471,1,6841471,1,no
catalog_ready_by_legacy_id,bdfb573670b5411da57db1c0ee445dba,支架,7w-600mm-3000k,个,1,1,500.0030,4750.03,6841472,支架,7w-600mm-3000k,个,6841472,1,6841472,1,no
catalog_ready_by_legacy_id,cff6df26b2464e8b9535a5de7ef3397a,二级钢筋混凝土承插管,D400,米,1,1,50.0000,4750.00,6841473,二级钢筋混凝土承插管,D400,米,6841473,1,6841473,1,no
catalog_ready_by_legacy_id,58e4a14259f640fc8fbc6dc600349bf0,白色PVC轻型电工管材,20（4m）,米,1,1,5000.0000,4750.00,6841474,白色PVC轻型电工管材,20（4m）,米,6841474,1,6841474,1,no
catalog_ready_by_legacy_id,ccbb83b303da44709cad95c22be22b4a,花岗岩雨水篦子,600*400*30,块,1,1,65.0000,4745.00,6841476,花岗岩雨水篦子,600*400*30,块,6841476,1,6841476,1,no
catalog_ready_by_legacy_id,c1f9e18df5874cf6b77f8969936ce75c,床垫,1.5米,张,1,1,5.0000,4745.00,6841475,床垫,1.5米,张,6841475,1,6841475,1,no
catalog_candidate_exact_text,e5718d677b584e6a98ccaaddb6572558,通体瓷砖,600*600,片,1,1,320.0000,4736.00,,,,,6841444,1,6841444,1,no
catalog_candidate_exact_text,0e54331a9d8a49fba3579ea974e68b6e,水泥,32.5袋装,吨,1,1,15.0000,4725.00,,,,,6840756,1,6840756,1,no
catalog_ready_by_legacy_id,1476511578a949b1ba3b88d21d5cd5f1,II级国标钢筋砼平口管,Φ600,m,1,1,28.0000,4723.04,6841477,II级国标钢筋砼平口管,Φ600,m,6841477,1,6841477,1,no
catalog_ready_by_legacy_id,4397c7be2ec049c0a65dca5d17602996,智能控制柜,18.5KW,台,1,1,1.0000,4700.00,6841478,智能控制柜,18.5KW,台,6841478,1,6841478,1,no
catalog_ready_by_legacy_id,7495f7b3e02441dfb5ca376c234b77aa,窗套线,,米,1,1,72.0000,4680.00,6841479,窗套线,,米,6841479,1,6841479,1,no
catalog_candidate_name_spec,3771d1189d054fcc86be5844176c66d3,空心砖,,M3,1,1,25.9440,4669.92,,,,,,0,1498242,241,no
catalog_candidate_exact_text,c792c24924f54fe688b7d0b542b1e1af,金桂兰水泥,32.5,吨,1,1,15.0000,4650.00,,,,,6841294,1,6841294,1,no
catalog_ready_by_legacy_id,5f1ae5c68c284b0db87e64be8a92e23d,喷淋雾炮机,,台,2,1,3.0000,4620.00,6841480,喷淋雾炮机,,台,6841480,1,6841480,1,no
catalog_ready_by_legacy_id,2d8304fe60e44fd890596e9c6d16848e,阀门PPR白色,25,M2,1,1,360.0000,4608.00,6841481,阀门PPR白色,25,M2,6841481,1,6841481,1,no
catalog_ready_by_legacy_id,531d8e0af3c64492b7e25a667dbc87ed,高分子树圈,1400*1400*30,套,1,1,50.0000,4600.00,6841482,高分子树圈,1400*1400*30,套,6841482,1,6841482,1,no
catalog_ready_by_legacy_id,385bdaf595eb4b7d82b0b11047f7d817,PVC排水管,160*4.0,米,1,1,200.0000,4570.00,6841483,PVC排水管,160*4.0,米,6841483,1,6841483,1,no
catalog_ready_by_legacy_id,05ed0fd009bd44ce86e3f682f47cde64,镀锌钢管,140*1.4,支,1,1,30.0000,4560.00,6841484,镀锌钢管,140*1.4,支,6841484,1,6841484,1,no
catalog_ready_by_legacy_id,cfe9441bc7034e858645ecbb8e1fe49d,球墨铸铁水篦,450*750D400,套,1,1,22.0000,4510.00,6841485,球墨铸铁水篦,450*750D400,套,6841485,1,6841485,1,no
catalog_ready_by_legacy_id,3b81293b67e046318d96a06b0d3cf067,不锈钢金属字,1200*1200*1.2mm,个,1,1,4.0000,4504.00,6841486,不锈钢金属字,1200*1200*1.2mm,个,6841486,1,6841486,1,no
catalog_ready_by_legacy_id,2e67ed9f217a484ea62d744f11d77249,地弹簧,HD201/14,PCS,2,1,30.0000,4500.00,6841487,地弹簧,HD201/14,PCS,6841487,1,6841487,1,no
catalog_ready_by_legacy_id,314e92b5d67d455aba9adbee3deba6e5,电缆,YJV-4*10,米,1,1,80.0000,4464.00,6841488,电缆,YJV-4*10,米,6841488,1,6841488,1,no
catalog_ready_by_legacy_id,f61f6862b2044f4dae8cf7e1ba16b2e1,钢质防盗门,M1421,M2,1,1,8.8200,4462.92,6841489,钢质防盗门,M1421,M2,6841489,1,6841489,1,no
catalog_ready_by_legacy_id,2f20f14b59d143f0aba30b3a7dd63f95,成人落地小便池,,套,1,1,10.0000,4456.00,6841490,成人落地小便池,,套,6841490,1,6841490,1,no
catalog_ready_by_legacy_id,e432e46f1b4e4330b9b4cfeed2d0611a,加工天然石材、石料,中国黑光面树池石45°碰角,个,1,1,296.0000,4440.00,6841491,加工天然石材、石料,中国黑光面树池石45°碰角,个,6841491,1,6841491,1,no
catalog_candidate_exact_text,5a21094b554c4411bd688cf7d2f08ba8,防盗门,,平方米,1,1,12.0000,4416.00,,,,,1688021,1,1290014,371,no
catalog_candidate_exact_text,b593bed6ddc14c78bb4ef01f72370687,会议椅,标准,张,1,1,20.0000,4400.00,,,,,6840989,1,6840989,1,no
catalog_ready_by_legacy_id,e04cb3c5ca034f94b59463f52fca7280,功率放大器,LA235,台,1,1,1.0000,4364.00,6841493,功率放大器,LA235,台,6841493,1,6841493,1,no
catalog_candidate_exact_text,ffa106b8c1ef4e7d91c8a4893c2b5fea,功率放大器,LA235,台,1,1,1.0000,4364.00,,,,,6841493,1,6841493,1,no
catalog_ready_by_legacy_id,52fa2a71832749aab7d3c0e12d296c69,专业功放,LA235,只,1,1,1.0000,4364.00,6841492,专业功放,LA235,只,6841492,1,6841492,1,no
catalog_ready_by_legacy_id,a4f40686508640a0ae22dcdd84cd66f2,盘元,HPB300 12,吨,1,1,1.0020,4358.70,6841494,盘元,HPB300 12,吨,6841494,1,6841494,1,no
catalog_ready_by_legacy_id,2932866ac22f4245abfb7bc4c157df27,蹲便器水箱,,套,1,1,20.0000,4352.00,6841495,蹲便器水箱,,套,6841495,1,6841495,1,no
catalog_ready_by_legacy_id,7a2b93b96b134d81ab63bef459a55664,环氧富锌底漆,,组,2,2,9.0000,4320.00,6841497,环氧富锌底漆,,组,6841497,1,6841497,1,no
catalog_ready_by_legacy_id,c60e5b06cb8145d38a7b0a0eb5f79ab8,CPVC电力管,110*5,米,1,1,480.0000,4320.00,6841496,CPVC电力管,110*5,米,6841496,1,6841496,1,no
catalog_ready_by_legacy_id,27f62ed718854fdba0f4e326b50554fe,主板,ASUS/B450M-PRO/GAMING,个,2,2,4.0000,4312.73,6841498,主板,ASUS/B450M-PRO/GAMING,个,6841498,1,6841498,1,no
catalog_ready_by_legacy_id,8b1873b11cc347eda43c10f6783689c5,电缆,LGJ3*35/6,米,1,1,250.0000,4250.00,6841499,电缆,LGJ3*35/6,米,6841499,1,6841499,1,no
catalog_ready_by_legacy_id,06dc5641b8ff4994a98f485c55fef3ed,花岗石*芝麻黑光面四方花台压顶,612*350*20,平方米,1,1,28.2744,4184.61,6841500,花岗石*芝麻黑光面四方花台压顶,612*350*20,平方米,6841500,1,6841500,1,no
catalog_ready_by_legacy_id,2c3dd262e1af43e688c738439e89cc27,矩管,40*80,支,1,1,36.0000,4176.00,6841501,矩管,40*80,支,6841501,1,6841501,1,no
catalog_candidate_exact_text,d3616f0e04b247c08c36bb128cfccc94,金桂兰水泥,32.5,吨,1,1,13.0000,4160.00,,,,,6841294,1,6841294,1,no
catalog_candidate_name_spec,8dfd47e3962842bea71d036d070f6748,盖土网,,卷,2,1,277.0260,4150.00,,,,,,0,1655486,1,no
catalog_ready_by_legacy_id,73bc7103ca2a4cfbbcf60098b7692c59,流量计,DN150,只,1,1,2.0000,4100.00,6841502,流量计,DN150,只,6841502,1,6841502,1,no
